nlive,niter,ncall,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,logzh,logdust,logNpix
2.0000e+03,5.4800e+02,6.7060e+03,8.1261e+00,-1.7789e+03,-1.7944e+03,-1.0872e+01,-1.7944e+03,5.5099e-01,1.5331e+01,5.0032e+02,-3.7964e-01,-1.0547e+00,3.0092e+00
2.0000e+03,5.4900e+02,6.7080e+03,8.1385e+00,-1.7629e+03,-1.7784e+03,-1.0891e+01,-1.7784e+03,5.5396e-01,1.5497e+01,4.9603e+02,-6.0585e-01,-9.3041e-01,3.0000e+00
2.0000e+03,5.5000e+02,6.7120e+03,8.1485e+00,-1.7590e+03,-1.7745e+03,-1.0911e+01,-1.7744e+03,5.5110e-01,1.5337e+01,4.8008e+02,-4.7506e-01,-9.7206e-01,3.0126e+00
2.0000e+03,5.5100e+02,6.7130e+03,8.1621e+00,-1.7354e+03,-1.7509e+03,-1.0931e+01,-1.7509e+03,5.5467e-01,1.5536e+01,4.7605e+02,-4.5947e-01,-1.0233e+00,3.0040e+00
2.0000e+03,5.5200e+02,6.7150e+03,8.1744e+00,-1.7128e+03,-1.7284e+03,-1.0951e+01,-1.7284e+03,5.5502e-01,1.5556e+01,4.5249e+02,-4.2684e-01,-1.0357e+00,3.0040e+00
2.0000e+03,5.5300e+02,6.7160e+03,8.1880e+00,-1.7012e+03,-1.7168e+03,-1.0971e+01,-1.7168e+03,5.5537e-01,1.5576e+01,4.2996e+02,-5.8837e-01,-9.7750e-01,2.9894e+00
2.0000e+03,5.5400e+02,6.7190e+03,8.1991e+00,-1.7006e+03,-1.7158e+03,-1.0990e+01,-1.7155e+03,5.3638e-01,1.4529e+01,4.1832e+02,-4.9606e-01,-1.0176e+00,2.9929e+00
2.0000e+03,5.5500e+02,6.7220e+03,8.2103e+00,-1.6922e+03,-1.7078e+03,-1.1010e+01,-1.7078e+03,5.5596e-01,1.5609e+01,4.1699e+02,-5.4136e-01,-9.6147e-01,2.9995e+00
2.0000e+03,5.5600e+02,6.7230e+03,8.2238e+00,-1.6895e+03,-1.7050e+03,-1.1030e+01,-1.7050e+03,5.4843e-01,1.5189e+01,4.0930e+02,-4.9876e-01,-9.6897e-01,3.0081e+00
2.0000e+03,5.5700e+02,6.7290e+03,8.2313e+00,-1.6886e+03,-1.7039e+03,-1.1050e+01,-1.7036e+03,5.3595e-01,1.4505e+01,4.0646e+02,-5.2190e-01,-9.7294e-01,2.9981e+00
2.0000e+03,5.5800e+02,6.7360e+03,8.2375e+00,-1.6789e+03,-1.6946e+03,-1.1070e+01,-1.6946e+03,5.5710e-01,1.5673e+01,4.0510e+02,-4.0301e-01,-1.0429e+00,3.0057e+00
2.0000e+03,5.5900e+02,6.7500e+03,8.2353e+00,-1.6719e+03,-1.6876e+03,-1.1089e+01,-1.6876e+03,5.5724e-01,1.5681e+01,3.9607e+02,-5.4841e-01,-9.6328e-01,3.0069e+00
2.0000e+03,5.6000e+02,6.7560e+03,8.2427e+00,-1.6695e+03,-1.6852e+03,-1.1109e+01,-1.6851e+03,5.4772e-01,1.5149e+01,3.8901e+02,-6.4641e-01,-9.1915e-01,2.9983e+00
2.0000e+03,5.6100e+02,6.7660e+03,8.2453e+00,-1.6654e+03,-1.6811e+03,-1.1129e+01,-1.6811e+03,5.5504e-01,1.5557e+01,3.8650e+02,-6.6925e-01,-9.2409e-01,2.9938e+00
2.0000e+03,5.6200e+02,6.7700e+03,8.2551e+00,-1.6635e+03,-1.6791e+03,-1.1149e+01,-1.6790e+03,5.4497e-01,1.4998e+01,3.8246e+02,-4.6162e-01,-1.0118e+00,3.0008e+00
2.0000e+03,5.6300e+02,6.7740e+03,8.2649e+00,-1.6425e+03,-1.6583e+03,-1.1169e+01,-1.6583e+03,5.5890e-01,1.5774e+01,3.8038e+02,-5.0104e-01,-1.0042e+00,2.9945e+00
2.0000e+03,5.6400e+02,6.7780e+03,8.2748e+00,-1.6408e+03,-1.6564e+03,-1.1188e+01,-1.6563e+03,5.4559e-01,1.5032e+01,3.5964e+02,-4.7104e-01,-9.8626e-01,3.0047e+00
2.0000e+03,5.6500e+02,6.7790e+03,8.2882e+00,-1.6378e+03,-1.6536e+03,-1.1208e+01,-1.6535e+03,5.5115e-01,1.5340e+01,4.2633e+02,-5.6696e-01,-9.8335e-01,2.9947e+00
2.0000e+03,5.6600e+02,6.7860e+03,8.2943e+00,-1.6364e+03,-1.6521e+03,-1.1228e+01,-1.6518e+03,5.4229e-01,1.4850e+01,4.2357e+02,-5.5312e-01,-9.4414e-01,3.0074e+00
2.0000e+03,5.6700e+02,6.7910e+03,8.3029e+00,-1.6237e+03,-1.6396e+03,-1.1248e+01,-1.6396e+03,5.6029e-01,1.5853e+01,4.2188e+02,-5.7549e-01,-9.8297e-01,2.9940e+00
2.0000e+03,5.6800e+02,6.7930e+03,8.3151e+00,-1.6181e+03,-1.6340e+03,-1.1268e+01,-1.6340e+03,5.5978e-01,1.5824e+01,4.0956e+02,-4.2537e-01,-1.0284e+00,3.0070e+00
2.0000e+03,5.6900e+02,6.7960e+03,8.3260e+00,-1.6157e+03,-1.6315e+03,-1.1287e+01,-1.6314e+03,5.5122e-01,1.5343e+01,4.0395e+02,-5.2134e-01,-9.6307e-01,3.0024e+00
2.0000e+03,5.7000e+02,6.7980e+03,8.3382e+00,-1.6146e+03,-1.6302e+03,-1.1307e+01,-1.6300e+03,5.4142e-01,1.4803e+01,4.0140e+02,-4.7812e-01,-9.8514e-01,3.0079e+00
2.0000e+03,5.7100e+02,6.8000e+03,8.3504e+00,-1.6054e+03,-1.6214e+03,-1.1327e+01,-1.6214e+03,5.6164e-01,1.5929e+01,3.9993e+02,-5.5331e-01,-9.4931e-01,3.0025e+00
2.0000e+03,5.7200e+02,6.8120e+03,8.3503e+00,-1.6033e+03,-1.6191e+03,-1.1347e+01,-1.6190e+03,5.5090e-01,1.5326e+01,4.1592e+02,-5.2010e-01,-9.8304e-01,3.0041e+00
2.0000e+03,5.7300e+02,6.8130e+03,8.3637e+00,-1.6025e+03,-1.6181e+03,-1.1367e+01,-1.6177e+03,5.4070e-01,1.4763e+01,4.1357e+02,-5.0011e-01,-9.6585e-01,3.0079e+00
2.0000e+03,5.7400e+02,6.8160e+03,8.3746e+00,-1.5954e+03,-1.6114e+03,-1.1387e+01,-1.6114e+03,5.6236e-01,1.5970e+01,4.1226e+02,-6.5421e-01,-9.2312e-01,2.9969e+00
2.0000e+03,5.7500e+02,6.8190e+03,8.3855e+00,-1.5919e+03,-1.6079e+03,-1.1406e+01,-1.6079e+03,5.5839e-01,1.5745e+01,4.0587e+02,-4.7670e-01,-1.0158e+00,3.0007e+00
2.0000e+03,5.7600e+02,6.8230e+03,8.3952e+00,-1.5909e+03,-1.6066e+03,-1.1426e+01,-1.6064e+03,5.4483e-01,1.4990e+01,4.0234e+02,-5.1234e-01,-9.6398e-01,3.0039e+00
2.0000e+03,5.7700e+02,6.8260e+03,8.4061e+00,-1.5892e+03,-1.6051e+03,-1.1446e+01,-1.6049e+03,5.4381e-01,1.4934e+01,4.0081e+02,-4.0660e-01,-1.0279e+00,3.0056e+00
2.0000e+03,5.7800e+02,6.8280e+03,8.4181e+00,-1.5886e+03,-1.6043e+03,-1.1466e+01,-1.6038e+03,5.3772e-01,1.4601e+01,3.9930e+02,-5.1530e-01,-9.7248e-01,3.0001e+00
2.0000e+03,5.7900e+02,6.8330e+03,8.4266e+00,-1.5867e+03,-1.6026e+03,-1.1486e+01,-1.6024e+03,5.4322e-01,1.4902e+01,3.9824e+02,-5.7440e-01,-9.7922e-01,2.9939e+00
2.0000e+03,5.8000e+02,6.8370e+03,8.4362e+00,-1.5784e+03,-1.5945e+03,-1.1505e+01,-1.5945e+03,5.6472e-01,1.6104e+01,3.9678e+02,-4.5880e-01,-9.9634e-01,3.0102e+00
2.0000e+03,5.8100e+02,6.8380e+03,8.4495e+00,-1.5747e+03,-1.5908e+03,-1.1525e+01,-1.5908e+03,5.6125e-01,1.5907e+01,3.8889e+02,-6.1384e-01,-9.5769e-01,2.9935e+00
2.0000e+03,5.8200e+02,6.8430e+03,8.4579e+00,-1.5735e+03,-1.5894e+03,-1.1545e+01,-1.5891e+03,5.4816e-01,1.5174e+01,3.8513e+02,-5.8119e-01,-9.4677e-01,3.0059e+00
2.0000e+03,5.8300e+02,6.8440e+03,8.4711e+00,-1.5696e+03,-1.5857e+03,-1.1565e+01,-1.5857e+03,5.6115e-01,1.5901e+01,3.8349e+02,-4.3058e-01,-1.0134e+00,3.0086e+00
2.0000e+03,5.8400e+02,6.8480e+03,8.4807e+00,-1.5603e+03,-1.5765e+03,-1.1585e+01,-1.5765e+03,5.6618e-01,1.6188e+01,3.8003e+02,-4.1904e-01,-1.0379e+00,3.0059e+00
2.0000e+03,5.8500e+02,6.8490e+03,8.4940e+00,-1.5568e+03,-1.5730e+03,-1.1604e+01,-1.5730e+03,5.6181e-01,1.5939e+01,3.7075e+02,-4.7363e-01,-9.9946e-01,2.9996e+00
2.0000e+03,5.8600e+02,6.8510e+03,8.5060e+00,-1.5545e+03,-1.5706e+03,-1.1624e+01,-1.5705e+03,5.5652e-01,1.5640e+01,3.6724e+02,-5.2775e-01,-1.0003e+00,2.9938e+00
2.0000e+03,5.8700e+02,6.8550e+03,8.5156e+00,-1.5448e+03,-1.5610e+03,-1.1644e+01,-1.5610e+03,5.6723e-01,1.6248e+01,3.6477e+02,-6.2274e-01,-9.4486e-01,2.9934e+00
2.0000e+03,5.8800e+02,6.8600e+03,8.5239e+00,-1.5439e+03,-1.5598e+03,-1.1664e+01,-1.5596e+03,5.4962e-01,1.5254e+01,3.5527e+02,-4.5411e-01,-9.9662e-01,3.0065e+00
2.0000e+03,5.8900e+02,6.8610e+03,8.5371e+00,-1.5430e+03,-1.5589e+03,-1.1684e+01,-1.5585e+03,5.4313e-01,1.4896e+01,3.5380e+02,-5.2332e-01,-9.5695e-01,3.0073e+00
2.0000e+03,5.9000e+02,6.8640e+03,8.5479e+00,-1.5386e+03,-1.5549e+03,-1.1703e+01,-1.5548e+03,5.6447e-01,1.6090e+01,3.5272e+02,-5.8080e-01,-9.6225e-01,2.9938e+00
2.0000e+03,5.9100e+02,6.8680e+03,8.5574e+00,-1.5372e+03,-1.5533e+03,-1.1723e+01,-1.5531e+03,5.5249e-01,1.5414e+01,3.4903e+02,-4.4802e-01,-1.0028e+00,3.0044e+00
2.0000e+03,5.9200e+02,6.8690e+03,8.5706e+00,-1.5345e+03,-1.5508e+03,-1.1743e+01,-1.5507e+03,5.5808e-01,1.5728e+01,3.4726e+02,-5.5050e-01,-9.8799e-01,2.9950e+00
2.0000e+03,5.9300e+02,6.8810e+03,8.5702e+00,-1.5327e+03,-1.5489e+03,-1.1763e+01,-1.5488e+03,5.5458e-01,1.5531e+01,3.4487e+02,-5.0631e-01,-1.0010e+00,2.9952e+00
2.0000e+03,5.9400e+02,6.8880e+03,8.5760e+00,-1.5324e+03,-1.5482e+03,-1.1783e+01,-1.5478e+03,5.4463e-01,1.4979e+01,3.4288e+02,-4.2548e-01,-1.0277e+00,3.0032e+00
2.0000e+03,5.9500e+02,6.8910e+03,8.5867e+00,-1.5276e+03,-1.5440e+03,-1.1802e+01,-1.5440e+03,5.6686e-01,1.6227e+01,3.4188e+02,-6.1535e-01,-9.3334e-01,3.0002e+00
2.0000e+03,5.9600e+02,6.9010e+03,8.5887e+00,-1.5232e+03,-1.5396e+03,-1.1822e+01,-1.5396e+03,5.6796e-01,1.6290e+01,3.3803e+02,-6.3255e-01,-9.3742e-01,2.9990e+00
2.0000e+03,5.9700e+02,6.9020e+03,8.6018e+00,-1.5206e+03,-1.5370e+03,-1.1842e+01,-1.5369e+03,5.6194e-01,1.5946e+01,3.3366e+02,-4.8629e-01,-1.0085e+00,3.0004e+00
2.0000e+03,5.9800e+02,6.9030e+03,8.6150e+00,-1.5169e+03,-1.5333e+03,-1.1862e+01,-1.5333e+03,5.6681e-01,1.6224e+01,3.3097e+02,-5.9320e-01,-9.5326e-01,3.0002e+00
2.0000e+03,5.9900e+02,6.9040e+03,8.6281e+00,-1.5064e+03,-1.5229e+03,-1.1882e+01,-1.5229e+03,5.7137e-01,1.6486e+01,3.2732e+02,-4.4704e-01,-1.0286e+00,2.9991e+00
2.0000e+03,6.0000e+02,6.9050e+03,8.6413e+00,-1.5059e+03,-1.5220e+03,-1.1901e+01,-1.5216e+03,5.5278e-01,1.5430e+01,3.1691e+02,-4.5613e-01,-1.0187e+00,3.0034e+00
2.0000e+03,6.0100e+02,6.9110e+03,8.6482e+00,-1.5046e+03,-1.5209e+03,-1.1921e+01,-1.5205e+03,5.4878e-01,1.5208e+01,3.1562e+02,-4.1216e-01,-1.0312e+00,3.0067e+00
2.0000e+03,6.0200e+02,6.9170e+03,8.6551e+00,-1.4978e+03,-1.5143e+03,-1.1941e+01,-1.5143e+03,5.7195e-01,1.6519e+01,3.1445e+02,-4.4164e-01,-1.0250e+00,3.0057e+00
2.0000e+03,6.0300e+02,6.9230e+03,8.6620e+00,-1.4969e+03,-1.5131e+03,-1.1961e+01,-1.5129e+03,5.5476e-01,1.5541e+01,3.0827e+02,-4.5815e-01,-1.0219e+00,3.0033e+00
2.0000e+03,6.0400e+02,6.9280e+03,8.6701e+00,-1.4955e+03,-1.5119e+03,-1.1981e+01,-1.5116e+03,5.5136e-01,1.5351e+01,3.0680e+02,-4.1052e-01,-1.0212e+00,3.0085e+00
2.0000e+03,6.0500e+02,6.9310e+03,8.6807e+00,-1.4893e+03,-1.5059e+03,-1.2000e+01,-1.5059e+03,5.7273e-01,1.6564e+01,3.0549e+02,-5.8790e-01,-9.4528e-01,3.0031e+00
2.0000e+03,6.0600e+02,6.9370e+03,8.6876e+00,-1.4891e+03,-1.5051e+03,-1.2020e+01,-1.5047e+03,5.5424e-01,1.5512e+01,2.9979e+02,-6.2142e-01,-9.5506e-01,2.9927e+00
2.0000e+03,6.0700e+02,6.9400e+03,8.6981e+00,-1.4862e+03,-1.5028e+03,-1.2040e+01,-1.5026e+03,5.6230e-01,1.5966e+01,2.9861e+02,-5.8578e-01,-9.3894e-01,3.0033e+00
2.0000e+03,6.0800e+02,6.9490e+03,8.7012e+00,-1.4843e+03,-1.5008e+03,-1.2060e+01,-1.5007e+03,5.5957e-01,1.5812e+01,2.9647e+02,-5.8342e-01,-9.7443e-01,2.9925e+00
2.0000e+03,6.0900e+02,6.9670e+03,8.6932e+00,-1.4840e+03,-1.5001e+03,-1.2080e+01,-1.4997e+03,5.5001e-01,1.5276e+01,2.9451e+02,-5.6144e-01,-9.7222e-01,2.9996e+00
2.0000e+03,6.1000e+02,6.9750e+03,8.6975e+00,-1.4824e+03,-1.4990e+03,-1.2099e+01,-1.4986e+03,5.5033e-01,1.5294e+01,2.9349e+02,-5.6462e-01,-9.7947e-01,2.9945e+00
2.0000e+03,6.1100e+02,6.9950e+03,8.6870e+00,-1.4803e+03,-1.4969e+03,-1.2119e+01,-1.4967e+03,5.5882e-01,1.5770e+01,2.9235e+02,-4.7497e-01,-9.8403e-01,3.0091e+00
2.0000e+03,6.1200e+02,6.9970e+03,8.6987e+00,-1.4766e+03,-1.4933e+03,-1.2139e+01,-1.4933e+03,5.7092e-01,1.6460e+01,2.9051e+02,-5.8498e-01,-9.4658e-01,3.0033e+00
2.0000e+03,6.1300e+02,6.9980e+03,8.7117e+00,-1.4716e+03,-1.4883e+03,-1.2159e+01,-1.4883e+03,5.7476e-01,1.6682e+01,2.8705e+02,-5.8227e-01,-9.6738e-01,2.9963e+00
2.0000e+03,6.1400e+02,7.0040e+03,8.7185e+00,-1.4703e+03,-1.4868e+03,-1.2179e+01,-1.4866e+03,5.6042e-01,1.5860e+01,2.8205e+02,-4.8439e-01,-1.0012e+00,2.9987e+00
2.0000e+03,6.1500e+02,7.0070e+03,8.7289e+00,-1.4683e+03,-1.4850e+03,-1.2198e+01,-1.4848e+03,5.6093e-01,1.5889e+01,2.8034e+02,-6.1435e-01,-9.4862e-01,2.9975e+00
2.0000e+03,6.1600e+02,7.0080e+03,8.7419e+00,-1.4682e+03,-1.4844e+03,-1.2218e+01,-1.4839e+03,5.5162e-01,1.5366e+01,2.7852e+02,-4.7909e-01,-1.0014e+00,3.0042e+00
2.0000e+03,6.1700e+02,7.0090e+03,8.7548e+00,-1.4681e+03,-1.4843e+03,-1.2238e+01,-1.4834e+03,5.4510e-01,1.5005e+01,2.7756e+02,-4.5553e-01,-1.0036e+00,3.0028e+00
2.0000e+03,6.1800e+02,7.0140e+03,8.7627e+00,-1.4656e+03,-1.4824e+03,-1.2258e+01,-1.4821e+03,5.5549e-01,1.5582e+01,2.7704e+02,-4.1801e-01,-1.0218e+00,3.0078e+00
2.0000e+03,6.1900e+02,7.0150e+03,8.7757e+00,-1.4655e+03,-1.4817e+03,-1.2278e+01,-1.4812e+03,5.4975e-01,1.5262e+01,2.7572e+02,-5.4117e-01,-9.6882e-01,3.0057e+00
2.0000e+03,6.2000e+02,7.0160e+03,8.7886e+00,-1.4645e+03,-1.4811e+03,-1.2297e+01,-1.4805e+03,5.4718e-01,1.5120e+01,2.7481e+02,-4.3354e-01,-1.0079e+00,3.0091e+00
2.0000e+03,6.2100e+02,7.0170e+03,8.8015e+00,-1.4628e+03,-1.4796e+03,-1.2317e+01,-1.4792e+03,5.5392e-01,1.5494e+01,2.7405e+02,-4.4698e-01,-1.0115e+00,3.0047e+00
2.0000e+03,6.2200e+02,7.0190e+03,8.8131e+00,-1.4594e+03,-1.4764e+03,-1.2337e+01,-1.4763e+03,5.7191e-01,1.6517e+01,2.7280e+02,-5.1995e-01,-9.8740e-01,2.9993e+00
2.0000e+03,6.2300e+02,7.0200e+03,8.8260e+00,-1.4586e+03,-1.4752e+03,-1.2357e+01,-1.4749e+03,5.5982e-01,1.5826e+01,2.6985e+02,-4.6531e-01,-1.0048e+00,3.0067e+00
2.0000e+03,6.2400e+02,7.0240e+03,8.8352e+00,-1.4570e+03,-1.4738e+03,-1.2377e+01,-1.4735e+03,5.5908e-01,1.5784e+01,2.6845e+02,-6.1968e-01,-9.5397e-01,2.9944e+00
2.0000e+03,6.2500e+02,7.0270e+03,8.8456e+00,-1.4569e+03,-1.4733e+03,-1.2396e+01,-1.4727e+03,5.5223e-01,1.5400e+01,2.6705e+02,-6.3211e-01,-9.3828e-01,2.9963e+00
2.0000e+03,6.2600e+02,7.0290e+03,8.8572e+00,-1.4486e+03,-1.4656e+03,-1.2416e+01,-1.4656e+03,5.8040e-01,1.7011e+01,2.6619e+02,-5.9304e-01,-9.6591e-01,2.9957e+00
2.0000e+03,6.2700e+02,7.0320e+03,8.8676e+00,-1.4448e+03,-1.4618e+03,-1.2436e+01,-1.4618e+03,5.7733e-01,1.6832e+01,2.5910e+02,-5.8980e-01,-9.6601e-01,2.9944e+00
2.0000e+03,6.2800e+02,7.0340e+03,8.8792e+00,-1.4435e+03,-1.4603e+03,-1.2456e+01,-1.4601e+03,5.6527e-01,1.6136e+01,2.5526e+02,-5.2115e-01,-1.0034e+00,2.9974e+00
2.0000e+03,6.2900e+02,7.0360e+03,8.8908e+00,-1.4425e+03,-1.4593e+03,-1.2476e+01,-1.4589e+03,5.5860e-01,1.5757e+01,2.5352e+02,-5.9543e-01,-9.4140e-01,2.9989e+00
2.0000e+03,6.3000e+02,7.0950e+03,8.8314e+00,-1.4421e+03,-1.4587e+03,-1.2495e+01,-1.4581e+03,5.5284e-01,1.5434e+01,2.5232e+02,-4.5332e-01,-1.0213e+00,3.0030e+00
2.0000e+03,6.3100e+02,7.1040e+03,8.8342e+00,-1.4375e+03,-1.4546e+03,-1.2515e+01,-1.4546e+03,5.7836e-01,1.6892e+01,2.5151e+02,-5.9376e-01,-9.6719e-01,2.9929e+00
2.0000e+03,6.3200e+02,7.1060e+03,8.8457e+00,-1.4349e+03,-1.4520e+03,-1.2535e+01,-1.4519e+03,5.7380e-01,1.6626e+01,2.4793e+02,-4.6806e-01,-1.0092e+00,3.0005e+00
2.0000e+03,6.3300e+02,7.1090e+03,8.8560e+00,-1.4327e+03,-1.4498e+03,-1.2555e+01,-1.4496e+03,5.7140e-01,1.6488e+01,2.4527e+02,-5.4575e-01,-9.7868e-01,3.0010e+00
2.0000e+03,6.3400e+02,7.1120e+03,8.8662e+00,-1.4321e+03,-1.4488e+03,-1.2575e+01,-1.4485e+03,5.6113e-01,1.5900e+01,2.4297e+02,-4.8688e-01,-9.8754e-01,3.0075e+00
2.0000e+03,6.3500e+02,7.1160e+03,8.8752e+00,-1.4305e+03,-1.4475e+03,-1.2594e+01,-1.4472e+03,5.6154e-01,1.5923e+01,2.4177e+02,-4.9983e-01,-1.0111e+00,2.9960e+00
2.0000e+03,6.3600e+02,7.1180e+03,8.8867e+00,-1.4301e+03,-1.4468e+03,-1.2614e+01,-1.4463e+03,5.5617e-01,1.5621e+01,2.4047e+02,-5.3866e-01,-9.9074e-01,2.9942e+00
2.0000e+03,6.3700e+02,7.1210e+03,8.8969e+00,-1.4277e+03,-1.4449e+03,-1.2634e+01,-1.4446e+03,5.6619e-01,1.6188e+01,2.3954e+02,-4.6559e-01,-1.0121e+00,3.0032e+00
2.0000e+03,6.3800e+02,7.1330e+03,8.8960e+00,-1.4270e+03,-1.4438e+03,-1.2654e+01,-1.4435e+03,5.6078e-01,1.5881e+01,2.3790e+02,-5.8877e-01,-9.5017e-01,2.9981e+00
2.0000e+03,6.3900e+02,7.1350e+03,8.9074e+00,-1.4227e+03,-1.4400e+03,-1.2674e+01,-1.4399e+03,5.8081e-01,1.7035e+01,2.3670e+02,-5.9190e-01,-9.5967e-01,2.9935e+00
2.0000e+03,6.4000e+02,7.1450e+03,8.9090e+00,-1.4201e+03,-1.4374e+03,-1.2693e+01,-1.4373e+03,5.7655e-01,1.6786e+01,2.3314e+02,-4.2953e-01,-1.0144e+00,3.0069e+00
2.0000e+03,6.4100e+02,7.1500e+03,8.9167e+00,-1.4201e+03,-1.4368e+03,-1.2713e+01,-1.4363e+03,5.6333e-01,1.6025e+01,2.3047e+02,-5.5850e-01,-9.8594e-01,2.9932e+00
2.0000e+03,6.4200e+02,7.1800e+03,8.8935e+00,-1.4174e+03,-1.4347e+03,-1.2733e+01,-1.4345e+03,5.7082e-01,1.6454e+01,2.2946e+02,-5.7443e-01,-9.5303e-01,2.9994e+00
2.0000e+03,6.4300e+02,7.1840e+03,8.9024e+00,-1.4157e+03,-1.4329e+03,-1.2753e+01,-1.4327e+03,5.7008e-01,1.6411e+01,2.2768e+02,-4.9817e-01,-9.9930e-01,3.0027e+00
2.0000e+03,6.4400e+02,7.1950e+03,8.9027e+00,-1.4069e+03,-1.4242e+03,-1.2773e+01,-1.4242e+03,5.8656e-01,1.7374e+01,2.2586e+02,-6.2781e-01,-9.4095e-01,2.9959e+00
2.0000e+03,6.4500e+02,7.2360e+03,8.8663e+00,-1.4052e+03,-1.4224e+03,-1.2792e+01,-1.4223e+03,5.7356e-01,1.6613e+01,2.1734e+02,-5.3493e-01,-9.6847e-01,3.0045e+00
2.0000e+03,6.4600e+02,7.2430e+03,8.8715e+00,-1.4046e+03,-1.4216e+03,-1.2812e+01,-1.4212e+03,5.6435e-01,1.6084e+01,2.1536e+02,-5.6303e-01,-9.5966e-01,3.0021e+00
2.0000e+03,6.4700e+02,7.2540e+03,8.8719e+00,-1.4000e+03,-1.4174e+03,-1.2832e+01,-1.4174e+03,5.8434e-01,1.7243e+01,2.1423e+02,-5.1002e-01,-9.9170e-01,2.9979e+00
2.0000e+03,6.4800e+02,7.2570e+03,8.8819e+00,-1.3991e+03,-1.4162e+03,-1.2852e+01,-1.4160e+03,5.6973e-01,1.6391e+01,2.1043e+02,-5.5135e-01,-9.5690e-01,3.0015e+00
2.0000e+03,6.4900e+02,7.2820e+03,8.8652e+00,-1.3978e+03,-1.4150e+03,-1.2872e+01,-1.4147e+03,5.6657e-01,1.6210e+01,2.0898e+02,-4.6840e-01,-1.0099e+00,3.0027e+00
2.0000e+03,6.5000e+02,7.3060e+03,8.8499e+00,-1.3972e+03,-1.4142e+03,-1.2892e+01,-1.4137e+03,5.6161e-01,1.5928e+01,2.0770e+02,-5.4488e-01,-9.5795e-01,3.0013e+00
2.0000e+03,6.5100e+02,7.3710e+03,8.7859e+00,-1.3966e+03,-1.4137e+03,-1.2911e+01,-1.4130e+03,5.5806e-01,1.5727e+01,2.0674e+02,-5.4880e-01,-9.8024e-01,3.0005e+00
2.0000e+03,6.5200e+02,7.5390e+03,8.6046e+00,-1.3942e+03,-1.4117e+03,-1.2931e+01,-1.4114e+03,5.7006e-01,1.6410e+01,2.0598e+02,-6.1037e-01,-9.5193e-01,2.9970e+00
2.0000e+03,6.5300e+02,7.6620e+03,8.4803e+00,-1.3897e+03,-1.4073e+03,-1.2951e+01,-1.4073e+03,5.8698e-01,1.7399e+01,2.0439e+02,-5.2053e-01,-9.6355e-01,3.0052e+00
2.0000e+03,6.5400e+02,7.7390e+03,8.4093e+00,-1.3896e+03,-1.4066e+03,-1.2971e+01,-1.4062e+03,5.7024e-01,1.6421e+01,2.0020e+02,-4.7415e-01,-1.0095e+00,3.0054e+00
2.0000e+03,6.5500e+02,7.7590e+03,8.4006e+00,-1.3881e+03,-1.4055e+03,-1.2991e+01,-1.4051e+03,5.6745e-01,1.6260e+01,1.9907e+02,-5.0021e-01,-9.8240e-01,3.0016e+00
2.0000e+03,6.5600e+02,7.8070e+03,8.3620e+00,-1.3870e+03,-1.4043e+03,-1.3010e+01,-1.4039e+03,5.6570e-01,1.6160e+01,1.9794e+02,-5.6875e-01,-9.4641e-01,3.0035e+00
2.0000e+03,6.5700e+02,7.8090e+03,8.3726e+00,-1.3804e+03,-1.3980e+03,-1.3030e+01,-1.3980e+03,5.9041e-01,1.7603e+01,1.9680e+02,-5.5935e-01,-9.6759e-01,2.9978e+00
2.0000e+03,6.5800e+02,7.8160e+03,8.3778e+00,-1.3741e+03,-1.3917e+03,-1.3050e+01,-1.3917e+03,5.9082e-01,1.7627e+01,1.9084e+02,-4.7027e-01,-1.0128e+00,3.0029e+00
2.0000e+03,6.5900e+02,8.1240e+03,8.0744e+00,-1.3730e+03,-1.3904e+03,-1.3070e+01,-1.3902e+03,5.7523e-01,1.6709e+01,1.8458e+02,-4.9050e-01,-9.8663e-01,3.0020e+00
2.0000e+03,6.6000e+02,8.1260e+03,8.0846e+00,-1.3719e+03,-1.3893e+03,-1.3090e+01,-1.3889e+03,5.6992e-01,1.6402e+01,1.8297e+02,-5.7259e-01,-9.4959e-01,3.0003e+00
2.0000e+03,6.6100e+02,8.2290e+03,7.9961e+00,-1.3701e+03,-1.3876e+03,-1.3109e+01,-1.3874e+03,5.7316e-01,1.6589e+01,1.8174e+02,-5.4565e-01,-9.5325e-01,3.0065e+00
2.0000e+03,6.6200e+02,8.4070e+03,7.8397e+00,-1.3559e+03,-1.3737e+03,-1.3129e+01,-1.3737e+03,5.9261e-01,1.7734e+01,1.8018e+02,-4.8497e-01,-9.8554e-01,3.0058e+00
2.0000e+03,6.6300e+02,8.4090e+03,7.8496e+00,-1.3557e+03,-1.3728e+03,-1.3149e+01,-1.3725e+03,5.7435e-01,1.6658e+01,1.6642e+02,-5.7160e-01,-9.5458e-01,3.0030e+00
2.0000e+03,6.6400e+02,8.5200e+03,7.7596e+00,-1.3551e+03,-1.3724e+03,-1.3169e+01,-1.3717e+03,5.6655e-01,1.6209e+01,1.6522e+02,-4.5737e-01,-1.0052e+00,3.0053e+00
2.0000e+03,6.6500e+02,8.8060e+03,7.5203e+00,-1.3545e+03,-1.3718e+03,-1.3189e+01,-1.3711e+03,5.6216e-01,1.5959e+01,1.6446e+02,-5.1003e-01,-9.8518e-01,3.0015e+00
