niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau
2.7000e+01,1.0000e+00,2.6290e+00,-1.9105e+05,-1.9106e+05,-2.6987e-02,-1.9106e+05,8.7314e-02,7.6275e+00,1.8358e+05,7.0690e+01,-3.0657e-01,-8.8993e-01,3.8918e+00,2.6279e+00
2.8000e+01,1.0000e+00,2.7237e+00,-1.9102e+05,-1.9103e+05,-2.7986e-02,-1.9103e+05,8.7322e-02,7.6289e+00,1.8357e+05,7.2944e+01,4.9588e-01,-1.0052e+00,3.5448e+00,1.4300e+00
2.9000e+01,1.0000e+00,2.8183e+00,-1.9102e+05,-1.9102e+05,-2.8986e-02,-1.9102e+05,8.7248e-02,7.6161e+00,1.8354e+05,7.5638e+01,3.6669e-01,-1.4970e+00,3.8738e+00,7.9140e-01
3.0000e+01,1.0000e+00,2.9126e+00,-1.9100e+05,-1.9101e+05,-2.9985e-02,-1.9101e+05,8.7333e-02,7.6309e+00,1.8354e+05,7.8399e+01,2.3646e-01,-1.2879e+00,3.9353e+00,2.6758e+00
3.1000e+01,1.0000e+00,3.0068e+00,-1.9099e+05,-1.9100e+05,-3.0985e-02,-1.9100e+05,8.7262e-02,7.6185e+00,1.8352e+05,8.1544e+01,-4.1570e-01,-1.4343e+00,3.8632e+00,2.6521e+00
3.2000e+01,1.0000e+00,3.1008e+00,-1.9097e+05,-1.9098e+05,-3.1984e-02,-1.9098e+05,8.7345e-02,7.6329e+00,1.8351e+05,8.4244e+01,-2.2298e-01,-1.9843e+00,3.7195e+00,1.9321e+00
3.3000e+01,1.0000e+00,3.1946e+00,-1.9096e+05,-1.9097e+05,-3.2984e-02,-1.9097e+05,8.7350e-02,7.6339e+00,1.8349e+05,8.6948e+01,-2.6146e-01,-1.8195e+00,3.6948e+00,8.2551e-01
3.4000e+01,1.0000e+00,3.2882e+00,-1.9094e+05,-1.9095e+05,-3.3983e-02,-1.9095e+05,8.7356e-02,7.6349e+00,1.8348e+05,8.9226e+01,1.6622e-01,-1.6768e+00,3.7962e+00,1.3832e+00
3.5000e+01,1.0000e+00,3.3816e+00,-1.9094e+05,-1.9094e+05,-3.4983e-02,-1.9094e+05,8.7258e-02,7.6177e+00,1.8346e+05,9.2341e+01,2.8018e-01,-7.3096e-01,3.5395e+00,1.0701e+00
3.6000e+01,1.0000e+00,3.4749e+00,-1.9093e+05,-1.9094e+05,-3.5982e-02,-1.9094e+05,8.7332e-02,7.6308e+00,1.8346e+05,9.5037e+01,-1.2796e-01,-1.9710e+00,3.8722e+00,2.7315e+00
3.7000e+01,1.0000e+00,3.5680e+00,-1.9093e+05,-1.9093e+05,-3.6982e-02,-1.9093e+05,8.4492e-02,7.1424e+00,1.8345e+05,9.7733e+01,-3.2347e-02,-1.5449e+00,3.7866e+00,2.2607e+00
3.8000e+01,1.0000e+00,3.6609e+00,-1.9091e+05,-1.9092e+05,-3.7981e-02,-1.9092e+05,8.7379e-02,7.6389e+00,1.8345e+05,1.0045e+02,3.8804e-01,-5.7518e-01,3.6819e+00,1.9230e+00
3.9000e+01,1.0000e+00,3.7536e+00,-1.9090e+05,-1.9091e+05,-3.8981e-02,-1.9091e+05,8.7381e-02,7.6393e+00,1.8343e+05,1.0359e+02,4.5324e-01,-6.7192e-01,3.4482e+00,2.5586e-01
4.0000e+01,1.0000e+00,3.8462e+00,-1.9084e+05,-1.9085e+05,-3.9980e-02,-1.9085e+05,8.7390e-02,7.6409e+00,1.8342e+05,1.0588e+02,2.6719e-01,-8.0236e-01,3.4911e+00,5.4389e-01
4.1000e+01,1.0000e+00,3.9385e+00,-1.9083e+05,-1.9084e+05,-4.0980e-02,-1.9084e+05,8.7396e-02,7.6418e+00,1.8336e+05,1.0857e+02,-2.8477e-01,-1.9724e+00,3.6575e+00,6.4490e-01
4.2000e+01,1.0000e+00,4.0307e+00,-1.9081e+05,-1.9082e+05,-4.1979e-02,-1.9082e+05,8.7402e-02,7.6429e+00,1.8335e+05,1.1124e+02,2.1731e-01,-6.8908e-01,3.5133e+00,5.8448e-01
4.3000e+01,3.0000e+00,4.1148e+00,-1.9080e+05,-1.9081e+05,-4.2979e-02,-1.9081e+05,8.7407e-02,7.6438e+00,1.8333e+05,1.2019e+02,-4.2782e-01,-1.2021e+00,3.9385e+00,3.3378e+00
4.4000e+01,1.0000e+00,4.2065e+00,-1.9078e+05,-1.9079e+05,-4.3978e-02,-1.9079e+05,8.7413e-02,7.6449e+00,1.8332e+05,1.2287e+02,4.9403e-01,-1.8570e+00,3.3919e+00,2.2495e-01
4.5000e+01,1.0000e+00,4.2980e+00,-1.9078e+05,-1.9079e+05,-4.4978e-02,-1.9079e+05,8.5981e-02,7.3965e+00,1.8330e+05,1.2515e+02,-6.2689e-02,-1.1103e+00,3.8786e+00,2.8103e+00
4.6000e+01,1.0000e+00,4.3893e+00,-1.9077e+05,-1.9078e+05,-4.5977e-02,-1.9078e+05,8.7414e-02,7.6450e+00,1.8330e+05,1.2787e+02,-2.1719e-01,-1.6373e+00,3.6784e+00,1.8988e+00
4.7000e+01,1.0000e+00,4.4805e+00,-1.9070e+05,-1.9070e+05,-4.6977e-02,-1.9070e+05,8.7430e-02,7.6479e+00,1.8329e+05,1.3057e+02,-3.4469e-01,-1.0257e+00,3.9541e+00,3.5046e+00
4.8000e+01,1.0000e+00,4.5714e+00,-1.9067e+05,-1.9068e+05,-4.7976e-02,-1.9068e+05,8.7436e-02,7.6489e+00,1.8322e+05,1.3374e+02,1.3149e-01,-8.0820e-01,3.4643e+00,8.1039e-01
4.9000e+01,1.0000e+00,4.6622e+00,-1.9065e+05,-1.9065e+05,-4.8976e-02,-1.9065e+05,8.7442e-02,7.6499e+00,1.8319e+05,1.3644e+02,-3.1373e-01,-1.2948e+00,3.8084e+00,3.0032e+00
5.0000e+01,1.0000e+00,4.7529e+00,-1.9064e+05,-1.9065e+05,-4.9975e-02,-1.9065e+05,8.5112e-02,7.2477e+00,1.8317e+05,1.3923e+02,4.5895e-01,-1.4212e+00,3.3313e+00,7.2977e-01
5.1000e+01,1.0000e+00,4.8433e+00,-1.9064e+05,-1.9064e+05,-5.0975e-02,-1.9064e+05,8.7429e-02,7.6477e+00,1.8316e+05,1.4191e+02,-4.9997e-01,-1.7768e+00,3.8718e+00,3.4596e+00
5.2000e+01,1.0000e+00,4.9336e+00,-1.9064e+05,-1.9064e+05,-5.1974e-02,-1.9064e+05,8.1045e-02,6.5716e+00,1.8316e+05,1.4459e+02,5.2469e-02,-1.5904e+00,3.9362e+00,3.3722e+00
5.3000e+01,1.0000e+00,5.0237e+00,-1.9063e+05,-1.9064e+05,-5.2974e-02,-1.9064e+05,7.9472e-02,6.3189e+00,1.8315e+05,1.4727e+02,-4.8955e-01,-1.7397e+00,3.5978e+00,1.6202e+00
5.4000e+01,1.0000e+00,5.1136e+00,-1.9062e+05,-1.9063e+05,-5.3973e-02,-1.9063e+05,8.7470e-02,7.6549e+00,1.8315e+05,1.4997e+02,4.9020e-01,-1.4090e+00,3.2850e+00,9.6193e-01
5.5000e+01,2.0000e+00,5.1985e+00,-1.9061e+05,-1.9062e+05,-5.4973e-02,-1.9062e+05,8.7415e-02,7.6452e+00,1.8314e+05,1.5499e+02,-5.4694e-02,-5.3959e-01,3.4944e+00,1.4922e+00
5.6000e+01,1.0000e+00,5.2880e+00,-1.9060e+05,-1.9061e+05,-5.5972e-02,-1.9061e+05,8.7474e-02,7.6555e+00,1.8313e+05,1.5815e+02,4.0817e-01,-1.1081e+00,3.4338e+00,1.7861e+00
5.7000e+01,1.0000e+00,5.3774e+00,-1.9060e+05,-1.9061e+05,-5.6972e-02,-1.9061e+05,8.1438e-02,6.6354e+00,1.8312e+05,1.6086e+02,-2.4793e-01,-5.1130e-01,3.5697e+00,1.3008e+00
5.8000e+01,2.0000e+00,5.4614e+00,-1.9060e+05,-1.9061e+05,-5.7971e-02,-1.9061e+05,8.2070e-02,6.7389e+00,1.8312e+05,1.6581e+02,3.4026e-01,-8.9026e-01,3.3457e+00,6.1834e-01
5.9000e+01,1.0000e+00,5.5503e+00,-1.9058e+05,-1.9059e+05,-5.8971e-02,-1.9059e+05,8.7499e-02,7.6599e+00,1.8312e+05,1.6852e+02,-1.9096e-03,-1.3356e+00,3.7493e+00,1.8067e+00
6.0000e+01,1.0000e+00,5.6391e+00,-1.9056e+05,-1.9057e+05,-5.9970e-02,-1.9057e+05,8.7505e-02,7.6609e+00,1.8310e+05,1.7129e+02,-8.6398e-02,-1.1300e+00,3.9724e+00,3.6093e+00
6.1000e+01,2.0000e+00,5.7223e+00,-1.9056e+05,-1.9057e+05,-6.0970e-02,-1.9057e+05,8.1740e-02,6.6847e+00,1.8308e+05,1.7623e+02,-3.3677e-01,-1.4398e+00,3.6749e+00,2.5477e+00
6.2000e+01,1.0000e+00,5.8107e+00,-1.9053e+05,-1.9053e+05,-6.1969e-02,-1.9053e+05,8.7516e-02,7.6629e+00,1.8308e+05,1.7936e+02,-4.9610e-01,-1.7236e+00,3.8199e+00,3.4639e+00
6.3000e+01,1.0000e+00,5.8989e+00,-1.9051e+05,-1.9052e+05,-6.2969e-02,-1.9052e+05,8.7522e-02,7.6639e+00,1.8305e+05,1.8204e+02,2.5922e-01,-6.1773e-01,3.3492e+00,1.1190e+00
6.4000e+01,1.0000e+00,5.9869e+00,-1.9051e+05,-1.9052e+05,-6.3968e-02,-1.9052e+05,8.4965e-02,7.2227e+00,1.8303e+05,1.8471e+02,2.2148e-01,-1.9860e+00,3.8832e+00,3.1041e+00
6.5000e+01,1.0000e+00,6.0748e+00,-1.9048e+05,-1.9049e+05,-6.4968e-02,-1.9049e+05,8.7533e-02,7.6659e+00,1.8303e+05,1.8697e+02,-6.2507e-02,-5.4361e-01,3.4347e+00,7.4570e-01
6.6000e+01,1.0000e+00,6.1625e+00,-1.9045e+05,-1.9046e+05,-6.5967e-02,-1.9046e+05,8.7539e-02,7.6669e+00,1.8300e+05,1.8969e+02,-3.6202e-01,-1.3958e+00,3.8282e+00,3.3985e+00
6.7000e+01,1.0000e+00,6.2500e+00,-1.9045e+05,-1.9046e+05,-6.6967e-02,-1.9046e+05,8.1574e-02,6.6577e+00,1.8297e+05,1.9240e+02,-5.5667e-02,-1.8506e+00,3.7091e+00,2.6968e+00
6.8000e+01,1.0000e+00,6.3374e+00,-1.9041e+05,-1.9042e+05,-6.7966e-02,-1.9042e+05,8.7550e-02,7.6689e+00,1.8297e+05,1.9512e+02,-5.0326e-03,-7.8518e-01,3.8864e+00,3.2237e+00
6.9000e+01,1.0000e+00,6.4246e+00,-1.9036e+05,-1.9037e+05,-6.8966e-02,-1.9037e+05,8.7556e-02,7.6699e+00,1.8293e+05,1.9782e+02,3.6372e-01,-1.3918e+00,3.2413e+00,7.0512e-01
7.0000e+01,1.0000e+00,6.5116e+00,-1.9033e+05,-1.9034e+05,-6.9965e-02,-1.9034e+05,8.7562e-02,7.6709e+00,1.8288e+05,2.0015e+02,4.6445e-01,-1.9745e+00,3.1914e+00,7.8816e-01
7.1000e+01,1.0000e+00,6.5985e+00,-1.9030e+05,-1.9031e+05,-7.0965e-02,-1.9031e+05,8.7567e-02,7.6719e+00,1.8285e+05,2.0329e+02,-2.7313e-01,-1.7693e+00,3.9788e+00,4.5524e+00
7.2000e+01,1.0000e+00,6.6852e+00,-1.9029e+05,-1.9030e+05,-7.1964e-02,-1.9030e+05,8.7573e-02,7.6728e+00,1.8283e+05,2.0598e+02,-1.7682e-01,-1.3408e+00,3.9378e+00,3.9533e+00
7.3000e+01,1.0000e+00,6.7718e+00,-1.9028e+05,-1.9028e+05,-7.2964e-02,-1.9028e+05,8.7579e-02,7.6738e+00,1.8281e+05,2.0868e+02,-4.2293e-01,-1.4239e+00,3.7595e+00,3.5324e+00
7.4000e+01,1.0000e+00,6.8582e+00,-1.9027e+05,-1.9027e+05,-7.3963e-02,-1.9027e+05,8.7579e-02,7.6739e+00,1.8280e+05,2.1096e+02,2.6889e-01,-1.0280e+00,3.2580e+00,1.4860e+00
7.5000e+01,1.0000e+00,6.9444e+00,-1.9026e+05,-1.9027e+05,-7.4963e-02,-1.9027e+05,8.6669e-02,7.5153e+00,1.8279e+05,2.1363e+02,-6.3107e-02,-1.0818e+00,3.7955e+00,3.1661e+00
7.6000e+01,1.0000e+00,7.0305e+00,-1.9024e+05,-1.9025e+05,-7.5962e-02,-1.9025e+05,8.7596e-02,7.6769e+00,1.8278e+05,2.1632e+02,2.6665e-01,-1.6674e+00,3.2669e+00,1.5923e+00
7.7000e+01,1.0000e+00,7.1165e+00,-1.9022e+05,-1.9023e+05,-7.6962e-02,-1.9023e+05,8.7602e-02,7.6779e+00,1.8276e+05,2.1905e+02,2.2442e-01,-8.7385e-01,3.2452e+00,6.5546e-01
7.8000e+01,1.0000e+00,7.2022e+00,-1.9021e+05,-1.9022e+05,-7.7961e-02,-1.9022e+05,8.7003e-02,7.5732e+00,1.8274e+05,2.2175e+02,-2.2965e-01,-8.2610e-01,3.7750e+00,3.0359e+00
7.9000e+01,1.0000e+00,7.2878e+00,-1.9021e+05,-1.9022e+05,-7.8961e-02,-1.9022e+05,8.4728e-02,7.1824e+00,1.8273e+05,2.2404e+02,6.5395e-02,-1.8791e+00,3.8529e+00,3.7083e+00
8.0000e+01,1.0000e+00,7.3733e+00,-1.9020e+05,-1.9021e+05,-7.9960e-02,-1.9021e+05,8.7613e-02,7.6799e+00,1.8273e+05,2.2678e+02,1.6000e-01,-1.7446e+00,3.9980e+00,4.2480e+00
8.1000e+01,1.0000e+00,7.4586e+00,-1.9017e+05,-1.9018e+05,-8.0960e-02,-1.9018e+05,8.7624e-02,7.6819e+00,1.8272e+05,2.2907e+02,4.0157e-01,-5.2446e-01,3.1023e+00,1.7170e+00
8.2000e+01,1.0000e+00,7.5437e+00,-1.9016e+05,-1.9017e+05,-8.1959e-02,-1.9017e+05,8.7398e-02,7.6422e+00,1.8269e+05,2.3178e+02,-4.4379e-01,-1.5827e+00,3.8418e+00,4.2082e+00
8.3000e+01,1.0000e+00,7.6287e+00,-1.9016e+05,-1.9017e+05,-8.2959e-02,-1.9017e+05,8.5480e-02,7.3105e+00,1.8268e+05,2.3406e+02,1.8570e-01,-5.3254e-01,3.2105e+00,7.3818e-01
8.4000e+01,1.0000e+00,7.7135e+00,-1.9015e+05,-1.9016e+05,-8.3958e-02,-1.9016e+05,8.7542e-02,7.6675e+00,1.8268e+05,2.3718e+02,-3.5470e-01,-1.7148e+00,3.5954e+00,1.1934e+00
8.5000e+01,1.0000e+00,7.7982e+00,-1.9015e+05,-1.9016e+05,-8.4958e-02,-1.9016e+05,8.5756e-02,7.3578e+00,1.8267e+05,2.4032e+02,2.0771e-01,-6.1074e-01,3.7476e+00,1.6964e+00
8.6000e+01,1.0000e+00,7.8827e+00,-1.9015e+05,-1.9015e+05,-8.5957e-02,-1.9015e+05,8.6740e-02,7.5276e+00,1.8267e+05,2.4302e+02,-4.8780e-01,-1.3145e+00,3.8294e+00,4.2455e+00
8.7000e+01,1.0000e+00,7.9670e+00,-1.9014e+05,-1.9015e+05,-8.6957e-02,-1.9015e+05,8.2310e-02,6.7783e+00,1.8267e+05,2.4613e+02,3.9560e-01,-6.3489e-01,3.0722e+00,8.7205e-01
8.8000e+01,1.0000e+00,8.0512e+00,-1.9011e+05,-1.9012e+05,-8.7956e-02,-1.9012e+05,8.7664e-02,7.6889e+00,1.8266e+05,2.4842e+02,-3.4006e-01,-1.2996e+00,3.6184e+00,2.4949e+00
8.9000e+01,1.0000e+00,8.1353e+00,-1.9009e+05,-1.9010e+05,-8.8956e-02,-1.9010e+05,8.7670e-02,7.6899e+00,1.8263e+05,2.5110e+02,4.8655e-01,-8.1619e-01,3.0358e+00,8.7559e-01
9.0000e+01,1.0000e+00,8.2192e+00,-1.9008e+05,-1.9009e+05,-8.9955e-02,-1.9009e+05,8.7674e-02,7.6906e+00,1.8261e+05,2.5429e+02,-3.2111e-01,-1.8849e+00,3.8420e+00,4.1955e+00
9.1000e+01,1.0000e+00,8.3029e+00,-1.9004e+05,-1.9005e+05,-9.0955e-02,-1.9005e+05,8.7681e-02,7.6919e+00,1.8260e+05,2.5698e+02,-2.9824e-01,-9.5256e-01,3.8805e+00,4.4608e+00
9.2000e+01,1.0000e+00,8.3865e+00,-1.9003e+05,-1.9004e+05,-9.1954e-02,-1.9004e+05,8.7330e-02,7.6304e+00,1.8256e+05,2.6011e+02,2.4591e-01,-1.3034e+00,3.8842e+00,3.9293e+00
9.3000e+01,2.0000e+00,8.4622e+00,-1.9002e+05,-1.9003e+05,-9.2954e-02,-1.9003e+05,8.7671e-02,7.6900e+00,1.8255e+05,2.6638e+02,3.2707e-01,-1.2104e+00,3.1087e+00,1.0220e+00
9.4000e+01,2.0000e+00,8.5377e+00,-1.9001e+05,-1.9002e+05,-9.3953e-02,-1.9002e+05,8.7684e-02,7.6924e+00,1.8254e+05,2.7182e+02,4.2368e-01,-1.3112e+00,3.0740e+00,6.9687e-01
9.5000e+01,2.0000e+00,8.6129e+00,-1.9001e+05,-1.9002e+05,-9.4953e-02,-1.9002e+05,8.2726e-02,6.8469e+00,1.8253e+05,2.7724e+02,2.5703e-01,-1.3186e+00,3.2353e+00,1.8480e+00
9.6000e+01,1.0000e+00,8.6957e+00,-1.9001e+05,-1.9002e+05,-9.5952e-02,-1.9002e+05,8.5879e-02,7.3789e+00,1.8253e+05,2.7993e+02,-1.5199e-01,-1.7261e+00,3.7545e+00,3.5620e+00
9.7000e+01,1.0000e+00,8.7783e+00,-1.9000e+05,-1.9001e+05,-9.6952e-02,-1.9001e+05,8.7705e-02,7.6960e+00,1.8253e+05,2.8307e+02,7.9953e-02,-9.0893e-01,3.3260e+00,2.0796e+00
9.8000e+01,1.0000e+00,8.8608e+00,-1.8999e+05,-1.9000e+05,-9.7951e-02,-1.9000e+05,8.7695e-02,7.6943e+00,1.8252e+05,2.8622e+02,5.7168e-02,-1.3171e+00,3.8615e+00,3.7606e+00
9.9000e+01,1.0000e+00,8.9431e+00,-1.8999e+05,-1.9000e+05,-9.8951e-02,-1.9000e+05,8.1295e-02,6.6121e+00,1.8251e+05,2.8858e+02,3.4291e-01,-1.9911e+00,3.1148e+00,6.6280e-01
1.0000e+02,1.0000e+00,9.0253e+00,-1.8999e+05,-1.8999e+05,-9.9950e-02,-1.8999e+05,8.6358e-02,7.4615e+00,1.8251e+05,2.9177e+02,7.2659e-02,-1.8190e+00,3.9999e+00,4.9872e+00
1.0100e+02,1.0000e+00,9.1073e+00,-1.8993e+05,-1.8994e+05,-1.0095e-01,-1.8994e+05,8.7738e-02,7.7019e+00,1.8251e+05,2.9490e+02,-4.1609e-01,-1.7064e+00,3.8688e+00,4.8517e+00
1.0200e+02,1.0000e+00,9.1892e+00,-1.8993e+05,-1.8993e+05,-1.0195e-01,-1.8993e+05,8.7203e-02,7.6082e+00,1.8245e+05,2.9762e+02,-1.0944e-01,-7.7647e-01,3.9341e+00,4.6110e+00
1.0300e+02,1.0000e+00,9.2709e+00,-1.8992e+05,-1.8993e+05,-1.0295e-01,-1.8993e+05,8.7734e-02,7.7011e+00,1.8245e+05,3.0079e+02,1.3242e-01,-7.3361e-01,3.1776e+00,8.1970e-01
1.0400e+02,1.0000e+00,9.3525e+00,-1.8986e+05,-1.8986e+05,-1.0395e-01,-1.8986e+05,8.7755e-02,7.7048e+00,1.8244e+05,3.0352e+02,3.6596e-01,-9.3191e-01,3.1594e+00,1.9855e+00
1.0500e+02,1.0000e+00,9.4340e+00,-1.8985e+05,-1.8986e+05,-1.0495e-01,-1.8986e+05,8.7691e-02,7.6936e+00,1.8238e+05,3.0576e+02,2.5108e-01,-9.8380e-01,3.8969e+00,4.2211e+00
1.0600e+02,1.0000e+00,9.5153e+00,-1.8985e+05,-1.8985e+05,-1.0595e-01,-1.8985e+05,8.4234e-02,7.0990e+00,1.8237e+05,3.0806e+02,-3.1988e-02,-8.1466e-01,3.8074e+00,3.6292e+00
1.0700e+02,2.0000e+00,9.5878e+00,-1.8981e+05,-1.8981e+05,-1.0695e-01,-1.8981e+05,8.7772e-02,7.7078e+00,1.8237e+05,3.1388e+02,3.3222e-01,-6.8572e-01,3.0169e+00,1.5129e+00
1.0800e+02,1.0000e+00,9.6688e+00,-1.8980e+05,-1.8981e+05,-1.0795e-01,-1.8981e+05,8.2755e-02,6.8519e+00,1.8233e+05,3.1660e+02,-1.9331e-01,-1.9151e+00,3.8421e+00,4.5296e+00
1.0900e+02,1.0000e+00,9.7496e+00,-1.8979e+05,-1.8980e+05,-1.0895e-01,-1.8980e+05,8.7784e-02,7.7098e+00,1.8232e+05,3.1932e+02,3.2901e-01,-8.2518e-01,3.2737e+00,2.3449e+00
1.1000e+02,1.0000e+00,9.8302e+00,-1.8977e+05,-1.8978e+05,-1.0995e-01,-1.8978e+05,8.7789e-02,7.7108e+00,1.8231e+05,3.2249e+02,-4.3011e-01,-6.6823e-01,3.2648e+00,1.1575e+00
