nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau,dmod
2.0000e+03,1.0000e+00,1.0000e+00,1.9960e-01,-3.0051e+05,-3.0051e+05,-1.9980e-03,-3.0051e+05,1.1750e-01,6.9098e+00,inf,1.1420e+03,3.4996e-01,-1.4709e+00,4.8847e+00,5.5178e+00,2.0064e+01
2.0000e+03,2.0000e+00,1.0000e+00,3.9841e-01,-2.9978e+05,-2.9979e+05,-3.9960e-03,-2.9979e+05,1.1751e-01,6.9117e+00,2.4409e+05,1.1443e+03,-6.8079e-01,-1.9943e+00,4.8161e+00,6.0920e+00,2.0065e+01
2.0000e+03,3.0000e+00,1.0000e+00,5.9642e-01,-2.9962e+05,-2.9962e+05,-5.9940e-03,-2.9962e+05,1.1753e-01,6.9138e+00,2.4336e+05,1.1465e+03,-1.4848e+00,-1.1037e+00,4.9902e+00,8.0794e+00,2.0302e+01
2.0000e+03,4.0000e+00,1.0000e+00,7.9365e-01,-2.9724e+05,-2.9725e+05,-7.9920e-03,-2.9725e+05,1.1755e-01,6.9158e+00,2.4320e+05,1.1484e+03,-3.3458e-02,-1.9345e+00,4.2620e+00,8.6118e+00,2.0316e+01
2.0000e+03,5.0000e+00,1.0000e+00,9.9010e-01,-2.9690e+05,-2.9690e+05,-9.9900e-03,-2.9690e+05,1.1757e-01,6.9177e+00,2.4082e+05,1.1506e+03,-4.4655e-01,-1.3703e+00,4.5261e+00,6.4473e+00,2.0227e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.1858e+00,-2.9613e+05,-2.9614e+05,-1.1988e-02,-2.9614e+05,1.1758e-01,6.9197e+00,2.4048e+05,1.1525e+03,-1.4813e+00,-1.0994e+00,4.9090e+00,5.6133e+00,2.0848e+01
2.0000e+03,7.0000e+00,1.0000e+00,1.3807e+00,-2.9524e+05,-2.9525e+05,-1.3986e-02,-2.9525e+05,1.1760e-01,6.9217e+00,2.3971e+05,1.1547e+03,3.3117e-01,-1.8223e+00,4.9284e+00,6.5784e+00,2.1420e+01
2.0000e+03,8.0000e+00,1.0000e+00,1.5748e+00,-2.9523e+05,-2.9524e+05,-1.5984e-02,-2.9524e+05,1.1761e-01,6.9228e+00,2.3882e+05,1.1571e+03,-1.1025e+00,-1.5560e+00,4.6991e+00,6.7472e+00,2.0815e+01
2.0000e+03,9.0000e+00,1.0000e+00,1.7682e+00,-2.9483e+05,-2.9483e+05,-1.7982e-02,-2.9483e+05,1.1763e-01,6.9257e+00,2.3881e+05,1.1590e+03,-6.5678e-01,-1.0678e+00,4.4705e+00,4.5072e+00,2.0292e+01
2.0000e+03,1.0000e+01,1.0000e+00,1.9608e+00,-2.9330e+05,-2.9330e+05,-1.9980e-02,-2.9330e+05,1.1765e-01,6.9277e+00,2.3841e+05,1.1613e+03,-1.3923e+00,-1.5484e+00,4.9280e+00,1.3270e+00,2.1194e+01
2.0000e+03,1.1000e+01,1.0000e+00,2.1526e+00,-2.9292e+05,-2.9293e+05,-2.1978e-02,-2.9293e+05,1.1767e-01,6.9297e+00,2.3688e+05,1.1637e+03,-2.8802e-01,-1.0352e+00,4.8704e+00,9.3073e+00,2.1847e+01
2.0000e+03,1.2000e+01,1.0000e+00,2.3438e+00,-2.9252e+05,-2.9253e+05,-2.3976e-02,-2.9253e+05,1.1768e-01,6.9317e+00,2.3650e+05,1.1658e+03,-1.1096e+00,-1.9426e+00,4.6590e+00,8.3236e+00,2.1590e+01
2.0000e+03,1.3000e+01,1.0000e+00,2.5341e+00,-2.9166e+05,-2.9166e+05,-2.5974e-02,-2.9166e+05,1.1770e-01,6.9337e+00,2.3610e+05,1.1677e+03,-1.4214e+00,-1.5682e+00,4.4171e+00,4.2811e+00,2.0884e+01
2.0000e+03,1.4000e+01,1.0000e+00,2.7237e+00,-2.9162e+05,-2.9162e+05,-2.7972e-02,-2.9162e+05,1.1772e-01,6.9357e+00,2.3524e+05,1.1700e+03,-7.1996e-01,-1.7329e+00,4.2087e+00,9.0064e+00,2.1016e+01
2.0000e+03,1.5000e+01,1.0000e+00,2.9126e+00,-2.9058e+05,-2.9059e+05,-2.9970e-02,-2.9059e+05,1.1774e-01,6.9377e+00,2.3520e+05,1.1723e+03,-8.3999e-01,-1.3933e+00,4.2886e+00,6.3169e+00,2.1179e+01
2.0000e+03,1.6000e+01,1.0000e+00,3.1008e+00,-2.9003e+05,-2.9004e+05,-3.1968e-02,-2.9004e+05,1.1775e-01,6.9397e+00,2.3416e+05,1.1746e+03,-3.6058e-01,-1.1107e+00,4.6726e+00,1.6086e+00,2.1190e+01
2.0000e+03,1.7000e+01,1.0000e+00,3.2882e+00,-2.8994e+05,-2.8994e+05,-3.3966e-02,-2.8994e+05,1.1777e-01,6.9417e+00,2.3361e+05,1.1769e+03,-1.4547e+00,-1.7872e+00,3.9050e+00,6.7649e+00,2.0384e+01
