nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau,dmod
2.0000e+03,1.0000e+00,1.0000e+00,1.9960e-01,-1.9225e+05,-1.9226e+05,-1.9980e-03,-1.9226e+05,1.1750e-01,6.9098e+00,inf,1.1287e+03,-1.4848e+00,-1.1037e+00,4.9902e+00,8.0794e+00,2.0302e+01
2.0000e+03,2.0000e+00,1.0000e+00,3.9841e-01,-1.9024e+05,-1.9024e+05,-3.9960e-03,-1.9024e+05,1.1751e-01,6.9118e+00,1.5892e+05,1.1311e+03,-6.8079e-01,-1.9943e+00,4.8161e+00,6.0920e+00,2.0065e+01
2.0000e+03,3.0000e+00,1.0000e+00,5.9642e-01,-1.8902e+05,-1.8903e+05,-5.9940e-03,-1.8903e+05,1.1753e-01,6.9138e+00,1.5691e+05,1.1334e+03,-1.4813e+00,-1.0994e+00,4.9090e+00,5.6133e+00,2.0848e+01
2.0000e+03,4.0000e+00,1.0000e+00,7.9365e-01,-1.8804e+05,-1.8805e+05,-7.9920e-03,-1.8805e+05,1.1755e-01,6.9157e+00,1.5569e+05,1.1354e+03,-1.3923e+00,-1.5484e+00,4.9280e+00,1.3270e+00,2.1194e+01
2.0000e+03,5.0000e+00,1.0000e+00,9.9010e-01,-1.8803e+05,-1.8804e+05,-9.9900e-03,-1.8804e+05,1.1757e-01,6.9177e+00,1.5471e+05,1.1374e+03,3.4996e-01,-1.4709e+00,4.8847e+00,5.5178e+00,2.0064e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.1858e+00,-1.8683e+05,-1.8684e+05,-1.1988e-02,-1.8684e+05,1.1758e-01,6.9197e+00,1.5470e+05,1.1394e+03,-1.1025e+00,-1.5560e+00,4.6991e+00,6.7472e+00,2.0815e+01
2.0000e+03,7.0000e+00,1.0000e+00,1.3807e+00,-1.8581e+05,-1.8582e+05,-1.3986e-02,-1.8582e+05,1.1760e-01,6.9217e+00,1.5350e+05,1.1417e+03,-4.4655e-01,-1.3703e+00,4.5261e+00,6.4473e+00,2.0227e+01
2.0000e+03,8.0000e+00,1.0000e+00,1.5748e+00,-1.8522e+05,-1.8523e+05,-1.5984e-02,-1.8523e+05,1.1762e-01,6.9237e+00,1.5248e+05,1.1441e+03,-6.5678e-01,-1.0678e+00,4.4705e+00,4.5072e+00,2.0292e+01
2.0000e+03,9.0000e+00,1.0000e+00,1.7682e+00,-1.8498e+05,-1.8499e+05,-1.7982e-02,-1.8499e+05,1.1763e-01,6.9257e+00,1.5189e+05,1.1461e+03,-3.6058e-01,-1.1107e+00,4.6726e+00,1.6086e+00,2.1190e+01
2.0000e+03,1.0000e+01,1.0000e+00,1.9608e+00,-1.8410e+05,-1.8411e+05,-1.9980e-02,-1.8411e+05,1.1765e-01,6.9277e+00,1.5165e+05,1.1484e+03,1.3137e-01,-1.0264e+00,4.6825e+00,1.0799e+00,2.1185e+01
2.0000e+03,1.1000e+01,1.0000e+00,2.1526e+00,-1.8410e+05,-1.8410e+05,-2.1978e-02,-1.8410e+05,1.1762e-01,6.9236e+00,1.5077e+05,1.1508e+03,-1.4214e+00,-1.5682e+00,4.4171e+00,4.2811e+00,2.0884e+01
2.0000e+03,1.2000e+01,1.0000e+00,2.3438e+00,-1.8398e+05,-1.8399e+05,-2.3976e-02,-1.8399e+05,1.1768e-01,6.9317e+00,1.5077e+05,1.1531e+03,-1.1096e+00,-1.9426e+00,4.6590e+00,8.3236e+00,2.1590e+01
2.0000e+03,1.3000e+01,1.0000e+00,2.5341e+00,-1.8388e+05,-1.8389e+05,-2.5974e-02,-1.8389e+05,1.1770e-01,6.9337e+00,1.5065e+05,1.1553e+03,3.3117e-01,-1.8223e+00,4.9284e+00,6.5784e+00,2.1420e+01
2.0000e+03,1.4000e+01,1.0000e+00,2.7237e+00,-1.8380e+05,-1.8381e+05,-2.7972e-02,-1.8381e+05,1.1772e-01,6.9357e+00,1.5055e+05,1.1576e+03,1.9213e-01,-1.8167e+00,4.6519e+00,1.1262e+00,2.1268e+01
