logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-3.2482e-01,-3.7190e-01,5.0409e+00,3.0168e+00,2.6081e+01,-1.0693e+02
-2.4851e-01,-5.2276e-01,5.0216e+00,2.9056e+00,2.6053e+01,-1.0283e+02
-2.9269e-01,-4.8202e-01,4.9899e+00,2.8127e+00,2.5969e+01,-1.1593e+02
-3.1065e-01,-3.7356e-01,5.0429e+00,3.0777e+00,2.6086e+01,-1.1851e+02
-3.1749e-01,-3.7437e-01,5.0299e+00,3.0352e+00,2.6053e+01,-1.1831e+02
-2.7429e-01,-5.4572e-03,5.1242e+00,2.9213e+00,2.6019e+01,-1.1177e+02
-3.2870e-01,-4.0777e-01,5.0205e+00,2.8680e+00,2.6035e+01,-1.2453e+02
-2.0249e-01,-5.7034e-01,5.0069e+00,2.9761e+00,2.6018e+01,-1.1661e+02
-2.9969e-01,-4.3663e-01,4.9949e+00,2.9479e+00,2.5976e+01,-1.1593e+02
-3.1669e-01,-3.9934e-01,5.0182e+00,2.9690e+00,2.6030e+01,-1.1978e+02
-2.8954e-01,-4.5838e-01,5.0329e+00,2.9214e+00,2.6074e+01,-8.2815e+01
-2.9789e-01,-4.4954e-01,5.0069e+00,2.9067e+00,2.6007e+01,-9.9287e+01
-2.3476e-01,-5.4616e-01,4.9798e+00,2.8822e+00,2.5947e+01,-1.0589e+02
-3.2279e-01,-3.6670e-01,5.0519e+00,3.0178e+00,2.6103e+01,-1.1891e+02
-3.0109e-01,-4.3074e-01,5.0375e+00,2.9493e+00,2.6081e+01,-1.0837e+02
-3.2816e-01,-3.7195e-01,5.0267e+00,2.9684e+00,2.6040e+01,-1.0754e+02
-3.2476e-01,-3.7380e-01,5.0103e+00,2.9893e+00,2.6002e+01,-1.2362e+02
-2.4373e-01,-5.4713e-01,4.9950e+00,2.8319e+00,2.5986e+01,-1.2145e+02
-1.8132e-01,-6.0539e-01,4.9992e+00,2.9749e+00,2.5998e+01,-1.2312e+02
-2.7115e-01,-4.7969e-01,5.0315e+00,2.9382e+00,2.6073e+01,-1.2289e+02
-2.2625e-01,-5.5751e-01,5.0150e+00,2.8814e+00,2.6037e+01,-1.1245e+02
-2.3812e-01,-5.4372e-01,5.0076e+00,2.8767e+00,2.6018e+01,-8.7449e+01
-3.1043e-01,-4.3090e-01,5.0140e+00,2.8806e+00,2.6024e+01,-9.6194e+01
-2.0341e-01,-5.9624e-01,4.9869e+00,2.8559e+00,2.5966e+01,-1.1592e+02
-2.7873e-01,-4.8131e-01,4.9869e+00,2.8922e+00,2.5961e+01,-1.2294e+02
