nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logNpix,tau,dmod
2.0000e+03,1.0000e+00,1.0000e+00,3.3223e-01,-7.6872e+05,-7.6873e+05,-3.3278e-03,-7.6873e+05,1.4594e-01,6.4003e+00,inf,2.4082e+03,4.8896e-01,-1.6425e+00,2.0610e+00,9.1943e+00,3.1932e+01
2.0000e+03,2.0000e+00,1.0000e+00,6.6225e-01,-7.6134e+05,-7.6134e+05,-6.6556e-03,-7.6134e+05,1.4598e-01,6.4036e+00,1.9084e+05,2.4178e+03,-1.4668e+00,-9.2897e-01,2.2285e+00,3.1642e+00,3.1843e+01
2.0000e+03,3.0000e+00,1.0000e+00,9.9010e-01,-7.5440e+05,-7.5440e+05,-9.9834e-03,-7.5440e+05,1.4602e-01,6.4069e+00,1.8345e+05,2.4266e+03,-7.0012e-02,-5.5182e-01,2.0934e+00,5.7877e+00,3.1580e+01
2.0000e+03,4.0000e+00,1.0000e+00,1.3158e+00,-7.5374e+05,-7.5375e+05,-1.3311e-02,-7.5375e+05,1.4605e-01,6.4102e+00,1.7651e+05,2.4345e+03,-1.1924e+00,-4.4556e-01,2.2948e+00,1.6745e+00,3.1664e+01
2.0000e+03,5.0000e+00,1.0000e+00,1.6393e+00,-7.5252e+05,-7.5252e+05,-1.6639e-02,-7.5252e+05,1.4609e-01,6.4136e+00,1.7586e+05,2.4421e+03,-1.3159e+00,-2.2442e-01,2.0822e+00,1.7292e+01,3.1899e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.9608e+00,-7.5219e+05,-7.5220e+05,-1.9967e-02,-7.5220e+05,1.4613e-01,6.4169e+00,1.7463e+05,2.4508e+03,3.6158e-02,-1.3942e+00,2.0759e+00,9.3210e+00,3.1703e+01
2.0000e+03,7.0000e+00,1.0000e+00,2.2801e+00,-7.5040e+05,-7.5041e+05,-2.3295e-02,-7.5041e+05,1.4617e-01,6.4202e+00,1.7431e+05,2.4590e+03,-3.7761e-01,-9.9383e-01,2.0688e+00,1.5479e+01,3.1883e+01
2.0000e+03,8.0000e+00,1.0000e+00,2.5974e+00,-7.4984e+05,-7.4984e+05,-2.6622e-02,-7.4984e+05,1.4621e-01,6.4235e+00,1.7252e+05,2.4669e+03,3.0747e-01,-1.7230e+00,2.0077e+00,1.2295e+01,3.1542e+01
2.0000e+03,9.0000e+00,1.0000e+00,2.9126e+00,-7.4768e+05,-7.4768e+05,-2.9950e-02,-7.4768e+05,1.4624e-01,6.4269e+00,1.7195e+05,2.4754e+03,-1.1861e+00,-4.4852e-01,2.1683e+00,3.1807e-01,3.1320e+01
2.0000e+03,1.0000e+01,1.0000e+00,3.2258e+00,-7.4645e+05,-7.4646e+05,-3.3278e-02,-7.4646e+05,1.4628e-01,6.4302e+00,1.6979e+05,2.4833e+03,-5.9115e-02,-1.5376e+00,2.1227e+00,5.2216e+00,3.1410e+01
2.0000e+03,1.1000e+01,1.0000e+00,3.5370e+00,-7.4534e+05,-7.4534e+05,-3.6606e-02,-7.4534e+05,1.4632e-01,6.4336e+00,1.6857e+05,2.4910e+03,-4.6590e-02,-5.8709e-01,2.1587e+00,4.8648e+00,3.1371e+01
2.0000e+03,1.2000e+01,1.0000e+00,3.8462e+00,-7.4172e+05,-7.4173e+05,-3.9933e-02,-7.4173e+05,1.4636e-01,6.4368e+00,1.6745e+05,2.5009e+03,1.3663e-01,-9.8489e-01,2.1060e+00,8.7271e+00,3.1446e+01
2.0000e+03,1.3000e+01,1.0000e+00,4.1534e+00,-7.4108e+05,-7.4109e+05,-4.3261e-02,-7.4109e+05,1.4640e-01,6.4402e+00,1.6384e+05,2.5093e+03,-7.7023e-01,-7.6921e-01,2.3769e+00,7.4396e+00,3.1933e+01
2.0000e+03,1.4000e+01,2.0000e+00,4.4444e+00,-7.3628e+05,-7.3629e+05,-4.6589e-02,-7.3629e+05,1.4643e-01,6.4435e+00,1.6320e+05,2.5233e+03,-6.1281e-01,-3.7997e-01,2.5193e+00,4.6767e+00,3.1792e+01
2.0000e+03,1.5000e+01,1.0000e+00,4.7468e+00,-7.3479e+05,-7.3479e+05,-4.9917e-02,-7.3479e+05,1.4647e-01,6.4469e+00,1.5840e+05,2.5309e+03,1.4582e-01,-1.4505e+00,2.2586e+00,3.0441e+00,3.1016e+01
2.0000e+03,1.6000e+01,1.0000e+00,5.0473e+00,-7.3465e+05,-7.3466e+05,-5.3245e-02,-7.3466e+05,1.4651e-01,6.4501e+00,1.5690e+05,2.5387e+03,-1.4148e+00,-1.5044e+00,2.2251e+00,1.4139e+01,3.1835e+01
2.0000e+03,1.7000e+01,1.0000e+00,5.3459e+00,-7.3407e+05,-7.3408e+05,-5.6572e-02,-7.3408e+05,1.4655e-01,6.4535e+00,1.5677e+05,2.5465e+03,1.6442e-01,-4.4707e-01,2.3058e+00,6.5161e+00,3.1377e+01
2.0000e+03,1.8000e+01,1.0000e+00,5.6426e+00,-7.3231e+05,-7.3232e+05,-5.9900e-02,-7.3232e+05,1.4658e-01,6.4568e+00,1.5619e+05,2.5554e+03,-5.4445e-01,-1.3866e+00,2.2830e+00,1.8743e+01,3.1904e+01
2.0000e+03,1.9000e+01,1.0000e+00,5.9375e+00,-7.3123e+05,-7.3123e+05,-6.3228e-02,-7.3123e+05,1.4662e-01,6.4602e+00,1.5443e+05,2.5620e+03,-5.3488e-01,-7.4057e-01,2.2978e+00,4.0181e+00,3.1279e+01
