logfeh_mean,logdust,logNpix,tau,dmod,logl
2.5040e-01,-1.8518e+00,3.0972e+00,2.4795e+00,2.3985e+01,-2.0715e+03
2.0837e-01,-1.5913e+00,3.1262e+00,2.5893e+00,2.4069e+01,-2.0535e+03
2.4741e-01,-1.8147e+00,3.0847e+00,2.4814e+00,2.3950e+01,-2.0712e+03
2.8639e-01,-1.9832e+00,3.0937e+00,2.5098e+00,2.3959e+01,-2.0963e+03
2.6337e-01,-1.9774e+00,3.1149e+00,2.5480e+00,2.4043e+01,-2.0114e+03
2.6863e-01,-1.8768e+00,3.0951e+00,2.5548e+00,2.3973e+01,-2.0592e+03
2.5680e-01,-1.9277e+00,3.1034e+00,2.4949e+00,2.4001e+01,-2.0494e+03
2.6937e-01,-1.9290e+00,3.0917e+00,2.5891e+00,2.3978e+01,-2.0799e+03
2.6756e-01,-1.9570e+00,3.0865e+00,2.4858e+00,2.3952e+01,-2.0151e+03
2.4881e-01,-1.7438e+00,3.0903e+00,2.5388e+00,2.3960e+01,-2.0902e+03
2.5249e-01,-1.8924e+00,3.1014e+00,2.4182e+00,2.3988e+01,-2.0859e+03
2.7526e-01,-1.8988e+00,3.0920e+00,2.5992e+00,2.3970e+01,-2.0628e+03
2.4822e-01,-1.6688e+00,3.0950e+00,2.6237e+00,2.3981e+01,-2.0840e+03
2.7101e-01,-1.9923e+00,3.0919e+00,2.5232e+00,2.3969e+01,-2.0914e+03
2.0432e-01,-1.5274e+00,3.1189e+00,2.6180e+00,2.4051e+01,-2.0661e+03
2.9025e-01,-1.9663e+00,3.0852e+00,2.6011e+00,2.3944e+01,-2.0163e+03
2.8826e-01,-1.9739e+00,3.0866e+00,2.6225e+00,2.3953e+01,-2.0573e+03
2.8482e-01,-1.9701e+00,3.0737e+00,2.5421e+00,2.3915e+01,-2.0891e+03
1.9180e-01,-1.5231e+00,3.1173e+00,2.5894e+00,2.4053e+01,-2.0722e+03
2.6499e-01,-1.8670e+00,3.1120e+00,2.5646e+00,2.4024e+01,-2.0611e+03
2.8273e-01,-1.8567e+00,3.0899e+00,2.5925e+00,2.3950e+01,-2.0570e+03
2.8731e-01,-1.9135e+00,3.0878e+00,2.5812e+00,2.3943e+01,-2.0931e+03
2.5803e-01,-1.9325e+00,3.0975e+00,2.4582e+00,2.3984e+01,-2.0441e+03
2.0245e-01,-1.5808e+00,3.1399e+00,2.6248e+00,2.4120e+01,-2.0790e+03
2.6088e-01,-1.7927e+00,3.1002e+00,2.5821e+00,2.3993e+01,-2.0812e+03
2.7140e-01,-1.8910e+00,3.1073e+00,2.5142e+00,2.3996e+01,-2.0402e+03
2.1392e-01,-1.6157e+00,3.1194e+00,2.5188e+00,2.4050e+01,-2.0922e+03
2.7720e-01,-1.8128e+00,3.0934e+00,2.6171e+00,2.3965e+01,-2.0695e+03
2.5415e-01,-1.9394e+00,3.1022e+00,2.5221e+00,2.4006e+01,-2.0808e+03
2.6174e-01,-1.7454e+00,3.0982e+00,2.6256e+00,2.3983e+01,-2.0704e+03
2.4750e-01,-1.7518e+00,3.1243e+00,2.5937e+00,2.4060e+01,-2.0797e+03
2.5546e-01,-1.6980e+00,3.0995e+00,2.6511e+00,2.3992e+01,-2.0751e+03
2.6426e-01,-1.8542e+00,3.1036e+00,2.5521e+00,2.3997e+01,-2.0860e+03
2.5825e-01,-1.6923e+00,3.0955e+00,2.6305e+00,2.3974e+01,-2.0358e+03
2.6049e-01,-1.9254e+00,3.1109e+00,2.5237e+00,2.4026e+01,-2.0527e+03
2.4429e-01,-1.6921e+00,3.0826e+00,2.5727e+00,2.3941e+01,-2.0963e+03
3.0379e-01,-1.9557e+00,3.0717e+00,2.6401e+00,2.3898e+01,-2.0784e+03
2.5315e-01,-1.9573e+00,3.0931e+00,2.4724e+00,2.3980e+01,-2.0952e+03
2.6309e-01,-1.9918e+00,3.1068e+00,2.4300e+00,2.4006e+01,-2.0201e+03
2.5443e-01,-1.9165e+00,3.1083e+00,2.4921e+00,2.4020e+01,-2.0903e+03
2.6872e-01,-1.8697e+00,3.0956e+00,2.5522e+00,2.3971e+01,-2.0926e+03
2.8086e-01,-1.9385e+00,3.0939e+00,2.5694e+00,2.3972e+01,-2.0604e+03
2.3620e-01,-1.7085e+00,3.1000e+00,2.4906e+00,2.3986e+01,-2.0319e+03
2.7106e-01,-1.8590e+00,3.1027e+00,2.5158e+00,2.3987e+01,-2.0629e+03
2.6994e-01,-1.9839e+00,3.0921e+00,2.5166e+00,2.3969e+01,-2.0859e+03
2.0362e-01,-1.5272e+00,3.1184e+00,2.6508e+00,2.4055e+01,-2.0740e+03
2.5071e-01,-1.7931e+00,3.0974e+00,2.5430e+00,2.3985e+01,-2.0904e+03
2.7705e-01,-1.9921e+00,3.1106e+00,2.5849e+00,2.4021e+01,-2.0614e+03
2.5635e-01,-1.9591e+00,3.1043e+00,2.4970e+00,2.4011e+01,-2.0963e+03
2.9522e-01,-1.9815e+00,3.1062e+00,2.6281e+00,2.3998e+01,-2.0962e+03
2.6642e-01,-1.8409e+00,3.0873e+00,2.5593e+00,2.3955e+01,-2.0810e+03
2.2881e-01,-1.7492e+00,3.0968e+00,2.4691e+00,2.3994e+01,-2.0641e+03
2.7029e-01,-1.8408e+00,3.0993e+00,2.6005e+00,2.3990e+01,-2.0905e+03
2.7406e-01,-1.7754e+00,3.0882e+00,2.6875e+00,2.3959e+01,-2.0685e+03
2.6346e-01,-1.7686e+00,3.0822e+00,2.6229e+00,2.3946e+01,-2.0843e+03
2.5362e-01,-1.8381e+00,3.0901e+00,2.5340e+00,2.3967e+01,-2.0950e+03
2.0587e-01,-1.6638e+00,3.1373e+00,2.5209e+00,2.4109e+01,-2.0797e+03
2.4833e-01,-1.7222e+00,3.1014e+00,2.5671e+00,2.3992e+01,-2.0789e+03
2.5505e-01,-1.7918e+00,3.1041e+00,2.5337e+00,2.4003e+01,-2.0874e+03
2.0837e-01,-1.6685e+00,3.1317e+00,2.4535e+00,2.4083e+01,-2.0759e+03
2.6552e-01,-1.8864e+00,3.1054e+00,2.5799e+00,2.4010e+01,-2.0928e+03
2.7157e-01,-1.8507e+00,3.1059e+00,2.5958e+00,2.4002e+01,-2.0960e+03
2.5683e-01,-1.6904e+00,3.0988e+00,2.6264e+00,2.3980e+01,-2.0419e+03
2.5815e-01,-1.8477e+00,3.0999e+00,2.5578e+00,2.3996e+01,-2.0857e+03
2.0006e-01,-1.5184e+00,3.1324e+00,2.6338e+00,2.4087e+01,-2.0547e+03
2.5634e-01,-1.8298e+00,3.0894e+00,2.5028e+00,2.3960e+01,-2.0094e+03
2.5943e-01,-1.9081e+00,3.1011e+00,2.5236e+00,2.4002e+01,-2.0873e+03
2.5468e-01,-1.8038e+00,3.1041e+00,2.5242e+00,2.3999e+01,-2.0474e+03
2.4908e-01,-1.8140e+00,3.0989e+00,2.5516e+00,2.3995e+01,-2.0959e+03
2.6049e-01,-1.9670e+00,3.1087e+00,2.4691e+00,2.4012e+01,-2.0629e+03
2.4090e-01,-1.9107e+00,3.1156e+00,2.4240e+00,2.4036e+01,-2.0914e+03
2.5445e-01,-1.9102e+00,3.1098e+00,2.4283e+00,2.4014e+01,-2.0896e+03
2.8507e-01,-1.9754e+00,3.1029e+00,2.5444e+00,2.3986e+01,-2.0020e+03
2.4046e-01,-1.7056e+00,3.1037e+00,2.5600e+00,2.4002e+01,-2.0688e+03
2.7791e-01,-1.9607e+00,3.1011e+00,2.5517e+00,2.3991e+01,-2.0789e+03
2.2879e-01,-1.7948e+00,3.0904e+00,2.3930e+00,2.3970e+01,-2.0970e+03
2.7204e-01,-1.9264e+00,3.1062e+00,2.5975e+00,2.4015e+01,-2.0740e+03
2.5569e-01,-1.9019e+00,3.0890e+00,2.4291e+00,2.3957e+01,-2.0903e+03
2.6922e-01,-1.9677e+00,3.0892e+00,2.5605e+00,2.3970e+01,-2.0582e+03
2.6270e-01,-1.7976e+00,3.1029e+00,2.6173e+00,2.4002e+01,-2.0876e+03
2.7593e-01,-1.9657e+00,3.1157e+00,2.5581e+00,2.4033e+01,-2.0201e+03
2.8306e-01,-1.9779e+00,3.0898e+00,2.5261e+00,2.3950e+01,-2.0688e+03
2.5516e-01,-1.9424e+00,3.1038e+00,2.4493e+00,2.4001e+01,-2.0925e+03
2.4681e-01,-1.6590e+00,3.1173e+00,2.6402e+00,2.4040e+01,-2.0946e+03
