niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau
3.6000e+01,1.0000e+00,3.4716e+00,-2.0478e+05,-2.0479e+05,-3.5982e-02,-2.0479e+05,8.7367e-02,7.6369e+00,1.8838e+05,9.6829e+01,-4.4786e-01,-1.8609e+00,3.7175e+00,9.2394e-01
3.7000e+01,1.0000e+00,3.5645e+00,-2.0478e+05,-2.0478e+05,-3.6982e-02,-2.0478e+05,8.2740e-02,6.8493e+00,1.8836e+05,9.9465e+01,9.1166e-02,-1.5327e+00,3.7961e+00,3.4819e-01
3.8000e+01,1.0000e+00,3.6574e+00,-2.0475e+05,-2.0476e+05,-3.7981e-02,-2.0476e+05,8.7379e-02,7.6389e+00,1.8836e+05,1.0252e+02,7.2659e-02,-1.8190e+00,3.9999e+00,4.9872e+00
3.9000e+01,1.0000e+00,3.7500e+00,-2.0475e+05,-2.0476e+05,-3.8981e-02,-2.0476e+05,8.5762e-02,7.3588e+00,1.8833e+05,1.0474e+02,-6.2689e-02,-1.1103e+00,3.8786e+00,2.8103e+00
4.0000e+01,1.0000e+00,3.8425e+00,-2.0475e+05,-2.0476e+05,-3.9980e-02,-2.0475e+05,8.2958e-02,6.8854e+00,1.8833e+05,1.0759e+02,1.6000e-01,-1.7446e+00,3.9980e+00,4.2480e+00
4.1000e+01,1.0000e+00,3.9347e+00,-2.0474e+05,-2.0475e+05,-4.0980e-02,-2.0475e+05,8.6022e-02,7.4034e+00,1.8833e+05,1.1023e+02,1.6622e-01,-1.6768e+00,3.7962e+00,1.3832e+00
4.2000e+01,3.0000e+00,4.0191e+00,-2.0468e+05,-2.0469e+05,-4.1979e-02,-2.0469e+05,8.7402e-02,7.6429e+00,1.8832e+05,1.1914e+02,-3.1373e-01,-1.2948e+00,3.8084e+00,3.0032e+00
4.3000e+01,1.0000e+00,4.1109e+00,-2.0467e+05,-2.0468e+05,-4.2979e-02,-2.0468e+05,8.7382e-02,7.6394e+00,1.8826e+05,1.2177e+02,-3.6202e-01,-1.3958e+00,3.8282e+00,3.3985e+00
4.4000e+01,1.0000e+00,4.2025e+00,-2.0465e+05,-2.0466e+05,-4.3978e-02,-2.0466e+05,8.7413e-02,7.6449e+00,1.8825e+05,1.2400e+02,1.1900e-01,-8.3080e-01,3.8283e+00,1.7739e+00
4.5000e+01,1.0000e+00,4.2939e+00,-2.0465e+05,-2.0465e+05,-4.4978e-02,-2.0465e+05,8.5022e-02,7.2323e+00,1.8823e+05,1.2670e+02,3.1818e-01,-1.1666e+00,3.8521e+00,2.0471e+00
4.6000e+01,1.0000e+00,4.3851e+00,-2.0462e+05,-2.0463e+05,-4.5977e-02,-2.0463e+05,8.7425e-02,7.6469e+00,1.8823e+05,1.2934e+02,-4.4379e-01,-1.5827e+00,3.8418e+00,4.2082e+00
4.7000e+01,1.0000e+00,4.4762e+00,-2.0460e+05,-2.0461e+05,-4.6977e-02,-2.0461e+05,8.7430e-02,7.6479e+00,1.8820e+05,1.3246e+02,-4.1609e-01,-1.7064e+00,3.8688e+00,4.8517e+00
4.8000e+01,1.0000e+00,4.5671e+00,-2.0460e+05,-2.0461e+05,-4.7976e-02,-2.0461e+05,8.5593e-02,7.3298e+00,1.8818e+05,1.3510e+02,2.9108e-01,-8.1907e-01,3.8695e+00,2.0610e+00
4.9000e+01,1.0000e+00,4.6578e+00,-2.0460e+05,-2.0461e+05,-4.8976e-02,-2.0461e+05,8.4862e-02,7.2052e+00,1.8818e+05,1.3780e+02,-3.2347e-02,-1.5449e+00,3.7866e+00,2.2607e+00
5.0000e+01,1.0000e+00,4.7483e+00,-2.0459e+05,-2.0460e+05,-4.9975e-02,-2.0460e+05,8.7441e-02,7.6498e+00,1.8818e+05,1.4069e+02,-2.2298e-01,-1.9843e+00,3.7195e+00,1.9321e+00
5.1000e+01,1.0000e+00,4.8387e+00,-2.0459e+05,-2.0459e+05,-5.0975e-02,-2.0459e+05,8.5338e-02,7.2861e+00,1.8817e+05,1.4333e+02,3.7059e-01,-5.3512e-01,3.9534e+00,2.2359e+00
5.2000e+01,1.0000e+00,4.9289e+00,-2.0458e+05,-2.0459e+05,-5.1974e-02,-2.0459e+05,8.0883e-02,6.5454e+00,1.8817e+05,1.4596e+02,1.6125e-01,-8.3579e-01,3.8165e+00,6.3614e-01
5.3000e+01,1.0000e+00,5.0189e+00,-2.0456e+05,-2.0457e+05,-5.2974e-02,-2.0457e+05,8.7465e-02,7.6539e+00,1.8816e+05,1.4865e+02,4.6911e-01,-8.7605e-01,3.8318e+00,5.3322e-01
5.4000e+01,2.0000e+00,5.1040e+00,-2.0454e+05,-2.0454e+05,-5.3973e-02,-2.0454e+05,8.7470e-02,7.6549e+00,1.8814e+05,1.5355e+02,-3.2111e-01,-1.8849e+00,3.8420e+00,4.1955e+00
5.5000e+01,1.0000e+00,5.1936e+00,-2.0452e+05,-2.0453e+05,-5.4973e-02,-2.0453e+05,8.7476e-02,7.6559e+00,1.8812e+05,1.5661e+02,-4.8780e-01,-1.3145e+00,3.8294e+00,4.2455e+00
5.6000e+01,1.0000e+00,5.2830e+00,-2.0452e+05,-2.0453e+05,-5.5972e-02,-2.0453e+05,8.4505e-02,7.1447e+00,1.8810e+05,1.5930e+02,-1.9096e-03,-1.3356e+00,3.7493e+00,1.8067e+00
5.7000e+01,2.0000e+00,5.3672e+00,-2.0452e+05,-2.0452e+05,-5.6972e-02,-2.0452e+05,8.0875e-02,6.5440e+00,1.8810e+05,1.6418e+02,2.6802e-01,-7.7401e-01,3.8169e+00,1.1145e+00
5.8000e+01,1.0000e+00,5.4563e+00,-2.0451e+05,-2.0452e+05,-5.7971e-02,-2.0452e+05,8.7464e-02,7.6538e+00,1.8810e+05,1.6683e+02,-2.6146e-01,-1.8195e+00,3.6948e+00,8.2551e-01
5.9000e+01,3.0000e+00,5.5347e+00,-2.0447e+05,-2.0447e+05,-5.8971e-02,-2.0447e+05,8.7499e-02,7.6599e+00,1.8809e+05,1.7438e+02,-2.3288e-01,-7.9675e-01,3.7491e+00,5.9778e-01
6.0000e+01,1.0000e+00,5.6232e+00,-2.0445e+05,-2.0446e+05,-5.9970e-02,-2.0446e+05,8.7504e-02,7.6609e+00,1.8805e+05,1.7756e+02,-2.9824e-01,-9.5256e-01,3.8805e+00,4.4608e+00
6.1000e+01,1.0000e+00,5.7116e+00,-2.0444e+05,-2.0445e+05,-6.0970e-02,-2.0445e+05,8.7508e-02,7.6614e+00,1.8803e+05,1.8024e+02,3.9580e-01,-1.3216e+00,3.7623e+00,8.5063e-01
6.2000e+01,1.0000e+00,5.7998e+00,-2.0443e+05,-2.0444e+05,-6.1969e-02,-2.0444e+05,8.7214e-02,7.6101e+00,1.8802e+05,1.8287e+02,2.1230e-01,-1.6155e+00,3.7591e+00,1.9051e+00
6.3000e+01,1.0000e+00,5.8879e+00,-2.0443e+05,-2.0444e+05,-6.2969e-02,-2.0444e+05,8.2658e-02,6.8358e+00,1.8802e+05,1.8509e+02,2.2148e-01,-1.9860e+00,3.8832e+00,3.1041e+00
6.4000e+01,1.0000e+00,5.9757e+00,-2.0439e+05,-2.0440e+05,-6.3968e-02,-2.0440e+05,8.7527e-02,7.6649e+00,1.8801e+05,1.8780e+02,2.5808e-01,-7.4715e-01,3.7991e+00,6.2542e-01
6.5000e+01,1.0000e+00,6.0634e+00,-2.0437e+05,-2.0438e+05,-6.4968e-02,-2.0438e+05,8.7533e-02,7.6659e+00,1.8797e+05,1.9045e+02,4.0993e-01,-1.8150e+00,3.7370e+00,1.1048e+00
6.6000e+01,1.0000e+00,6.1510e+00,-2.0436e+05,-2.0437e+05,-6.5967e-02,-2.0437e+05,8.7472e-02,7.6552e+00,1.8795e+05,1.9315e+02,4.7406e-01,-8.6868e-01,3.7917e+00,2.8474e-01
6.7000e+01,1.0000e+00,6.2384e+00,-2.0436e+05,-2.0436e+05,-6.6967e-02,-2.0436e+05,8.7382e-02,7.6394e+00,1.8794e+05,1.9579e+02,4.3864e-01,-8.8243e-01,3.7768e+00,1.2624e+00
6.8000e+01,1.0000e+00,6.3256e+00,-2.0435e+05,-2.0436e+05,-6.7966e-02,-2.0436e+05,8.4722e-02,7.1813e+00,1.8794e+05,1.9806e+02,-2.8477e-01,-1.9724e+00,3.6575e+00,6.4490e-01
6.9000e+01,1.0000e+00,6.4126e+00,-2.0434e+05,-2.0435e+05,-6.8966e-02,-2.0435e+05,8.7552e-02,7.6692e+00,1.8793e+05,2.0135e+02,3.1570e-01,-1.8619e+00,3.7195e+00,1.8055e-01
7.0000e+01,1.0000e+00,6.4995e+00,-2.0434e+05,-2.0435e+05,-6.9965e-02,-2.0435e+05,8.2441e-02,6.7999e+00,1.8792e+05,2.0407e+02,-5.0326e-03,-7.8518e-01,3.8864e+00,3.2237e+00
7.1000e+01,1.0000e+00,6.5863e+00,-2.0434e+05,-2.0435e+05,-7.0965e-02,-2.0435e+05,7.8941e-02,6.2347e+00,1.8792e+05,2.0675e+02,-2.1719e-01,-1.6373e+00,3.6784e+00,1.8988e+00
7.2000e+01,1.0000e+00,6.6728e+00,-2.0434e+05,-2.0435e+05,-7.1964e-02,-2.0435e+05,7.8766e-02,6.2072e+00,1.8792e+05,2.0904e+02,-4.2293e-01,-1.4239e+00,3.7595e+00,3.5324e+00
7.3000e+01,1.0000e+00,6.7593e+00,-2.0431e+05,-2.0432e+05,-7.2964e-02,-2.0432e+05,8.7579e-02,7.6739e+00,1.8792e+05,2.1169e+02,-1.0944e-01,-7.7647e-01,3.9341e+00,4.6110e+00
7.4000e+01,1.0000e+00,6.8455e+00,-2.0430e+05,-2.0431e+05,-7.3963e-02,-2.0431e+05,8.7583e-02,7.6746e+00,1.8789e+05,2.1432e+02,3.7953e-01,-1.2501e+00,3.7856e+00,2.1208e+00
7.5000e+01,1.0000e+00,6.9316e+00,-2.0430e+05,-2.0431e+05,-7.4963e-02,-2.0431e+05,8.6536e-02,7.4923e+00,1.8788e+05,2.1702e+02,4.6480e-01,-5.4861e-01,3.8251e+00,1.0049e+00
7.6000e+01,1.0000e+00,7.0175e+00,-2.0429e+05,-2.0430e+05,-7.5962e-02,-2.0430e+05,8.7487e-02,7.6578e+00,1.8788e+05,2.1967e+02,-1.2806e-01,-7.5845e-01,3.7528e+00,2.1938e+00
7.7000e+01,1.0000e+00,7.1033e+00,-2.0428e+05,-2.0429e+05,-7.6962e-02,-2.0429e+05,8.7593e-02,7.6763e+00,1.8787e+05,2.2189e+02,4.0575e-01,-1.6160e+00,3.7451e+00,1.8757e+00
7.8000e+01,1.0000e+00,7.1889e+00,-2.0428e+05,-2.0428e+05,-7.7961e-02,-2.0428e+05,8.7533e-02,7.6658e+00,1.8786e+05,2.2455e+02,6.5395e-02,-1.8791e+00,3.8529e+00,3.7083e+00
7.9000e+01,1.0000e+00,7.2744e+00,-2.0426e+05,-2.0427e+05,-7.8961e-02,-2.0427e+05,8.7613e-02,7.6798e+00,1.8786e+05,2.2678e+02,-1.9331e-01,-1.9151e+00,3.8421e+00,4.5296e+00
8.0000e+01,1.0000e+00,7.3597e+00,-2.0426e+05,-2.0427e+05,-7.9960e-02,-2.0427e+05,8.2819e-02,6.8623e+00,1.8784e+05,2.2957e+02,1.3720e-01,-1.7511e+00,3.6853e+00,5.6828e-01
8.1000e+01,1.0000e+00,7.4449e+00,-2.0423e+05,-2.0424e+05,-8.0960e-02,-2.0424e+05,8.7624e-02,7.6819e+00,1.8784e+05,2.3181e+02,-7.1960e-02,-1.6124e+00,3.6632e+00,9.4906e-01
8.2000e+01,1.0000e+00,7.5298e+00,-2.0423e+05,-2.0424e+05,-8.1959e-02,-2.0424e+05,8.6140e-02,7.4239e+00,1.8781e+05,2.3487e+02,-3.2988e-01,-9.2243e-01,3.6745e+00,7.3362e-01
8.3000e+01,1.0000e+00,7.6147e+00,-2.0418e+05,-2.0418e+05,-8.2959e-02,-2.0418e+05,8.7636e-02,7.6839e+00,1.8781e+05,2.3800e+02,-3.3677e-01,-1.4398e+00,3.6749e+00,2.5477e+00
8.4000e+01,1.0000e+00,7.6994e+00,-2.0416e+05,-2.0416e+05,-8.3958e-02,-2.0416e+05,8.7641e-02,7.6849e+00,1.8776e+05,2.4062e+02,1.5328e-01,-1.7612e+00,3.7232e+00,2.2061e+00
8.5000e+01,1.0000e+00,7.7839e+00,-2.0415e+05,-2.0415e+05,-8.4958e-02,-2.0415e+05,8.7623e-02,7.6816e+00,1.8774e+05,2.4368e+02,4.0157e-01,-1.5072e+00,3.6851e+00,1.2590e+00
8.6000e+01,1.0000e+00,7.8683e+00,-2.0414e+05,-2.0415e+05,-8.5957e-02,-2.0415e+05,8.7594e-02,7.6765e+00,1.8773e+05,2.4596e+02,-2.0790e-02,-1.5296e+00,3.6807e+00,2.0944e+00
8.7000e+01,1.0000e+00,7.9525e+00,-2.0414e+05,-2.0414e+05,-8.6957e-02,-2.0414e+05,8.6117e-02,7.4199e+00,1.8772e+05,2.4860e+02,-4.8955e-01,-1.7397e+00,3.5978e+00,1.6202e+00
8.8000e+01,1.0000e+00,8.0365e+00,-2.0411e+05,-2.0412e+05,-8.7956e-02,-2.0412e+05,8.7664e-02,7.6889e+00,1.8772e+05,2.5166e+02,3.0572e-01,-1.2736e+00,3.6917e+00,8.4589e-01
8.9000e+01,1.0000e+00,8.1204e+00,-2.0410e+05,-2.0411e+05,-8.8956e-02,-2.0411e+05,8.7604e-02,7.6783e+00,1.8769e+05,2.5437e+02,-6.3107e-02,-1.0818e+00,3.7955e+00,3.1661e+00
9.0000e+01,1.0000e+00,8.2042e+00,-2.0410e+05,-2.0410e+05,-8.9955e-02,-2.0410e+05,8.7637e-02,7.6840e+00,1.8769e+05,2.5763e+02,5.7168e-02,-1.3171e+00,3.8615e+00,3.7606e+00
9.1000e+01,1.0000e+00,8.2878e+00,-2.0409e+05,-2.0409e+05,-9.0955e-02,-2.0409e+05,8.7680e-02,7.6916e+00,1.8768e+05,2.6072e+02,-1.8316e-01,-1.1479e+00,3.6728e+00,2.2372e+00
9.2000e+01,1.0000e+00,8.3712e+00,-2.0408e+05,-2.0409e+05,-9.1954e-02,-2.0409e+05,8.5417e-02,7.2998e+00,1.8767e+05,2.6400e+02,-5.5667e-02,-1.8506e+00,3.7091e+00,2.6968e+00
9.3000e+01,1.0000e+00,8.4545e+00,-2.0408e+05,-2.0409e+05,-9.2954e-02,-2.0409e+05,8.3740e-02,7.0159e+00,1.8766e+05,2.6711e+02,-2.2965e-01,-8.2610e-01,3.7750e+00,3.0359e+00
9.4000e+01,1.0000e+00,8.5377e+00,-2.0408e+05,-2.0409e+05,-9.3953e-02,-2.0409e+05,8.1279e-02,6.6095e+00,1.8766e+05,2.6934e+02,-3.6224e-01,-1.0565e+00,3.6293e+00,7.9690e-01
9.5000e+01,2.0000e+00,8.6129e+00,-2.0407e+05,-2.0407e+05,-9.4953e-02,-2.0407e+05,8.7704e-02,7.6958e+00,1.8766e+05,2.7461e+02,-4.1647e-01,-1.1021e+00,3.6152e+00,9.9795e-01
9.6000e+01,1.0000e+00,8.6957e+00,-2.0406e+05,-2.0407e+05,-9.5952e-02,-2.0407e+05,8.6680e-02,7.5172e+00,1.8765e+05,2.7730e+02,2.4591e-01,-1.3034e+00,3.8842e+00,3.9293e+00
9.7000e+01,1.0000e+00,8.7783e+00,-2.0405e+05,-2.0406e+05,-9.6952e-02,-2.0406e+05,8.7713e-02,7.6974e+00,1.8764e+05,2.8038e+02,-3.5470e-01,-1.7148e+00,3.5954e+00,1.1934e+00
9.8000e+01,2.0000e+00,8.8528e+00,-2.0404e+05,-2.0405e+05,-9.7951e-02,-2.0405e+05,8.7528e-02,7.6651e+00,1.8763e+05,2.8566e+02,9.5847e-02,-1.4504e+00,3.6490e+00,2.6012e-01
9.9000e+01,1.0000e+00,8.9350e+00,-2.0403e+05,-2.0404e+05,-9.8951e-02,-2.0404e+05,8.7726e-02,7.6998e+00,1.8763e+05,2.8877e+02,2.6803e-01,-1.7084e+00,3.6572e+00,2.4074e-01
1.0000e+02,1.0000e+00,9.0171e+00,-2.0401e+05,-2.0402e+05,-9.9950e-02,-2.0402e+05,8.7733e-02,7.7008e+00,1.8761e+05,2.9189e+02,2.0771e-01,-6.1074e-01,3.7476e+00,1.6964e+00
1.0100e+02,1.0000e+00,9.0991e+00,-2.0401e+05,-2.0401e+05,-1.0095e-01,-2.0401e+05,8.5538e-02,7.3204e+00,1.8759e+05,2.9452e+02,-4.7241e-01,-6.4645e-01,3.6635e+00,7.4402e-01
1.0200e+02,1.0000e+00,9.1809e+00,-2.0400e+05,-2.0401e+05,-1.0195e-01,-2.0401e+05,8.1215e-02,6.5992e+00,1.8759e+05,2.9760e+02,2.8372e-01,-1.0910e+00,3.6794e+00,5.2110e-01
1.0300e+02,1.0000e+00,9.2626e+00,-2.0400e+05,-2.0401e+05,-1.0295e-01,-2.0401e+05,8.5516e-02,7.3166e+00,1.8758e+05,3.0028e+02,-1.2658e-01,-1.9814e+00,3.8048e+00,4.3791e+00
1.0400e+02,1.0000e+00,9.3441e+00,-2.0399e+05,-2.0400e+05,-1.0395e-01,-2.0400e+05,8.7748e-02,7.7036e+00,1.8758e+05,3.0249e+02,-1.5199e-01,-1.7261e+00,3.7545e+00,3.5620e+00
1.0500e+02,1.0000e+00,9.4255e+00,-2.0398e+05,-2.0399e+05,-1.0495e-01,-2.0399e+05,8.7759e-02,7.7055e+00,1.8757e+05,3.0472e+02,-4.2188e-02,-6.1940e-01,3.6977e+00,1.3378e+00
1.0600e+02,2.0000e+00,9.4982e+00,-2.0397e+05,-2.0398e+05,-1.0595e-01,-2.0398e+05,8.7765e-02,7.7066e+00,1.8756e+05,3.1043e+02,1.5763e-01,-1.0280e+00,3.6647e+00,7.1886e-01
1.0700e+02,1.0000e+00,9.5792e+00,-2.0396e+05,-2.0397e+05,-1.0695e-01,-2.0397e+05,8.7753e-02,7.7044e+00,1.8755e+05,3.1311e+02,-1.0398e-01,-1.8772e+00,3.6042e+00,1.0434e+00
1.0800e+02,1.0000e+00,9.6601e+00,-2.0392e+05,-2.0393e+05,-1.0795e-01,-2.0393e+05,8.7778e-02,7.7089e+00,1.8754e+05,3.1582e+02,-3.4006e-01,-1.2996e+00,3.6184e+00,2.4949e+00
1.0900e+02,1.0000e+00,9.7408e+00,-2.0390e+05,-2.0391e+05,-1.0895e-01,-2.0391e+05,8.7784e-02,7.7098e+00,1.8751e+05,3.1887e+02,4.9438e-01,-1.1494e+00,3.6539e+00,5.4674e-01
1.1000e+02,1.0000e+00,9.8214e+00,-2.0390e+05,-2.0390e+05,-1.0995e-01,-2.0390e+05,8.7630e-02,7.6829e+00,1.8748e+05,3.2163e+02,5.6037e-02,-7.1198e-01,3.9121e+00,4.2448e+00
