acceptance
0.0100
0.3100
0.0050
0.3375
0.0125
0.0000
0.1625
0.3425
0.3500
0.0050
0.0025
0.2750
0.3075
0.3500
0.3325
0.0150
0.3525
0.3850
0.3900
0.3500
0.3225
0.3325
0.0200
0.0100
0.3200
0.0050
0.0125
0.0175
0.0125
0.0050
0.3425
0.3550
0.3250
0.0050
0.3625
0.3075
0.0200
0.3250
0.2950
0.3825
0.3250
0.4075
0.0050
0.2700
0.0200
0.1375
0.0275
0.3700
0.0900
0.0100
0.0100
0.2775
0.3450
0.2950
0.2950
0.2950
0.3450
0.3025
0.2975
0.3000
0.0025
0.3725
0.3000
0.3175
0.0150
0.2825
0.0225
0.1850
0.2875
0.3025
0.3100
0.2700
0.2925
0.3025
0.0150
0.0075
0.2525
0.0100
0.2775
0.0125
0.3175
0.3050
0.2900
0.2775
0.0125
0.2600
0.3175
0.2775
0.3100
0.3400
0.2050
0.0025
0.3025
0.3125
0.2625
0.0275
0.3050
0.0125
0.0250
0.2025
0.3250
0.0075
0.2925
0.2975
0.3175
0.3025
0.2775
0.2750
0.0200
0.2950
0.0025
0.2875
0.0025
0.2900
0.0125
0.3700
0.3100
0.2950
0.2875
0.2600
0.0275
0.3225
0.0175
0.3400
0.3250
0.3375
0.2775
0.3075
