logfeh_mean,logdust_med,logNpix,tau,dmod,logl
1.1115e-01,-9.8173e-01,5.7132e+00,3.1399e+00,2.5202e+01,-2.7964e+00
4.0087e-02,-8.0978e-01,5.7351e+00,3.2380e+00,2.5282e+01,-2.7679e+00
5.0249e-02,-8.8728e-01,5.6873e+00,3.1022e+00,2.5159e+01,-2.8245e+00
2.5933e-02,-8.3948e-01,5.7420e+00,3.1285e+00,2.5304e+01,-2.7559e+00
6.3748e-02,-9.2092e-01,5.7192e+00,3.1158e+00,2.5235e+01,-2.8020e+00
4.2139e-02,-8.1951e-01,5.7889e+00,3.2279e+00,2.5418e+01,-2.8343e+00
6.8137e-02,-9.0336e-01,5.7479e+00,3.1607e+00,2.5306e+01,-2.8524e+00
9.7934e-02,-9.6711e-01,5.7198e+00,3.1314e+00,2.5224e+01,-2.7931e+00
2.1408e-02,-7.9262e-01,5.7763e+00,3.2258e+00,2.5393e+01,-2.7331e+00
1.1696e-01,-9.8503e-01,5.7029e+00,3.1522e+00,2.5175e+01,-2.6586e+00
-7.9810e-04,-7.5113e-01,5.8045e+00,3.2569e+00,2.5471e+01,-2.8513e+00
1.1383e-01,-9.7491e-01,5.6693e+00,3.1600e+00,2.5091e+01,-2.6631e+00
4.7017e-02,-8.5652e-01,5.7436e+00,3.1719e+00,2.5303e+01,-2.7831e+00
6.7187e-02,-9.1223e-01,5.6911e+00,3.1388e+00,2.5162e+01,-2.8698e+00
7.8380e-02,-9.5225e-01,5.6578e+00,3.0950e+00,2.5075e+01,-2.7967e+00
6.6048e-02,-9.2734e-01,5.7053e+00,3.1011e+00,2.5198e+01,-2.7942e+00
-9.0788e-02,-6.3020e-01,5.8151e+00,3.2897e+00,2.5525e+01,-2.8603e+00
-5.6961e-03,-7.4019e-01,5.7794e+00,3.2696e+00,2.5409e+01,-2.8418e+00
8.0078e-02,-9.2076e-01,5.7031e+00,3.1549e+00,2.5189e+01,-2.8696e+00
6.1307e-02,-8.9054e-01,5.6808e+00,3.1655e+00,2.5138e+01,-2.7698e+00
-3.1828e-02,-7.5954e-01,5.7764e+00,3.1306e+00,2.5411e+01,-2.8169e+00
7.4775e-02,-9.4428e-01,5.7423e+00,3.0970e+00,2.5288e+01,-2.8774e+00
9.5413e-02,-8.9655e-01,5.6839e+00,3.2473e+00,2.5133e+01,-2.7855e+00
-2.3500e-01,-2.7170e-02,6.0543e+00,3.2974e+00,2.5878e+01,-2.8357e+00
9.5015e-02,-9.1760e-01,5.6957e+00,3.2080e+00,2.5163e+01,-2.8533e+00
1.1444e-01,-9.6898e-01,5.6745e+00,3.1695e+00,2.5104e+01,-2.7502e+00
1.2548e-01,-9.6220e-01,5.6732e+00,3.2093e+00,2.5096e+01,-2.8544e+00
8.7723e-02,-9.5035e-01,5.6788e+00,3.1250e+00,2.5124e+01,-2.7823e+00
8.0240e-02,-9.1083e-01,5.7169e+00,3.1798e+00,2.5223e+01,-2.6937e+00
-5.0670e-02,-7.1328e-01,5.8132e+00,3.1880e+00,2.5508e+01,-2.8552e+00
1.0758e-01,-9.8871e-01,5.6914e+00,3.1190e+00,2.5149e+01,-2.7107e+00
