logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.4306e-01,-5.1404e-01,2.0080e+00,2.9904e+00,2.5024e+01,-1.3187e+03
-2.5324e-01,-4.8898e-01,2.0127e+00,3.0374e+00,2.5030e+01,-1.2986e+03
-2.5454e-01,-4.9674e-01,1.9999e+00,2.9620e+00,2.4993e+01,-1.3024e+03
-2.3213e-01,-5.1307e-01,1.9940e+00,3.0753e+00,2.4987e+01,-1.2884e+03
-2.4924e-01,-5.0188e-01,2.0025e+00,2.9948e+00,2.5001e+01,-1.2810e+03
-2.5222e-01,-4.9465e-01,2.0042e+00,3.0108e+00,2.5006e+01,-1.3058e+03
-2.5105e-01,-4.9588e-01,2.0062e+00,2.9911e+00,2.5010e+01,-1.3188e+03
-2.5285e-01,-5.0002e-01,2.0036e+00,2.9792e+00,2.5005e+01,-1.3143e+03
-2.5146e-01,-5.0281e-01,2.0031e+00,2.9735e+00,2.5003e+01,-1.3086e+03
-2.3721e-01,-5.1272e-01,2.0016e+00,3.0244e+00,2.5004e+01,-1.3071e+03
-2.5114e-01,-4.9819e-01,2.0003e+00,2.9682e+00,2.4990e+01,-1.3161e+03
-2.3813e-01,-5.2414e-01,1.9987e+00,2.9581e+00,2.4994e+01,-1.3158e+03
-2.3678e-01,-5.2512e-01,1.9990e+00,2.9871e+00,2.5003e+01,-1.2857e+03
-2.2911e-01,-5.0337e-01,1.9891e+00,3.1139e+00,2.4965e+01,-1.3173e+03
-2.4793e-01,-4.9511e-01,2.0140e+00,3.0566e+00,2.5039e+01,-1.3141e+03
-2.5757e-01,-4.9906e-01,2.0015e+00,2.9953e+00,2.5001e+01,-1.3069e+03
-2.2905e-01,-5.0855e-01,1.9897e+00,3.1183e+00,2.4971e+01,-1.3135e+03
-2.2672e-01,-5.0517e-01,1.9936e+00,3.1190e+00,2.4976e+01,-1.3045e+03
-2.3030e-01,-5.1303e-01,1.9911e+00,3.0826e+00,2.4976e+01,-1.2827e+03
-2.6185e-01,-4.8643e-01,2.0133e+00,3.0320e+00,2.5034e+01,-1.3071e+03
-2.5902e-01,-4.9553e-01,2.0024e+00,2.9745e+00,2.5005e+01,-1.2977e+03
-2.4601e-01,-5.0537e-01,1.9960e+00,2.9837e+00,2.4980e+01,-1.3163e+03
-2.5039e-01,-4.8522e-01,2.0077e+00,3.0537e+00,2.5015e+01,-1.3176e+03
-2.2571e-01,-5.2031e-01,1.9891e+00,3.0476e+00,2.4964e+01,-1.3134e+03
-2.4560e-01,-5.0952e-01,2.0065e+00,2.9797e+00,2.5013e+01,-1.2892e+03
-2.2710e-01,-5.0940e-01,1.9947e+00,3.0913e+00,2.4980e+01,-1.3077e+03
-2.4440e-01,-5.0805e-01,2.0020e+00,3.0144e+00,2.5005e+01,-1.3085e+03
-2.5098e-01,-4.9855e-01,2.0072e+00,3.0136e+00,2.5018e+01,-1.3095e+03
-2.3411e-01,-5.0522e-01,1.9879e+00,3.0892e+00,2.4961e+01,-1.3071e+03
-2.5936e-01,-4.9464e-01,2.0003e+00,2.9516e+00,2.4992e+01,-1.3074e+03
-2.3012e-01,-5.2187e-01,1.9902e+00,3.0648e+00,2.4976e+01,-1.2939e+03
-2.2970e-01,-5.0628e-01,1.9896e+00,3.0718e+00,2.4968e+01,-1.3087e+03
-2.5058e-01,-4.9865e-01,2.0006e+00,2.9522e+00,2.4990e+01,-1.2974e+03
-2.3601e-01,-5.0427e-01,2.0003e+00,3.0927e+00,2.5002e+01,-1.3031e+03
-2.4409e-01,-5.0919e-01,2.0005e+00,2.9760e+00,2.5000e+01,-1.3175e+03
-2.4679e-01,-5.0354e-01,1.9945e+00,2.9730e+00,2.4979e+01,-1.2951e+03
-2.4869e-01,-4.9759e-01,2.0030e+00,2.9921e+00,2.4999e+01,-1.3146e+03
-2.6117e-01,-4.8365e-01,2.0135e+00,3.0359e+00,2.5040e+01,-1.3135e+03
-2.2955e-01,-5.0158e-01,1.9912e+00,3.1237e+00,2.4970e+01,-1.3164e+03
-2.2775e-01,-5.0674e-01,1.9904e+00,3.1057e+00,2.4969e+01,-1.3140e+03
-2.4479e-01,-5.1494e-01,1.9993e+00,2.9689e+00,2.4997e+01,-1.3006e+03
-2.3730e-01,-5.2663e-01,1.9985e+00,2.9875e+00,2.5000e+01,-1.3184e+03
-2.4678e-01,-4.9654e-01,2.0037e+00,3.0042e+00,2.5004e+01,-1.3139e+03
-2.5392e-01,-4.9355e-01,2.0109e+00,3.0036e+00,2.5026e+01,-1.2864e+03
-2.2829e-01,-5.1119e-01,1.9925e+00,3.0992e+00,2.4980e+01,-1.2892e+03
-2.3131e-01,-5.2110e-01,1.9921e+00,3.0421e+00,2.4979e+01,-1.3141e+03
-2.4918e-01,-4.9676e-01,2.0024e+00,2.9861e+00,2.4995e+01,-1.3182e+03
-2.5232e-01,-5.0568e-01,2.0001e+00,2.9496e+00,2.4992e+01,-1.2905e+03
-2.4705e-01,-5.1433e-01,1.9964e+00,3.0118e+00,2.4996e+01,-1.3091e+03
-2.4454e-01,-4.9917e-01,2.0059e+00,3.0195e+00,2.5012e+01,-1.2986e+03
-2.3361e-01,-5.1045e-01,1.9939e+00,3.0840e+00,2.4980e+01,-1.2935e+03
-2.5540e-01,-4.8579e-01,2.0114e+00,3.0474e+00,2.5027e+01,-1.3059e+03
-2.6029e-01,-4.9451e-01,2.0130e+00,2.9932e+00,2.5037e+01,-1.3128e+03
-2.4921e-01,-4.8921e-01,2.0123e+00,3.0820e+00,2.5035e+01,-1.3189e+03
-2.2992e-01,-5.0703e-01,1.9926e+00,3.0827e+00,2.4976e+01,-1.2785e+03
-2.5919e-01,-4.9284e-01,2.0084e+00,2.9854e+00,2.5019e+01,-1.3137e+03
