logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-3.8306e-01,-4.9133e-01,2.0840e+00,2.8996e+00,4.3892e+00,4.2895e+00,6.6005e+00,2.7503e+01,-3.9600e+03
1.7136e-02,-8.7878e-01,1.6585e+00,3.0077e+00,3.7420e+00,5.3234e+00,5.8799e+00,2.5991e+01,-3.9393e+03
-2.5403e-01,-7.8140e-02,2.3606e+00,3.3529e+00,4.5939e+00,5.2014e+00,5.9462e+00,2.5999e+01,-1.9303e+03
-1.1275e-01,-8.0797e-01,3.0190e+00,3.4904e+00,3.3910e+00,4.2276e+00,6.6766e+00,2.7629e+01,-3.4534e+03
-1.5877e-01,-7.2568e-01,3.0123e+00,3.0734e+00,4.3513e+00,6.0086e+00,6.8470e+00,2.8302e+01,-3.8701e+03
-3.7564e-01,-3.1301e-01,1.3449e+00,2.9993e+00,4.4792e+00,4.8668e+00,5.9395e+00,2.6008e+01,-2.7512e+03
-1.7892e-01,-7.5488e-01,1.4848e+00,3.3067e+00,4.1934e+00,4.3450e+00,6.0775e+00,2.6242e+01,-3.8846e+03
4.6383e-02,-5.3879e-01,1.5797e+00,3.8395e+00,3.4459e+00,5.3930e+00,5.8727e+00,2.5953e+01,-2.0033e+03
-4.2530e-01,-1.8132e-01,2.9383e+00,3.2991e+00,3.7906e+00,5.0696e+00,6.7403e+00,2.7702e+01,-3.2452e+03
-3.7247e-01,-2.0471e-01,2.5214e+00,2.5832e+00,4.4289e+00,5.6870e+00,6.2550e+00,2.6893e+01,-3.8344e+03
-4.0307e-01,-2.4989e-01,1.7932e+00,2.2754e+00,4.5633e+00,4.7252e+00,5.9720e+00,2.6040e+01,-3.8214e+03
-1.3275e-01,-7.4213e-01,2.2829e+00,3.3001e+00,3.4281e+00,4.7411e+00,6.0885e+00,2.6241e+01,-1.5082e+03
2.2160e-01,-7.4138e-01,2.0979e+00,2.5216e+00,4.0737e+00,5.2629e+00,5.3547e+00,2.5100e+01,-3.0726e+03
-4.7720e-01,-2.8137e-01,3.1035e+00,2.2919e+00,4.3144e+00,4.5281e+00,6.7583e+00,2.7814e+01,-3.9689e+03
-2.1735e-01,-2.1042e-01,2.0986e+00,3.2390e+00,4.0403e+00,5.7818e+00,5.9030e+00,2.6407e+01,-1.2337e+03
-3.0133e-01,-1.7954e-01,2.0227e+00,3.4787e+00,4.6684e+00,5.1705e+00,5.9564e+00,2.6119e+01,-3.1059e+03
-3.4930e-01,-1.3700e-01,2.4481e+00,3.8392e+00,3.7687e+00,5.0280e+00,6.3882e+00,2.6824e+01,-2.7835e+03
6.5540e-02,-5.4677e-01,2.0249e+00,3.6333e+00,4.6107e+00,5.1008e+00,5.8255e+00,2.5809e+01,-3.4428e+03
-1.7239e-01,-7.7398e-01,1.8446e+00,3.2014e+00,4.5751e+00,4.8425e+00,6.3546e+00,2.6981e+01,-3.2732e+03
-1.6104e-02,-3.0086e-01,1.8928e+00,2.3072e+00,4.4373e+00,5.8644e+00,5.0022e+00,2.6063e+01,-2.8450e+03
-4.3223e-01,-3.0556e-01,1.7076e+00,3.7799e+00,4.5991e+00,5.7617e+00,6.7096e+00,2.7882e+01,-2.6211e+03
-2.3746e-01,-2.5765e-01,2.9057e+00,4.2199e+00,4.8229e+00,4.6472e+00,6.4513e+00,2.7098e+01,-9.1809e+02
-4.4622e-02,-3.6850e-01,1.8036e+00,2.5704e+00,2.9219e+00,5.6116e+00,5.1539e+00,2.5511e+01,-8.5694e+02
-4.5412e-01,-2.3464e-01,2.7075e+00,2.9628e+00,3.4309e+00,4.6172e+00,6.3150e+00,2.6679e+01,-3.1071e+03
-1.9524e-01,-6.5309e-01,2.6274e+00,2.6193e+00,3.2249e+00,4.9377e+00,6.3242e+00,2.6812e+01,-3.6975e+03
1.6036e-01,-6.1307e-01,2.6403e+00,2.8289e+00,3.7381e+00,5.9314e+00,5.6054e+00,2.6373e+01,-1.0740e+03
1.0361e-01,-7.8857e-01,1.4541e+00,3.6204e+00,3.1407e+00,5.8418e+00,6.0556e+00,2.6699e+01,-3.9940e+03
-8.6513e-02,-6.9285e-01,1.7361e+00,3.2935e+00,3.4492e+00,4.1854e+00,5.7671e+00,2.5384e+01,-3.9407e+03
-1.0328e-01,-5.9339e-01,2.0087e+00,3.4889e+00,4.2320e+00,4.5168e+00,5.8898e+00,2.5780e+01,-2.2549e+03
-1.0484e-01,-2.4832e-01,2.6936e+00,4.1579e+00,3.6076e+00,5.6999e+00,6.2057e+00,2.6707e+01,-2.8061e+03
-8.8335e-02,-6.5847e-01,2.4876e+00,3.9318e+00,3.4358e+00,5.4248e+00,6.4931e+00,2.7268e+01,-3.9007e+03
1.9998e-01,-3.2249e-01,3.0046e+00,3.9847e+00,4.7401e+00,5.9443e+00,5.8789e+00,2.6555e+01,-2.3121e+03
-3.9843e-01,-1.7157e-01,2.7502e+00,3.3583e+00,3.8877e+00,5.4453e+00,6.4381e+00,2.7064e+01,-2.9993e+03
