logfeh_mean,logdust,logNpix,tau,dmod,logl
-4.9837e-01,-1.9526e+00,2.4389e+00,4.9541e+00,2.6757e+01,9.6722e+05
-4.9938e-01,-1.9158e+00,2.5576e+00,4.9066e+00,2.7083e+01,9.6736e+05
-4.9644e-01,-1.9549e+00,2.5132e+00,4.9763e+00,2.6958e+01,9.6744e+05
-4.9276e-01,-1.9717e+00,2.5707e+00,4.9984e+00,2.7147e+01,9.6730e+05
-4.9590e-01,-1.9499e+00,2.4727e+00,4.9767e+00,2.6861e+01,9.6738e+05
-4.9899e-01,-1.9581e+00,2.5639e+00,4.9852e+00,2.7093e+01,9.6743e+05
-4.9562e-01,-1.9701e+00,2.5710e+00,4.9817e+00,2.7122e+01,9.6815e+05
-4.9918e-01,-1.9883e+00,2.4415e+00,4.9752e+00,2.6754e+01,9.6748e+05
-4.9900e-01,-1.9515e+00,2.5600e+00,4.9337e+00,2.7086e+01,9.6747e+05
-4.9975e-01,-1.9670e+00,2.4800e+00,4.9828e+00,2.6862e+01,9.6725e+05
-4.9371e-01,-1.9836e+00,2.5742e+00,4.9836e+00,2.7131e+01,9.6759e+05
-4.9624e-01,-1.9488e+00,2.5734e+00,4.9658e+00,2.7130e+01,9.6777e+05
-4.9919e-01,-1.9965e+00,2.6586e+00,4.9724e+00,2.7404e+01,9.6757e+05
-4.9975e-01,-1.9889e+00,2.6498e+00,4.9953e+00,2.7352e+01,9.6733e+05
-4.9932e-01,-1.9827e+00,2.5733e+00,4.9252e+00,2.7121e+01,9.6765e+05
-4.9858e-01,-1.9829e+00,2.5654e+00,4.9812e+00,2.7092e+01,9.6758e+05
-4.9652e-01,-1.9882e+00,2.5687e+00,4.9641e+00,2.7094e+01,9.6727e+05
-4.9312e-01,-1.9973e+00,2.5759e+00,4.8679e+00,2.7148e+01,9.6728e+05
-4.9864e-01,-1.9523e+00,2.5695e+00,4.9468e+00,2.7121e+01,9.6746e+05
-4.9678e-01,-1.9590e+00,2.5743e+00,4.9107e+00,2.7123e+01,9.6730e+05
-4.9468e-01,-1.9865e+00,2.4746e+00,4.9656e+00,2.6865e+01,9.6756e+05
-4.9739e-01,-1.9575e+00,2.5721e+00,4.9508e+00,2.7139e+01,9.6766e+05
-4.9540e-01,-1.9897e+00,2.5680e+00,4.9575e+00,2.7114e+01,9.6748e+05
-4.9914e-01,-1.9982e+00,2.5555e+00,4.9334e+00,2.7090e+01,9.6725e+05
-4.9617e-01,-1.9904e+00,2.5906e+00,4.9831e+00,2.7198e+01,9.6720e+05
-4.9892e-01,-1.9847e+00,2.4435e+00,4.9406e+00,2.6784e+01,9.6738e+05
-4.9825e-01,-1.9819e+00,2.5642e+00,4.9768e+00,2.7144e+01,9.6733e+05
-4.9957e-01,-1.9829e+00,2.5374e+00,4.9530e+00,2.7036e+01,9.6750e+05
-4.9648e-01,-1.9693e+00,2.4407e+00,4.9609e+00,2.6762e+01,9.6774e+05
-4.9457e-01,-1.9873e+00,2.5075e+00,4.9877e+00,2.6947e+01,9.6732e+05
-4.9637e-01,-1.8808e+00,2.5748e+00,4.9890e+00,2.7133e+01,9.6737e+05
-4.9197e-01,-1.9488e+00,2.5737e+00,4.9553e+00,2.7132e+01,9.6751e+05
-4.9772e-01,-1.8781e+00,2.5721e+00,4.9918e+00,2.7132e+01,9.6723e+05
-4.9684e-01,-1.9931e+00,2.4371e+00,4.9234e+00,2.6738e+01,9.6730e+05
-4.9881e-01,-1.9946e+00,2.5645e+00,4.9794e+00,2.7089e+01,9.6749e+05
-4.9739e-01,-1.9475e+00,2.5798e+00,4.9797e+00,2.7144e+01,9.6722e+05
-4.9433e-01,-1.9934e+00,2.4804e+00,4.9712e+00,2.6865e+01,9.6747e+05
-4.9728e-01,-1.9750e+00,2.5653e+00,4.9618e+00,2.7132e+01,9.6748e+05
-4.9835e-01,-1.9687e+00,2.4406e+00,4.9645e+00,2.6752e+01,9.6738e+05
-4.9694e-01,-1.9688e+00,2.5707e+00,4.9743e+00,2.7134e+01,9.6771e+05
-4.9701e-01,-1.9595e+00,2.5670e+00,4.9628e+00,2.7106e+01,9.6754e+05
