niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,9.9900e-02,7.8880e+05,7.8880e+05,-9.9950e-04,7.8880e+05,8.7167e-02,7.6019e+00,inf,2.1426e+00,4.0473e-01,-9.2311e-01,1.6448e+00,2.5481e+00,2.7889e+01
2.0000e+00,1.0000e+00,1.9960e-01,7.8933e+05,7.8932e+05,-1.9990e-03,7.8932e+05,8.7173e-02,7.6029e+00,1.7627e+05,4.2905e+00,2.9032e-01,-6.5962e-01,1.7020e+00,2.7325e+00,2.7818e+01
3.0000e+00,1.0000e+00,2.9910e-01,7.8986e+05,7.8985e+05,-2.9985e-03,7.8985e+05,8.7179e-02,7.6039e+00,1.7575e+05,6.8457e+00,4.9970e-01,-1.7061e+00,1.6061e+00,2.4293e+00,2.7822e+01
4.0000e+00,1.0000e+00,3.9841e-01,7.9023e+05,7.9022e+05,-3.9980e-03,7.9022e+05,8.7185e-02,7.6049e+00,1.7522e+05,9.7496e+00,-4.3312e-01,-7.2163e-01,3.9639e+00,1.1660e+00,2.2269e+01
5.0000e+00,1.0000e+00,4.9751e-01,7.9037e+05,7.9036e+05,-4.9975e-03,7.9036e+05,8.7190e-02,7.6059e+00,1.7485e+05,1.2310e+01,-3.4055e-02,-5.4601e-01,1.6645e+00,1.2805e+00,2.7679e+01
6.0000e+00,1.0000e+00,5.9642e-01,7.9038e+05,7.9037e+05,-5.9970e-03,7.9037e+05,8.7195e-02,7.6068e+00,1.7471e+05,1.5279e+01,4.9448e-01,-1.7319e+00,1.5305e+00,2.3393e+00,2.7591e+01
7.0000e+00,1.0000e+00,6.9513e-01,7.9039e+05,7.9039e+05,-6.9965e-03,7.9039e+05,8.7201e-02,7.6079e+00,1.7470e+05,1.8204e+01,-4.2047e-01,-6.6445e-01,1.5228e+00,8.5761e-01,2.7750e+01
8.0000e+00,1.0000e+00,7.9365e-01,7.9049e+05,7.9048e+05,-7.9960e-03,7.9048e+05,8.7207e-02,7.6089e+00,1.7468e+05,2.1146e+01,-5.8290e-02,-1.7157e+00,3.8890e+00,3.7592e-01,2.2312e+01
9.0000e+00,1.0000e+00,8.9197e-01,7.9055e+05,7.9055e+05,-8.9955e-03,7.9055e+05,8.7213e-02,7.6099e+00,1.7459e+05,2.3703e+01,-4.4613e-01,-1.3225e+00,3.9550e+00,7.0732e-01,2.2716e+01
1.0000e+01,1.0000e+00,9.9010e-01,7.9059e+05,7.9059e+05,-9.9950e-03,7.9059e+05,8.7218e-02,7.6109e+00,1.7452e+05,2.6526e+01,3.1429e-01,-1.2337e+00,3.9193e+00,1.0535e+00,2.2261e+01
1.1000e+01,1.0000e+00,1.0880e+00,7.9073e+05,7.9072e+05,-1.0995e-02,7.9072e+05,8.7224e-02,7.6119e+00,1.7448e+05,2.9070e+01,-3.5562e-01,-1.8992e+00,3.7653e+00,2.9729e-01,2.2178e+01
1.2000e+01,1.0000e+00,1.1858e+00,7.9083e+05,7.9082e+05,-1.1994e-02,7.9082e+05,8.7230e-02,7.6129e+00,1.7434e+05,3.1973e+01,1.2440e-01,-1.2441e+00,3.9334e+00,2.0008e+00,2.2489e+01
1.3000e+01,1.0000e+00,1.2833e+00,7.9083e+05,7.9083e+05,-1.2994e-02,7.9083e+05,8.5538e-02,7.3204e+00,1.7425e+05,3.4540e+01,-9.0395e-02,-1.9914e+00,3.8850e+00,3.0657e+00,2.2039e+01
1.4000e+01,1.0000e+00,1.3807e+00,7.9087e+05,7.9086e+05,-1.3993e-02,7.9086e+05,8.7241e-02,7.6149e+00,1.7424e+05,3.7076e+01,-1.9096e-03,-1.3356e+00,3.7493e+00,1.8067e+00,2.2007e+01
1.5000e+01,1.0000e+00,1.4778e+00,7.9091e+05,7.9090e+05,-1.4993e-02,7.9090e+05,8.7247e-02,7.6159e+00,1.7420e+05,4.0009e+01,3.4736e-01,-1.2669e+00,3.8465e+00,9.6774e-01,2.2326e+01
1.6000e+01,1.0000e+00,1.5748e+00,7.9092e+05,7.9091e+05,-1.5992e-02,7.9091e+05,8.7253e-02,7.6169e+00,1.7417e+05,4.2591e+01,-4.6133e-01,-9.8214e-01,3.7719e+00,2.1765e+00,2.2162e+01
1.7000e+01,1.0000e+00,1.6716e+00,7.9099e+05,7.9098e+05,-1.6992e-02,7.9098e+05,8.7259e-02,7.6179e+00,1.7416e+05,4.5137e+01,4.2498e-01,-1.2063e+00,3.9280e+00,2.7815e+00,2.2039e+01
1.8000e+01,1.0000e+00,1.7682e+00,7.9103e+05,7.9102e+05,-1.7991e-02,7.9102e+05,8.7264e-02,7.6189e+00,1.7409e+05,4.8081e+01,-4.9239e-01,-6.5549e-01,3.9939e+00,4.0494e+00,2.2181e+01
1.9000e+01,1.0000e+00,1.8646e+00,7.9110e+05,7.9110e+05,-1.8991e-02,7.9110e+05,8.7270e-02,7.6199e+00,1.7405e+05,5.0823e+01,-4.9065e-01,-6.4903e-01,3.9431e+00,2.8288e+00,2.2509e+01
2.0000e+01,1.0000e+00,1.9608e+00,7.9115e+05,7.9115e+05,-1.9990e-02,7.9115e+05,8.7276e-02,7.6209e+00,1.7397e+05,5.3091e+01,-4.6416e-01,-1.5017e+00,3.8309e+00,3.4530e+00,2.2203e+01
2.1000e+01,2.0000e+00,2.0548e+00,7.9116e+05,7.9115e+05,-2.0990e-02,7.9115e+05,8.4163e-02,7.0870e+00,1.7392e+05,5.7796e+01,-1.5319e-01,-1.4705e+00,3.7134e+00,1.2890e+00,2.2213e+01
2.2000e+01,1.0000e+00,2.1505e+00,7.9118e+05,7.9117e+05,-2.1989e-02,7.9117e+05,8.7288e-02,7.6229e+00,1.7392e+05,5.9927e+01,1.2497e-01,-1.6482e+00,3.8859e+00,3.1286e+00,2.2077e+01
2.3000e+01,1.0000e+00,2.2461e+00,7.9128e+05,7.9127e+05,-2.2989e-02,7.9127e+05,8.7293e-02,7.6239e+00,1.7389e+05,6.2461e+01,-2.7672e-01,-1.1096e+00,3.9034e+00,2.5514e+00,2.2688e+01
2.4000e+01,1.0000e+00,2.3415e+00,7.9132e+05,7.9131e+05,-2.3988e-02,7.9131e+05,8.7299e-02,7.6249e+00,1.7380e+05,6.4570e+01,-3.4510e-01,-1.4300e+00,3.9567e+00,1.4258e+00,2.3360e+01
