logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.2051e-01,-5.2769e-01,2.0066e+00,3.0890e+00,2.6037e+01,-9.2828e+02
-2.0552e-01,-5.4014e-01,1.9889e+00,2.9993e+00,2.5974e+01,-9.3704e+02
-2.7249e-01,-5.0501e-01,2.0049e+00,2.8758e+00,2.6027e+01,-9.3734e+02
-2.8586e-01,-5.1397e-01,2.0335e+00,2.7596e+00,2.6108e+01,-9.0880e+02
-2.9613e-01,-4.7804e-01,2.0299e+00,2.9096e+00,2.6100e+01,-9.2651e+02
-2.3338e-01,-5.2584e-01,2.0208e+00,2.9848e+00,2.6076e+01,-9.3306e+02
-2.7852e-01,-4.9900e-01,2.0111e+00,2.7882e+00,2.6039e+01,-9.3619e+02
-2.9644e-01,-4.8158e-01,2.0106e+00,2.7831e+00,2.6032e+01,-9.3244e+02
-2.9456e-01,-4.7628e-01,2.0510e+00,2.7714e+00,2.6144e+01,-9.2813e+02
-3.0720e-01,-4.7490e-01,2.0099e+00,2.8753e+00,2.6045e+01,-9.3219e+02
-3.0849e-01,-4.7394e-01,2.0350e+00,2.8468e+00,2.6115e+01,-9.3549e+02
-2.3310e-01,-5.3343e-01,2.0100e+00,3.0317e+00,2.6055e+01,-9.2942e+02
-2.8666e-01,-5.0845e-01,2.0321e+00,2.7696e+00,2.6114e+01,-9.3726e+02
-2.5242e-01,-5.2605e-01,1.9837e+00,2.8132e+00,2.5957e+01,-9.2989e+02
-2.8590e-01,-4.8385e-01,2.0283e+00,2.9237e+00,2.6095e+01,-9.2252e+02
-2.2585e-01,-5.4182e-01,1.9898e+00,2.8984e+00,2.5972e+01,-9.3448e+02
-3.1612e-01,-4.7942e-01,2.0500e+00,2.7520e+00,2.6158e+01,-9.3600e+02
-2.7797e-01,-4.8218e-01,2.0045e+00,2.9169e+00,2.6021e+01,-9.3337e+02
-2.6663e-01,-5.0925e-01,2.0121e+00,2.9538e+00,2.6056e+01,-9.2961e+02
-3.1742e-01,-4.8655e-01,2.0556e+00,2.7241e+00,2.6173e+01,-9.3604e+02
-3.0188e-01,-4.9075e-01,2.0125e+00,2.8394e+00,2.6050e+01,-9.3136e+02
-2.5619e-01,-5.1712e-01,2.0027e+00,2.9276e+00,2.6025e+01,-9.3628e+02
-2.3798e-01,-5.3436e-01,2.0053e+00,2.9489e+00,2.6031e+01,-9.3740e+02
-3.0604e-01,-4.8248e-01,2.0348e+00,2.7385e+00,2.6108e+01,-9.2969e+02
-2.4719e-01,-5.1925e-01,2.0029e+00,2.9492e+00,2.6019e+01,-9.2812e+02
-2.4192e-01,-5.4530e-01,2.0105e+00,2.8817e+00,2.6053e+01,-9.2573e+02
-2.4278e-01,-5.4583e-01,2.0125e+00,2.9059e+00,2.6059e+01,-9.3519e+02
-2.2667e-01,-5.4689e-01,2.0182e+00,2.9425e+00,2.6071e+01,-9.3564e+02
-2.3909e-01,-5.2608e-01,2.0074e+00,2.9641e+00,2.6044e+01,-9.2043e+02
-2.2935e-01,-5.5163e-01,2.0127e+00,2.9547e+00,2.6060e+01,-9.3375e+02
-2.9814e-01,-4.7960e-01,2.0105e+00,2.7468e+00,2.6033e+01,-9.3235e+02
-2.5071e-01,-5.1324e-01,2.0347e+00,2.9596e+00,2.6113e+01,-9.3153e+02
-2.4674e-01,-5.3145e-01,2.0151e+00,3.0137e+00,2.6074e+01,-9.2927e+02
-2.4321e-01,-4.9796e-01,2.0086e+00,3.0457e+00,2.6032e+01,-9.2656e+02
-2.9408e-01,-4.8932e-01,2.0138e+00,2.7838e+00,2.6046e+01,-9.1826e+02
-2.2826e-01,-5.2962e-01,2.0065e+00,2.9786e+00,2.6025e+01,-9.3190e+02
-2.7031e-01,-5.0069e-01,2.0291e+00,2.9257e+00,2.6104e+01,-9.3684e+02
-2.2800e-01,-5.1665e-01,2.0157e+00,3.0258e+00,2.6056e+01,-9.3044e+02
-2.6098e-01,-5.3670e-01,1.9922e+00,2.7145e+00,2.5982e+01,-9.3387e+02
-2.2577e-01,-5.1337e-01,2.0110e+00,2.9793e+00,2.6029e+01,-9.2889e+02
-1.9871e-01,-5.5503e-01,1.9991e+00,3.0660e+00,2.6012e+01,-9.3547e+02
-2.5759e-01,-4.9286e-01,2.0116e+00,2.9865e+00,2.6040e+01,-9.3011e+02
-2.3383e-01,-5.1472e-01,1.9938e+00,3.0822e+00,2.5998e+01,-9.3110e+02
-2.9409e-01,-4.9838e-01,2.0285e+00,2.7726e+00,2.6092e+01,-9.2496e+02
-2.7455e-01,-4.7969e-01,2.0145e+00,2.9894e+00,2.6048e+01,-9.3276e+02
-2.1984e-01,-5.0962e-01,2.0003e+00,3.1410e+00,2.6008e+01,-9.3378e+02
-3.0181e-01,-4.6829e-01,2.0219e+00,2.8705e+00,2.6076e+01,-9.3683e+02
-2.7294e-01,-4.7957e-01,2.0178e+00,2.9938e+00,2.6064e+01,-9.3181e+02
-2.2005e-01,-5.4052e-01,1.9961e+00,3.0079e+00,2.6003e+01,-9.3710e+02
-2.9937e-01,-4.7058e-01,2.0462e+00,2.8164e+00,2.6135e+01,-9.3045e+02
-2.0439e-01,-5.6966e-01,1.9979e+00,2.9486e+00,2.6010e+01,-9.3602e+02
-3.0850e-01,-4.6296e-01,2.0423e+00,2.7835e+00,2.6120e+01,-9.2939e+02
-2.3604e-01,-5.4424e-01,2.0005e+00,2.9770e+00,2.6028e+01,-9.2462e+02
-2.9660e-01,-4.6320e-01,2.0399e+00,2.8510e+00,2.6115e+01,-9.3339e+02
-2.6652e-01,-5.3464e-01,2.0130e+00,2.8161e+00,2.6064e+01,-9.2942e+02
-2.8437e-01,-4.7748e-01,2.0427e+00,2.9750e+00,2.6139e+01,-9.3418e+02
-2.8912e-01,-4.8470e-01,2.0254e+00,2.8061e+00,2.6073e+01,-9.2658e+02
-2.2053e-01,-5.1572e-01,2.0035e+00,3.1392e+00,2.6027e+01,-9.3412e+02
-2.5151e-01,-5.2327e-01,2.0093e+00,2.9129e+00,2.6039e+01,-9.3664e+02
-2.6350e-01,-5.3774e-01,2.0389e+00,2.8831e+00,2.6136e+01,-9.3231e+02
-2.9498e-01,-4.8124e-01,2.0658e+00,2.8694e+00,2.6207e+01,-9.2900e+02
-2.0216e-01,-5.6114e-01,1.9831e+00,2.9079e+00,2.5950e+01,-9.3144e+02
-2.8391e-01,-4.9639e-01,2.0416e+00,2.8687e+00,2.6133e+01,-9.2991e+02
-3.1318e-01,-4.6066e-01,2.0206e+00,2.7566e+00,2.6064e+01,-9.2222e+02
-2.9520e-01,-5.0118e-01,2.0252e+00,2.7861e+00,2.6087e+01,-9.3077e+02
-2.9068e-01,-4.6728e-01,2.0526e+00,2.8985e+00,2.6156e+01,-9.3535e+02
-3.0035e-01,-4.7261e-01,2.0216e+00,2.7773e+00,2.6059e+01,-9.2593e+02
-2.9967e-01,-4.6819e-01,2.0369e+00,2.7825e+00,2.6107e+01,-9.3272e+02
-2.8732e-01,-5.0423e-01,2.0216e+00,2.8284e+00,2.6081e+01,-9.2788e+02
-2.2334e-01,-5.5307e-01,1.9952e+00,2.8868e+00,2.6002e+01,-9.3215e+02
-2.9816e-01,-4.8169e-01,2.0523e+00,2.8147e+00,2.6160e+01,-9.3220e+02
-2.3132e-01,-5.2937e-01,2.0047e+00,2.9228e+00,2.6018e+01,-9.3328e+02
-2.4098e-01,-5.5045e-01,2.0019e+00,2.8164e+00,2.6022e+01,-9.3490e+02
-2.0849e-01,-5.6100e-01,2.0080e+00,2.9377e+00,2.6031e+01,-9.3300e+02
-2.2082e-01,-5.5635e-01,2.0014e+00,2.8797e+00,2.6014e+01,-9.3154e+02
-2.5269e-01,-5.2060e-01,2.0005e+00,2.8227e+00,2.6001e+01,-9.3607e+02
-2.5965e-01,-5.1904e-01,1.9806e+00,2.7893e+00,2.5947e+01,-9.2516e+02
-2.6968e-01,-5.0219e-01,2.0222e+00,2.9803e+00,2.6083e+01,-9.3512e+02
-2.8155e-01,-4.9769e-01,2.0162e+00,2.8450e+00,2.6062e+01,-9.3270e+02
-2.3471e-01,-5.5412e-01,2.0179e+00,2.8856e+00,2.6075e+01,-9.3537e+02
-3.1105e-01,-4.8520e-01,2.0273e+00,2.6513e+00,2.6088e+01,-9.3368e+02
-2.6786e-01,-5.1906e-01,2.0165e+00,2.8075e+00,2.6066e+01,-9.3495e+02
-2.2862e-01,-5.4544e-01,2.0063e+00,2.9598e+00,2.6031e+01,-9.3621e+02
-2.9659e-01,-4.9176e-01,2.0359e+00,2.8218e+00,2.6119e+01,-9.3099e+02
