logfeh_mean,logdust,logNpix,tau,logl
-6.8150e-03,-1.2014e+00,3.5030e+00,2.6617e+00,-1.4028e+03
3.8725e-02,-1.3251e+00,3.5080e+00,2.5367e+00,-1.4191e+03
2.2974e-02,-1.2636e+00,3.5048e+00,2.6500e+00,-1.4223e+03
4.3998e-02,-1.2998e+00,3.5116e+00,2.5865e+00,-1.4038e+03
5.4865e-02,-1.3648e+00,3.5087e+00,2.5273e+00,-1.4070e+03
4.0716e-02,-1.3208e+00,3.5076e+00,2.5444e+00,-1.4131e+03
5.2606e-02,-1.2846e+00,3.5091e+00,2.7195e+00,-1.4149e+03
5.1998e-02,-1.2906e+00,3.5079e+00,2.6961e+00,-1.3984e+03
3.6742e-02,-1.3198e+00,3.5072e+00,2.5462e+00,-1.4137e+03
3.8428e-02,-1.3228e+00,3.5081e+00,2.5320e+00,-1.4166e+03
5.4208e-02,-1.3759e+00,3.5111e+00,2.4647e+00,-1.4157e+03
2.9700e-02,-1.2951e+00,3.5040e+00,2.5902e+00,-1.3947e+03
2.7590e-02,-1.3090e+00,3.5080e+00,2.4892e+00,-1.4243e+03
3.8239e-02,-1.3230e+00,3.5067e+00,2.5366e+00,-1.4134e+03
7.9299e-02,-1.4002e+00,3.5125e+00,2.5809e+00,-1.4128e+03
4.1119e-02,-1.3076e+00,3.5080e+00,2.5816e+00,-1.3798e+03
3.1502e-02,-1.2842e+00,3.5084e+00,2.5824e+00,-1.4193e+03
5.3085e-02,-1.2883e+00,3.5076e+00,2.7191e+00,-1.4117e+03
2.2075e-02,-1.2679e+00,3.5048e+00,2.6204e+00,-1.4043e+03
4.0509e-02,-1.3098e+00,3.5069e+00,2.5829e+00,-1.3366e+03
3.6272e-02,-1.3026e+00,3.5073e+00,2.5825e+00,-1.4265e+03
9.5375e-03,-1.2173e+00,3.5039e+00,2.7080e+00,-1.4177e+03
7.6314e-03,-1.2368e+00,3.5052e+00,2.6023e+00,-1.4048e+03
4.6325e-02,-1.3313e+00,3.5077e+00,2.5765e+00,-1.3827e+03
6.8350e-03,-1.2264e+00,3.5001e+00,2.7123e+00,-1.4202e+03
3.0778e-02,-1.2892e+00,3.5076e+00,2.5795e+00,-1.3800e+03
