niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,9.9900e-02,-1.9116e+05,-1.9117e+05,-9.9950e-04,-1.9117e+05,8.7167e-02,7.6019e+00,inf,2.0238e+00,4.0473e-01,-9.2311e-01,1.6448e+00,2.5481e+00,2.7889e+01
2.0000e+00,1.0000e+00,1.9960e-01,-1.9062e+05,-1.9063e+05,-1.9990e-03,-1.9063e+05,8.7173e-02,7.6029e+00,1.7590e+05,3.9040e+00,2.9032e-01,-6.5962e-01,1.7020e+00,2.7325e+00,2.7818e+01
3.0000e+00,1.0000e+00,2.9910e-01,-1.9020e+05,-1.9020e+05,-2.9985e-03,-1.9020e+05,8.7179e-02,7.6039e+00,1.7536e+05,6.0978e+00,-4.3312e-01,-7.2163e-01,3.9639e+00,1.1660e+00,2.2269e+01
4.0000e+00,1.0000e+00,3.9841e-01,-1.9002e+05,-1.9003e+05,-3.9980e-03,-1.9003e+05,8.7184e-02,7.6049e+00,1.7494e+05,8.4423e+00,4.9970e-01,-1.7061e+00,1.6061e+00,2.4293e+00,2.7822e+01
5.0000e+00,1.0000e+00,4.9751e-01,-1.8992e+05,-1.8993e+05,-4.9975e-03,-1.8993e+05,8.7190e-02,7.6059e+00,1.7476e+05,1.0740e+01,-5.8290e-02,-1.7157e+00,3.8890e+00,3.7592e-01,2.2312e+01
6.0000e+00,1.0000e+00,5.9642e-01,-1.8986e+05,-1.8987e+05,-5.9970e-03,-1.8987e+05,8.7196e-02,7.6069e+00,1.7466e+05,1.3315e+01,-4.4613e-01,-1.3225e+00,3.9550e+00,7.0732e-01,2.2716e+01
7.0000e+00,1.0000e+00,6.9513e-01,-1.8986e+05,-1.8987e+05,-6.9965e-03,-1.8987e+05,8.6224e-02,7.4382e+00,1.7460e+05,1.5884e+01,3.1429e-01,-1.2337e+00,3.9193e+00,1.0535e+00,2.2261e+01
8.0000e+00,1.0000e+00,7.9365e-01,-1.8978e+05,-1.8978e+05,-7.9960e-03,-1.8978e+05,8.7207e-02,7.6089e+00,1.7460e+05,1.8445e+01,-3.4055e-02,-5.4601e-01,1.6645e+00,1.2805e+00,2.7679e+01
9.0000e+00,1.0000e+00,8.9197e-01,-1.8964e+05,-1.8965e+05,-8.9955e-03,-1.8965e+05,8.7213e-02,7.6099e+00,1.7451e+05,2.0686e+01,-3.5562e-01,-1.8992e+00,3.7653e+00,2.9729e-01,2.2178e+01
1.0000e+01,1.0000e+00,9.9010e-01,-1.8958e+05,-1.8959e+05,-9.9950e-03,-1.8959e+05,8.7219e-02,7.6109e+00,1.7438e+05,2.2988e+01,-9.0395e-02,-1.9914e+00,3.8850e+00,3.0657e+00,2.2039e+01
1.1000e+01,1.0000e+00,1.0880e+00,-1.8957e+05,-1.8958e+05,-1.0995e-02,-1.8958e+05,8.7222e-02,7.6115e+00,1.7432e+05,2.5227e+01,1.2440e-01,-1.2441e+00,3.9334e+00,2.0008e+00,2.2489e+01
1.2000e+01,1.0000e+00,1.1858e+00,-1.8952e+05,-1.8953e+05,-1.1994e-02,-1.8953e+05,8.7230e-02,7.6129e+00,1.7431e+05,2.7870e+01,3.4736e-01,-1.2669e+00,3.8465e+00,9.6774e-01,2.2326e+01
1.3000e+01,1.0000e+00,1.2833e+00,-1.8947e+05,-1.8948e+05,-1.2994e-02,-1.8948e+05,8.7236e-02,7.6139e+00,1.7426e+05,3.0120e+01,-4.2047e-01,-6.6445e-01,1.5228e+00,8.5761e-01,2.7750e+01
1.4000e+01,1.0000e+00,1.3807e+00,-1.8946e+05,-1.8947e+05,-1.3993e-02,-1.8947e+05,8.7241e-02,7.6149e+00,1.7421e+05,3.2330e+01,-1.9096e-03,-1.3356e+00,3.7493e+00,1.8067e+00,2.2007e+01
1.5000e+01,1.0000e+00,1.4778e+00,-1.8945e+05,-1.8945e+05,-1.4993e-02,-1.8945e+05,8.7247e-02,7.6158e+00,1.7420e+05,3.4870e+01,-4.6133e-01,-9.8214e-01,3.7719e+00,2.1765e+00,2.2162e+01
1.6000e+01,1.0000e+00,1.5748e+00,-1.8943e+05,-1.8944e+05,-1.5992e-02,-1.8944e+05,8.7253e-02,7.6169e+00,1.7419e+05,3.7092e+01,-4.9239e-01,-6.5549e-01,3.9939e+00,4.0494e+00,2.2181e+01
1.7000e+01,1.0000e+00,1.6716e+00,-1.8942e+05,-1.8943e+05,-1.6992e-02,-1.8943e+05,8.7252e-02,7.6167e+00,1.7417e+05,3.9302e+01,4.9448e-01,-1.7319e+00,1.5305e+00,2.3393e+00,2.7591e+01
1.8000e+01,1.0000e+00,1.7682e+00,-1.8940e+05,-1.8941e+05,-1.7991e-02,-1.8941e+05,8.7264e-02,7.6189e+00,1.7416e+05,4.1831e+01,4.2498e-01,-1.2063e+00,3.9280e+00,2.7815e+00,2.2039e+01
