logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.1240e-01,-5.6839e-01,1.9967e+00,2.9459e+00,2.6010e+01,-8.6372e+02
-2.3138e-01,-5.7179e-01,2.0031e+00,2.8638e+00,2.6032e+01,-8.6725e+02
-2.1409e-01,-5.6807e-01,1.9814e+00,2.9247e+00,2.5967e+01,-8.5688e+02
-2.2589e-01,-5.7922e-01,1.9869e+00,2.8648e+00,2.5988e+01,-8.6182e+02
-2.0212e-01,-5.9651e-01,1.9938e+00,2.8848e+00,2.6001e+01,-8.5592e+02
-2.2827e-01,-5.7093e-01,2.0009e+00,2.8750e+00,2.6022e+01,-8.5532e+02
-2.3569e-01,-5.5245e-01,1.9777e+00,2.8736e+00,2.5952e+01,-8.6676e+02
-2.3946e-01,-5.6419e-01,1.9939e+00,2.7570e+00,2.5992e+01,-8.6391e+02
-1.9925e-01,-5.8936e-01,1.9960e+00,2.9167e+00,2.6007e+01,-8.6186e+02
-2.1645e-01,-5.5661e-01,1.9727e+00,2.8810e+00,2.5933e+01,-8.6373e+02
-2.1381e-01,-5.8239e-01,1.9957e+00,2.7529e+00,2.5996e+01,-8.6625e+02
-2.1885e-01,-5.5472e-01,1.9716e+00,2.9369e+00,2.5930e+01,-8.6717e+02
-2.1603e-01,-5.5931e-01,1.9787e+00,2.9382e+00,2.5946e+01,-8.6861e+02
-2.0254e-01,-6.0386e-01,1.9953e+00,2.8440e+00,2.6003e+01,-8.6326e+02
-2.2070e-01,-5.6458e-01,2.0026e+00,2.8986e+00,2.6027e+01,-8.5899e+02
-1.9921e-01,-6.0274e-01,1.9992e+00,2.8719e+00,2.6017e+01,-8.6105e+02
-2.1302e-01,-5.5712e-01,2.0024e+00,2.9458e+00,2.6022e+01,-8.6354e+02
-2.2453e-01,-5.7697e-01,1.9832e+00,2.7693e+00,2.5963e+01,-8.5976e+02
-2.2623e-01,-5.3806e-01,1.9966e+00,3.0158e+00,2.6011e+01,-8.6591e+02
-2.0089e-01,-5.8807e-01,1.9905e+00,2.9489e+00,2.5993e+01,-8.6770e+02
-2.2347e-01,-5.4911e-01,2.0054e+00,2.9809e+00,2.6032e+01,-8.6902e+02
-2.1895e-01,-5.6847e-01,1.9928e+00,2.8246e+00,2.5986e+01,-8.6356e+02
-2.2772e-01,-5.3267e-01,2.0161e+00,2.9811e+00,2.6058e+01,-8.6724e+02
-2.2272e-01,-5.6151e-01,2.0164e+00,2.9837e+00,2.6079e+01,-8.6610e+02
-2.1666e-01,-5.7218e-01,1.9963e+00,2.9105e+00,2.6012e+01,-8.6341e+02
-2.1550e-01,-5.5434e-01,1.9661e+00,2.8971e+00,2.5913e+01,-8.5943e+02
-2.0760e-01,-5.6065e-01,2.0058e+00,2.9954e+00,2.6037e+01,-8.6892e+02
-2.3604e-01,-5.6314e-01,1.9662e+00,2.7656e+00,2.5916e+01,-8.6632e+02
-2.1088e-01,-5.7616e-01,1.9974e+00,2.8389e+00,2.6008e+01,-8.6812e+02
-2.1468e-01,-5.4757e-01,1.9693e+00,2.9707e+00,2.5919e+01,-8.6814e+02
-2.2551e-01,-5.3069e-01,1.9928e+00,3.0408e+00,2.5995e+01,-8.6902e+02
-2.0618e-01,-5.8724e-01,1.9891e+00,2.8482e+00,2.5982e+01,-8.6921e+02
-2.2292e-01,-5.8454e-01,1.9922e+00,2.7943e+00,2.5998e+01,-8.6906e+02
-2.3648e-01,-5.5167e-01,1.9944e+00,2.8532e+00,2.6006e+01,-8.5351e+02
-2.5468e-01,-5.6615e-01,1.9903e+00,2.7162e+00,2.5993e+01,-8.6897e+02
-2.1658e-01,-5.4886e-01,2.0116e+00,2.9959e+00,2.6052e+01,-8.6594e+02
-2.1406e-01,-5.5828e-01,1.9795e+00,2.9039e+00,2.5952e+01,-8.6119e+02
-2.1261e-01,-5.5196e-01,2.0112e+00,2.9447e+00,2.6049e+01,-8.6096e+02
-2.2113e-01,-5.7096e-01,1.9772e+00,2.8993e+00,2.5953e+01,-8.6905e+02
-2.1178e-01,-5.5810e-01,1.9602e+00,2.8986e+00,2.5894e+01,-8.6194e+02
-2.0963e-01,-5.4222e-01,1.9669e+00,3.0296e+00,2.5911e+01,-8.6352e+02
-2.1562e-01,-5.8506e-01,1.9846e+00,2.8348e+00,2.5970e+01,-8.6276e+02
-2.0562e-01,-5.8336e-01,1.9858e+00,2.9197e+00,2.5981e+01,-8.6089e+02
-2.2343e-01,-5.6544e-01,1.9809e+00,2.8871e+00,2.5960e+01,-8.6234e+02
-2.2864e-01,-5.6518e-01,1.9936e+00,2.7927e+00,2.5991e+01,-8.6580e+02
-2.2180e-01,-5.7702e-01,2.0024e+00,2.8492e+00,2.6034e+01,-8.5446e+02
-2.4231e-01,-5.7021e-01,2.0033e+00,2.7547e+00,2.6029e+01,-8.6402e+02
-2.3572e-01,-5.5012e-01,1.9846e+00,2.8767e+00,2.5969e+01,-8.6368e+02
-2.1374e-01,-5.5705e-01,1.9777e+00,2.8727e+00,2.5944e+01,-8.5687e+02
-2.3865e-01,-5.4627e-01,1.9718e+00,2.8623e+00,2.5929e+01,-8.4923e+02
-2.4563e-01,-5.6913e-01,1.9998e+00,2.8121e+00,2.6025e+01,-8.6814e+02
-2.0933e-01,-5.5816e-01,2.0004e+00,2.9759e+00,2.6021e+01,-8.6637e+02
-1.9988e-01,-5.8905e-01,1.9812e+00,2.9117e+00,2.5964e+01,-8.6693e+02
-2.2155e-01,-5.4837e-01,2.0103e+00,2.9430e+00,2.6047e+01,-8.6378e+02
-2.1386e-01,-5.6024e-01,1.9760e+00,2.9112e+00,2.5945e+01,-8.5872e+02
