nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logNpix,tau
2.0000e+03,4.0000e+01,1.0000e+00,1.1765e+01,-7.8593e+05,-7.8594e+05,-1.3311e-01,-7.8594e+05,1.4741e-01,6.5301e+00,4.1739e+05,2.6523e+03,-1.3246e+00,-2.6819e-01,2.2062e+00,1.9168e+01
2.0000e+03,4.1000e+01,1.0000e+00,1.2023e+01,-7.8563e+05,-7.8563e+05,-1.3644e-01,-7.8563e+05,1.4745e-01,6.5334e+00,4.1672e+05,2.6604e+03,-3.0474e-01,-1.1543e+00,6.6674e+00,1.9880e+01
2.0000e+03,4.2000e+01,1.0000e+00,1.2281e+01,-7.8559e+05,-7.8559e+05,-1.3977e-01,-7.8559e+05,1.4749e-01,6.5367e+00,4.1642e+05,2.6681e+03,-1.2240e+00,-1.1944e+00,6.6565e+00,1.3496e+01
2.0000e+03,4.3000e+01,1.0000e+00,1.2536e+01,-7.8361e+05,-7.8362e+05,-1.4309e-01,-7.8362e+05,1.4753e-01,6.5400e+00,4.1638e+05,2.6750e+03,-4.2624e-01,-3.6160e-01,2.2856e+00,1.3421e+01
2.0000e+03,4.4000e+01,2.0000e+00,1.2754e+01,-7.8317e+05,-7.8318e+05,-1.4642e-01,-7.8318e+05,1.4756e-01,6.5434e+00,4.1440e+05,2.6915e+03,2.8377e-01,-3.7929e-01,6.8205e+00,1.9159e+01
2.0000e+03,4.5000e+01,1.0000e+00,1.3006e+01,-7.8303e+05,-7.8304e+05,-1.4975e-01,-7.8304e+05,1.4760e-01,6.5467e+00,4.1396e+05,2.6998e+03,1.3249e-01,-2.6777e-01,2.6556e+00,3.9451e+00
2.0000e+03,4.6000e+01,1.0000e+00,1.3256e+01,-7.8287e+05,-7.8288e+05,-1.5308e-01,-7.8288e+05,1.4764e-01,6.5500e+00,4.1382e+05,2.7084e+03,-7.5315e-01,-1.9752e+00,6.6095e+00,1.7478e+01
2.0000e+03,4.7000e+01,1.0000e+00,1.3506e+01,-7.8169e+05,-7.8170e+05,-1.5641e-01,-7.8170e+05,1.4768e-01,6.5533e+00,4.1366e+05,2.7162e+03,-8.6972e-01,-1.0077e+00,2.2521e+00,1.1692e+01
2.0000e+03,4.8000e+01,1.0000e+00,1.3754e+01,-7.8124e+05,-7.8124e+05,-1.5973e-01,-7.8124e+05,1.4771e-01,6.5567e+00,4.1248e+05,2.7239e+03,1.1824e-01,-6.8686e-02,2.4621e+00,1.1710e+01
2.0000e+03,4.9000e+01,1.0000e+00,1.4000e+01,-7.8119e+05,-7.8119e+05,-1.6306e-01,-7.8119e+05,1.4775e-01,6.5600e+00,4.1203e+05,2.7316e+03,2.6808e-01,-8.6589e-01,6.9724e+00,3.6569e+00
2.0000e+03,5.0000e+01,1.0000e+00,1.4245e+01,-7.8053e+05,-7.8054e+05,-1.6639e-01,-7.8054e+05,1.4779e-01,6.5633e+00,4.1197e+05,2.7381e+03,-6.6154e-01,-8.6267e-01,2.2086e+00,1.9913e+01
2.0000e+03,5.1000e+01,1.0000e+00,1.4489e+01,-7.7927e+05,-7.7928e+05,-1.6972e-01,-7.7928e+05,1.4783e-01,6.5666e+00,4.1132e+05,2.7470e+03,-2.3849e-01,-1.4291e+00,2.6301e+00,3.6578e-01
2.0000e+03,5.2000e+01,1.0000e+00,1.4731e+01,-7.7921e+05,-7.7922e+05,-1.7305e-01,-7.7922e+05,1.4786e-01,6.5700e+00,4.1006e+05,2.7550e+03,-6.1281e-01,-3.7997e-01,2.5193e+00,4.6767e+00
2.0000e+03,5.3000e+01,1.0000e+00,1.4972e+01,-7.7852e+05,-7.7853e+05,-1.7637e-01,-7.7853e+05,1.4790e-01,6.5733e+00,4.1000e+05,2.7626e+03,-7.7023e-01,-7.6921e-01,2.3769e+00,7.4396e+00
2.0000e+03,5.4000e+01,1.0000e+00,1.5211e+01,-7.7758e+05,-7.7759e+05,-1.7970e-01,-7.7759e+05,1.4794e-01,6.5767e+00,4.0931e+05,2.7712e+03,-1.3826e+00,-1.8820e+00,2.2599e+00,1.0368e+01
2.0000e+03,5.5000e+01,2.0000e+00,1.5406e+01,-7.7736e+05,-7.7737e+05,-1.8303e-01,-7.7737e+05,1.4798e-01,6.5799e+00,4.0837e+05,2.7853e+03,-1.2746e+00,-1.1900e+00,2.2104e+00,1.8539e+01
2.0000e+03,5.6000e+01,1.0000e+00,1.5642e+01,-7.7681e+05,-7.7681e+05,-1.8636e-01,-7.7681e+05,1.4801e-01,6.5833e+00,4.0815e+05,2.7941e+03,-1.3804e+00,-1.6314e+00,2.2368e+00,1.3530e+01
2.0000e+03,5.7000e+01,1.0000e+00,1.5877e+01,-7.7678e+05,-7.7678e+05,-1.8968e-01,-7.7678e+05,1.4805e-01,6.5866e+00,4.0759e+05,2.8009e+03,-6.9001e-01,-7.0081e-04,2.5429e+00,6.6149e+00
2.0000e+03,5.8000e+01,2.0000e+00,1.6066e+01,-7.7584e+05,-7.7584e+05,-1.9301e-01,-7.7584e+05,1.4809e-01,6.5900e+00,4.0756e+05,2.8154e+03,-5.7326e-01,-5.9333e-01,2.3302e+00,1.3413e+01
2.0000e+03,5.9000e+01,1.0000e+00,1.6298e+01,-7.7377e+05,-7.7377e+05,-1.9634e-01,-7.7377e+05,1.4812e-01,6.5932e+00,4.0663e+05,2.8236e+03,-1.2871e+00,-1.4057e+00,2.2920e+00,1.2464e+01
2.0000e+03,6.0000e+01,1.0000e+00,1.6529e+01,-7.7360e+05,-7.7361e+05,-1.9967e-01,-7.7361e+05,1.4816e-01,6.5966e+00,4.0456e+05,2.8314e+03,8.1048e-02,-1.5837e-02,6.7940e+00,1.5860e+01
2.0000e+03,6.1000e+01,1.0000e+00,1.6758e+01,-7.7297e+05,-7.7298e+05,-2.0300e-01,-7.7298e+05,1.4820e-01,6.5999e+00,4.0439e+05,2.8408e+03,-6.2621e-01,-7.7570e-01,6.5910e+00,1.2552e+01
2.0000e+03,6.2000e+01,1.0000e+00,1.6986e+01,-7.7178e+05,-7.7179e+05,-2.0632e-01,-7.7179e+05,1.4824e-01,6.6033e+00,4.0376e+05,2.8497e+03,2.3630e-01,-6.5434e-01,2.4374e+00,1.7751e+01
2.0000e+03,6.3000e+01,1.0000e+00,1.7213e+01,-7.6995e+05,-7.6996e+05,-2.0965e-01,-7.6996e+05,1.4827e-01,6.6065e+00,4.0257e+05,2.8563e+03,-8.0398e-01,-1.6348e+00,6.5090e+00,1.4160e+01
2.0000e+03,6.4000e+01,1.0000e+00,1.7439e+01,-7.6889e+05,-7.6889e+05,-2.1298e-01,-7.6889e+05,1.4831e-01,6.6099e+00,4.0074e+05,2.8642e+03,-7.7802e-01,-8.9849e-02,2.6508e+00,5.5296e+00
2.0000e+03,6.5000e+01,1.0000e+00,1.7663e+01,-7.6861e+05,-7.6862e+05,-2.1631e-01,-7.6862e+05,1.4835e-01,6.6132e+00,3.9968e+05,2.8727e+03,-1.0534e+00,-1.1609e+00,2.3646e+00,1.3052e+01
2.0000e+03,6.6000e+01,1.0000e+00,1.7886e+01,-7.6787e+05,-7.6787e+05,-2.1963e-01,-7.6787e+05,1.4839e-01,6.6166e+00,3.9940e+05,2.8791e+03,-6.4431e-04,-1.8901e+00,2.3910e+00,1.5808e+01
2.0000e+03,6.7000e+01,2.0000e+00,1.8059e+01,-7.6682e+05,-7.6682e+05,-2.2296e-01,-7.6682e+05,1.4842e-01,6.6199e+00,3.9865e+05,2.8968e+03,3.0426e-01,-1.5269e+00,2.6429e+00,6.4257e+00
2.0000e+03,6.8000e+01,1.0000e+00,1.8280e+01,-7.6619e+05,-7.6619e+05,-2.2629e-01,-7.6619e+05,1.4846e-01,6.6232e+00,3.9761e+05,2.9045e+03,2.3948e-02,-1.1496e+00,2.6945e+00,4.4021e+00
2.0000e+03,6.9000e+01,1.0000e+00,1.8499e+01,-7.6392e+05,-7.6393e+05,-2.2962e-01,-7.6393e+05,1.4850e-01,6.6265e+00,3.9698e+05,2.9124e+03,-1.3805e+00,-1.6614e+00,2.3451e+00,1.8130e+01
2.0000e+03,7.0000e+01,2.0000e+00,1.8667e+01,-7.6390e+05,-7.6391e+05,-2.3295e-01,-7.6391e+05,1.4854e-01,6.6299e+00,3.9471e+05,2.9277e+03,2.0780e-01,-1.4259e+00,2.8653e+00,2.7670e+00
2.0000e+03,7.1000e+01,2.0000e+00,1.8833e+01,-7.6378e+05,-7.6378e+05,-2.3627e-01,-7.6378e+05,1.4857e-01,6.6332e+00,3.9469e+05,2.9437e+03,-2.6199e-01,-4.4107e-01,6.6567e+00,6.8982e+00
2.0000e+03,7.2000e+01,1.0000e+00,1.9048e+01,-7.6290e+05,-7.6291e+05,-2.3960e-01,-7.6291e+05,1.4861e-01,6.6365e+00,3.9457e+05,2.9525e+03,3.4529e-01,-1.6986e+00,2.6549e+00,7.6996e+00
2.0000e+03,7.3000e+01,1.0000e+00,1.9261e+01,-7.6219e+05,-7.6220e+05,-2.4293e-01,-7.6220e+05,1.4865e-01,6.6398e+00,3.9369e+05,2.9588e+03,-9.3586e-01,-1.3300e+00,2.4176e+00,1.5241e+01
2.0000e+03,7.4000e+01,3.0000e+00,1.9372e+01,-7.5712e+05,-7.5712e+05,-2.4626e-01,-7.5712e+05,1.4868e-01,6.6432e+00,3.9298e+05,2.9815e+03,-9.5883e-01,-9.5539e-01,2.4916e+00,1.4301e+01
2.0000e+03,7.5000e+01,3.0000e+00,1.9481e+01,-7.5668e+05,-7.5668e+05,-2.4958e-01,-7.5668e+05,1.4872e-01,6.6465e+00,3.8791e+05,3.0042e+03,-4.1432e-01,-1.5841e+00,2.4555e+00,1.7410e+01
2.0000e+03,7.6000e+01,1.0000e+00,1.9689e+01,-7.5647e+05,-7.5648e+05,-2.5291e-01,-7.5648e+05,1.4876e-01,6.6498e+00,3.8747e+05,3.0126e+03,-9.4596e-01,-1.9790e+00,6.4389e+00,7.5406e+00
2.0000e+03,7.7000e+01,2.0000e+00,1.9845e+01,-7.5629e+05,-7.5629e+05,-2.5624e-01,-7.5629e+05,1.4880e-01,6.6532e+00,3.8726e+05,3.0281e+03,-4.7514e-01,-1.7105e+00,6.3840e+00,1.4791e+01
2.0000e+03,7.8000e+01,1.0000e+00,2.0051e+01,-7.5608e+05,-7.5608e+05,-2.5957e-01,-7.5608e+05,1.4883e-01,6.6565e+00,3.8708e+05,3.0362e+03,-1.1571e+00,-5.2583e-01,2.6351e+00,7.4560e+00
2.0000e+03,7.9000e+01,1.0000e+00,2.0256e+01,-7.5599e+05,-7.5599e+05,-2.6290e-01,-7.5599e+05,1.4887e-01,6.6598e+00,3.8687e+05,3.0441e+03,-1.4202e+00,-3.3136e-01,2.5853e+00,1.0510e+01
2.0000e+03,8.0000e+01,1.0000e+00,2.0460e+01,-7.5580e+05,-7.5581e+05,-2.6622e-01,-7.5581e+05,1.4891e-01,6.6632e+00,3.8678e+05,3.0525e+03,-1.2782e+00,-2.0926e-01,6.4605e+00,1.8312e+01
2.0000e+03,8.1000e+01,3.0000e+00,2.0558e+01,-7.5557e+05,-7.5558e+05,-2.6955e-01,-7.5558e+05,1.4894e-01,6.6665e+00,3.8659e+05,3.0781e+03,3.6565e-01,-3.4771e-01,2.7272e+00,1.2975e+01
2.0000e+03,8.2000e+01,1.0000e+00,2.0759e+01,-7.5525e+05,-7.5526e+05,-2.7288e-01,-7.5526e+05,1.4898e-01,6.6698e+00,3.8636e+05,3.0846e+03,-1.2892e+00,-7.1838e-01,2.7573e+00,3.9840e+00
2.0000e+03,8.3000e+01,1.0000e+00,2.0960e+01,-7.5483e+05,-7.5484e+05,-2.7621e-01,-7.5484e+05,1.4902e-01,6.6732e+00,3.8604e+05,3.0923e+03,2.5905e-01,-1.0002e+00,6.5713e+00,8.3070e+00
2.0000e+03,8.4000e+01,1.0000e+00,2.1159e+01,-7.5431e+05,-7.5432e+05,-2.7953e-01,-7.5432e+05,1.4906e-01,6.6765e+00,3.8562e+05,3.0996e+03,-7.5611e-01,-3.4460e-01,6.5057e+00,8.6033e+00
2.0000e+03,8.5000e+01,1.0000e+00,2.1357e+01,-7.5286e+05,-7.5286e+05,-2.8286e-01,-7.5286e+05,1.4909e-01,6.6798e+00,3.8510e+05,3.1060e+03,-7.3402e-01,-6.8382e-01,6.4061e+00,1.1496e+01
2.0000e+03,8.6000e+01,1.0000e+00,2.1554e+01,-7.5277e+05,-7.5278e+05,-2.8619e-01,-7.5278e+05,1.4913e-01,6.6831e+00,3.8364e+05,3.1138e+03,-8.4066e-01,-9.9407e-01,2.5595e+00,1.2183e+01
2.0000e+03,8.7000e+01,2.0000e+00,2.1696e+01,-7.5257e+05,-7.5258e+05,-2.8952e-01,-7.5258e+05,1.4917e-01,6.6865e+00,3.8356e+05,3.1301e+03,4.4412e-01,-1.4511e+00,2.9372e+00,4.3764e+00
2.0000e+03,8.8000e+01,1.0000e+00,2.1891e+01,-7.5074e+05,-7.5074e+05,-2.9285e-01,-7.5074e+05,1.4921e-01,6.6898e+00,3.8336e+05,3.1373e+03,-2.6772e-01,-1.5614e+00,6.3626e+00,1.2993e+01
2.0000e+03,8.9000e+01,2.0000e+00,2.2030e+01,-7.5018e+05,-7.5018e+05,-2.9617e-01,-7.5018e+05,1.4924e-01,6.6931e+00,3.8153e+05,3.1518e+03,-9.9343e-01,-9.8632e-01,2.9228e+00,1.2360e+00
2.0000e+03,9.0000e+01,1.0000e+00,2.2222e+01,-7.5003e+05,-7.5004e+05,-2.9950e-01,-7.5004e+05,1.4928e-01,6.6964e+00,3.8097e+05,3.1597e+03,-3.1767e-01,-1.3770e+00,6.5921e+00,1.1079e+00
2.0000e+03,9.1000e+01,1.0000e+00,2.2414e+01,-7.5002e+05,-7.5003e+05,-3.0283e-01,-7.5003e+05,1.4930e-01,6.6984e+00,3.8082e+05,3.1675e+03,1.3523e-01,-1.7259e+00,2.7651e+00,7.2489e+00
2.0000e+03,9.2000e+01,2.0000e+00,2.2549e+01,-7.4958e+05,-7.4959e+05,-3.0616e-01,-7.4959e+05,1.4935e-01,6.7031e+00,3.8081e+05,3.1815e+03,-1.1956e+00,-6.9153e-01,2.6522e+00,9.1376e+00
2.0000e+03,9.3000e+01,2.0000e+00,2.2683e+01,-7.4921e+05,-7.4921e+05,-3.0948e-01,-7.4921e+05,1.4939e-01,6.7064e+00,3.8037e+05,3.1987e+03,-3.6678e-01,-9.7199e-01,6.3444e+00,1.4435e+01
2.0000e+03,9.4000e+01,1.0000e+00,2.2871e+01,-7.4900e+05,-7.4901e+05,-3.1281e-01,-7.4901e+05,1.4943e-01,6.7097e+00,3.8000e+05,3.2066e+03,4.2023e-01,-1.5524e+00,3.0577e+00,3.1629e+00
2.0000e+03,9.5000e+01,1.0000e+00,2.3058e+01,-7.4880e+05,-7.4881e+05,-3.1614e-01,-7.4881e+05,1.4946e-01,6.7131e+00,3.7979e+05,3.2144e+03,-4.2659e-01,-4.5352e-01,6.4017e+00,1.2784e+01
2.0000e+03,9.6000e+01,1.0000e+00,2.3245e+01,-7.4872e+05,-7.4873e+05,-3.1947e-01,-7.4873e+05,1.4950e-01,6.7164e+00,3.7959e+05,3.2228e+03,-1.1887e+00,-8.0943e-03,6.4485e+00,1.6095e+01
2.0000e+03,9.7000e+01,1.0000e+00,2.3430e+01,-7.4814e+05,-7.4815e+05,-3.2280e-01,-7.4815e+05,1.4954e-01,6.7198e+00,3.7951e+05,3.2314e+03,2.7979e-01,-1.6631e+00,6.4178e+00,1.4085e+01
2.0000e+03,9.8000e+01,2.0000e+00,2.3558e+01,-7.4766e+05,-7.4767e+05,-3.2612e-01,-7.4767e+05,1.4958e-01,6.7230e+00,3.7893e+05,3.2451e+03,-4.8821e-01,-1.3315e-01,2.7448e+00,1.1433e+01
2.0000e+03,9.9000e+01,2.0000e+00,2.3684e+01,-7.4759e+05,-7.4760e+05,-3.2945e-01,-7.4760e+05,1.4961e-01,6.7264e+00,3.7845e+05,3.2616e+03,-1.4799e+00,-1.4403e+00,2.6146e+00,9.2070e+00
2.0000e+03,1.0000e+02,1.0000e+00,2.3866e+01,-7.4745e+05,-7.4746e+05,-3.3278e-01,-7.4746e+05,1.4965e-01,6.7297e+00,3.7838e+05,3.2680e+03,-1.4832e+00,-1.0569e+00,6.2621e+00,1.8471e+01
2.0000e+03,1.0100e+02,2.0000e+00,2.3990e+01,-7.4673e+05,-7.4674e+05,-3.3611e-01,-7.4674e+05,1.4969e-01,6.7331e+00,3.7824e+05,3.2839e+03,1.9797e-01,-1.7731e-01,6.4995e+00,1.7358e+01
2.0000e+03,1.0200e+02,1.0000e+00,2.4171e+01,-7.4671e+05,-7.4672e+05,-3.3943e-01,-7.4672e+05,1.4972e-01,6.7363e+00,3.7752e+05,3.2919e+03,-1.3957e+00,-1.8145e+00,6.4349e+00,3.4462e+00
2.0000e+03,1.0300e+02,1.0000e+00,2.4350e+01,-7.4629e+05,-7.4629e+05,-3.4276e-01,-7.4629e+05,1.4976e-01,6.7397e+00,3.7750e+05,3.3001e+03,-1.3987e+00,-1.3974e+00,2.9509e+00,2.7125e-01
