nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau
2.0000e+03,2.4000e+01,1.0000e+00,4.5802e+00,-6.3594e+05,-6.3595e+05,-4.7952e-02,-6.3595e+05,1.1789e-01,6.9557e+00,4.2009e+05,2.8092e+03,2.6808e-01,-1.4329e+00,6.9724e+00,3.6569e+00
2.0000e+03,2.5000e+01,1.0000e+00,4.7619e+00,-6.3534e+05,-6.3535e+05,-4.9950e-02,-6.3535e+05,1.1790e-01,6.9577e+00,4.1936e+05,2.8145e+03,-7.5315e-01,-1.9876e+00,6.6095e+00,1.7478e+01
2.0000e+03,2.6000e+01,1.0000e+00,4.9430e+00,-6.3410e+05,-6.3411e+05,-5.1948e-02,-6.3411e+05,1.1792e-01,6.9597e+00,4.1876e+05,2.8201e+03,-1.1622e+00,-1.6694e+00,6.7736e+00,2.1636e+00
2.0000e+03,2.7000e+01,1.0000e+00,5.1233e+00,-6.2982e+05,-6.2982e+05,-5.3946e-02,-6.2982e+05,1.1794e-01,6.9617e+00,4.1752e+05,2.8252e+03,-5.6398e-01,-1.2098e+00,6.6147e+00,1.4433e+01
2.0000e+03,2.8000e+01,1.0000e+00,5.3030e+00,-6.2697e+05,-6.2698e+05,-5.5944e-02,-6.2698e+05,1.1796e-01,6.9637e+00,4.1323e+05,2.8306e+03,-6.2621e-01,-1.3879e+00,6.5910e+00,1.2552e+01
2.0000e+03,2.9000e+01,1.0000e+00,5.4820e+00,-6.2578e+05,-6.2578e+05,-5.7942e-02,-6.2578e+05,1.1797e-01,6.9657e+00,4.1039e+05,2.8352e+03,8.2152e-02,-1.2127e+00,6.7389e+00,8.0641e+00
2.0000e+03,3.0000e+01,1.0000e+00,5.6604e+00,-6.2423e+05,-6.2424e+05,-5.9940e-02,-6.2424e+05,1.1799e-01,6.9677e+00,4.0919e+05,2.8398e+03,-1.1232e+00,-1.9924e+00,6.4817e+00,1.9951e+01
2.0000e+03,3.1000e+01,1.0000e+00,5.8380e+00,-6.2355e+05,-6.2355e+05,-6.1938e-02,-6.2355e+05,1.1801e-01,6.9697e+00,4.0765e+05,2.8455e+03,-8.0398e-01,-1.8174e+00,6.5090e+00,1.4160e+01
2.0000e+03,3.2000e+01,1.0000e+00,6.0150e+00,-6.2267e+05,-6.2268e+05,-6.3936e-02,-6.2268e+05,1.1802e-01,6.9717e+00,4.0696e+05,2.8504e+03,-1.3182e+00,-1.4764e+00,6.4730e+00,1.9278e+01
2.0000e+03,3.3000e+01,1.0000e+00,6.1914e+00,-6.2193e+05,-6.2194e+05,-6.5934e-02,-6.2194e+05,1.1804e-01,6.9737e+00,4.0609e+05,2.8559e+03,-2.6199e-01,-1.2205e+00,6.6567e+00,6.8982e+00
2.0000e+03,3.4000e+01,1.0000e+00,6.3670e+00,-6.2032e+05,-6.2033e+05,-6.7932e-02,-6.2033e+05,1.1806e-01,6.9757e+00,4.0535e+05,2.8617e+03,1.6869e-01,-1.2686e+00,6.8072e+00,2.3819e+00
2.0000e+03,3.5000e+01,1.0000e+00,6.5421e+00,-6.1943e+05,-6.1944e+05,-6.9930e-02,-6.1944e+05,1.1807e-01,6.9777e+00,4.0374e+05,2.8671e+03,-9.4809e-01,-1.4169e+00,6.6498e+00,1.2402e+00
2.0000e+03,3.6000e+01,1.0000e+00,6.7164e+00,-6.1884e+05,-6.1884e+05,-7.1928e-02,-6.1884e+05,1.1809e-01,6.9797e+00,4.0285e+05,2.8725e+03,-1.2782e+00,-1.1046e+00,6.4605e+00,1.8312e+01
2.0000e+03,3.7000e+01,1.0000e+00,6.8901e+00,-6.1547e+05,-6.1548e+05,-7.3926e-02,-6.1548e+05,1.1811e-01,6.9817e+00,4.0225e+05,2.8776e+03,-1.1887e+00,-1.0040e+00,6.4485e+00,1.6095e+01
2.0000e+03,3.8000e+01,2.0000e+00,7.0501e+00,-6.1456e+05,-6.1456e+05,-7.5924e-02,-6.1456e+05,1.1812e-01,6.9837e+00,3.9889e+05,2.8888e+03,-7.5611e-01,-1.1723e+00,6.5057e+00,8.6033e+00
2.0000e+03,3.9000e+01,1.0000e+00,7.2222e+00,-6.1144e+05,-6.1145e+05,-7.7922e-02,-6.1145e+05,1.1814e-01,6.9857e+00,3.9797e+05,2.8934e+03,-1.3457e+00,-1.0280e+00,6.4142e+00,1.2646e+01
2.0000e+03,4.0000e+01,1.0000e+00,7.3937e+00,-6.1133e+05,-6.1134e+05,-7.9920e-02,-6.1134e+05,1.1816e-01,6.9877e+00,3.9486e+05,2.8990e+03,-3.1767e-01,-1.6885e+00,6.5921e+00,1.1079e+00
2.0000e+03,4.1000e+01,1.0000e+00,7.5646e+00,-6.1093e+05,-6.1094e+05,-8.1918e-02,-6.1094e+05,1.1818e-01,6.9896e+00,3.9475e+05,2.9048e+03,-9.4596e-01,-1.9895e+00,6.4389e+00,7.5406e+00
2.0000e+03,4.2000e+01,1.0000e+00,7.7348e+00,-6.0799e+05,-6.0799e+05,-8.3916e-02,-6.0799e+05,1.1819e-01,6.9917e+00,3.9435e+05,2.9097e+03,-7.3402e-01,-1.3419e+00,6.4061e+00,1.1496e+01
2.0000e+03,4.3000e+01,1.0000e+00,7.9044e+00,-6.0757e+05,-6.0758e+05,-8.5914e-02,-6.0758e+05,1.1821e-01,6.9937e+00,3.9140e+05,2.9157e+03,-1.2283e+00,-1.0873e+00,6.3596e+00,1.5695e+01
2.0000e+03,4.4000e+01,1.0000e+00,8.0734e+00,-6.0656e+05,-6.0657e+05,-8.7912e-02,-6.0657e+05,1.1823e-01,6.9957e+00,3.9099e+05,2.9211e+03,3.6035e-02,-1.1827e+00,6.6337e+00,4.2200e+00
2.0000e+03,4.5000e+01,1.0000e+00,8.2418e+00,-6.0653e+05,-6.0654e+05,-8.9910e-02,-6.0654e+05,1.1824e-01,6.9977e+00,3.8998e+05,2.9266e+03,-4.7514e-01,-1.8552e+00,6.3840e+00,1.4791e+01
2.0000e+03,4.6000e+01,1.0000e+00,8.4095e+00,-6.0636e+05,-6.0637e+05,-9.1908e-02,-6.0637e+05,1.1826e-01,6.9996e+00,3.8995e+05,2.9316e+03,-9.1350e-01,-1.4699e+00,6.3316e+00,1.7389e+01
2.0000e+03,4.7000e+01,1.0000e+00,8.5766e+00,-6.0590e+05,-6.0591e+05,-9.3906e-02,-6.0591e+05,1.1828e-01,7.0016e+00,3.8978e+05,2.9374e+03,-9.6576e-01,-1.1978e+00,6.4982e+00,2.1216e+00
2.0000e+03,4.8000e+01,1.0000e+00,8.7432e+00,-6.0519e+05,-6.0520e+05,-9.5904e-02,-6.0520e+05,1.1829e-01,7.0037e+00,3.8932e+05,2.9432e+03,-1.3957e+00,-1.9073e+00,6.4349e+00,3.4462e+00
2.0000e+03,4.9000e+01,1.0000e+00,8.9091e+00,-6.0491e+05,-6.0492e+05,-9.7902e-02,-6.0492e+05,1.1831e-01,7.0057e+00,3.8861e+05,2.9492e+03,1.9797e-01,-1.0887e+00,6.4995e+00,1.7358e+01
2.0000e+03,5.0000e+01,1.0000e+00,9.0744e+00,-6.0456e+05,-6.0457e+05,-9.9900e-02,-6.0457e+05,1.1833e-01,7.0077e+00,3.8833e+05,2.9546e+03,2.5905e-01,-1.5001e+00,6.5713e+00,8.3070e+00
2.0000e+03,5.1000e+01,1.0000e+00,9.2391e+00,-6.0409e+05,-6.0410e+05,-1.0190e-01,-6.0410e+05,1.1834e-01,7.0096e+00,3.8798e+05,2.9604e+03,-4.2659e-01,-1.2268e+00,6.4017e+00,1.2784e+01
2.0000e+03,5.2000e+01,1.0000e+00,9.4033e+00,-6.0285e+05,-6.0286e+05,-1.0390e-01,-6.0286e+05,1.1836e-01,7.0116e+00,3.8751e+05,2.9658e+03,-9.3438e-01,-1.7582e+00,6.3568e+00,7.4052e+00
2.0000e+03,5.3000e+01,1.0000e+00,9.5668e+00,-6.0278e+05,-6.0279e+05,-1.0589e-01,-6.0279e+05,1.1838e-01,7.0136e+00,3.8627e+05,2.9713e+03,-1.4832e+00,-1.5285e+00,6.2621e+00,1.8471e+01
2.0000e+03,5.4000e+01,1.0000e+00,9.7297e+00,-6.0189e+05,-6.0190e+05,-1.0789e-01,-6.0190e+05,1.1839e-01,7.0157e+00,3.8620e+05,2.9766e+03,-8.6633e-01,-1.4319e+00,6.3456e+00,8.7799e+00
2.0000e+03,5.5000e+01,1.0000e+00,9.8921e+00,-6.0165e+05,-6.0166e+05,-1.0989e-01,-6.0166e+05,1.1841e-01,7.0177e+00,3.8531e+05,2.9820e+03,-1.7231e-01,-1.9540e+00,6.3778e+00,1.8865e+01
2.0000e+03,5.6000e+01,1.0000e+00,1.0054e+01,-6.0014e+05,-6.0015e+05,-1.1189e-01,-6.0015e+05,1.1843e-01,7.0197e+00,3.8507e+05,2.9875e+03,4.3821e-01,-1.2507e+00,6.6637e+00,1.8594e+00
2.0000e+03,5.7000e+01,1.0000e+00,1.0215e+01,-5.9981e+05,-5.9981e+05,-1.1389e-01,-5.9981e+05,1.1844e-01,7.0216e+00,3.8356e+05,2.9929e+03,-3.6678e-01,-1.4860e+00,6.3444e+00,1.4435e+01
2.0000e+03,5.8000e+01,1.0000e+00,1.0376e+01,-5.9894e+05,-5.9895e+05,-1.1588e-01,-5.9895e+05,1.1846e-01,7.0236e+00,3.8322e+05,2.9981e+03,-2.6772e-01,-1.7807e+00,6.3626e+00,1.2993e+01
2.0000e+03,5.9000e+01,1.0000e+00,1.0536e+01,-5.9874e+05,-5.9874e+05,-1.1788e-01,-5.9874e+05,1.1848e-01,7.0256e+00,3.8236e+05,3.0028e+03,-1.0504e+00,-1.7102e+00,6.2449e+00,1.4909e+01
2.0000e+03,6.0000e+01,1.0000e+00,1.0695e+01,-5.9801e+05,-5.9802e+05,-1.1988e-01,-5.9802e+05,1.1850e-01,7.0277e+00,3.8215e+05,3.0081e+03,-1.3080e+00,-1.4883e+00,6.2181e+00,1.9872e+01
2.0000e+03,6.1000e+01,1.0000e+00,1.0854e+01,-5.9713e+05,-5.9714e+05,-1.2188e-01,-5.9714e+05,1.1851e-01,7.0297e+00,3.8143e+05,3.0136e+03,4.2959e-01,-1.0324e+00,6.6501e+00,3.7751e+00
2.0000e+03,6.2000e+01,1.0000e+00,1.1012e+01,-5.9456e+05,-5.9457e+05,-1.2388e-01,-5.9457e+05,1.1853e-01,7.0316e+00,3.8055e+05,3.0189e+03,-5.8438e-01,-1.0796e+00,6.3953e+00,5.1271e+00
2.0000e+03,6.3000e+01,1.0000e+00,1.1170e+01,-5.9433e+05,-5.9433e+05,-1.2587e-01,-5.9433e+05,1.1855e-01,7.0336e+00,3.7798e+05,3.0242e+03,2.7979e-01,-1.8315e+00,6.4178e+00,1.4085e+01
2.0000e+03,6.4000e+01,2.0000e+00,1.1307e+01,-5.9382e+05,-5.9383e+05,-1.2787e-01,-5.9383e+05,1.1856e-01,7.0356e+00,3.7774e+05,3.0341e+03,-1.1598e+00,-1.2816e+00,6.3490e+00,2.6733e+00
2.0000e+03,6.5000e+01,1.0000e+00,1.1464e+01,-5.9300e+05,-5.9301e+05,-1.2987e-01,-5.9301e+05,1.1858e-01,7.0376e+00,3.7724e+05,3.0387e+03,4.4811e-01,-1.2458e+00,6.5834e+00,8.5029e-01
2.0000e+03,6.6000e+01,1.0000e+00,1.1620e+01,-5.9289e+05,-5.9289e+05,-1.3187e-01,-5.9289e+05,1.1860e-01,7.0396e+00,3.7642e+05,3.0444e+03,3.7728e-01,-1.2550e+00,6.5537e+00,4.8208e+00
2.0000e+03,6.7000e+01,3.0000e+00,1.1734e+01,-5.9229e+05,-5.9229e+05,-1.3387e-01,-5.9229e+05,1.1861e-01,7.0416e+00,3.7630e+05,3.0608e+03,2.1060e-01,-1.0888e+00,6.3828e+00,1.9312e+01
2.0000e+03,6.8000e+01,1.0000e+00,1.1888e+01,-5.9038e+05,-5.9039e+05,-1.3586e-01,-5.9039e+05,1.1863e-01,7.0436e+00,3.7570e+05,3.0668e+03,2.9160e-01,-1.5477e+00,6.5246e+00,3.1485e+00
2.0000e+03,6.9000e+01,1.0000e+00,1.2042e+01,-5.9037e+05,-5.9038e+05,-1.3786e-01,-5.9038e+05,1.1865e-01,7.0454e+00,3.7380e+05,3.0723e+03,1.3139e-01,-1.9080e+00,6.4389e+00,4.2714e-01
2.0000e+03,7.0000e+01,2.0000e+00,1.2174e+01,-5.8973e+05,-5.8973e+05,-1.3986e-01,-5.8973e+05,1.1866e-01,7.0476e+00,3.7379e+05,3.0839e+03,-2.2559e-01,-1.8340e+00,6.3706e+00,2.0018e+00
2.0000e+03,7.1000e+01,1.0000e+00,1.2326e+01,-5.8963e+05,-5.8963e+05,-1.4186e-01,-5.8963e+05,1.1868e-01,7.0496e+00,3.7314e+05,3.0895e+03,-1.4791e+00,-1.8265e+00,6.1957e+00,6.2741e+00
2.0000e+03,7.2000e+01,3.0000e+00,1.2435e+01,-5.8952e+05,-5.8953e+05,-1.4386e-01,-5.8953e+05,1.1870e-01,7.0516e+00,3.7304e+05,3.1064e+03,4.9566e-01,-1.5989e+00,6.4167e+00,1.1426e+01
2.0000e+03,7.3000e+01,2.0000e+00,1.2565e+01,-5.8952e+05,-5.8953e+05,-1.4585e-01,-5.8953e+05,1.0977e-01,6.0313e+00,3.7294e+05,3.1179e+03,2.7712e-01,-1.4707e+00,6.4250e+00,9.1083e+00
2.0000e+03,7.4000e+01,1.0000e+00,1.2715e+01,-5.8941e+05,-5.8941e+05,-1.4785e-01,-5.8941e+05,1.1873e-01,7.0556e+00,3.7294e+05,3.1233e+03,-6.4392e-01,-1.7416e+00,6.3263e+00,3.5482e+00
2.0000e+03,7.5000e+01,1.0000e+00,1.2864e+01,-5.8752e+05,-5.8753e+05,-1.4985e-01,-5.8753e+05,1.1875e-01,7.0576e+00,3.7282e+05,3.1289e+03,-1.1075e+00,-1.7618e+00,6.1226e+00,1.7940e+01
2.0000e+03,7.6000e+01,1.0000e+00,1.3014e+01,-5.8640e+05,-5.8641e+05,-1.5185e-01,-5.8641e+05,1.1877e-01,7.0596e+00,3.7094e+05,3.1346e+03,3.1986e-01,-1.8767e+00,6.4739e+00,4.1807e+00
2.0000e+03,7.7000e+01,2.0000e+00,1.3140e+01,-5.8620e+05,-5.8621e+05,-1.5385e-01,-5.8621e+05,1.1878e-01,7.0616e+00,3.6982e+05,3.1454e+03,-1.1297e-01,-1.5788e+00,6.2917e+00,1.1544e+01
2.0000e+03,7.8000e+01,1.0000e+00,1.3288e+01,-5.8604e+05,-5.8605e+05,-1.5584e-01,-5.8605e+05,1.1880e-01,7.0636e+00,4.6918e+05,3.1509e+03,-1.3329e+00,-1.4014e+00,6.2303e+00,3.7468e+00
2.0000e+03,7.9000e+01,1.0000e+00,1.3435e+01,-5.8446e+05,-5.8447e+05,-1.5784e-01,-5.8447e+05,1.1882e-01,7.0656e+00,4.6902e+05,3.1567e+03,6.7444e-02,-1.3940e+00,6.3587e+00,1.8102e+00
2.0000e+03,8.0000e+01,2.0000e+00,1.3559e+01,-5.8334e+05,-5.8334e+05,-1.5984e-01,-5.8334e+05,1.1883e-01,7.0676e+00,4.6744e+05,3.1675e+03,1.1143e-01,-1.5157e+00,6.3834e+00,3.1292e+00
2.0000e+03,8.1000e+01,3.0000e+00,1.3659e+01,-5.8290e+05,-5.8291e+05,-1.6184e-01,-5.8291e+05,1.1885e-01,7.0696e+00,4.6632e+05,3.1843e+03,3.6062e-02,-1.8056e+00,6.3144e+00,6.7157e-01
2.0000e+03,8.2000e+01,1.0000e+00,1.3805e+01,-5.8270e+05,-5.8271e+05,-1.6384e-01,-5.8271e+05,1.1887e-01,7.0716e+00,4.6588e+05,3.1896e+03,-2.5445e-01,-1.5063e+00,6.2027e+00,1.4271e+01
2.0000e+03,8.3000e+01,1.0000e+00,1.3950e+01,-5.8193e+05,-5.8194e+05,-1.6583e-01,-5.8194e+05,1.1888e-01,7.0736e+00,4.6568e+05,3.1951e+03,-9.7047e-01,-1.8050e+00,6.1026e+00,1.0454e+01
2.0000e+03,8.4000e+01,1.0000e+00,1.4094e+01,-5.7954e+05,-5.7955e+05,-1.6783e-01,-5.7955e+05,1.1890e-01,7.0756e+00,4.6491e+05,3.2001e+03,-1.3852e+00,-1.0853e+00,6.1534e+00,3.2642e+00
2.0000e+03,8.5000e+01,1.0000e+00,1.4238e+01,-5.7909e+05,-5.7910e+05,-1.6983e-01,-5.7910e+05,1.1892e-01,7.0776e+00,4.6252e+05,3.2056e+03,2.7607e-01,-1.0501e+00,6.3638e+00,7.5037e+00
2.0000e+03,8.6000e+01,1.0000e+00,1.4381e+01,-5.7900e+05,-5.7901e+05,-1.7183e-01,-5.7901e+05,1.1893e-01,7.0796e+00,4.6207e+05,3.2114e+03,-5.5399e-01,-1.7658e+00,6.1691e+00,2.0605e+00
2.0000e+03,8.7000e+01,1.0000e+00,1.4524e+01,-5.7834e+05,-5.7835e+05,-1.7383e-01,-5.7835e+05,1.1895e-01,7.0816e+00,4.6198e+05,3.2172e+03,1.9422e-02,-1.7943e+00,6.2030e+00,1.5520e+01
2.0000e+03,8.8000e+01,1.0000e+00,1.4667e+01,-5.7794e+05,-5.7794e+05,-1.7582e-01,-5.7794e+05,1.1897e-01,7.0836e+00,4.6132e+05,3.2227e+03,-4.1659e-01,-1.2194e+00,6.1075e+00,1.9073e+01
2.0000e+03,8.9000e+01,2.0000e+00,1.4784e+01,-5.7756e+05,-5.7757e+05,-1.7782e-01,-5.7757e+05,1.1898e-01,7.0856e+00,4.6091e+05,3.2341e+03,2.5185e-01,-1.2357e+00,6.2586e+00,1.6815e+01
2.0000e+03,9.0000e+01,1.0000e+00,1.4925e+01,-5.7755e+05,-5.7756e+05,-1.7982e-01,-5.7756e+05,1.1900e-01,7.0875e+00,4.6054e+05,3.2397e+03,3.0314e-01,-1.6715e+00,6.3702e+00,4.8069e+00
2.0000e+03,9.1000e+01,1.0000e+00,1.5066e+01,-5.7710e+05,-5.7711e+05,-1.8182e-01,-5.7711e+05,1.1902e-01,7.0896e+00,4.6053e+05,3.2446e+03,-1.4442e+00,-1.4267e+00,6.0282e+00,8.4682e+00
2.0000e+03,9.2000e+01,1.0000e+00,1.5207e+01,-5.7631e+05,-5.7631e+05,-1.8382e-01,-5.7631e+05,1.1903e-01,7.0916e+00,4.6008e+05,3.2500e+03,-9.9586e-01,-1.0075e+00,6.1394e+00,4.9766e+00
2.0000e+03,9.3000e+01,1.0000e+00,1.5347e+01,-5.7534e+05,-5.7535e+05,-1.8581e-01,-5.7535e+05,1.1905e-01,7.0936e+00,4.5928e+05,3.2546e+03,2.2786e-01,-1.1012e+00,6.2518e+00,1.3092e+01
2.0000e+03,9.4000e+01,1.0000e+00,1.5486e+01,-5.7489e+05,-5.7490e+05,-1.8781e-01,-5.7490e+05,1.1907e-01,7.0955e+00,4.5832e+05,3.2599e+03,1.7552e-01,-1.7464e+00,6.2150e+00,1.2391e+01
2.0000e+03,9.5000e+01,1.0000e+00,1.5625e+01,-5.7409e+05,-5.7410e+05,-1.8981e-01,-5.7410e+05,1.1908e-01,7.0975e+00,4.5787e+05,3.2652e+03,-1.4792e+00,-1.3268e+00,5.9496e+00,1.6632e+01
2.0000e+03,9.6000e+01,1.0000e+00,1.5764e+01,-5.7400e+05,-5.7401e+05,-1.9181e-01,-5.7401e+05,1.1910e-01,7.0996e+00,4.5707e+05,3.2704e+03,4.9726e-01,-1.6747e+00,6.2513e+00,1.2269e+01
2.0000e+03,9.7000e+01,1.0000e+00,1.5902e+01,-5.7339e+05,-5.7340e+05,-1.9381e-01,-5.7340e+05,1.1912e-01,7.1016e+00,4.5698e+05,3.2757e+03,4.8876e-01,-1.4329e+00,6.3078e+00,1.9143e+00
2.0000e+03,9.8000e+01,2.0000e+00,1.6013e+01,-5.7243e+05,-5.7244e+05,-1.9580e-01,-5.7244e+05,1.1913e-01,7.1036e+00,4.5637e+05,3.2876e+03,-1.4589e+00,-1.3824e+00,6.0228e+00,4.7600e+00
2.0000e+03,9.9000e+01,1.0000e+00,1.6150e+01,-5.7157e+05,-5.7158e+05,-1.9780e-01,-5.7158e+05,1.1915e-01,7.1055e+00,4.5541e+05,3.2931e+03,-9.6441e-01,-1.9633e+00,6.0202e+00,6.7426e+00
2.0000e+03,1.0000e+02,1.0000e+00,1.6287e+01,-5.7139e+05,-5.7139e+05,-1.9980e-01,-5.7139e+05,1.1917e-01,7.1075e+00,4.5455e+05,3.2986e+03,-2.8009e-01,-1.7099e+00,6.1340e+00,7.5827e+00
2.0000e+03,1.0100e+02,1.0000e+00,1.6423e+01,-5.7114e+05,-5.7114e+05,-2.0180e-01,-5.7114e+05,1.1918e-01,7.1095e+00,4.5437e+05,3.3042e+03,8.3529e-02,-1.4335e+00,6.1371e+00,1.9501e+01
2.0000e+03,1.0200e+02,1.0000e+00,1.6558e+01,-5.7059e+05,-5.7059e+05,-2.0380e-01,-5.7059e+05,1.1920e-01,7.1116e+00,4.5412e+05,3.3088e+03,-1.4168e+00,-1.6892e+00,5.9114e+00,1.5931e+01
2.0000e+03,1.0300e+02,1.0000e+00,1.6694e+01,-5.6693e+05,-5.6694e+05,-2.0579e-01,-5.6694e+05,1.1922e-01,7.1136e+00,4.5357e+05,3.3143e+03,-5.9745e-01,-1.3491e+00,6.0465e+00,5.7310e+00
