logfeh_mean,logdust,logNpix,tau,dmod,logl
-4.9863e-01,-1.9947e+00,2.4779e+00,4.9892e+00,2.6977e+01,9.6434e+05
-4.9588e-01,-1.9893e+00,2.5681e+00,4.9502e+00,2.7220e+01,9.6442e+05
-4.9563e-01,-1.9643e+00,2.4764e+00,4.9736e+00,2.6956e+01,9.6496e+05
-4.9627e-01,-1.9899e+00,2.4752e+00,4.9694e+00,2.6934e+01,9.6436e+05
-4.9644e-01,-1.9904e+00,2.5595e+00,4.9909e+00,2.7191e+01,9.6438e+05
-4.9808e-01,-1.9741e+00,2.5645e+00,4.9800e+00,2.7194e+01,9.6455e+05
-4.9947e-01,-1.8940e+00,2.5739e+00,4.9983e+00,2.7241e+01,9.6455e+05
-4.9748e-01,-1.9932e+00,2.5641e+00,4.9855e+00,2.7206e+01,9.6459e+05
-4.9973e-01,-1.9864e+00,2.6593e+00,4.9854e+00,2.7496e+01,9.6470e+05
-4.9829e-01,-1.9843e+00,2.5666e+00,4.9725e+00,2.7214e+01,9.6444e+05
-4.9974e-01,-1.9406e+00,2.5731e+00,4.9891e+00,2.7231e+01,9.6436e+05
-4.9991e-01,-1.9880e+00,2.4793e+00,4.9783e+00,2.6976e+01,9.6476e+05
-4.9836e-01,-1.9916e+00,2.5752e+00,4.9460e+00,2.7227e+01,9.6478e+05
-4.9902e-01,-1.9620e+00,2.4437e+00,4.9956e+00,2.6873e+01,9.6495e+05
-4.9643e-01,-1.9366e+00,2.5730e+00,4.9998e+00,2.7231e+01,9.6439e+05
-4.9217e-01,-1.9922e+00,2.4410e+00,4.9938e+00,2.6846e+01,9.6449e+05
-4.9244e-01,-1.9812e+00,2.5727e+00,4.9661e+00,2.7233e+01,9.6449e+05
-4.9839e-01,-1.9945e+00,2.5741e+00,4.9861e+00,2.7224e+01,9.6500e+05
-4.9740e-01,-1.9893e+00,2.5807e+00,4.9690e+00,2.7244e+01,9.6477e+05
-4.9991e-01,-1.9641e+00,2.4394e+00,4.9967e+00,2.6866e+01,9.6435e+05
-4.9866e-01,-1.9478e+00,2.5716e+00,4.9525e+00,2.7225e+01,9.6433e+05
-4.9685e-01,-1.9661e+00,2.4754e+00,4.9814e+00,2.6949e+01,9.6448e+05
-4.9684e-01,-1.9513e+00,2.5638e+00,4.9958e+00,2.7212e+01,9.6445e+05
-4.9890e-01,-1.9570e+00,2.5720e+00,4.9995e+00,2.7233e+01,9.6527e+05
-4.9887e-01,-1.9946e+00,2.6149e+00,4.9837e+00,2.7349e+01,9.6449e+05
-4.9233e-01,-1.9961e+00,2.5744e+00,4.9436e+00,2.7229e+01,9.6432e+05
-4.9963e-01,-1.9754e+00,2.5769e+00,4.9836e+00,2.7227e+01,9.6437e+05
-4.9633e-01,-1.9795e+00,2.4817e+00,4.9932e+00,2.6976e+01,9.6501e+05
-4.9839e-01,-1.9713e+00,2.4419e+00,4.9308e+00,2.6865e+01,9.6432e+05
-4.9862e-01,-1.9584e+00,2.5680e+00,4.9783e+00,2.7226e+01,9.6454e+05
-4.9943e-01,-1.9375e+00,2.5726e+00,4.9832e+00,2.7224e+01,9.6460e+05
-4.9556e-01,-1.9948e+00,2.4736e+00,4.9999e+00,2.6968e+01,9.6450e+05
-4.9388e-01,-1.9732e+00,2.5721e+00,4.9861e+00,2.7225e+01,9.6485e+05
