nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logSFH5,dmod
2.0000e+03,1.0000e+00,1.0000e+00,9.9900e-02,-9.9054e+05,-9.9055e+05,-9.9950e-04,-9.9055e+05,8.7167e-02,7.6019e+00,inf,1.1686e+01,-7.0383e-01,-8.6523e-01,7.7479e-01,9.5570e-01,1.5676e+00,2.2165e+00,2.9376e+00,2.8903e+00,2.9251e+01
2.0000e+03,2.0000e+00,1.0000e+00,1.9960e-01,-9.7849e+05,-9.7850e+05,-1.9990e-03,-9.7850e+05,8.7173e-02,7.6029e+00,9.8892e+05,2.2789e+01,-6.6047e-01,-7.6642e-01,5.9436e-01,9.7359e-01,1.5497e+00,2.0744e+00,2.9117e+00,2.9267e+00,2.9225e+01
2.0000e+03,3.0000e+00,1.0000e+00,2.9910e-01,-9.7809e+05,-9.7809e+05,-2.9985e-03,-9.7809e+05,8.7179e-02,7.6039e+00,9.7686e+05,3.4620e+01,-6.6588e-01,-9.3546e-01,5.9904e-01,1.0420e+00,1.6095e+00,2.0265e+00,2.9157e+00,2.8754e+00,2.9246e+01
2.0000e+03,4.0000e+00,1.0000e+00,3.9841e-01,-9.6940e+05,-9.6941e+05,-3.9980e-03,-9.6941e+05,8.7184e-02,7.6049e+00,9.7646e+05,4.6040e+01,-5.3932e-01,-8.7294e-01,8.1404e-01,1.1532e+00,1.6760e+00,2.0879e+00,2.9410e+00,2.8827e+00,2.9265e+01
2.0000e+03,5.0000e+00,1.0000e+00,4.9751e-01,-9.6834e+05,-9.6835e+05,-4.9975e-03,-9.6835e+05,8.7190e-02,7.6059e+00,9.6777e+05,5.7757e+01,-6.3931e-01,-7.4190e-01,7.1005e-01,1.1579e+00,1.5211e+00,2.0282e+00,2.9441e+00,2.8953e+00,2.9231e+01
2.0000e+03,6.0000e+00,1.0000e+00,5.9642e-01,-9.6164e+05,-9.6164e+05,-5.9970e-03,-9.6164e+05,8.7195e-02,7.6068e+00,9.6672e+05,6.9171e+01,-6.7082e-01,-8.1679e-01,6.2390e-01,1.1334e+00,1.6614e+00,2.1845e+00,2.8464e+00,2.9103e+00,2.9279e+01
2.0000e+03,7.0000e+00,1.0000e+00,6.9513e-01,-9.5960e+05,-9.5961e+05,-6.9965e-03,-9.5961e+05,8.7202e-02,7.6079e+00,9.6001e+05,8.0958e+01,-6.7877e-01,-9.0868e-01,7.2895e-01,9.7038e-01,1.6612e+00,2.2530e+00,2.9037e+00,2.8627e+00,2.9343e+01
2.0000e+03,8.0000e+00,1.0000e+00,7.9365e-01,-9.5224e+05,-9.5225e+05,-7.9960e-03,-9.5225e+05,8.7207e-02,7.6088e+00,9.5797e+05,9.2348e+01,-4.9152e-01,-9.1277e-01,7.1765e-01,9.6594e-01,1.6907e+00,2.2361e+00,2.9275e+00,2.7803e+00,2.9254e+01
2.0000e+03,9.0000e+00,1.0000e+00,8.9197e-01,-9.3729e+05,-9.3729e+05,-8.9955e-03,-9.3729e+05,8.7213e-02,7.6099e+00,9.5061e+05,1.0338e+02,-6.6902e-01,-9.6242e-01,6.8878e-01,1.0865e+00,1.5133e+00,2.0799e+00,2.9422e+00,2.8084e+00,2.9312e+01
2.0000e+03,1.0000e+01,1.0000e+00,9.9010e-01,-9.3488e+05,-9.3489e+05,-9.9950e-03,-9.3489e+05,8.7219e-02,7.6110e+00,9.3566e+05,1.1476e+02,-6.0670e-01,-7.5361e-01,7.9538e-01,9.2232e-01,1.5137e+00,2.1369e+00,2.9129e+00,2.8543e+00,2.9227e+01
2.0000e+03,1.1000e+01,1.0000e+00,1.0880e+00,-9.3218e+05,-9.3219e+05,-1.0995e-02,-9.3219e+05,8.7224e-02,7.6119e+00,9.3325e+05,1.2652e+02,-5.5154e-01,-9.4871e-01,7.3158e-01,1.0508e+00,1.4503e+00,2.1931e+00,2.9542e+00,2.8816e+00,2.9367e+01
2.0000e+03,1.2000e+01,1.0000e+00,1.1858e+00,-9.3074e+05,-9.3075e+05,-1.1994e-02,-9.3075e+05,8.7230e-02,7.6129e+00,9.3055e+05,1.3783e+02,-5.1287e-01,-6.6080e-01,6.7278e-01,9.2716e-01,1.5849e+00,2.2163e+00,2.9451e+00,2.8523e+00,2.9253e+01
2.0000e+03,1.3000e+01,1.0000e+00,1.2833e+00,-9.2708e+05,-9.2709e+05,-1.2994e-02,-9.2709e+05,8.7236e-02,7.6139e+00,9.2912e+05,1.4996e+02,-6.0359e-01,-9.6919e-01,6.1057e-01,1.1590e+00,1.6123e+00,2.0248e+00,2.8883e+00,2.8343e+00,2.9279e+01
2.0000e+03,1.4000e+01,1.0000e+00,1.3807e+00,-9.2676e+05,-9.2676e+05,-1.3993e-02,-9.2676e+05,8.7242e-02,7.6149e+00,9.2545e+05,1.6150e+02,-4.0811e-01,-7.5667e-01,7.7202e-01,1.0916e+00,1.6503e+00,2.2114e+00,2.9243e+00,2.8450e+00,2.9248e+01
2.0000e+03,1.5000e+01,1.0000e+00,1.4778e+00,-9.2076e+05,-9.2076e+05,-1.4993e-02,-9.2076e+05,8.7247e-02,7.6159e+00,9.2513e+05,1.7329e+02,-6.8787e-01,-7.8424e-01,6.6746e-01,1.1660e+00,1.5541e+00,2.0689e+00,2.9148e+00,2.8745e+00,2.9327e+01
2.0000e+03,1.6000e+01,1.0000e+00,1.5748e+00,-9.2030e+05,-9.2031e+05,-1.5992e-02,-9.2031e+05,8.7253e-02,7.6169e+00,9.1913e+05,1.8476e+02,-6.6818e-01,-7.7100e-01,7.5722e-01,9.5531e-01,1.5788e+00,2.0721e+00,2.9508e+00,2.8485e+00,2.9329e+01
2.0000e+03,1.7000e+01,1.0000e+00,1.6716e+00,-9.2012e+05,-9.2013e+05,-1.6992e-02,-9.2013e+05,8.7259e-02,7.6179e+00,9.1868e+05,1.9658e+02,-6.3842e-01,-7.1781e-01,5.7560e-01,9.6101e-01,1.4425e+00,2.2021e+00,2.9277e+00,2.8911e+00,2.9313e+01
2.0000e+03,1.8000e+01,1.0000e+00,1.7682e+00,-9.2002e+05,-9.2002e+05,-1.7991e-02,-9.2002e+05,8.7265e-02,7.6189e+00,9.1849e+05,2.0784e+02,-2.5400e-01,-8.7606e-01,5.7784e-01,1.0974e+00,1.5443e+00,2.1195e+00,2.9475e+00,2.9220e+00,2.9261e+01
2.0000e+03,1.9000e+01,1.0000e+00,1.8646e+00,-9.1882e+05,-9.1883e+05,-1.8991e-02,-9.1883e+05,8.7270e-02,7.6199e+00,9.1839e+05,2.1930e+02,-6.7704e-01,-8.3506e-01,6.0548e-01,1.1684e+00,1.6245e+00,2.1247e+00,2.9139e+00,2.9006e+00,2.9400e+01
2.0000e+03,2.0000e+01,1.0000e+00,1.9608e+00,-9.1819e+05,-9.1820e+05,-1.9990e-02,-9.1820e+05,8.7276e-02,7.6209e+00,9.1719e+05,2.3020e+02,-6.5619e-01,-9.0669e-01,7.9168e-01,1.0199e+00,1.5509e+00,2.0512e+00,2.9461e+00,2.6972e+00,2.9242e+01
2.0000e+03,2.1000e+01,1.0000e+00,2.0568e+00,-9.1356e+05,-9.1356e+05,-2.0990e-02,-9.1356e+05,8.7282e-02,7.6219e+00,9.1657e+05,2.4145e+02,-6.7492e-01,-8.1388e-01,8.0947e-01,1.0070e+00,1.6365e+00,2.0382e+00,2.8806e+00,2.8660e+00,2.9292e+01
2.0000e+03,2.2000e+01,1.0000e+00,2.1526e+00,-9.1183e+05,-9.1184e+05,-2.1989e-02,-9.1184e+05,8.7288e-02,7.6229e+00,9.1193e+05,2.5280e+02,-3.1583e-01,-7.6351e-01,7.1038e-01,1.1410e+00,1.6589e+00,2.2479e+00,2.9525e+00,2.7911e+00,2.9256e+01
2.0000e+03,2.3000e+01,2.0000e+00,2.2461e+00,-9.1162e+05,-9.1163e+05,-2.2989e-02,-9.1163e+05,8.7293e-02,7.6239e+00,9.1020e+05,2.7554e+02,-4.6739e-01,-9.1378e-01,7.1318e-01,1.0991e+00,1.6355e+00,2.1130e+00,2.8793e+00,2.8864e+00,2.9297e+01
2.0000e+03,2.4000e+01,1.0000e+00,2.3415e+00,-9.0455e+05,-9.0456e+05,-2.3988e-02,-9.0456e+05,8.7299e-02,7.6249e+00,9.0999e+05,2.8761e+02,-5.7632e-01,-8.3055e-01,7.4400e-01,9.7927e-01,1.5755e+00,2.0174e+00,2.9276e+00,2.8253e+00,2.9275e+01
2.0000e+03,2.5000e+01,1.0000e+00,2.4366e+00,-9.0246e+05,-9.0246e+05,-2.4988e-02,-9.0246e+05,8.7304e-02,7.6259e+00,9.0293e+05,2.9927e+02,-4.2820e-01,-7.6699e-01,7.0662e-01,1.1298e+00,1.5846e+00,2.1536e+00,2.9037e+00,2.8837e+00,2.9271e+01
2.0000e+03,2.6000e+01,1.0000e+00,2.5316e+00,-8.9698e+05,-8.9698e+05,-2.5987e-02,-8.9698e+05,8.7310e-02,7.6269e+00,9.0083e+05,3.1076e+02,-6.3147e-01,-9.3637e-01,8.0947e-01,9.7364e-01,1.5080e+00,2.2118e+00,2.9021e+00,2.8248e+00,2.9350e+01
2.0000e+03,2.7000e+01,1.0000e+00,2.6265e+00,-8.9445e+05,-8.9445e+05,-2.6987e-02,-8.9445e+05,8.7316e-02,7.6279e+00,8.9535e+05,3.2226e+02,-6.3891e-01,-9.0815e-01,8.0442e-01,9.2570e-01,1.6169e+00,2.1271e+00,2.8952e+00,2.8551e+00,2.9362e+01
2.0000e+03,2.8000e+01,1.0000e+00,2.7211e+00,-8.9297e+05,-8.9297e+05,-2.7986e-02,-8.9297e+05,8.7322e-02,7.6289e+00,8.9282e+05,3.3439e+02,-6.7254e-01,-8.1062e-01,5.8471e-01,1.0808e+00,1.6008e+00,2.2536e+00,2.8055e+00,2.8553e+00,2.9301e+01
2.0000e+03,2.9000e+01,1.0000e+00,2.8155e+00,-8.8794e+05,-8.8795e+05,-2.8986e-02,-8.8795e+05,8.7327e-02,7.6299e+00,8.9134e+05,3.4627e+02,-5.1161e-01,-7.5994e-01,6.8499e-01,1.0657e+00,1.5952e+00,2.0481e+00,2.9238e+00,2.8590e+00,2.9293e+01
2.0000e+03,3.0000e+01,1.0000e+00,2.9098e+00,-8.8602e+05,-8.8602e+05,-2.9985e-02,-8.8602e+05,8.7333e-02,7.6309e+00,8.8632e+05,3.5781e+02,-6.9515e-01,-7.8418e-01,7.7085e-01,1.1203e+00,1.6543e+00,2.1398e+00,2.8560e+00,2.7176e+00,2.9235e+01
2.0000e+03,3.1000e+01,1.0000e+00,3.0039e+00,-8.8091e+05,-8.8092e+05,-3.0985e-02,-8.8092e+05,8.7339e-02,7.6319e+00,8.8439e+05,3.6953e+02,-5.4969e-01,-8.5763e-01,6.2729e-01,1.1116e+00,1.6776e+00,2.1292e+00,2.8737e+00,2.7692e+00,2.9275e+01
2.0000e+03,3.2000e+01,1.0000e+00,3.0978e+00,-8.7972e+05,-8.7973e+05,-3.1984e-02,-8.7973e+05,8.7345e-02,7.6329e+00,8.7929e+05,3.8120e+02,-6.2582e-01,-6.3088e-01,7.0657e-01,1.1597e+00,1.5606e+00,2.1294e+00,2.8428e+00,2.8860e+00,2.9245e+01
2.0000e+03,3.3000e+01,1.0000e+00,3.1915e+00,-8.7936e+05,-8.7936e+05,-3.2984e-02,-8.7936e+05,8.7350e-02,7.6339e+00,8.7809e+05,3.9229e+02,-4.2299e-01,-7.3046e-01,8.0838e-01,1.0495e+00,1.6435e+00,2.2242e+00,2.8985e+00,2.7982e+00,2.9252e+01
2.0000e+03,3.4000e+01,1.0000e+00,3.2850e+00,-8.7895e+05,-8.7896e+05,-3.3983e-02,-8.7896e+05,8.7356e-02,7.6349e+00,8.7773e+05,4.0354e+02,-6.8002e-01,-8.2580e-01,8.1239e-01,9.8219e-01,1.6615e+00,2.0965e+00,2.8633e+00,2.8352e+00,2.9327e+01
2.0000e+03,3.5000e+01,1.0000e+00,3.3784e+00,-8.7833e+05,-8.7833e+05,-3.4983e-02,-8.7833e+05,8.7362e-02,7.6358e+00,8.7733e+05,4.1463e+02,-3.7124e-01,-6.5192e-01,7.6556e-01,1.1629e+00,1.5787e+00,2.0555e+00,2.9495e+00,2.8319e+00,2.9221e+01
2.0000e+03,3.6000e+01,1.0000e+00,3.4716e+00,-8.7816e+05,-8.7817e+05,-3.5982e-02,-8.7817e+05,8.7368e-02,7.6369e+00,8.7670e+05,4.2636e+02,-6.5466e-01,-6.2672e-01,5.8946e-01,1.1589e+00,1.6433e+00,2.1797e+00,2.9277e+00,2.7815e+00,2.9311e+01
2.0000e+03,3.7000e+01,1.0000e+00,3.5645e+00,-8.7779e+05,-8.7780e+05,-3.6982e-02,-8.7780e+05,8.7373e-02,7.6378e+00,8.7654e+05,4.3799e+02,-6.8021e-01,-8.3326e-01,7.7362e-01,1.1533e+00,1.4911e+00,2.2509e+00,2.9180e+00,2.7655e+00,2.9369e+01
2.0000e+03,3.8000e+01,1.0000e+00,3.6574e+00,-8.7215e+05,-8.7216e+05,-3.7981e-02,-8.7216e+05,8.7379e-02,7.6389e+00,8.7617e+05,4.4992e+02,-7.0103e-01,-8.8162e-01,6.4611e-01,9.9229e-01,1.6868e+00,2.1948e+00,2.8677e+00,2.9249e+00,2.9484e+01
2.0000e+03,3.9000e+01,1.0000e+00,3.7500e+00,-8.7121e+05,-8.7122e+05,-3.8981e-02,-8.7122e+05,8.7384e-02,7.6398e+00,8.7052e+05,4.6135e+02,-4.7343e-01,-8.3744e-01,7.5583e-01,1.0887e+00,1.5373e+00,2.0605e+00,2.8310e+00,2.8848e+00,2.9229e+01
2.0000e+03,4.0000e+01,1.0000e+00,3.8425e+00,-8.7105e+05,-8.7106e+05,-3.9980e-02,-8.7106e+05,8.7390e-02,7.6409e+00,8.6959e+05,4.7270e+02,-6.2334e-01,-9.6783e-01,7.0491e-01,1.1110e+00,1.5508e+00,2.2259e+00,2.8409e+00,2.9023e+00,2.9413e+01
2.0000e+03,4.1000e+01,1.0000e+00,3.9347e+00,-8.6138e+05,-8.6139e+05,-4.0980e-02,-8.6139e+05,8.7396e-02,7.6418e+00,8.6942e+05,4.8379e+02,-6.9526e-01,-9.3739e-01,7.8598e-01,1.0113e+00,1.6640e+00,2.2042e+00,2.7989e+00,2.7394e+00,2.9286e+01
2.0000e+03,4.2000e+01,1.0000e+00,4.0268e+00,-8.6053e+05,-8.6054e+05,-4.1979e-02,-8.6054e+05,8.7402e-02,7.6429e+00,8.5976e+05,4.9471e+02,-5.5308e-01,-6.8397e-01,6.5227e-01,1.1397e+00,1.5422e+00,2.0310e+00,2.8280e+00,2.9263e+00,2.9249e+01
2.0000e+03,4.3000e+01,1.0000e+00,4.1188e+00,-8.5949e+05,-8.5950e+05,-4.2979e-02,-8.5950e+05,8.7407e-02,7.6438e+00,8.5891e+05,5.0615e+02,-6.6300e-01,-8.4886e-01,6.6714e-01,9.6320e-01,1.5266e+00,2.1457e+00,2.7490e+00,2.8752e+00,2.9235e+01
2.0000e+03,4.4000e+01,1.0000e+00,4.2105e+00,-8.5833e+05,-8.5834e+05,-4.3978e-02,-8.5834e+05,8.7413e-02,7.6449e+00,8.5787e+05,5.1801e+02,-4.9731e-01,-9.2989e-01,6.9085e-01,1.1138e+00,1.6150e+00,2.2264e+00,2.8359e+00,2.8866e+00,2.9370e+01
2.0000e+03,4.5000e+01,1.0000e+00,4.3021e+00,-8.5601e+05,-8.5602e+05,-4.4978e-02,-8.5602e+05,8.7419e-02,7.6458e+00,8.5671e+05,5.3010e+02,-7.1838e-01,-8.2912e-01,6.7100e-01,1.0133e+00,1.6467e+00,2.1774e+00,2.8087e+00,2.8445e+00,2.9339e+01
2.0000e+03,4.6000e+01,1.0000e+00,4.3935e+00,-8.5508e+05,-8.5508e+05,-4.5977e-02,-8.5508e+05,8.7425e-02,7.6469e+00,8.5439e+05,5.4173e+02,-4.1806e-01,-8.2300e-01,6.3605e-01,1.1471e+00,1.6143e+00,2.0654e+00,2.8949e+00,2.7958e+00,2.9246e+01
2.0000e+03,4.7000e+01,1.0000e+00,4.4847e+00,-8.5409e+05,-8.5410e+05,-4.6977e-02,-8.5410e+05,8.7431e-02,7.6479e+00,8.5345e+05,5.5333e+02,-4.0949e-01,-5.9856e-01,5.9174e-01,1.1369e+00,1.6171e+00,2.1749e+00,2.9518e+00,2.7643e+00,2.9236e+01
2.0000e+03,4.8000e+01,1.0000e+00,4.5758e+00,-8.5231e+05,-8.5232e+05,-4.7976e-02,-8.5232e+05,8.7436e-02,7.6489e+00,8.5246e+05,5.6489e+02,-3.6974e-01,-7.7589e-01,7.2388e-01,1.0772e+00,1.5491e+00,2.0532e+00,2.8953e+00,2.9057e+00,2.9274e+01
2.0000e+03,4.9000e+01,1.0000e+00,4.6667e+00,-8.5226e+05,-8.5227e+05,-4.8976e-02,-8.5227e+05,8.7442e-02,7.6499e+00,8.5068e+05,5.7669e+02,-4.7419e-01,-7.9095e-01,6.2965e-01,1.1585e+00,1.5689e+00,2.0129e+00,2.9054e+00,2.9038e+00,2.9335e+01
2.0000e+03,5.0000e+01,1.0000e+00,4.7574e+00,-8.4719e+05,-8.4720e+05,-4.9975e-02,-8.4720e+05,8.7447e-02,7.6509e+00,8.5064e+05,5.8857e+02,-6.8389e-01,-6.8620e-01,7.1980e-01,1.0607e+00,1.6208e+00,2.1722e+00,2.9015e+00,2.9078e+00,2.9432e+01
2.0000e+03,5.1000e+01,1.0000e+00,4.8479e+00,-8.4534e+05,-8.4534e+05,-5.0975e-02,-8.4534e+05,8.7453e-02,7.6519e+00,8.4557e+05,6.0003e+02,-3.8463e-01,-9.4629e-01,5.9421e-01,1.0462e+00,1.5165e+00,2.2214e+00,2.9426e+00,2.8935e+00,2.9422e+01
2.0000e+03,5.2000e+01,1.0000e+00,4.9383e+00,-8.4513e+05,-8.4514e+05,-5.1974e-02,-8.4514e+05,8.7459e-02,7.6529e+00,8.4371e+05,6.1165e+02,-6.6954e-01,-9.6542e-01,5.8975e-01,9.2588e-01,1.5730e+00,2.2219e+00,2.7462e+00,2.7938e+00,2.9249e+01
2.0000e+03,5.3000e+01,1.0000e+00,5.0285e+00,-8.4471e+05,-8.4472e+05,-5.2974e-02,-8.4472e+05,8.7465e-02,7.6539e+00,8.4351e+05,6.2336e+02,-5.4989e-01,-9.5185e-01,7.9575e-01,1.1497e+00,1.4625e+00,2.1536e+00,2.8801e+00,2.6975e+00,2.9256e+01
2.0000e+03,5.4000e+01,1.0000e+00,5.1185e+00,-8.4410e+05,-8.4411e+05,-5.3973e-02,-8.4411e+05,8.7470e-02,7.6549e+00,8.4309e+05,6.3468e+02,-5.2256e-01,-8.8420e-01,7.9382e-01,9.8030e-01,1.6737e+00,2.1858e+00,2.8011e+00,2.7673e+00,2.9248e+01
2.0000e+03,5.5000e+01,1.0000e+00,5.2083e+00,-8.4316e+05,-8.4317e+05,-5.4973e-02,-8.4317e+05,8.7476e-02,7.6559e+00,8.4248e+05,6.4614e+02,-3.8796e-01,-9.4342e-01,7.1497e-01,1.0026e+00,1.5663e+00,2.0318e+00,2.8601e+00,2.8233e+00,2.9223e+01
2.0000e+03,5.6000e+01,2.0000e+00,5.2930e+00,-8.4203e+05,-8.4204e+05,-5.5972e-02,-8.4204e+05,8.7482e-02,7.6569e+00,8.4153e+05,6.6919e+02,-6.0555e-01,-8.9451e-01,8.2132e-01,9.7939e-01,1.6760e+00,2.1163e+00,2.8629e+00,2.8435e+00,2.9387e+01
2.0000e+03,5.7000e+01,1.0000e+00,5.3824e+00,-8.4184e+05,-8.4185e+05,-5.6972e-02,-8.4185e+05,8.7488e-02,7.6579e+00,8.4040e+05,6.8127e+02,-5.8059e-01,-9.2905e-01,7.5029e-01,1.1352e+00,1.5436e+00,2.1536e+00,2.8121e+00,2.7917e+00,2.9270e+01
2.0000e+03,5.8000e+01,1.0000e+00,5.4717e+00,-8.4059e+05,-8.4060e+05,-5.7971e-02,-8.4060e+05,8.7493e-02,7.6589e+00,8.4021e+05,6.9332e+02,-5.1155e-01,-7.0721e-01,5.9345e-01,9.3590e-01,1.4919e+00,2.1107e+00,2.9106e+00,2.8379e+00,2.9266e+01
2.0000e+03,5.9000e+01,1.0000e+00,5.5608e+00,-8.4008e+05,-8.4009e+05,-5.8971e-02,-8.4009e+05,8.7499e-02,7.6599e+00,8.3897e+05,7.0544e+02,-4.7500e-01,-6.9741e-01,7.4213e-01,1.0396e+00,1.6361e+00,2.2153e+00,2.9116e+00,2.7322e+00,2.9267e+01
2.0000e+03,6.0000e+01,1.0000e+00,5.6497e+00,-8.4004e+05,-8.4005e+05,-5.9970e-02,-8.4005e+05,8.7504e-02,7.6609e+00,8.3845e+05,7.1702e+02,-6.8126e-01,-7.1519e-01,7.5156e-01,1.1008e+00,1.4884e+00,2.1888e+00,2.9464e+00,2.8109e+00,2.9403e+01
2.0000e+03,6.1000e+01,1.0000e+00,5.7385e+00,-8.3951e+05,-8.3952e+05,-6.0970e-02,-8.3952e+05,8.7510e-02,7.6619e+00,8.3841e+05,7.2904e+02,-5.8235e-01,-7.9527e-01,7.0330e-01,1.1408e+00,1.6811e+00,2.2430e+00,2.9272e+00,2.9072e+00,2.9526e+01
2.0000e+03,6.2000e+01,1.0000e+00,5.8271e+00,-8.3867e+05,-8.3867e+05,-6.1969e-02,-8.3867e+05,8.7516e-02,7.6628e+00,8.3788e+05,7.4116e+02,-7.1974e-01,-7.4015e-01,8.1233e-01,1.1639e+00,1.5477e+00,2.2407e+00,2.8651e+00,2.8670e+00,2.9419e+01
2.0000e+03,6.3000e+01,1.0000e+00,5.9155e+00,-8.3864e+05,-8.3864e+05,-6.2969e-02,-8.3864e+05,8.7522e-02,7.6639e+00,8.3704e+05,7.5317e+02,-5.4289e-01,-7.5320e-01,6.8057e-01,1.0253e+00,1.6134e+00,2.1911e+00,2.8595e+00,2.8778e+00,2.9345e+01
2.0000e+03,6.4000e+01,1.0000e+00,6.0038e+00,-8.3781e+05,-8.3782e+05,-6.3968e-02,-8.3782e+05,8.7527e-02,7.6648e+00,8.3701e+05,7.6476e+02,-4.7437e-01,-7.4623e-01,5.8887e-01,1.0277e+00,1.6209e+00,2.1958e+00,2.7582e+00,2.8968e+00,2.9233e+01
2.0000e+03,6.5000e+01,1.0000e+00,6.0918e+00,-8.3529e+05,-8.3530e+05,-6.4968e-02,-8.3530e+05,8.7533e-02,7.6659e+00,8.3619e+05,7.7636e+02,-4.5948e-01,-6.3830e-01,6.7044e-01,9.6480e-01,1.5651e+00,2.1145e+00,2.9323e+00,2.7694e+00,2.9221e+01
2.0000e+03,6.6000e+01,1.0000e+00,6.1798e+00,-8.3502e+05,-8.3502e+05,-6.5967e-02,-8.3502e+05,8.7539e-02,7.6668e+00,8.3367e+05,7.8772e+02,-1.6690e-01,-9.0952e-01,8.1428e-01,9.8638e-01,1.6622e+00,2.2433e+00,2.9241e+00,2.8955e+00,2.9349e+01
2.0000e+03,6.7000e+01,1.0000e+00,6.2675e+00,-8.3054e+05,-8.3054e+05,-6.6967e-02,-8.3054e+05,8.7545e-02,7.6679e+00,8.3339e+05,7.9919e+02,-2.8532e-01,-7.4797e-01,6.5627e-01,1.1446e+00,1.6890e+00,2.2044e+00,2.8227e+00,2.8843e+00,2.9251e+01
2.0000e+03,6.8000e+01,1.0000e+00,6.3551e+00,-8.3050e+05,-8.3051e+05,-6.7966e-02,-8.3051e+05,8.7550e-02,7.6688e+00,8.2891e+05,8.1076e+02,-6.9343e-01,-4.0723e-01,7.9944e-01,1.1420e+00,1.5291e+00,2.1431e+00,2.8705e+00,2.8767e+00,2.9223e+01
2.0000e+03,6.9000e+01,1.0000e+00,6.4426e+00,-8.3022e+05,-8.3023e+05,-6.8966e-02,-8.3023e+05,8.7556e-02,7.6699e+00,8.2888e+05,8.2282e+02,-4.8842e-01,-8.2028e-01,6.1569e-01,1.1003e+00,1.6191e+00,2.0686e+00,2.9527e+00,2.8347e+00,2.9396e+01
2.0000e+03,7.0000e+01,1.0000e+00,6.5299e+00,-8.2964e+05,-8.2965e+05,-6.9965e-02,-8.2965e+05,8.7561e-02,7.6708e+00,8.2859e+05,8.3483e+02,-3.7256e-01,-7.7709e-01,6.5860e-01,1.0033e+00,1.6861e+00,2.0546e+00,2.8749e+00,2.8255e+00,2.9242e+01
