logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.2398e-01,-5.2439e-01,2.0103e+00,3.1116e+00,2.6052e+01,-9.3867e+02
-2.7916e-01,-4.9641e-01,2.0156e+00,2.8132e+00,2.6055e+01,-9.3857e+02
-2.1861e-01,-5.5004e-01,2.0093e+00,3.0098e+00,2.6041e+01,-9.3312e+02
-3.0489e-01,-4.6410e-01,2.0238e+00,2.8471e+00,2.6069e+01,-9.3754e+02
-2.5076e-01,-4.9659e-01,2.0244e+00,3.0023e+00,2.6076e+01,-9.4003e+02
-2.3684e-01,-5.4314e-01,2.0123e+00,2.9488e+00,2.6056e+01,-9.4048e+02
-2.3866e-01,-5.0899e-01,2.0190e+00,3.0773e+00,2.6066e+01,-9.2942e+02
-2.3138e-01,-5.2842e-01,2.0064e+00,3.0657e+00,2.6044e+01,-9.4041e+02
-2.5193e-01,-5.0224e-01,2.0237e+00,2.9456e+00,2.6076e+01,-9.3532e+02
-2.0178e-01,-5.2625e-01,1.9809e+00,3.1110e+00,2.5944e+01,-9.3030e+02
-2.3702e-01,-5.2540e-01,1.9862e+00,2.9838e+00,2.5973e+01,-9.3592e+02
-2.1220e-01,-5.0959e-01,2.0080e+00,3.1436e+00,2.6028e+01,-9.3656e+02
-2.9137e-01,-4.9494e-01,2.0209e+00,2.8154e+00,2.6069e+01,-9.3985e+02
-2.3195e-01,-5.4362e-01,2.0071e+00,2.9543e+00,2.6039e+01,-9.4012e+02
-2.5009e-01,-5.0249e-01,2.0060e+00,2.9371e+00,2.6015e+01,-9.3954e+02
-2.4565e-01,-5.1159e-01,1.9851e+00,2.9352e+00,2.5963e+01,-9.3955e+02
-2.3731e-01,-5.0269e-01,1.9825e+00,2.9754e+00,2.5944e+01,-9.3856e+02
-2.5423e-01,-5.1693e-01,1.9833e+00,2.8774e+00,2.5953e+01,-9.3375e+02
-2.5147e-01,-5.0999e-01,2.0189e+00,2.9963e+00,2.6070e+01,-9.3908e+02
-2.2362e-01,-5.2356e-01,2.0075e+00,3.0734e+00,2.6031e+01,-9.3043e+02
-2.1764e-01,-5.2132e-01,1.9812e+00,3.0218e+00,2.5946e+01,-9.2871e+02
-2.4407e-01,-5.2417e-01,1.9837e+00,2.8853e+00,2.5951e+01,-9.4150e+02
-3.0429e-01,-4.6735e-01,2.0253e+00,2.8188e+00,2.6074e+01,-9.4156e+02
-2.2158e-01,-5.3026e-01,2.0012e+00,3.1026e+00,2.6018e+01,-9.3370e+02
-2.5652e-01,-5.0127e-01,2.0127e+00,3.0569e+00,2.6053e+01,-9.3131e+02
-2.2500e-01,-5.1338e-01,1.9865e+00,3.0459e+00,2.5963e+01,-9.2936e+02
-2.0686e-01,-5.2971e-01,2.0074e+00,3.0703e+00,2.6027e+01,-9.3167e+02
-2.4979e-01,-5.2969e-01,2.0029e+00,2.8521e+00,2.6017e+01,-9.3540e+02
-2.6050e-01,-5.1798e-01,1.9975e+00,2.8840e+00,2.5999e+01,-9.3839e+02
-2.9225e-01,-4.8207e-01,2.0226e+00,2.8596e+00,2.6073e+01,-9.3841e+02
-3.0358e-01,-4.6215e-01,2.0255e+00,2.8176e+00,2.6076e+01,-9.2716e+02
-2.9458e-01,-4.6420e-01,2.0280e+00,3.0031e+00,2.6092e+01,-9.3295e+02
-2.0853e-01,-5.3191e-01,2.0040e+00,3.0902e+00,2.6029e+01,-9.3674e+02
-2.9332e-01,-4.9067e-01,2.0013e+00,2.7932e+00,2.6014e+01,-9.3517e+02
-2.7812e-01,-5.0878e-01,1.9936e+00,2.7834e+00,2.5990e+01,-9.3987e+02
-2.1610e-01,-5.2132e-01,2.0006e+00,3.1260e+00,2.6020e+01,-9.3511e+02
-2.5101e-01,-5.2704e-01,2.0078e+00,2.8665e+00,2.6032e+01,-9.4061e+02
-2.2176e-01,-4.9356e-01,1.9998e+00,3.1375e+00,2.5997e+01,-9.2115e+02
-2.2550e-01,-5.2060e-01,2.0032e+00,3.1486e+00,2.6029e+01,-9.0712e+02
-2.9827e-01,-4.7005e-01,2.0376e+00,2.8741e+00,2.6116e+01,-9.3280e+02
-2.0324e-01,-5.2930e-01,1.9889e+00,3.1578e+00,2.5977e+01,-9.3461e+02
-2.1747e-01,-5.3420e-01,2.0035e+00,3.0346e+00,2.6025e+01,-9.1959e+02
-2.5363e-01,-5.1763e-01,1.9891e+00,2.8139e+00,2.5966e+01,-9.3462e+02
-3.0860e-01,-4.7434e-01,2.0279e+00,2.8062e+00,2.6089e+01,-9.2417e+02
-2.4479e-01,-5.1486e-01,2.0162e+00,3.0224e+00,2.6064e+01,-9.3924e+02
-2.1946e-01,-5.0920e-01,1.9993e+00,3.1147e+00,2.6010e+01,-9.3901e+02
-2.2036e-01,-5.3552e-01,1.9978e+00,3.0340e+00,2.6009e+01,-9.2822e+02
-2.2128e-01,-5.2030e-01,1.9983e+00,3.0308e+00,2.6000e+01,-9.2900e+02
-2.8879e-01,-4.9220e-01,2.0274e+00,2.8010e+00,2.6092e+01,-9.3428e+02
-2.2000e-01,-5.4858e-01,1.9946e+00,2.9589e+00,2.6000e+01,-9.4041e+02
-3.0207e-01,-4.7219e-01,2.0321e+00,2.8194e+00,2.6097e+01,-9.3996e+02
-2.4950e-01,-5.1531e-01,2.0168e+00,2.9347e+00,2.6058e+01,-9.3731e+02
-2.2330e-01,-5.2007e-01,2.0051e+00,3.1220e+00,2.6029e+01,-9.3623e+02
-2.9626e-01,-4.7075e-01,2.0339e+00,2.8554e+00,2.6103e+01,-9.4118e+02
-3.0228e-01,-4.5157e-01,2.0295e+00,2.9005e+00,2.6086e+01,-9.4065e+02
-2.7055e-01,-4.8911e-01,2.0275e+00,2.9855e+00,2.6091e+01,-9.3621e+02
-2.5588e-01,-5.2853e-01,1.9993e+00,2.8909e+00,2.6014e+01,-9.3857e+02
-2.5346e-01,-5.2270e-01,2.0139e+00,2.8599e+00,2.6052e+01,-9.3648e+02
-2.2887e-01,-5.0963e-01,2.0101e+00,3.0973e+00,2.6037e+01,-9.4108e+02
-2.2528e-01,-5.2471e-01,2.0091e+00,2.9836e+00,2.6032e+01,-9.2929e+02
-2.1104e-01,-5.4765e-01,2.0067e+00,3.0064e+00,2.6028e+01,-9.3734e+02
-2.5402e-01,-5.1606e-01,2.0021e+00,2.9225e+00,2.6012e+01,-9.3850e+02
-3.0179e-01,-4.6733e-01,2.0360e+00,2.8207e+00,2.6104e+01,-9.3399e+02
-2.2965e-01,-5.3334e-01,2.0005e+00,2.9683e+00,2.6013e+01,-9.4008e+02
-2.5576e-01,-5.1732e-01,2.0122e+00,2.9239e+00,2.6044e+01,-9.2813e+02
-2.5609e-01,-5.1207e-01,2.0101e+00,2.9794e+00,2.6041e+01,-9.3494e+02
-2.7558e-01,-5.1639e-01,2.0001e+00,2.7948e+00,2.6009e+01,-9.3759e+02
-2.4850e-01,-5.1134e-01,1.9764e+00,2.9201e+00,2.5933e+01,-9.3989e+02
-2.8299e-01,-5.0333e-01,2.0016e+00,2.6888e+00,2.6007e+01,-9.3926e+02
-2.1746e-01,-5.4140e-01,1.9987e+00,2.9483e+00,2.6003e+01,-9.3161e+02
-2.4827e-01,-4.9435e-01,2.0019e+00,3.0014e+00,2.6006e+01,-9.3113e+02
-2.7832e-01,-4.7679e-01,2.0179e+00,2.9528e+00,2.6062e+01,-9.3821e+02
