logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.6482e-01,-4.6452e-01,4.0209e+00,3.0761e+00,3.0051e+01,-1.1285e+02
-2.8592e-01,-4.4624e-01,4.0120e+00,2.9845e+00,3.0018e+01,-1.1235e+02
-2.5698e-01,-4.9903e-01,4.0120e+00,2.9393e+00,3.0026e+01,-1.1136e+02
-2.8780e-01,-4.5488e-01,4.0189e+00,2.9205e+00,3.0035e+01,-1.1252e+02
-2.7059e-01,-4.5799e-01,4.0063e+00,3.0015e+00,3.0002e+01,-1.1030e+02
-2.4713e-01,-4.9907e-01,4.0092e+00,2.9950e+00,3.0018e+01,-1.1104e+02
-2.8481e-01,-4.6249e-01,4.0209e+00,2.9322e+00,3.0044e+01,-1.1265e+02
-2.5938e-01,-4.8628e-01,4.0253e+00,2.9984e+00,3.0060e+01,-1.1207e+02
-2.1279e-01,-5.7760e-01,3.9884e+00,2.9041e+00,2.9972e+01,-1.1139e+02
-2.7227e-01,-4.4484e-01,4.0164e+00,3.0902e+00,3.0033e+01,-1.1281e+02
-2.4803e-01,-5.4202e-01,3.9979e+00,2.8306e+00,2.9993e+01,-1.1279e+02
-2.6782e-01,-4.6397e-01,4.0187e+00,3.0442e+00,3.0041e+01,-1.1277e+02
-2.5530e-01,-4.9045e-01,4.0215e+00,2.9896e+00,3.0048e+01,-1.1226e+02
-2.5110e-01,-4.7746e-01,4.0141e+00,3.0424e+00,3.0026e+01,-1.1258e+02
-3.1313e-01,-4.1329e-01,4.0244e+00,2.9731e+00,3.0052e+01,-1.1213e+02
-2.5588e-01,-4.9834e-01,4.0222e+00,2.9510e+00,3.0051e+01,-1.1072e+02
-2.4818e-01,-5.2260e-01,4.0156e+00,2.9370e+00,3.0040e+01,-1.1287e+02
-2.8920e-01,-4.5331e-01,4.0188e+00,2.9303e+00,3.0036e+01,-1.1093e+02
-3.2613e-01,-4.1324e-01,4.0319e+00,2.8674e+00,3.0065e+01,-1.1199e+02
-2.8907e-01,-4.6603e-01,4.0068e+00,2.8987e+00,3.0009e+01,-1.1224e+02
-2.5351e-01,-5.2309e-01,4.0030e+00,2.9005e+00,3.0009e+01,-1.1219e+02
-2.7050e-01,-4.7552e-01,4.0228e+00,2.9438e+00,3.0048e+01,-1.1160e+02
-2.7020e-01,-4.6754e-01,4.0305e+00,3.0433e+00,3.0076e+01,-1.1220e+02
-2.8595e-01,-4.7943e-01,4.0170e+00,2.9051e+00,3.0042e+01,-1.1237e+02
-2.5305e-01,-5.1523e-01,4.0045e+00,2.9087e+00,3.0008e+01,-1.1197e+02
-2.6768e-01,-5.0018e-01,4.0084e+00,2.8998e+00,3.0017e+01,-1.1014e+02
-3.1901e-01,-3.9851e-01,4.0363e+00,2.9531e+00,3.0073e+01,-1.0838e+02
-2.8035e-01,-4.4974e-01,4.0216e+00,3.0313e+00,3.0048e+01,-1.1281e+02
-2.9674e-01,-4.7080e-01,4.0306e+00,2.8560e+00,3.0072e+01,-1.0983e+02
-2.5394e-01,-4.8345e-01,4.0081e+00,3.0033e+00,3.0011e+01,-1.1246e+02
-2.6115e-01,-4.7499e-01,4.0040e+00,2.9954e+00,3.0000e+01,-1.0747e+02
-2.9040e-01,-4.3852e-01,4.0350e+00,3.0329e+00,3.0082e+01,-1.1235e+02
-2.8243e-01,-4.6052e-01,4.0177e+00,2.9353e+00,3.0034e+01,-1.1222e+02
-2.7382e-01,-4.9330e-01,4.0147e+00,2.8876e+00,3.0032e+01,-1.1103e+02
-2.6492e-01,-4.8248e-01,4.0141e+00,2.9825e+00,3.0031e+01,-1.0888e+02
-2.6068e-01,-4.8173e-01,4.0168e+00,2.9757e+00,3.0034e+01,-1.1196e+02
-2.4823e-01,-5.1247e-01,4.0012e+00,2.9360e+00,2.9999e+01,-1.1206e+02
-2.6241e-01,-4.9579e-01,4.0103e+00,2.9248e+00,3.0020e+01,-1.1202e+02
-2.2097e-01,-5.5695e-01,3.9979e+00,2.9350e+00,2.9997e+01,-1.1213e+02
-3.0915e-01,-4.2708e-01,4.0244e+00,2.9461e+00,3.0051e+01,-1.1098e+02
-2.6663e-01,-4.7924e-01,4.0117e+00,2.9679e+00,3.0021e+01,-1.1177e+02
-2.7518e-01,-4.6907e-01,4.0137e+00,2.9566e+00,3.0026e+01,-1.1206e+02
-2.8930e-01,-4.4674e-01,4.0259e+00,3.0114e+00,3.0061e+01,-1.0982e+02
-2.8337e-01,-4.7297e-01,4.0096e+00,2.9184e+00,3.0019e+01,-1.1204e+02
-3.2442e-01,-3.8195e-01,4.0256e+00,2.9828e+00,3.0041e+01,-1.1211e+02
-3.2482e-01,-4.2037e-01,4.0257e+00,2.8442e+00,3.0050e+01,-1.1297e+02
-2.3506e-01,-5.5081e-01,4.0009e+00,2.8935e+00,3.0005e+01,-1.1105e+02
-2.7903e-01,-4.7638e-01,4.0157e+00,2.8743e+00,3.0027e+01,-1.1174e+02
-2.6206e-01,-4.8682e-01,3.9992e+00,2.9612e+00,2.9990e+01,-1.1062e+02
-2.1644e-01,-5.3110e-01,4.0113e+00,3.0554e+00,3.0027e+01,-1.1290e+02
-2.8583e-01,-4.6820e-01,4.0138e+00,2.9009e+00,3.0025e+01,-1.1061e+02
-2.6379e-01,-4.8777e-01,4.0120e+00,2.9789e+00,3.0026e+01,-1.1034e+02
-2.7195e-01,-4.6434e-01,4.0128e+00,3.0357e+00,3.0029e+01,-1.1274e+02
-2.4492e-01,-5.0157e-01,4.0223e+00,3.0102e+00,3.0052e+01,-1.1177e+02
-3.0877e-01,-4.1231e-01,4.0273e+00,3.0005e+00,3.0055e+01,-1.1196e+02
-2.3383e-01,-5.4503e-01,4.0005e+00,2.9232e+00,3.0003e+01,-1.1046e+02
-2.5498e-01,-4.7236e-01,4.0059e+00,3.0511e+00,3.0006e+01,-1.1271e+02
-2.8773e-01,-4.5356e-01,4.0121e+00,2.9727e+00,3.0023e+01,-1.0807e+02
-2.8028e-01,-4.4699e-01,4.0151e+00,3.0218e+00,3.0026e+01,-1.1287e+02
-2.8149e-01,-4.4170e-01,4.0188e+00,3.0258e+00,3.0035e+01,-1.1254e+02
-2.8132e-01,-4.6341e-01,4.0179e+00,2.9221e+00,3.0032e+01,-1.1239e+02
-2.5313e-01,-5.0799e-01,4.0003e+00,2.9494e+00,2.9999e+01,-1.0844e+02
-2.5485e-01,-4.9532e-01,4.0102e+00,2.9662e+00,3.0019e+01,-1.1271e+02
-2.6461e-01,-4.7935e-01,4.0174e+00,2.9899e+00,3.0038e+01,-1.1254e+02
-2.4859e-01,-5.0961e-01,4.0055e+00,2.9715e+00,3.0012e+01,-1.1005e+02
-2.8595e-01,-4.5551e-01,4.0218e+00,2.9500e+00,3.0044e+01,-1.1202e+02
-2.7205e-01,-4.6437e-01,4.0245e+00,2.9982e+00,3.0053e+01,-1.0929e+02
-2.3341e-01,-4.9837e-01,4.0076e+00,3.0732e+00,3.0015e+01,-1.1216e+02
-2.4456e-01,-5.3526e-01,4.0028e+00,2.8641e+00,3.0002e+01,-1.1193e+02
-2.4652e-01,-5.0999e-01,4.0100e+00,2.9944e+00,3.0026e+01,-1.1293e+02
-2.6536e-01,-4.5592e-01,4.0195e+00,3.0922e+00,3.0045e+01,-1.1262e+02
-2.7805e-01,-4.7167e-01,4.0132e+00,2.9226e+00,3.0021e+01,-1.1209e+02
-3.1364e-01,-4.1568e-01,4.0250e+00,2.9576e+00,3.0054e+01,-1.1171e+02
-2.3827e-01,-5.2945e-01,4.0097e+00,2.9401e+00,3.0022e+01,-1.1215e+02
-2.8649e-01,-4.5005e-01,4.0225e+00,2.9317e+00,3.0041e+01,-1.1250e+02
-2.7265e-01,-4.4554e-01,4.0201e+00,3.0780e+00,3.0043e+01,-1.1237e+02
-2.7312e-01,-4.4761e-01,4.0270e+00,3.0664e+00,3.0061e+01,-1.1094e+02
-3.0257e-01,-4.1239e-01,4.0406e+00,3.0385e+00,3.0089e+01,-1.1119e+02
