logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
7.5989e-03,-7.3507e-01,4.1212e-01,1.3438e+00,2.3885e+00,3.0523e+00,3.9320e+00,2.6007e+01,-7.3377e+02
-8.3645e-02,-8.6534e-01,2.9469e-01,9.4292e-01,1.8399e+00,2.1544e+00,3.9381e+00,2.5841e+01,-5.7807e+02
1.0703e-01,-5.4024e-01,-3.3477e-03,1.1149e+00,1.9631e+00,3.6512e+00,3.3625e+00,2.5720e+01,-5.6580e+02
-5.6353e-02,-9.1900e-01,1.1335e-03,1.0078e+00,9.1749e-01,2.1326e+00,3.8858e+00,2.5660e+01,-3.8694e+02
-2.3269e-01,-5.3783e-01,-3.8011e-03,1.3042e+00,1.6078e+00,2.9284e+00,3.9332e+00,2.5935e+01,-3.3670e+02
4.6143e-02,-1.0162e-01,-6.5522e-01,9.9650e-01,2.5927e+00,3.7558e+00,3.3096e+00,2.5795e+01,-7.0787e+02
-4.5986e-01,-2.4828e-01,3.2515e-01,2.7476e-01,2.2882e+00,2.3222e+00,4.1025e+00,2.6226e+01,-6.6872e+02
-5.8197e-03,-9.0961e-02,8.7536e-02,5.9746e-01,1.8972e+00,3.7785e+00,3.0777e+00,2.5680e+01,-5.2764e+02
-3.8615e-01,-3.3046e-01,-6.6569e-02,6.7341e-01,2.4065e+00,2.9029e+00,4.0399e+00,2.6200e+01,-7.3393e+02
-2.3369e-01,-5.9573e-01,5.7812e-01,1.0558e+00,2.3740e+00,2.4608e+00,4.0772e+00,2.6274e+01,-7.1886e+02
-4.0103e-01,-1.5001e-01,-6.7427e-02,1.1986e+00,2.5975e+00,2.5463e+00,4.0886e+00,2.6206e+01,-6.0260e+02
-2.3402e-02,-2.0718e-01,2.3342e-01,3.8105e-01,1.9053e+00,3.8822e+00,2.9717e+00,2.5983e+01,-5.7313e+02
-5.9086e-02,-1.4042e-01,3.4597e-01,4.2821e-01,1.4561e+00,3.7360e+00,3.3133e+00,2.5720e+01,-6.5546e+02
-1.6645e-01,-4.5670e-01,-6.0342e-01,1.5289e+00,1.6641e+00,3.3481e+00,3.9252e+00,2.6075e+01,-5.3171e+02
1.7866e-01,-6.4335e-01,-7.0109e-02,1.2550e+00,2.4212e+00,3.5368e+00,3.5296e+00,2.5739e+01,-7.2490e+02
-6.1105e-02,-1.8876e-01,-4.9371e-01,1.7011e+00,1.6204e+00,3.7399e+00,3.6260e+00,2.5996e+01,-6.3865e+02
-3.6594e-02,-1.0031e-01,-1.9568e-02,9.0400e-01,1.9369e+00,3.7578e+00,3.4411e+00,2.5799e+01,-5.0435e+02
1.4226e-02,-6.9871e-01,2.5851e-01,1.2159e+00,2.7057e+00,2.4941e+00,3.9749e+00,2.6038e+01,-6.9284e+02
