nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logNpix,tau
2.0000e+03,1.0000e+00,1.0000e+00,3.3223e-01,-7.5910e+05,-7.5910e+05,-3.3278e-03,-7.5910e+05,1.4594e-01,6.4003e+00,inf,2.3718e+03,3.9477e-01,-2.8593e-01,2.1302e+00,2.4461e+00
2.0000e+03,2.0000e+00,1.0000e+00,6.6225e-01,-7.5628e+05,-7.5629e+05,-6.6556e-03,-7.5629e+05,1.4598e-01,6.4036e+00,3.3407e+05,2.3796e+03,2.3527e-01,-1.1097e+00,2.1459e+00,2.2332e+00
2.0000e+03,3.0000e+00,1.0000e+00,9.9010e-01,-7.5364e+05,-7.5365e+05,-9.9834e-03,-7.5365e+05,1.4602e-01,6.4069e+00,3.3126e+05,2.3881e+03,4.6472e-01,-1.7350e+00,2.3014e+00,1.4507e+00
2.0000e+03,4.0000e+00,1.0000e+00,1.3158e+00,-7.5071e+05,-7.5072e+05,-1.3311e-02,-7.5072e+05,1.4605e-01,6.4102e+00,3.2862e+05,2.3970e+03,1.4548e-01,-1.5196e+00,2.0485e+00,4.5783e+00
2.0000e+03,5.0000e+00,1.0000e+00,1.6393e+00,-7.4586e+05,-7.4586e+05,-1.6639e-02,-7.4586e+05,1.4609e-01,6.4136e+00,3.2569e+05,2.4036e+03,-1.0371e+00,-1.8090e-02,2.0300e+00,6.7715e+00
2.0000e+03,6.0000e+00,1.0000e+00,1.9608e+00,-7.4323e+05,-7.4324e+05,-1.9967e-02,-7.4324e+05,1.4613e-01,6.4169e+00,3.2083e+05,2.4112e+03,-7.0012e-02,-5.5182e-01,2.0934e+00,5.7877e+00
2.0000e+03,7.0000e+00,1.0000e+00,2.2801e+00,-7.4286e+05,-7.4287e+05,-2.3295e-02,-7.4287e+05,1.4617e-01,6.4202e+00,3.1821e+05,2.4190e+03,-3.5468e-01,-1.7587e+00,6.9998e+00,1.9948e+01
2.0000e+03,8.0000e+00,1.0000e+00,2.5974e+00,-7.4140e+05,-7.4140e+05,-2.6622e-02,-7.4140e+05,1.4621e-01,6.4235e+00,3.1784e+05,2.4256e+03,-6.6649e-01,-9.2830e-01,2.0310e+00,6.0828e+00
2.0000e+03,9.0000e+00,1.0000e+00,2.9126e+00,-7.4103e+05,-7.4104e+05,-2.9950e-02,-7.4104e+05,1.4624e-01,6.4269e+00,3.1637e+05,2.4346e+03,2.0855e-01,-1.1553e+00,2.4422e+00,1.2282e+00
2.0000e+03,1.0000e+01,1.0000e+00,3.2258e+00,-7.3976e+05,-7.3977e+05,-3.3278e-02,-7.3977e+05,1.4628e-01,6.4302e+00,3.1601e+05,2.4443e+03,3.0747e-01,-1.7230e+00,2.0077e+00,1.2295e+01
2.0000e+03,1.1000e+01,1.0000e+00,3.5370e+00,-7.3750e+05,-7.3750e+05,-3.6606e-02,-7.3750e+05,1.4632e-01,6.4336e+00,3.1474e+05,2.4524e+03,4.3245e-03,-1.8991e+00,2.4133e+00,8.6781e-01
2.0000e+03,1.2000e+01,1.0000e+00,3.8462e+00,-7.3678e+05,-7.3678e+05,-3.9933e-02,-7.3678e+05,1.4636e-01,6.4368e+00,3.1248e+05,2.4599e+03,-6.0719e-01,-1.3863e+00,2.0864e+00,5.9412e+00
2.0000e+03,1.3000e+01,1.0000e+00,4.1534e+00,-7.3601e+05,-7.3602e+05,-4.3261e-02,-7.3602e+05,1.4640e-01,6.4402e+00,3.1175e+05,2.4679e+03,3.0702e-01,-6.5315e-02,2.3377e+00,6.4200e+00
2.0000e+03,1.4000e+01,1.0000e+00,4.4586e+00,-7.3526e+05,-7.3527e+05,-4.6589e-02,-7.3527e+05,1.4643e-01,6.4435e+00,3.1099e+05,2.4771e+03,-1.1615e+00,-1.8737e+00,2.1611e+00,4.9244e+00
2.0000e+03,1.5000e+01,1.0000e+00,4.7619e+00,-7.3151e+05,-7.3152e+05,-4.9917e-02,-7.3152e+05,1.4647e-01,6.4469e+00,3.1024e+05,2.4852e+03,-9.0571e-01,-5.6403e-01,6.9890e+00,1.1083e+01
2.0000e+03,1.6000e+01,1.0000e+00,5.0633e+00,-7.3083e+05,-7.3084e+05,-5.3245e-02,-7.3084e+05,1.4651e-01,6.4501e+00,3.0649e+05,2.4931e+03,-1.0036e+00,-4.0064e-01,2.0944e+00,9.6590e+00
2.0000e+03,1.7000e+01,1.0000e+00,5.3628e+00,-7.3011e+05,-7.3012e+05,-5.6572e-02,-7.3012e+05,1.4655e-01,6.4535e+00,3.0581e+05,2.4996e+03,-7.5336e-01,-3.4263e-01,2.4512e+00,1.3737e+00
2.0000e+03,1.8000e+01,1.0000e+00,5.6604e+00,-7.2925e+05,-7.2925e+05,-5.9900e-02,-7.2925e+05,1.4658e-01,6.4568e+00,3.0509e+05,2.5090e+03,4.3167e-01,-1.7057e+00,2.1482e+00,1.1918e+01
2.0000e+03,1.9000e+01,1.0000e+00,5.9561e+00,-7.2837e+05,-7.2838e+05,-6.3228e-02,-7.2838e+05,1.4662e-01,6.4602e+00,3.0422e+05,2.5172e+03,-1.2906e+00,-1.2525e+00,2.1089e+00,9.0219e+00
2.0000e+03,2.0000e+01,1.0000e+00,6.2500e+00,-7.2768e+05,-7.2769e+05,-6.6556e-02,-7.2769e+05,1.4666e-01,6.4634e+00,3.0335e+05,2.5258e+03,1.6442e-01,-4.4707e-01,2.3058e+00,6.5161e+00
2.0000e+03,2.1000e+01,1.0000e+00,6.5421e+00,-7.2766e+05,-7.2767e+05,-6.9884e-02,-7.2767e+05,1.4670e-01,6.4668e+00,3.0266e+05,2.5334e+03,-6.8915e-01,-2.0135e-01,2.4239e+00,3.7046e+00
2.0000e+03,2.2000e+01,1.0000e+00,6.8323e+00,-7.2752e+05,-7.2753e+05,-7.3211e-02,-7.2753e+05,1.4674e-01,6.4701e+00,3.0264e+05,2.5416e+03,-1.1894e+00,-7.0088e-01,6.9083e+00,1.3927e+01
2.0000e+03,2.3000e+01,1.0000e+00,7.1207e+00,-7.2715e+05,-7.2715e+05,-7.6539e-02,-7.2715e+05,1.4677e-01,6.4735e+00,3.0250e+05,2.5495e+03,-1.0570e-01,-1.1808e+00,2.0286e+00,1.9085e+01
2.0000e+03,2.4000e+01,1.0000e+00,7.4074e+00,-7.2673e+05,-7.2674e+05,-7.9867e-02,-7.2674e+05,1.4681e-01,6.4768e+00,3.0213e+05,2.5578e+03,-5.0420e-02,-5.6664e-01,2.2054e+00,8.8457e+00
2.0000e+03,2.5000e+01,1.0000e+00,7.6923e+00,-7.2438e+05,-7.2439e+05,-8.3195e-02,-7.2439e+05,1.4685e-01,6.4801e+00,3.0171e+05,2.5667e+03,4.0298e-01,-6.3404e-01,2.3808e+00,8.2606e+00
2.0000e+03,2.6000e+01,1.0000e+00,7.9755e+00,-7.2401e+05,-7.2401e+05,-8.6523e-02,-7.2401e+05,1.4689e-01,6.4834e+00,2.9936e+05,2.5731e+03,-3.9506e-01,-1.4539e+00,6.8725e+00,1.3389e+01
2.0000e+03,2.7000e+01,1.0000e+00,8.2569e+00,-7.2328e+05,-7.2329e+05,-8.9850e-02,-7.2329e+05,1.4692e-01,6.4868e+00,2.9899e+05,2.5810e+03,-1.2236e+00,-6.5515e-01,2.1966e+00,8.6924e+00
2.0000e+03,2.8000e+01,1.0000e+00,8.5366e+00,-7.2302e+05,-7.2302e+05,-9.3178e-02,-7.2302e+05,1.4696e-01,6.4901e+00,2.9826e+05,2.5899e+03,3.2170e-01,-6.1573e-01,2.2147e+00,1.6688e+01
2.0000e+03,2.9000e+01,1.0000e+00,8.8146e+00,-7.2285e+05,-7.2286e+05,-9.6506e-02,-7.2286e+05,1.4700e-01,6.4934e+00,2.9799e+05,2.5977e+03,-4.2904e-01,-1.1104e+00,2.1106e+00,1.2159e+01
2.0000e+03,3.0000e+01,1.0000e+00,9.0909e+00,-7.2071e+05,-7.2072e+05,-9.9834e-02,-7.2072e+05,1.4704e-01,6.4968e+00,2.9783e+05,2.6058e+03,-4.0432e-01,-5.3953e-01,2.1399e+00,1.7285e+01
2.0000e+03,3.1000e+01,1.0000e+00,9.3656e+00,-7.2017e+05,-7.2017e+05,-1.0316e-01,-7.2017e+05,1.4707e-01,6.5001e+00,2.9569e+05,2.6139e+03,1.3249e-01,-2.6777e-01,2.6556e+00,3.9451e+00
2.0000e+03,3.2000e+01,1.0000e+00,9.6386e+00,-7.1828e+05,-7.1829e+05,-1.0649e-01,-7.1829e+05,1.4711e-01,6.5034e+00,2.9514e+05,2.6234e+03,-3.1075e-01,-9.3338e-01,2.2166e+00,1.1273e+01
2.0000e+03,3.3000e+01,2.0000e+00,9.8802e+00,-7.1687e+05,-7.1688e+05,-1.0982e-01,-7.1688e+05,1.4715e-01,6.5067e+00,2.9326e+05,2.6390e+03,-4.2842e-01,-1.4571e+00,2.1722e+00,1.2579e+01
2.0000e+03,3.4000e+01,1.0000e+00,1.0149e+01,-7.1593e+05,-7.1593e+05,-1.1314e-01,-7.1593e+05,1.4719e-01,6.5101e+00,2.9185e+05,2.6470e+03,-1.3246e+00,-2.6819e-01,2.2062e+00,1.9168e+01
2.0000e+03,3.5000e+01,1.0000e+00,1.0417e+01,-7.1570e+05,-7.1571e+05,-1.1647e-01,-7.1571e+05,1.4723e-01,6.5134e+00,2.9091e+05,2.6559e+03,-6.1281e-01,-3.7997e-01,2.5193e+00,4.6767e+00
2.0000e+03,3.6000e+01,1.0000e+00,1.0682e+01,-7.1523e+05,-7.1523e+05,-1.1980e-01,-7.1523e+05,1.4726e-01,6.5168e+00,2.9068e+05,2.6642e+03,-8.6972e-01,-1.0077e+00,2.2521e+00,1.1692e+01
2.0000e+03,3.7000e+01,1.0000e+00,1.0947e+01,-7.1384e+05,-7.1385e+05,-1.2313e-01,-7.1385e+05,1.4730e-01,6.5200e+00,2.9020e+05,2.6708e+03,-1.4813e+00,-1.9870e-01,6.8862e+00,1.1182e+01
2.0000e+03,3.8000e+01,1.0000e+00,1.1209e+01,-7.1364e+05,-7.1365e+05,-1.2646e-01,-7.1365e+05,1.4734e-01,6.5234e+00,2.8882e+05,2.6785e+03,-7.7023e-01,-7.6921e-01,2.3769e+00,7.4396e+00
2.0000e+03,3.9000e+01,1.0000e+00,1.1471e+01,-7.1353e+05,-7.1353e+05,-1.2978e-01,-7.1353e+05,1.4738e-01,6.5267e+00,2.8862e+05,2.6876e+03,-4.2624e-01,-3.6160e-01,2.2856e+00,1.3421e+01
2.0000e+03,4.0000e+01,1.0000e+00,1.1730e+01,-7.1331e+05,-7.1332e+05,-1.3311e-01,-7.1332e+05,1.4741e-01,6.5301e+00,2.8850e+05,2.6958e+03,1.1824e-01,-6.8686e-02,2.4621e+00,1.1710e+01
2.0000e+03,4.1000e+01,1.0000e+00,1.1988e+01,-7.1205e+05,-7.1205e+05,-1.3644e-01,-7.1205e+05,1.4745e-01,6.5334e+00,2.8829e+05,2.7035e+03,-1.0965e+00,-6.0341e-01,6.7610e+00,1.7810e+01
2.0000e+03,4.2000e+01,1.0000e+00,1.2245e+01,-7.1182e+05,-7.1183e+05,-1.3977e-01,-7.1183e+05,1.4749e-01,6.5367e+00,2.8702e+05,2.7105e+03,-6.6154e-01,-8.6267e-01,2.2086e+00,1.9913e+01
2.0000e+03,4.3000e+01,1.0000e+00,1.2500e+01,-7.1162e+05,-7.1163e+05,-1.4309e-01,-7.1163e+05,1.4753e-01,6.5400e+00,2.8680e+05,2.7191e+03,-6.9001e-01,-7.0081e-04,2.5429e+00,6.6149e+00
2.0000e+03,4.4000e+01,1.0000e+00,1.2754e+01,-7.1101e+05,-7.1102e+05,-1.4642e-01,-7.1102e+05,1.4756e-01,6.5434e+00,2.8660e+05,2.7272e+03,-1.3826e+00,-1.8820e+00,2.2599e+00,1.0368e+01
2.0000e+03,4.5000e+01,1.0000e+00,1.3006e+01,-7.1001e+05,-7.1002e+05,-1.4975e-01,-7.1002e+05,1.4760e-01,6.5467e+00,2.8599e+05,2.7356e+03,-1.2746e+00,-1.1900e+00,2.2104e+00,1.8539e+01
2.0000e+03,4.6000e+01,1.0000e+00,1.3256e+01,-7.0954e+05,-7.0955e+05,-1.5308e-01,-7.0955e+05,1.4764e-01,6.5500e+00,2.8499e+05,2.7442e+03,-8.8663e-01,-1.8868e+00,6.6842e+00,1.8090e+01
2.0000e+03,4.7000e+01,1.0000e+00,1.3506e+01,-7.0937e+05,-7.0938e+05,-1.5641e-01,-7.0938e+05,1.4768e-01,6.5533e+00,2.8452e+05,2.7521e+03,-1.3804e+00,-1.6314e+00,2.2368e+00,1.3530e+01
2.0000e+03,4.8000e+01,1.0000e+00,1.3754e+01,-7.0923e+05,-7.0924e+05,-1.5973e-01,-7.0924e+05,1.4771e-01,6.5567e+00,2.8435e+05,2.7599e+03,-5.7326e-01,-5.9333e-01,2.3302e+00,1.3413e+01
