nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logSFH5,logSFH6
2.0000e+03,3.0000e+01,1.0000e+00,9.0361e+00,-9.8727e+05,-9.8728e+05,-9.9834e-02,-9.8728e+05,1.4704e-01,6.4968e+00,9.8439e+05,1.2936e+02,-1.2642e+00,7.3441e-02,-2.3995e+00,-3.2205e-01,-1.7062e-01,-9.8345e-02,-2.2354e-01,2.4770e+00,2.3271e+00
2.0000e+03,3.1000e+01,1.0000e+00,9.3093e+00,-9.7857e+05,-9.7858e+05,-1.0316e-01,-9.7858e+05,1.4707e-01,6.5001e+00,9.6531e+05,1.3346e+02,-1.3737e+00,-1.9194e+00,-2.1397e+00,-1.4640e+00,-3.5259e-01,-7.5988e-01,1.9514e+00,2.4731e+00,2.0932e+00
2.0000e+03,3.2000e+01,1.0000e+00,9.5808e+00,-9.7210e+05,-9.7210e+05,-1.0649e-01,-9.7210e+05,1.4711e-01,6.5035e+00,9.5661e+05,1.3750e+02,-1.1865e+00,2.9143e-01,-9.4159e-01,-3.4695e-01,-9.0672e-01,9.0235e-01,1.0965e+00,1.2959e+00,9.0157e-01
2.0000e+03,3.3000e+01,1.0000e+00,9.8507e+00,-9.7159e+05,-9.7160e+05,-1.0982e-01,-9.7160e+05,1.4715e-01,6.5067e+00,9.5013e+05,1.4157e+02,-3.8879e-01,3.5206e-01,-1.7523e+00,5.7207e-01,-1.7201e-01,-7.3472e-01,-3.0998e-01,6.5848e-01,1.3829e-01
2.0000e+03,3.4000e+01,1.0000e+00,1.0119e+01,-9.7005e+05,-9.7006e+05,-1.1314e-01,-9.7006e+05,1.4719e-01,6.5101e+00,9.4963e+05,1.4561e+02,-3.6589e-01,1.5390e-01,-2.5178e+00,-1.3234e+00,-5.3854e-01,1.5218e+00,-1.0582e-01,1.3780e+00,2.5398e+00
2.0000e+03,3.5000e+01,1.0000e+00,1.0386e+01,-9.5858e+05,-9.5859e+05,-1.1647e-01,-9.5859e+05,1.4723e-01,6.5134e+00,9.4809e+05,1.4966e+02,-8.6539e-01,4.5784e-02,-1.4768e+00,-1.6927e+00,-2.8126e-01,2.5072e-01,2.3199e-01,2.2106e+00,1.9290e+00
2.0000e+03,3.6000e+01,1.0000e+00,1.0651e+01,-9.5477e+05,-9.5477e+05,-1.1980e-01,-9.5477e+05,1.4726e-01,6.5168e+00,9.3662e+05,1.5372e+02,4.4758e-01,-6.6130e-01,-1.6337e+00,-1.6905e+00,1.4991e-01,1.5469e+00,2.0539e+00,2.4600e+00,5.2880e-01
2.0000e+03,3.7000e+01,1.0000e+00,1.0914e+01,-9.5268e+05,-9.5269e+05,-1.2313e-01,-9.5269e+05,1.4730e-01,6.5200e+00,9.3280e+05,1.5779e+02,-1.0629e+00,-9.7165e-01,-2.5745e+00,-5.7385e-01,-4.7897e-01,-6.5831e-01,-2.5490e-02,2.4167e+00,2.2469e+00
2.0000e+03,3.8000e+01,1.0000e+00,1.1176e+01,-9.4584e+05,-9.4585e+05,-1.2646e-01,-9.4585e+05,1.4734e-01,6.5234e+00,9.3072e+05,1.6182e+02,-1.2027e+00,1.0838e-02,-1.6963e+00,-8.9769e-01,-6.2220e-01,9.2990e-01,2.1295e+00,1.5147e+00,2.2918e+00
2.0000e+03,3.9000e+01,1.0000e+00,1.1437e+01,-9.4299e+05,-9.4300e+05,-1.2978e-01,-9.4300e+05,1.4738e-01,6.5267e+00,9.2388e+05,1.6584e+02,-1.3878e+00,2.3730e-01,-5.0623e-01,-6.1508e-01,8.9726e-01,-4.8209e-01,1.4761e+00,1.3217e+00,2.5024e+00
2.0000e+03,4.0000e+01,1.0000e+00,1.1696e+01,-9.4223e+05,-9.4224e+05,-1.3311e-01,-9.4224e+05,1.4741e-01,6.5301e+00,9.2103e+05,1.6993e+02,-2.4425e-01,2.6842e-01,-2.5722e+00,-3.6972e-01,-9.7855e-01,9.3134e-01,-2.6544e-02,1.4631e-01,1.4109e+00
2.0000e+03,4.1000e+01,1.0000e+00,1.1953e+01,-9.4196e+05,-9.4196e+05,-1.3644e-01,-9.4196e+05,1.4745e-01,6.5334e+00,9.2027e+05,1.7396e+02,-1.3380e+00,5.6850e-02,-2.1452e+00,-1.7215e+00,-8.0246e-01,-6.5459e-01,1.6999e+00,1.9219e+00,6.7849e-01
2.0000e+03,4.2000e+01,1.0000e+00,1.2209e+01,-9.3825e+05,-9.3825e+05,-1.3977e-01,-9.3825e+05,1.4749e-01,6.5367e+00,9.1999e+05,1.7800e+02,4.3400e-01,-6.2920e-01,-1.9457e+00,-1.4099e+00,-3.0939e-01,1.5363e+00,5.8116e-01,2.4929e+00,2.1126e+00
2.0000e+03,4.3000e+01,1.0000e+00,1.2464e+01,-9.3306e+05,-9.3307e+05,-1.4309e-01,-9.3307e+05,1.4753e-01,6.5400e+00,9.1628e+05,1.8204e+02,2.1932e-01,1.5931e-01,-1.7320e+00,-4.4611e-03,-1.0563e+00,1.5915e+00,3.6846e-01,2.7585e-01,2.4035e+00
2.0000e+03,4.4000e+01,1.0000e+00,1.2717e+01,-9.3291e+05,-9.3292e+05,-1.4642e-01,-9.3292e+05,1.4756e-01,6.5434e+00,9.1110e+05,1.8610e+02,-1.4368e+00,-1.8330e+00,-1.5631e+00,-1.2317e+00,-8.0145e-01,2.2089e-01,2.1721e-01,2.2060e+00,2.2957e+00
2.0000e+03,4.5000e+01,1.0000e+00,1.2968e+01,-9.3065e+05,-9.3066e+05,-1.4975e-01,-9.3066e+05,1.4760e-01,6.5467e+00,9.1095e+05,1.9017e+02,-1.4848e+00,2.4084e-01,-2.5185e-01,2.6928e-01,-1.2896e+00,4.7325e-01,1.1599e+00,2.2635e+00,1.0920e+00
2.0000e+03,4.6000e+01,1.0000e+00,1.3218e+01,-9.2937e+05,-9.2938e+05,-1.5308e-01,-9.2938e+05,1.4764e-01,6.5500e+00,9.0869e+05,1.9425e+02,-7.2727e-02,2.1010e-01,-1.3281e+00,7.4047e-01,-9.1821e-01,-8.3456e-01,7.7744e-01,2.4643e+00,2.1822e+00
2.0000e+03,4.7000e+01,1.0000e+00,1.3467e+01,-9.2838e+05,-9.2839e+05,-1.5641e-01,-9.2839e+05,1.4768e-01,6.5533e+00,9.0741e+05,1.9835e+02,-9.9052e-01,-1.2814e+00,-7.3253e-01,-1.6052e+00,-6.6958e-01,1.4767e+00,1.7310e+00,2.4054e+00,1.5536e+00
2.0000e+03,4.8000e+01,1.0000e+00,1.3714e+01,-9.2630e+05,-9.2631e+05,-1.5973e-01,-9.2631e+05,1.4771e-01,6.5567e+00,9.0642e+05,2.0246e+02,-1.4869e+00,-7.5377e-01,-1.2491e+00,-9.9536e-01,-2.1067e-01,3.7394e-01,1.0991e+00,2.3090e+00,2.1477e+00
2.0000e+03,4.9000e+01,1.0000e+00,1.3960e+01,-9.2119e+05,-9.2120e+05,-1.6306e-01,-9.2120e+05,1.4775e-01,6.5600e+00,9.0434e+05,2.0652e+02,-9.5707e-01,-1.9139e+00,-1.1780e+00,-4.4523e-01,-1.2602e+00,1.0286e+00,2.1058e+00,2.1384e+00,9.2706e-01
2.0000e+03,5.0000e+01,1.0000e+00,1.4205e+01,-9.2019e+05,-9.2020e+05,-1.6639e-01,-9.2020e+05,1.4779e-01,6.5633e+00,8.9923e+05,2.1059e+02,-5.5334e-01,2.5639e-01,-2.1807e+00,-9.8535e-01,4.2242e-01,9.4517e-01,-3.1837e-01,8.4947e-01,1.5183e+00
2.0000e+03,5.1000e+01,1.0000e+00,1.4448e+01,-9.1840e+05,-9.1840e+05,-1.6972e-01,-9.1840e+05,1.4783e-01,6.5666e+00,8.9823e+05,2.1465e+02,4.2891e-01,-1.9574e+00,-1.0543e+00,-1.3946e+00,-9.7678e-01,7.5883e-01,2.0891e+00,1.8720e+00,1.9720e+00
2.0000e+03,5.2000e+01,1.0000e+00,1.4689e+01,-9.1417e+05,-9.1418e+05,-1.7305e-01,-9.1418e+05,1.4786e-01,6.5700e+00,8.9643e+05,2.1874e+02,3.6157e-01,-1.1525e+00,-2.4455e+00,-4.5505e-01,3.8296e-01,-1.1846e-01,1.7890e+00,2.3995e+00,1.9886e+00
2.0000e+03,5.3000e+01,1.0000e+00,1.4930e+01,-9.1058e+05,-9.1058e+05,-1.7637e-01,-9.1058e+05,1.4790e-01,6.5733e+00,8.9221e+05,2.2280e+02,4.0843e-01,1.9891e-01,-5.8082e-01,3.4413e-02,2.9437e-01,9.6926e-02,8.3199e-02,1.9963e+00,1.9847e+00
2.0000e+03,5.4000e+01,1.0000e+00,1.5169e+01,-9.0550e+05,-9.0551e+05,-1.7970e-01,-9.0551e+05,1.4794e-01,6.5767e+00,8.8861e+05,2.2686e+02,-5.0244e-01,-9.5784e-01,-2.3652e+00,3.3791e-02,-1.1025e+00,-6.9740e-01,1.9941e+00,2.1175e+00,2.2328e+00
2.0000e+03,5.5000e+01,1.0000e+00,1.5406e+01,-9.0541e+05,-9.0542e+05,-1.8303e-01,-9.0542e+05,1.4798e-01,6.5799e+00,8.8354e+05,2.3094e+02,1.1413e-01,-1.7526e+00,-1.5644e+00,-3.2738e-01,-2.5102e-02,-4.0440e-01,1.1019e+00,2.0997e+00,2.5623e+00
2.0000e+03,5.6000e+01,1.0000e+00,1.5642e+01,-9.0408e+05,-9.0409e+05,-1.8636e-01,-9.0409e+05,1.4801e-01,6.5833e+00,8.8345e+05,2.3500e+02,-6.7984e-01,-1.8952e+00,-2.3103e+00,-3.3223e-01,-9.3283e-01,5.5147e-01,9.1995e-01,2.3071e+00,1.8680e+00
2.0000e+03,5.7000e+01,1.0000e+00,1.5877e+01,-9.0191e+05,-9.0191e+05,-1.8968e-01,-9.0191e+05,1.4805e-01,6.5866e+00,8.8212e+05,2.3907e+02,2.0344e-01,9.9922e-02,-1.3780e+00,-3.8388e-01,-1.3430e+00,6.8420e-01,1.9159e+00,6.6643e-01,8.7248e-01
2.0000e+03,5.8000e+01,1.0000e+00,1.6111e+01,-9.0067e+05,-9.0068e+05,-1.9301e-01,-9.0068e+05,1.4809e-01,6.5900e+00,8.7994e+05,2.4314e+02,-4.9828e-01,-9.9797e-02,-6.6422e-01,-3.4587e-01,-5.4297e-03,6.0487e-01,-3.0218e-01,2.6077e+00,2.4404e-01
2.0000e+03,5.9000e+01,1.0000e+00,1.6343e+01,-9.0043e+05,-9.0043e+05,-1.9634e-01,-9.0043e+05,1.4812e-01,6.5932e+00,8.7871e+05,2.4722e+02,-4.7036e-01,-1.0619e+00,-1.3528e+00,-6.0756e-01,9.9643e-01,1.0026e+00,1.1168e+00,2.4714e+00,2.2120e+00
2.0000e+03,6.0000e+01,1.0000e+00,1.6575e+01,-8.9859e+05,-8.9860e+05,-1.9967e-01,-8.9860e+05,1.4816e-01,6.5966e+00,8.7846e+05,2.5133e+02,-2.3973e-01,-1.1054e+00,-2.2137e+00,-1.1874e+00,-3.1615e-01,-6.8279e-01,1.2620e+00,2.0242e+00,2.3974e+00
2.0000e+03,6.1000e+01,1.0000e+00,1.6804e+01,-8.9844e+05,-8.9845e+05,-2.0300e-01,-8.9845e+05,1.4820e-01,6.5999e+00,8.7663e+05,2.5542e+02,-7.7633e-01,-1.7719e+00,-2.6326e+00,-8.8960e-01,-4.7653e-01,1.6245e+00,1.9955e+00,4.6280e-01,1.3630e+00
2.0000e+03,6.2000e+01,1.0000e+00,1.7033e+01,-8.9834e+05,-8.9835e+05,-2.0632e-01,-8.9835e+05,1.4824e-01,6.6033e+00,8.7648e+05,2.5950e+02,-1.3991e+00,-1.7933e+00,-2.6493e+00,-5.8253e-01,1.4451e-01,-4.1059e-01,9.3251e-01,1.9103e+00,2.3796e+00
2.0000e+03,6.3000e+01,1.0000e+00,1.7260e+01,-8.9757e+05,-8.9758e+05,-2.0965e-01,-8.9758e+05,1.4827e-01,6.6065e+00,8.7638e+05,2.6356e+02,-8.4938e-01,1.2565e-01,-1.2170e+00,-6.4295e-01,-4.7050e-02,1.0845e+00,2.6331e-01,1.2922e+00,2.1851e+00
2.0000e+03,6.4000e+01,1.0000e+00,1.7486e+01,-8.9689e+05,-8.9690e+05,-2.1298e-01,-8.9690e+05,1.4831e-01,6.6099e+00,8.7561e+05,2.6765e+02,-8.3325e-01,-7.0464e-01,-1.7590e+00,-1.6681e+00,7.7038e-02,1.2606e+00,2.0137e+00,1.8424e+00,2.5751e-01
2.0000e+03,6.5000e+01,2.0000e+00,1.7663e+01,-8.9305e+05,-8.9306e+05,-2.1631e-01,-8.9306e+05,1.4835e-01,6.6132e+00,8.7493e+05,2.7571e+02,-6.8703e-01,-7.1684e-01,-1.2324e+00,2.4834e-01,-8.6324e-01,-1.4582e-01,1.7060e+00,2.3975e+00,1.8957e+00
2.0000e+03,6.6000e+01,2.0000e+00,1.7838e+01,-8.9271e+05,-8.9272e+05,-2.1963e-01,-8.9272e+05,1.4839e-01,6.6166e+00,8.7109e+05,2.8382e+02,-9.6198e-01,-8.0197e-01,-1.9617e+00,4.3498e-01,-3.4751e-01,-5.9338e-01,8.2750e-01,2.5905e+00,2.3431e-01
2.0000e+03,6.7000e+01,1.0000e+00,1.8059e+01,-8.9116e+05,-8.9117e+05,-2.2296e-01,-8.9117e+05,1.4842e-01,6.6199e+00,8.7075e+05,2.8786e+02,-2.3255e-01,-5.4670e-01,-2.4636e+00,-1.3555e-01,-3.1330e-01,1.3897e+00,1.6007e+00,2.4478e+00,9.1106e-01
2.0000e+03,6.8000e+01,2.0000e+00,1.8231e+01,-8.9106e+05,-8.9107e+05,-2.2629e-01,-8.9107e+05,1.4846e-01,6.6232e+00,8.6920e+05,2.9601e+02,-9.3079e-01,-1.7563e-01,-2.4245e+00,-7.2670e-01,-1.1934e-01,1.4617e-01,-1.0954e-01,3.4550e-01,2.5104e+00
2.0000e+03,6.9000e+01,2.0000e+00,1.8400e+01,-8.8972e+05,-8.8973e+05,-2.2962e-01,-8.8973e+05,1.4850e-01,6.6265e+00,8.6910e+05,3.0406e+02,-6.9385e-01,-1.3668e+00,-1.4786e+00,-1.2843e+00,-1.2224e+00,5.2255e-02,1.4345e+00,1.3204e+00,2.3737e+00
2.0000e+03,7.0000e+01,1.0000e+00,1.8617e+01,-8.8898e+05,-8.8898e+05,-2.3295e-01,-8.8898e+05,1.4854e-01,6.6299e+00,8.6776e+05,3.0811e+02,-1.2050e+00,-5.4986e-01,-2.5370e+00,-6.0751e-01,7.8283e-01,-5.1120e-02,4.7893e-01,2.4303e+00,1.6601e+00
2.0000e+03,7.1000e+01,1.0000e+00,1.8833e+01,-8.8871e+05,-8.8872e+05,-2.3627e-01,-8.8872e+05,1.4857e-01,6.6332e+00,8.6701e+05,3.1215e+02,4.4722e-01,-5.5592e-03,-2.0354e+00,-3.5626e-01,-8.7109e-01,1.1114e+00,-1.4601e-01,2.2298e+00,6.7026e-01
2.0000e+03,7.2000e+01,1.0000e+00,1.9048e+01,-8.8850e+05,-8.8851e+05,-2.3960e-01,-8.8851e+05,1.4861e-01,6.6365e+00,8.6675e+05,3.1617e+02,-1.3217e-01,-1.8470e+00,-8.9439e-01,-6.4238e-02,-1.3391e+00,8.1799e-01,1.6098e+00,2.2119e+00,2.5531e+00
2.0000e+03,7.3000e+01,2.0000e+00,1.9211e+01,-8.8840e+05,-8.8841e+05,-2.4293e-01,-8.8841e+05,1.4865e-01,6.6398e+00,8.6654e+05,3.2419e+02,-1.3305e+00,-1.1675e+00,-9.2466e-01,-1.3896e+00,1.6111e-02,-1.8245e-01,2.0712e+00,1.8044e+00,7.0624e-01
2.0000e+03,7.4000e+01,1.0000e+00,1.9423e+01,-8.8815e+05,-8.8816e+05,-2.4626e-01,-8.8816e+05,1.4868e-01,6.6432e+00,8.6644e+05,3.2824e+02,-3.6584e-01,4.5862e-02,-3.9826e-01,-1.2635e+00,4.1705e-01,8.7979e-01,2.8068e-01,2.4245e+00,1.3980e+00
2.0000e+03,7.5000e+01,1.0000e+00,1.9634e+01,-8.8748e+05,-8.8748e+05,-2.4958e-01,-8.8748e+05,1.4872e-01,6.6465e+00,8.6619e+05,3.3226e+02,-2.1384e-01,-6.3829e-01,-1.9501e+00,2.2475e-01,4.6002e-02,1.7389e-01,4.5477e-01,2.4366e+00,2.3933e+00
2.0000e+03,7.6000e+01,3.0000e+00,1.9740e+01,-8.8522e+05,-8.8522e+05,-2.5291e-01,-8.8522e+05,1.4876e-01,6.6498e+00,8.6551e+05,3.4433e+02,-2.4006e-01,1.7413e-01,-2.5265e+00,4.1903e-01,-1.2619e+00,1.5304e+00,2.0336e-01,2.0146e+00,1.0690e+00
2.0000e+03,7.7000e+01,2.0000e+00,1.9897e+01,-8.8291e+05,-8.8291e+05,-2.5624e-01,-8.8291e+05,1.4880e-01,6.6531e+00,8.6325e+05,3.5242e+02,-1.1681e+00,1.8531e-01,-2.5068e+00,-2.7042e-01,2.1681e-01,-3.3424e-02,3.7889e-02,1.7369e+00,1.0365e+00
2.0000e+03,7.8000e+01,1.0000e+00,2.0103e+01,-8.7962e+05,-8.7963e+05,-2.5957e-01,-8.7963e+05,1.4883e-01,6.6565e+00,8.6094e+05,3.5645e+02,-5.9813e-02,5.9305e-02,-1.5768e+00,-8.9898e-01,9.3577e-01,1.4789e+00,1.3131e+00,4.8245e-01,2.3895e+00
2.0000e+03,7.9000e+01,1.0000e+00,2.0308e+01,-8.7922e+05,-8.7923e+05,-2.6290e-01,-8.7923e+05,1.4887e-01,6.6599e+00,8.5766e+05,3.6048e+02,-9.2030e-01,1.2245e-01,-8.8532e-01,-9.1510e-01,5.3275e-02,8.8406e-01,-1.3522e-01,2.6944e-01,2.2241e+00
