logfeh_mean,logdust,logNpix,tau,dmod,logl
-4.9855e-01,-1.9956e+00,2.3583e+00,4.9951e+00,2.6347e+01,-2.2483e+04
-4.9814e-01,-1.9547e+00,2.3983e+00,4.9865e+00,2.6449e+01,-2.2545e+04
-4.9898e-01,-1.9927e+00,2.3980e+00,4.9757e+00,2.6469e+01,-2.2521e+04
-4.9764e-01,-1.9962e+00,2.3962e+00,4.9873e+00,2.6456e+01,-2.2523e+04
-4.9905e-01,-1.9874e+00,2.3512e+00,4.9896e+00,2.6320e+01,-2.2535e+04
-4.9683e-01,-1.9739e+00,2.4371e+00,4.9966e+00,2.6574e+01,-2.2550e+04
-4.9980e-01,-1.9383e+00,2.4576e+00,4.9703e+00,2.6613e+01,-2.2515e+04
-4.9803e-01,-1.9851e+00,2.3983e+00,4.9773e+00,2.6468e+01,-2.2392e+04
-4.9671e-01,-1.9634e+00,2.4351e+00,4.9996e+00,2.6551e+01,-2.2576e+04
-4.9792e-01,-1.9988e+00,2.3973e+00,4.9369e+00,2.6470e+01,-2.2452e+04
-4.9830e-01,-1.9997e+00,2.4721e+00,4.9945e+00,2.6662e+01,-2.2546e+04
-4.9991e-01,-1.9686e+00,2.4110e+00,4.9845e+00,2.6503e+01,-2.2580e+04
-4.9919e-01,-1.9845e+00,2.3500e+00,4.9850e+00,2.6343e+01,-2.2490e+04
-4.9935e-01,-1.9766e+00,2.3494e+00,4.9949e+00,2.6312e+01,-2.2517e+04
-4.9794e-01,-1.9763e+00,2.3972e+00,4.9775e+00,2.6453e+01,-2.2601e+04
-4.9881e-01,-1.9964e+00,2.4002e+00,4.9068e+00,2.6441e+01,-2.2512e+04
-4.9951e-01,-1.9873e+00,2.3989e+00,4.9510e+00,2.6462e+01,-2.2512e+04
-4.9995e-01,-1.9448e+00,2.3473e+00,4.9967e+00,2.6308e+01,-2.2595e+04
-4.9837e-01,-1.9944e+00,2.4378e+00,4.9959e+00,2.6584e+01,-2.2598e+04
-4.9970e-01,-1.9989e+00,2.3922e+00,4.9883e+00,2.6438e+01,-2.2464e+04
-4.9899e-01,-1.9869e+00,2.4641e+00,4.9811e+00,2.6647e+01,-2.2449e+04
-4.9973e-01,-1.9809e+00,2.3478e+00,4.9725e+00,2.6322e+01,-2.2568e+04
-4.9853e-01,-1.9992e+00,2.3898e+00,4.9684e+00,2.6448e+01,-2.2377e+04
-4.9965e-01,-1.9811e+00,2.3474e+00,4.9995e+00,2.6305e+01,-2.2557e+04
-4.9771e-01,-1.9783e+00,2.3893e+00,4.9827e+00,2.6423e+01,-2.2419e+04
-4.9960e-01,-1.9601e+00,2.3550e+00,4.9884e+00,2.6319e+01,-2.2474e+04
-4.9786e-01,-1.9924e+00,2.4138e+00,4.9859e+00,2.6509e+01,-2.2383e+04
-4.9994e-01,-1.9914e+00,2.3969e+00,4.9884e+00,2.6458e+01,-2.2560e+04
-4.9838e-01,-1.9799e+00,2.3517e+00,4.9890e+00,2.6330e+01,-2.2415e+04
-4.9924e-01,-1.9617e+00,2.3981e+00,4.9566e+00,2.6453e+01,-2.2579e+04
-4.9966e-01,-1.9765e+00,2.3957e+00,4.9491e+00,2.6436e+01,-2.2396e+04
-4.9879e-01,-1.9714e+00,2.3510e+00,4.9939e+00,2.6344e+01,-2.2469e+04
-4.9908e-01,-1.9929e+00,2.4073e+00,4.9883e+00,2.6477e+01,-2.2575e+04
-4.9757e-01,-1.9844e+00,2.3964e+00,4.9460e+00,2.6462e+01,-2.2593e+04
-4.9993e-01,-1.9731e+00,2.3519e+00,4.9907e+00,2.6321e+01,-2.2546e+04
-4.9638e-01,-1.9855e+00,2.4360e+00,4.9940e+00,2.6560e+01,-2.2470e+04
-4.9937e-01,-1.9930e+00,2.3985e+00,4.9289e+00,2.6475e+01,-2.2560e+04
-4.9986e-01,-1.9985e+00,2.3997e+00,4.9530e+00,2.6457e+01,-2.2501e+04
-4.9655e-01,-1.9971e+00,2.4399e+00,4.9850e+00,2.6571e+01,-2.2365e+04
-4.9930e-01,-1.9783e+00,2.3464e+00,4.9723e+00,2.6306e+01,-2.2299e+04
-4.9864e-01,-1.9998e+00,2.3470e+00,4.9686e+00,2.6318e+01,-2.2433e+04
-4.9984e-01,-1.9867e+00,2.3966e+00,4.9652e+00,2.6444e+01,-2.2549e+04
-4.9836e-01,-1.9762e+00,2.3964e+00,4.9554e+00,2.6437e+01,-2.2596e+04
-4.9930e-01,-1.9878e+00,2.3971e+00,4.9212e+00,2.6442e+01,-2.2426e+04
-4.9968e-01,-1.9804e+00,2.3495e+00,4.9618e+00,2.6323e+01,-2.2567e+04
-4.9941e-01,-1.9981e+00,2.4576e+00,4.9620e+00,2.6635e+01,-2.2541e+04
-4.9999e-01,-1.9913e+00,2.5020e+00,4.9995e+00,2.6766e+01,-2.2526e+04
-4.9884e-01,-1.9784e+00,2.4351e+00,4.9737e+00,2.6561e+01,-2.2541e+04
-4.9771e-01,-1.9911e+00,2.3965e+00,4.9190e+00,2.6439e+01,-2.2340e+04
-4.9714e-01,-1.9840e+00,2.4794e+00,4.9974e+00,2.6707e+01,-2.2570e+04
-4.9745e-01,-1.9968e+00,2.4376e+00,4.9903e+00,2.6555e+01,-2.2513e+04
-4.9963e-01,-1.9810e+00,2.4587e+00,4.9643e+00,2.6629e+01,-2.2483e+04
-4.9796e-01,-1.9974e+00,2.3985e+00,4.9431e+00,2.6454e+01,-2.2530e+04
-4.9704e-01,-1.9976e+00,2.4075e+00,4.9794e+00,2.6487e+01,-2.2344e+04
-4.9987e-01,-1.9923e+00,2.3509e+00,4.9351e+00,2.6314e+01,-2.2603e+04
-4.9968e-01,-1.9940e+00,2.4092e+00,4.9789e+00,2.6478e+01,-2.2471e+04
-4.9932e-01,-1.9787e+00,2.3976e+00,4.9247e+00,2.6454e+01,-2.2118e+04
-4.9850e-01,-1.9483e+00,2.4085e+00,4.9901e+00,2.6491e+01,-2.2540e+04
-4.9989e-01,-1.9907e+00,2.4332e+00,4.9622e+00,2.6546e+01,-2.2480e+04
-4.9996e-01,-1.9927e+00,2.3971e+00,4.9382e+00,2.6441e+01,-2.2092e+04
-4.9891e-01,-1.9886e+00,2.4356e+00,4.9990e+00,2.6561e+01,-2.2308e+04
-4.9877e-01,-1.9532e+00,2.3476e+00,4.9719e+00,2.6313e+01,-2.2489e+04
-4.9734e-01,-1.9856e+00,2.4365e+00,4.9991e+00,2.6557e+01,-2.2501e+04
-4.9915e-01,-1.9641e+00,2.3505e+00,4.9887e+00,2.6321e+01,-2.2594e+04
-4.9930e-01,-1.9887e+00,2.3511e+00,4.9839e+00,2.6330e+01,-2.2478e+04
-4.9968e-01,-1.9965e+00,2.3996e+00,4.9907e+00,2.6472e+01,-2.2467e+04
-4.9973e-01,-1.9609e+00,2.3494e+00,4.9896e+00,2.6306e+01,-2.2425e+04
-4.9728e-01,-1.9942e+00,2.4594e+00,4.9960e+00,2.6629e+01,-2.2296e+04
-4.9851e-01,-1.9980e+00,2.3431e+00,4.9754e+00,2.6313e+01,-2.2547e+04
-4.9921e-01,-1.9917e+00,2.5071e+00,4.9911e+00,2.6756e+01,-2.2547e+04
-4.9728e-01,-1.9867e+00,2.4091e+00,4.9807e+00,2.6486e+01,-2.2319e+04
-4.9954e-01,-1.9924e+00,2.3545e+00,4.9678e+00,2.6343e+01,-2.2138e+04
-4.9992e-01,-1.9974e+00,2.4316e+00,4.9882e+00,2.6549e+01,-2.2552e+04
-4.9999e-01,-1.9548e+00,2.3516e+00,4.9860e+00,2.6331e+01,-2.2258e+04
-4.9831e-01,-1.9974e+00,2.3960e+00,4.9818e+00,2.6457e+01,-2.2451e+04
-4.9983e-01,-1.9957e+00,2.3511e+00,4.9413e+00,2.6317e+01,-2.2534e+04
-4.9911e-01,-1.9865e+00,2.3962e+00,4.9721e+00,2.6463e+01,-2.2478e+04
-4.9906e-01,-1.9973e+00,2.3993e+00,4.9289e+00,2.6464e+01,-2.2128e+04
-4.9927e-01,-1.9925e+00,2.3972e+00,4.9521e+00,2.6459e+01,-2.2475e+04
-4.9931e-01,-1.9447e+00,2.3958e+00,4.9762e+00,2.6444e+01,-2.2221e+04
-4.9849e-01,-1.9896e+00,2.4392e+00,4.9662e+00,2.6568e+01,-2.2591e+04
-4.9918e-01,-1.9455e+00,2.3520e+00,4.9872e+00,2.6322e+01,-2.2345e+04
-4.9956e-01,-1.9937e+00,2.3944e+00,4.9732e+00,2.6454e+01,-2.2431e+04
-4.9827e-01,-1.9936e+00,2.4415e+00,4.9953e+00,2.6585e+01,-2.2391e+04
-4.9901e-01,-1.9460e+00,2.3491e+00,4.9792e+00,2.6321e+01,-2.2498e+04
-4.9872e-01,-1.9834e+00,2.3983e+00,4.9254e+00,2.6453e+01,-2.2290e+04
-4.9849e-01,-1.9595e+00,2.4396e+00,4.9961e+00,2.6580e+01,-2.2301e+04
-4.9777e-01,-1.9795e+00,2.3973e+00,4.9056e+00,2.6456e+01,-2.2502e+04
-4.9945e-01,-1.9831e+00,2.4310e+00,4.9170e+00,2.6534e+01,-2.2424e+04
-4.9981e-01,-1.9806e+00,2.4535e+00,4.9778e+00,2.6607e+01,-2.2449e+04
-4.9894e-01,-1.9868e+00,2.3497e+00,4.9900e+00,2.6301e+01,-2.2578e+04
-4.9836e-01,-1.9681e+00,2.3889e+00,4.9773e+00,2.6420e+01,-2.2601e+04
-4.9707e-01,-1.9752e+00,2.3982e+00,4.9414e+00,2.6456e+01,-2.2458e+04
-4.9812e-01,-1.9752e+00,2.3974e+00,4.9516e+00,2.6447e+01,-2.2586e+04
-4.9954e-01,-1.9182e+00,2.3521e+00,4.9988e+00,2.6333e+01,-2.2506e+04
-4.9890e-01,-1.9986e+00,2.4009e+00,4.9587e+00,2.6476e+01,-2.2515e+04
-4.9996e-01,-1.9602e+00,2.3986e+00,4.9297e+00,2.6461e+01,-2.2464e+04
-4.9880e-01,-1.9962e+00,2.4351e+00,4.9925e+00,2.6564e+01,-2.2364e+04
-4.9956e-01,-1.9922e+00,2.3943e+00,4.9618e+00,2.6452e+01,-2.2582e+04
-4.9919e-01,-1.9617e+00,2.4353e+00,4.9912e+00,2.6567e+01,-2.2598e+04
-4.9995e-01,-1.9505e+00,2.3974e+00,4.9162e+00,2.6434e+01,-2.2602e+04
-4.9996e-01,-1.9676e+00,2.3984e+00,4.9423e+00,2.6459e+01,-2.2408e+04
-4.9955e-01,-1.9756e+00,2.3508e+00,4.9868e+00,2.6313e+01,-2.2359e+04
-4.9995e-01,-1.9410e+00,2.4591e+00,4.9785e+00,2.6639e+01,-2.2500e+04
-4.9828e-01,-1.9854e+00,2.4579e+00,4.9892e+00,2.6634e+01,-2.2364e+04
-4.9965e-01,-1.9967e+00,2.3975e+00,4.9248e+00,2.6467e+01,-2.2456e+04
-4.9991e-01,-1.9904e+00,2.3556e+00,4.9979e+00,2.6343e+01,-2.2325e+04
-4.9876e-01,-1.9629e+00,2.3967e+00,4.9577e+00,2.6445e+01,-2.2572e+04
-4.9871e-01,-1.9843e+00,2.4001e+00,4.9546e+00,2.6460e+01,-2.2509e+04
-4.9873e-01,-1.9966e+00,2.3966e+00,4.9651e+00,2.6474e+01,-2.2485e+04
-4.9758e-01,-1.9860e+00,2.4373e+00,4.9888e+00,2.6573e+01,-2.2567e+04
-4.9668e-01,-1.9542e+00,2.4396e+00,4.9934e+00,2.6573e+01,-2.2579e+04
-4.9983e-01,-1.9787e+00,2.3982e+00,4.9311e+00,2.6442e+01,-2.2327e+04
-4.9738e-01,-1.9921e+00,2.3972e+00,4.9445e+00,2.6450e+01,-2.2331e+04
-4.9988e-01,-1.9958e+00,2.3474e+00,4.9959e+00,2.6316e+01,-2.2191e+04
-4.9936e-01,-1.9886e+00,2.3966e+00,4.9952e+00,2.6462e+01,-2.2564e+04
-4.9988e-01,-1.9503e+00,2.3500e+00,4.9849e+00,2.6322e+01,-2.2592e+04
-4.9644e-01,-1.9979e+00,2.4610e+00,4.9673e+00,2.6640e+01,-2.2416e+04
-4.9989e-01,-1.9427e+00,2.3509e+00,4.9946e+00,2.6318e+01,-2.2521e+04
-4.9949e-01,-1.9870e+00,2.3270e+00,4.9742e+00,2.6261e+01,-2.2602e+04
-4.9864e-01,-1.9954e+00,2.3973e+00,4.9459e+00,2.6452e+01,-2.2209e+04
-4.9901e-01,-1.9750e+00,2.3424e+00,4.9865e+00,2.6310e+01,-2.2587e+04
-4.9913e-01,-1.9662e+00,2.3983e+00,4.9873e+00,2.6463e+01,-2.2518e+04
-4.9990e-01,-1.9942e+00,2.4330e+00,4.9829e+00,2.6541e+01,-2.2512e+04
-4.9944e-01,-1.9943e+00,2.3483e+00,4.9695e+00,2.6326e+01,-2.2601e+04
-4.9820e-01,-1.9787e+00,2.3988e+00,4.9318e+00,2.6442e+01,-2.2474e+04
-4.9944e-01,-1.9654e+00,2.3476e+00,4.9918e+00,2.6328e+01,-2.2603e+04
-4.9975e-01,-1.9903e+00,2.4053e+00,4.9992e+00,2.6488e+01,-2.2543e+04
-4.9653e-01,-1.9874e+00,2.3123e+00,4.9471e+00,2.6195e+01,-2.2581e+04
-4.9947e-01,-1.9518e+00,2.3514e+00,4.9863e+00,2.6329e+01,-2.2573e+04
-4.9840e-01,-1.9889e+00,2.4541e+00,4.9871e+00,2.6602e+01,-2.2591e+04
-4.9572e-01,-1.9922e+00,2.3902e+00,4.9705e+00,2.6428e+01,-2.2532e+04
-4.9752e-01,-1.9583e+00,2.4337e+00,4.9851e+00,2.6536e+01,-2.2595e+04
-4.9984e-01,-1.9967e+00,2.3489e+00,4.9821e+00,2.6305e+01,-2.2283e+04
-4.9931e-01,-1.9971e+00,2.3982e+00,4.9146e+00,2.6459e+01,-2.2449e+04
-4.9932e-01,-1.9438e+00,2.3976e+00,4.9667e+00,2.6442e+01,-2.2467e+04
-4.9800e-01,-1.9965e+00,2.4566e+00,4.9945e+00,2.6623e+01,-2.2298e+04
-4.9904e-01,-1.9995e+00,2.3996e+00,4.9807e+00,2.6468e+01,-2.2465e+04
-4.9716e-01,-1.9838e+00,2.4561e+00,4.9823e+00,2.6619e+01,-2.2551e+04
-4.9695e-01,-1.9550e+00,2.4390e+00,4.9946e+00,2.6556e+01,-2.2595e+04
-4.9996e-01,-1.9468e+00,2.3492e+00,4.9955e+00,2.6330e+01,-2.2405e+04
-4.9694e-01,-1.9992e+00,2.4410e+00,4.9941e+00,2.6597e+01,-2.2394e+04
-4.9925e-01,-1.9747e+00,2.4088e+00,4.9796e+00,2.6501e+01,-2.2604e+04
-4.9620e-01,-1.9993e+00,2.5114e+00,4.9650e+00,2.6784e+01,-2.2600e+04
-4.9858e-01,-1.9861e+00,2.3975e+00,4.9377e+00,2.6469e+01,-2.2603e+04
-4.9651e-01,-1.9999e+00,2.5124e+00,4.9865e+00,2.6795e+01,-2.2580e+04
-4.9960e-01,-1.9937e+00,2.3987e+00,4.9301e+00,2.6455e+01,-2.2524e+04
-4.9951e-01,-1.9741e+00,2.3984e+00,4.9469e+00,2.6446e+01,-2.2501e+04
-4.9982e-01,-1.9991e+00,2.4419e+00,4.9929e+00,2.6602e+01,-2.2419e+04
-4.9902e-01,-1.9899e+00,2.3959e+00,4.9378e+00,2.6427e+01,-2.2544e+04
-4.9929e-01,-2.0000e+00,2.4574e+00,4.9996e+00,2.6645e+01,-2.2488e+04
-4.9480e-01,-1.9970e+00,2.5018e+00,4.9768e+00,2.6751e+01,-2.2497e+04
-4.9977e-01,-1.9808e+00,2.4580e+00,4.9955e+00,2.6629e+01,-2.2553e+04
-4.9885e-01,-1.9908e+00,2.3985e+00,4.8907e+00,2.6459e+01,-2.2550e+04
-4.9832e-01,-1.9658e+00,2.3494e+00,4.9970e+00,2.6310e+01,-2.2493e+04
-4.9983e-01,-1.9974e+00,2.3488e+00,4.9958e+00,2.6320e+01,-2.2341e+04
-4.9981e-01,-1.9918e+00,2.3541e+00,4.9913e+00,2.6335e+01,-2.2581e+04
-4.9905e-01,-1.9859e+00,2.4618e+00,4.9940e+00,2.6632e+01,-2.2578e+04
-4.9904e-01,-1.9922e+00,2.3991e+00,4.9034e+00,2.6448e+01,-2.2581e+04
-4.9730e-01,-1.9886e+00,2.4076e+00,4.9972e+00,2.6488e+01,-2.2505e+04
-4.9852e-01,-1.9990e+00,2.4105e+00,4.9948e+00,2.6518e+01,-2.2451e+04
-4.9888e-01,-1.9814e+00,2.3496e+00,4.9915e+00,2.6308e+01,-2.2474e+04
-4.9767e-01,-1.9935e+00,2.4626e+00,4.9977e+00,2.6662e+01,-2.2587e+04
-4.9725e-01,-1.9771e+00,2.3980e+00,4.9415e+00,2.6447e+01,-2.2591e+04
-4.9960e-01,-1.9867e+00,2.3514e+00,4.9964e+00,2.6312e+01,-2.2231e+04
-4.9819e-01,-1.9997e+00,2.3976e+00,4.9234e+00,2.6446e+01,-2.2576e+04
-4.9962e-01,-1.9940e+00,2.5050e+00,4.9961e+00,2.6785e+01,-2.2530e+04
-4.9980e-01,-1.9682e+00,2.3983e+00,4.9558e+00,2.6463e+01,-2.2424e+04
-4.9970e-01,-1.9973e+00,2.3521e+00,4.9560e+00,2.6344e+01,-2.2603e+04
-4.9622e-01,-1.9933e+00,2.4414e+00,4.9866e+00,2.6601e+01,-2.2508e+04
-4.9918e-01,-1.9988e+00,2.3971e+00,4.9551e+00,2.6467e+01,-2.2493e+04
-4.9828e-01,-1.9973e+00,2.3968e+00,4.9970e+00,2.6449e+01,-2.2446e+04
-4.9940e-01,-1.9605e+00,2.3501e+00,4.9962e+00,2.6308e+01,-2.2575e+04
-4.9963e-01,-1.9975e+00,2.3977e+00,4.9226e+00,2.6459e+01,-2.2325e+04
-4.9991e-01,-1.9731e+00,2.3992e+00,4.9252e+00,2.6453e+01,-2.2604e+04
-4.9993e-01,-1.9739e+00,2.3261e+00,4.9606e+00,2.6253e+01,-2.2586e+04
-4.9605e-01,-1.9925e+00,2.4441e+00,4.9990e+00,2.6596e+01,-2.2421e+04
-4.9984e-01,-1.9917e+00,2.3979e+00,4.9351e+00,2.6448e+01,-2.2374e+04
-4.9940e-01,-1.9909e+00,2.3532e+00,4.9802e+00,2.6341e+01,-2.2597e+04
