,NGC4993,NGC3377,M49,M87
4,-0.007335662841796875,0.06599998474121094,0.022005081176757812,0.0012493133544921875
5,0.03413581848144531,0.008777618408203125,0.007476806640625,0.00313568115234375
6,0.00330352783203125,0.014141082763671875,-0.007175445556640625,0.04924774169921875
7,0.011720657348632812,-0.03162574768066406,0.03747749328613281,0.005279541015625
8,0.03832435607910156,0.0221405029296875,0.020109176635742188,0.0021724700927734375
9,-0.016794204711914062,0.022943496704101562,0.001102447509765625,0.022594451904296875
10,-0.012226104736328125,-0.004856109619140625,-0.011056900024414062,0.03539085388183594
11,0.016788482666015625,0.003627777099609375,0.022182464599609375,0.0017833709716796875
12,0.0030460357666015625,0.009313583374023438,0.008890151977539062,0.0040454864501953125
13,-0.025194168090820312,0.030183792114257812,-5.14984130859375e-05,0.019052505493164062
14,0.02060699462890625,0.0157318115234375,-0.011323928833007812,0.028919219970703125
15,0.018795013427734375,0.019514083862304688,0.022319793701171875,0.004291534423828125
16,0.01728057861328125,0.03704833984375,0.018268585205078125,0.022241592407226562
17,-0.0068359375,0.027790069580078125,-0.0032444000244140625,0.008565902709960938
18,0.00098419189453125,-0.0047473907470703125,-0.0014019012451171875,0.043773651123046875
19,0.03476142883300781,-0.01560211181640625,0.025768280029296875,0.009946823120117188
20,0.027191162109375,0.004505157470703125,0.0171051025390625,0.010614395141601562
21,-0.0025959014892578125,0.0040149688720703125,0.002086639404296875,-0.0038242340087890625
22,0.027948379516601562,-0.0057430267333984375,-0.00379180908203125,0.020490646362304688
23,0.04442787170410156,0.0044651031494140625,0.035221099853515625,0.008544921875
24,0.031787872314453125,0.0220489501953125,0.00785064697265625,0.0145111083984375
25,,0.015184402465820312,0.019456863403320312,0.01003265380859375
26,0.03464698791503906,-0.025753021240234375,-0.0014057159423828125,0.03581809997558594
27,-0.0009937286376953125,-0.006053924560546875,0.030185699462890625,-0.0020160675048828125
28,0.04573631286621094,0.0060024261474609375,0.02103424072265625,0.01560211181640625
29,,0.0016918182373046875,0.022871017456054688,0.022653579711914062
30,0.03807830810546875,-0.021993637084960938,-0.0051784515380859375,0.015497207641601562
31,0.00481414794921875,0.0024318695068359375,0.03819084167480469,0.026874542236328125
32,0.04756736755371094,0.0192718505859375,0.016988754272460938,0.0108489990234375
33,,0.022708892822265625,0.02024078369140625,0.0228118896484375
34,0.027933120727539062,-0.019451141357421875,-0.004161834716796875,0.02112579345703125
35,0.031982421875,-0.004596710205078125,0.04239654541015625,0.013759613037109375
36,0.03447914123535156,0.017192840576171875,0.020740509033203125,0.018861770629882812
37,,0.008640289306640625,0.022159576416015625,0.015289306640625
38,0.058101654052734375,-0.030719757080078125,-0.0015277862548828125,0.022129058837890625
39,0.0503692626953125,-0.021732330322265625,0.035076141357421875,0.001068115234375
40,0.0521087646484375,0.013423919677734375,0.025272369384765625,0.01500701904296875
41,0.11635208129882812,0.03225135803222656,0.021759033203125,0.0088958740234375
42,0.025495529174804688,0.062286376953125,0.002796173095703125,0.023876190185546875
43,0.08449935913085938,0.012987136840820312,0.03391838073730469,0.018312454223632812
44,0.07954216003417969,0.009021759033203125,0.03553581237792969,0.019777297973632812
45,0.00251007080078125,0.022235870361328125,0.026409149169921875,0.02376556396484375
46,0.052631378173828125,0.07293701171875,0.01697540283203125,0.03591728210449219
47,0.09603500366210938,-0.0006618499755859375,0.038848876953125,0.0081329345703125
48,0.06729507446289062,0.013792037963867188,0.0222015380859375,0.021169662475585938
49,0.24688720703125,0.015993118286132812,0.028472900390625,0.009899139404296875
50,0.11058807373046875,0.06599807739257812,0.0040569305419921875,0.025602340698242188
51,0.10299301147460938,0.024221420288085938,0.026607513427734375,0.015680313110351562
52,0.09813690185546875,0.0046558380126953125,0.023225784301757812,0.012943267822265625
53,0.07723236083984375,0.017660140991210938,0.014593124389648438,-0.004619598388671875
54,0.115264892578125,0.07103729248046875,0.014665603637695312,0.024999618530273438
55,0.08597755432128906,0.023405075073242188,0.03483009338378906,0.015317916870117188
56,0.11735725402832031,0.0058155059814453125,0.036937713623046875,0.01367950439453125
57,0.05126953125,0.018972396850585938,0.02550506591796875,-0.0030803680419921875
58,0.10430717468261719,0.05635261535644531,-0.005214691162109375,0.034420013427734375
59,0.15724754333496094,0.009670257568359375,0.02631378173828125,0.021707534790039062
60,0.1390666961669922,0.01342010498046875,0.03233909606933594,0.0058727264404296875
61,0.07804489135742188,0.054553985595703125,0.024639129638671875,0.015161514282226562
62,0.09993171691894531,0.0093231201171875,0.0097198486328125,0.019397735595703125
63,0.118072509765625,0.012525558471679688,0.035243988037109375,0.011548995971679688
64,0.15617942810058594,0.020402908325195312,0.038433074951171875,0.00616455078125
65,0.16527748107910156,0.00984954833984375,0.028289794921875,0.002838134765625
66,0.035602569580078125,0.06519889831542969,0.033946990966796875,0.024087905883789062
67,0.06985092163085938,0.0147552490234375,0.040225982666015625,0.017978668212890625
68,0.08988761901855469,0.010499954223632812,0.02051544189453125,0.007221221923828125
69,0.10828018188476562,-0.008546829223632812,0.023294448852539062,-0.008069992065429688
70,0.000835418701171875,0.057891845703125,0.021209716796875,0.017032623291015625
71,0.07750701904296875,0.019365310668945312,0.025640487670898438,0.019735336303710938
72,0.08590126037597656,0.023410797119140625,0.013568878173828125,0.021600723266601562
73,0.09111213684082031,0.00933837890625,0.020843505859375,0.017560958862304688
74,0.015619277954101562,0.05904197692871094,-0.0025177001953125,0.027143478393554688
75,0.06134986877441406,0.024572372436523438,0.0022296905517578125,0.012304306030273438
76,0.09056472778320312,-0.015415191650390625,0.012578964233398438,0.012163162231445312
77,0.05553627014160156,0.0070858001708984375,0.0244598388671875,0.017427444458007812
78,0.05821037292480469,0.07117271423339844,-0.008092880249023438,0.026004791259765625
79,0.057567596435546875,0.03177642822265625,,0.01888275146484375
80,0.10913848876953125,0.027866363525390625,,0.028135299682617188
81,0.10060691833496094,0.0033893585205078125,0.022922515869140625,0.021944046020507812
82,0.10631370544433594,0.06328010559082031,0.048980712890625,0.021306991577148438
83,0.14187240600585938,0.029918670654296875,0.022130966186523438,0.023851394653320312
84,0.026960372924804688,0.024488449096679688,0.019479751586914062,0.0131988525390625
85,0.08870887756347656,0.018537521362304688,0.041522979736328125,0.01513671875
86,0.17055511474609375,0.06071662902832031,0.030979156494140625,0.018627166748046875
87,0.12251663208007812,0.015203475952148438,0.0304107666015625,0.01708221435546875
88,0.0413055419921875,0.02854156494140625,0.026132583618164062,0.0261383056640625
89,-0.04805183410644531,-0.0042400360107421875,0.04519081115722656,0.016584396362304688
