logfeh,logdust,logNpix,tau,dmod,logl
-6.3337e-02,-1.0153e+00,4.8577e+00,3.5700e+00,3.1016e+01,-7.2876e+01
-7.2292e-02,-1.0063e+00,4.8611e+00,3.6579e+00,3.1041e+01,-7.2582e+01
-9.0877e-02,-1.0018e+00,4.8486e+00,3.5730e+00,3.1008e+01,-7.2087e+01
-8.2864e-02,-1.0010e+00,4.8541e+00,3.6956e+00,3.1030e+01,-7.2936e+01
3.0441e-03,-1.0057e+00,4.8632e+00,3.8433e+00,3.1006e+01,-7.2401e+01
-1.3680e-01,-1.0037e+00,4.8495e+00,3.3916e+00,3.1021e+01,-7.2846e+01
-1.3516e-01,-1.0186e+00,4.8411e+00,3.3576e+00,3.1008e+01,-7.2541e+01
-6.7231e-02,-1.0013e+00,4.8546e+00,3.6255e+00,3.1012e+01,-7.2820e+01
-6.4723e-02,-1.0031e+00,4.8603e+00,3.6838e+00,3.1028e+01,-7.2439e+01
-6.4147e-02,-1.0030e+00,4.8610e+00,3.6904e+00,3.1029e+01,-7.2174e+01
2.7525e-02,-1.0127e+00,4.8629e+00,3.8009e+00,3.1008e+01,-7.2684e+01
-9.7950e-02,-1.0139e+00,4.8601e+00,3.5256e+00,3.1043e+01,-7.2818e+01
-1.8507e-01,-1.0025e+00,4.8384e+00,3.2205e+00,3.1011e+01,-7.2065e+01
-4.8537e-03,-1.0063e+00,4.8661e+00,3.7660e+00,3.1004e+01,-7.2817e+01
-9.4513e-02,-1.0060e+00,4.8417e+00,3.6272e+00,3.1001e+01,-7.2669e+01
-6.8357e-02,-1.0097e+00,4.8601e+00,3.6763e+00,3.1036e+01,-7.2362e+01
-6.8282e-02,-1.0104e+00,4.8646e+00,3.6872e+00,3.1052e+01,-7.2797e+01
-5.6477e-02,-1.0028e+00,4.8501e+00,3.6950e+00,3.1005e+01,-7.2878e+01
-1.2148e-01,-1.0009e+00,4.8380e+00,3.5921e+00,3.1014e+01,-7.2906e+01
-1.2833e-01,-1.0059e+00,4.8530e+00,3.4302e+00,3.1033e+01,-7.2880e+01
-9.1194e-02,-1.0046e+00,4.8506e+00,3.6038e+00,3.1021e+01,-7.1830e+01
-1.1111e-01,-1.0132e+00,4.8496e+00,3.4956e+00,3.1023e+01,-7.2714e+01
-7.1886e-02,-1.0163e+00,4.8540e+00,3.5660e+00,3.1012e+01,-7.2578e+01
2.0485e-02,-1.0001e+00,4.8728e+00,3.8502e+00,3.1029e+01,-7.2865e+01
-7.1134e-02,-1.0016e+00,4.8557e+00,3.6226e+00,3.1017e+01,-7.2371e+01
-1.3373e-01,-1.0035e+00,4.8464e+00,3.4088e+00,3.1017e+01,-7.2220e+01
-9.0789e-03,-1.0151e+00,4.8606e+00,3.8065e+00,3.1002e+01,-7.2903e+01
-1.2008e-01,-1.0026e+00,4.8385e+00,3.5058e+00,3.1000e+01,-7.1081e+01
-1.2898e-01,-1.0048e+00,4.8468e+00,3.3599e+00,3.1007e+01,-7.2795e+01
-6.0656e-02,-1.0047e+00,4.8539e+00,3.7193e+00,3.1018e+01,-7.1841e+01
-1.0073e-01,-1.0028e+00,4.8509e+00,3.5930e+00,3.1030e+01,-7.2873e+01
-4.5243e-02,-1.0073e+00,4.8676e+00,3.7742e+00,3.1005e+01,-7.2792e+01
-1.2038e-01,-1.0128e+00,4.8509e+00,3.4346e+00,3.1027e+01,-7.2889e+01
-1.0497e-01,-1.0010e+00,4.8433e+00,3.5849e+00,3.1010e+01,-7.0766e+01
-3.9376e-02,-1.0064e+00,4.8654e+00,3.7903e+00,3.1010e+01,-7.2837e+01
