logfeh,logdust,logNpix,tau,logl
-3.6903e-01,-1.0288e+00,4.7208e+00,4.9673e+00,-3.0506e+03
-3.3642e-01,-1.0667e+00,4.7212e+00,4.9190e+00,-3.0556e+03
-3.4389e-01,-1.0473e+00,4.7212e+00,4.9916e+00,-3.0542e+03
-3.2383e-01,-1.0718e+00,4.7182e+00,4.9818e+00,-3.0516e+03
-3.2437e-01,-1.0736e+00,4.7184e+00,4.9960e+00,-3.0371e+03
-3.4720e-01,-1.0491e+00,4.7187e+00,4.9738e+00,-3.0574e+03
-3.3298e-01,-1.0647e+00,4.7171e+00,4.9984e+00,-3.0541e+03
-3.2435e-01,-1.0701e+00,4.7182e+00,4.9849e+00,-3.0450e+03
-3.8305e-01,-1.0124e+00,4.7222e+00,4.9667e+00,-3.0527e+03
-3.5943e-01,-1.0332e+00,4.7211e+00,4.9760e+00,-3.0468e+03
-3.7437e-01,-1.0215e+00,4.7206e+00,4.9628e+00,-3.0558e+03
-3.3864e-01,-1.0579e+00,4.7227e+00,4.9157e+00,-3.0574e+03
-3.5364e-01,-1.0410e+00,4.7215e+00,4.9619e+00,-3.0570e+03
-3.2362e-01,-1.0766e+00,4.7176e+00,4.9929e+00,-3.0498e+03
-3.5437e-01,-1.0378e+00,4.7187e+00,4.9782e+00,-3.0468e+03
-3.3637e-01,-1.0639e+00,4.7196e+00,4.9283e+00,-3.0526e+03
-3.6052e-01,-1.0356e+00,4.7191e+00,4.9868e+00,-3.0550e+03
-3.1976e-01,-1.0728e+00,4.7184e+00,4.9916e+00,-3.0569e+03
-3.2188e-01,-1.0670e+00,4.7180e+00,4.9980e+00,-3.0463e+03
-3.1865e-01,-1.0761e+00,4.7162e+00,4.9978e+00,-3.0565e+03
-3.6568e-01,-1.0342e+00,4.7213e+00,4.9654e+00,-3.0543e+03
-3.6825e-01,-1.0265e+00,4.7209e+00,4.9691e+00,-3.0567e+03
-3.4440e-01,-1.0464e+00,4.7206e+00,4.9960e+00,-3.0553e+03
-3.5872e-01,-1.0367e+00,4.7199e+00,4.9810e+00,-3.0547e+03
-3.5063e-01,-1.0458e+00,4.7185e+00,4.9754e+00,-3.0559e+03
-3.1929e-01,-1.0729e+00,4.7178e+00,4.9907e+00,-3.0544e+03
-3.3608e-01,-1.0652e+00,4.7197e+00,4.9221e+00,-3.0527e+03
-3.3520e-01,-1.0660e+00,4.7195e+00,4.9291e+00,-3.0541e+03
-3.1861e-01,-1.0762e+00,4.7163e+00,4.9946e+00,-3.0490e+03
-3.5267e-01,-1.0442e+00,4.7194e+00,4.9884e+00,-3.0489e+03
-3.5624e-01,-1.0351e+00,4.7203e+00,4.9844e+00,-3.0506e+03
-3.1860e-01,-1.0764e+00,4.7175e+00,4.9909e+00,-3.0547e+03
-3.6573e-01,-1.0325e+00,4.7211e+00,4.9637e+00,-3.0461e+03
-3.5274e-01,-1.0417e+00,4.7207e+00,4.9652e+00,-3.0501e+03
-3.4550e-01,-1.0467e+00,4.7205e+00,4.9944e+00,-3.0543e+03
-3.3384e-01,-1.0690e+00,4.7183e+00,4.9306e+00,-3.0569e+03
-3.5833e-01,-1.0328e+00,4.7209e+00,4.9734e+00,-3.0478e+03
-3.1644e-01,-1.0768e+00,4.7185e+00,4.9930e+00,-3.0421e+03
-3.1719e-01,-1.0847e+00,4.7185e+00,4.9958e+00,-3.0569e+03
-3.2668e-01,-1.0696e+00,4.7168e+00,4.9851e+00,-3.0573e+03
-3.6338e-01,-1.0337e+00,4.7203e+00,4.9821e+00,-3.0548e+03
-3.0077e-01,-1.0943e+00,4.7196e+00,4.9828e+00,-3.0558e+03
-3.1949e-01,-1.0733e+00,4.7173e+00,4.9907e+00,-3.0549e+03
-3.2135e-01,-1.0666e+00,4.7183e+00,4.9959e+00,-3.0560e+03
-3.2064e-01,-1.0752e+00,4.7188e+00,4.9879e+00,-3.0409e+03
-3.5310e-01,-1.0421e+00,4.7203e+00,4.9862e+00,-3.0571e+03
-3.2472e-01,-1.0738e+00,4.7186e+00,4.9842e+00,-3.0521e+03
-3.4390e-01,-1.0554e+00,4.7186e+00,4.9472e+00,-3.0500e+03
-3.5861e-01,-1.0394e+00,4.7193e+00,4.9809e+00,-3.0523e+03
-3.5568e-01,-1.0362e+00,4.7185e+00,4.9928e+00,-3.0567e+03
-3.6225e-01,-1.0352e+00,4.7196e+00,4.9827e+00,-3.0518e+03
-3.1914e-01,-1.0692e+00,4.7194e+00,4.9880e+00,-3.0502e+03
-3.5807e-01,-1.0350e+00,4.7202e+00,4.9835e+00,-3.0516e+03
-3.4896e-01,-1.0465e+00,4.7192e+00,4.9721e+00,-3.0569e+03
-3.5441e-01,-1.0448e+00,4.7177e+00,4.9940e+00,-3.0548e+03
-3.1831e-01,-1.0825e+00,4.7180e+00,4.9555e+00,-3.0559e+03
-3.1799e-01,-1.0748e+00,4.7177e+00,4.9904e+00,-3.0517e+03
-3.1798e-01,-1.0723e+00,4.7184e+00,4.9974e+00,-3.0566e+03
-3.3455e-01,-1.0642e+00,4.7202e+00,4.9187e+00,-3.0554e+03
-3.1930e-01,-1.0791e+00,4.7176e+00,4.9906e+00,-3.0465e+03
-3.2046e-01,-1.0700e+00,4.7185e+00,4.9924e+00,-3.0551e+03
-3.6214e-01,-1.0360e+00,4.7185e+00,4.9806e+00,-3.0553e+03
-3.6491e-01,-1.0244e+00,4.7226e+00,4.9950e+00,-3.0546e+03
-3.5454e-01,-1.0453e+00,4.7215e+00,4.9646e+00,-3.0483e+03
-3.2054e-01,-1.0752e+00,4.7163e+00,4.9995e+00,-3.0557e+03
-3.5629e-01,-1.0380e+00,4.7185e+00,4.9923e+00,-3.0470e+03
-3.1988e-01,-1.0798e+00,4.7193e+00,4.9856e+00,-3.0525e+03
-3.4366e-01,-1.0548e+00,4.7215e+00,4.9318e+00,-3.0517e+03
-3.2214e-01,-1.0683e+00,4.7186e+00,4.9998e+00,-3.0521e+03
-3.1767e-01,-1.0768e+00,4.7177e+00,4.9935e+00,-3.0549e+03
-3.2489e-01,-1.0700e+00,4.7181e+00,4.9818e+00,-3.0505e+03
-3.5976e-01,-1.0396e+00,4.7197e+00,4.9829e+00,-3.0459e+03
-3.3476e-01,-1.0664e+00,4.7187e+00,4.9289e+00,-3.0548e+03
-3.2269e-01,-1.0674e+00,4.7186e+00,4.9947e+00,-3.0558e+03
-3.3057e-01,-1.0685e+00,4.7188e+00,4.9756e+00,-3.0569e+03
-3.2645e-01,-1.0666e+00,4.7181e+00,4.9882e+00,-3.0548e+03
-3.2025e-01,-1.0795e+00,4.7186e+00,4.9976e+00,-3.0463e+03
-3.5799e-01,-1.0400e+00,4.7187e+00,4.9861e+00,-3.0453e+03
-3.5280e-01,-1.0402e+00,4.7193e+00,4.9932e+00,-3.0445e+03
-3.5296e-01,-1.0387e+00,4.7177e+00,4.9993e+00,-3.0491e+03
-3.3488e-01,-1.0658e+00,4.7205e+00,4.9180e+00,-3.0527e+03
-3.5040e-01,-1.0429e+00,4.7205e+00,4.9655e+00,-3.0433e+03
-3.5427e-01,-1.0391e+00,4.7200e+00,4.9867e+00,-3.0533e+03
-3.5607e-01,-1.0401e+00,4.7173e+00,4.9950e+00,-3.0499e+03
-3.5619e-01,-1.0417e+00,4.7185e+00,4.9987e+00,-3.0564e+03
-3.0736e-01,-1.0886e+00,4.7175e+00,4.9941e+00,-3.0485e+03
-3.5891e-01,-1.0341e+00,4.7186e+00,4.9902e+00,-3.0486e+03
-3.5184e-01,-1.0367e+00,4.7184e+00,4.9958e+00,-3.0558e+03
-3.5501e-01,-1.0447e+00,4.7190e+00,4.9912e+00,-3.0557e+03
-3.5863e-01,-1.0340e+00,4.7223e+00,4.9678e+00,-3.0522e+03
-3.5547e-01,-1.0440e+00,4.7165e+00,4.9913e+00,-3.0562e+03
-3.2310e-01,-1.0723e+00,4.7184e+00,4.9905e+00,-3.0566e+03
-3.4766e-01,-1.0512e+00,4.7196e+00,4.9742e+00,-3.0565e+03
-3.5541e-01,-1.0396e+00,4.7219e+00,4.9626e+00,-3.0539e+03
-3.3617e-01,-1.0609e+00,4.7214e+00,4.9160e+00,-3.0542e+03
-3.2041e-01,-1.0762e+00,4.7183e+00,4.9913e+00,-3.0514e+03
-3.5945e-01,-1.0375e+00,4.7172e+00,4.9935e+00,-3.0461e+03
-3.5182e-01,-1.0461e+00,4.7182e+00,4.9961e+00,-3.0500e+03
-3.3590e-01,-1.0666e+00,4.7182e+00,4.9317e+00,-3.0497e+03
-3.1611e-01,-1.0757e+00,4.7177e+00,4.9980e+00,-3.0522e+03
-3.5646e-01,-1.0345e+00,4.7193e+00,4.9848e+00,-3.0537e+03
-3.7231e-01,-1.0267e+00,4.7216e+00,4.9548e+00,-3.0527e+03
-3.3327e-01,-1.0666e+00,4.7188e+00,4.9491e+00,-3.0566e+03
-3.6331e-01,-1.0267e+00,4.7191e+00,4.9887e+00,-3.0556e+03
-3.3482e-01,-1.0629e+00,4.7167e+00,4.9992e+00,-3.0548e+03
-3.5633e-01,-1.0413e+00,4.7202e+00,4.9702e+00,-3.0554e+03
-3.1853e-01,-1.0759e+00,4.7184e+00,4.9994e+00,-3.0536e+03
-3.2171e-01,-1.0677e+00,4.7182e+00,4.9995e+00,-3.0488e+03
-3.5056e-01,-1.0440e+00,4.7209e+00,4.9612e+00,-3.0529e+03
-3.5533e-01,-1.0441e+00,4.7193e+00,4.9908e+00,-3.0555e+03
-3.1915e-01,-1.0778e+00,4.7175e+00,4.9989e+00,-3.0526e+03
-3.5859e-01,-1.0323e+00,4.7204e+00,4.9828e+00,-3.0568e+03
-3.6434e-01,-1.0250e+00,4.7221e+00,4.9952e+00,-3.0533e+03
-3.2024e-01,-1.0722e+00,4.7183e+00,4.9930e+00,-3.0552e+03
-3.1730e-01,-1.0800e+00,4.7181e+00,4.9926e+00,-3.0565e+03
-3.5363e-01,-1.0386e+00,4.7210e+00,4.9643e+00,-3.0548e+03
-3.4656e-01,-1.0490e+00,4.7200e+00,4.9680e+00,-3.0560e+03
-3.1916e-01,-1.0783e+00,4.7185e+00,4.9964e+00,-3.0465e+03
-3.5763e-01,-1.0393e+00,4.7185e+00,4.9912e+00,-3.0560e+03
-3.0546e-01,-1.0897e+00,4.7161e+00,4.9997e+00,-3.0545e+03
-3.0884e-01,-1.0842e+00,4.7173e+00,4.9946e+00,-3.0568e+03
-3.2707e-01,-1.0632e+00,4.7179e+00,4.9984e+00,-3.0534e+03
-3.5135e-01,-1.0389e+00,4.7197e+00,4.9906e+00,-3.0545e+03
-3.5664e-01,-1.0371e+00,4.7172e+00,4.9986e+00,-3.0531e+03
-3.5826e-01,-1.0385e+00,4.7184e+00,4.9855e+00,-3.0469e+03
-3.4545e-01,-1.0486e+00,4.7212e+00,4.9895e+00,-3.0568e+03
-3.3634e-01,-1.0687e+00,4.7197e+00,4.9214e+00,-3.0564e+03
-3.2733e-01,-1.0617e+00,4.7190e+00,4.9910e+00,-3.0548e+03
-3.4767e-01,-1.0520e+00,4.7159e+00,4.9908e+00,-3.0529e+03
-3.3461e-01,-1.0700e+00,4.7201e+00,4.9203e+00,-3.0556e+03
-3.5588e-01,-1.0362e+00,4.7198e+00,4.9893e+00,-3.0563e+03
-3.6655e-01,-1.0304e+00,4.7213e+00,4.9626e+00,-3.0479e+03
-3.1933e-01,-1.0740e+00,4.7190e+00,4.9980e+00,-3.0566e+03
-3.2607e-01,-1.0678e+00,4.7176e+00,4.9993e+00,-3.0555e+03
-3.2106e-01,-1.0745e+00,4.7182e+00,4.9999e+00,-3.0437e+03
-3.7268e-01,-1.0238e+00,4.7202e+00,4.9630e+00,-3.0544e+03
-3.4932e-01,-1.0485e+00,4.7190e+00,4.9716e+00,-3.0529e+03
-3.4697e-01,-1.0487e+00,4.7213e+00,4.9547e+00,-3.0517e+03
-3.2402e-01,-1.0709e+00,4.7174e+00,4.9895e+00,-3.0467e+03
-3.5085e-01,-1.0457e+00,4.7197e+00,4.9717e+00,-3.0506e+03
-3.6102e-01,-1.0259e+00,4.7216e+00,4.9977e+00,-3.0550e+03
-3.5211e-01,-1.0431e+00,4.7213e+00,4.9627e+00,-3.0426e+03
-3.4569e-01,-1.0508e+00,4.7199e+00,4.9698e+00,-3.0571e+03
-3.2151e-01,-1.0719e+00,4.7169e+00,4.9972e+00,-3.0515e+03
-3.5727e-01,-1.0339e+00,4.7210e+00,4.9803e+00,-3.0565e+03
-3.6321e-01,-1.0336e+00,4.7191e+00,4.9897e+00,-3.0555e+03
-3.1574e-01,-1.0845e+00,4.7177e+00,4.9973e+00,-3.0510e+03
-3.5473e-01,-1.0427e+00,4.7210e+00,4.9615e+00,-3.0522e+03
-3.5003e-01,-1.0492e+00,4.7179e+00,4.9975e+00,-3.0519e+03
-3.2417e-01,-1.0732e+00,4.7182e+00,4.9948e+00,-3.0478e+03
-3.6289e-01,-1.0320e+00,4.7191e+00,4.9844e+00,-3.0403e+03
-3.6255e-01,-1.0345e+00,4.7190e+00,4.9839e+00,-3.0331e+03
-3.4317e-01,-1.0532e+00,4.7189e+00,4.9746e+00,-3.0566e+03
-3.3401e-01,-1.0689e+00,4.7196e+00,4.9206e+00,-3.0530e+03
-3.4969e-01,-1.0457e+00,4.7180e+00,4.9950e+00,-3.0531e+03
-3.2125e-01,-1.0650e+00,4.7195e+00,4.9941e+00,-3.0561e+03
-3.6543e-01,-1.0226e+00,4.7238e+00,4.9868e+00,-3.0562e+03
-3.3877e-01,-1.0609e+00,4.7183e+00,4.9354e+00,-3.0561e+03
-3.8325e-01,-1.0097e+00,4.7234e+00,4.9875e+00,-3.0572e+03
-3.1981e-01,-1.0744e+00,4.7160e+00,4.9956e+00,-3.0560e+03
-3.2777e-01,-1.0655e+00,4.7185e+00,4.9671e+00,-3.0544e+03
-3.5670e-01,-1.0400e+00,4.7198e+00,4.9841e+00,-3.0397e+03
-3.5929e-01,-1.0338e+00,4.7195e+00,4.9801e+00,-3.0408e+03
-3.5798e-01,-1.0337e+00,4.7204e+00,4.9819e+00,-3.0440e+03
-3.1934e-01,-1.0772e+00,4.7184e+00,4.9893e+00,-3.0500e+03
-3.5534e-01,-1.0373e+00,4.7203e+00,4.9832e+00,-3.0504e+03
-3.2432e-01,-1.0675e+00,4.7191e+00,4.9776e+00,-3.0550e+03
-3.5283e-01,-1.0449e+00,4.7211e+00,4.9631e+00,-3.0459e+03
-3.0607e-01,-1.0907e+00,4.7158e+00,4.9994e+00,-3.0522e+03
-3.5594e-01,-1.0433e+00,4.7193e+00,4.9737e+00,-3.0543e+03
-3.2092e-01,-1.0757e+00,4.7184e+00,4.9908e+00,-3.0423e+03
-3.4600e-01,-1.0540e+00,4.7196e+00,4.9713e+00,-3.0500e+03
-3.6455e-01,-1.0351e+00,4.7213e+00,4.9590e+00,-3.0548e+03
-3.5212e-01,-1.0435e+00,4.7210e+00,4.9636e+00,-3.0497e+03
-3.5477e-01,-1.0427e+00,4.7179e+00,4.9984e+00,-3.0494e+03
-3.2548e-01,-1.0681e+00,4.7179e+00,4.9971e+00,-3.0407e+03
-3.2778e-01,-1.0691e+00,4.7197e+00,4.9974e+00,-3.0555e+03
-3.5958e-01,-1.0383e+00,4.7188e+00,4.9898e+00,-3.0537e+03
-3.4979e-01,-1.0424e+00,4.7186e+00,4.9972e+00,-3.0564e+03
-3.2180e-01,-1.0738e+00,4.7178e+00,4.9820e+00,-3.0545e+03
-3.6172e-01,-1.0333e+00,4.7190e+00,4.9810e+00,-3.0536e+03
-3.2413e-01,-1.0725e+00,4.7179e+00,4.9827e+00,-3.0557e+03
-3.5339e-01,-1.0459e+00,4.7213e+00,4.9553e+00,-3.0572e+03
-3.0598e-01,-1.0882e+00,4.7163e+00,4.9963e+00,-3.0488e+03
-3.1772e-01,-1.0763e+00,4.7185e+00,4.9987e+00,-3.0534e+03
-3.4917e-01,-1.0471e+00,4.7190e+00,4.9716e+00,-3.0556e+03
-3.2368e-01,-1.0659e+00,4.7184e+00,4.9807e+00,-3.0545e+03
-3.2183e-01,-1.0733e+00,4.7191e+00,4.9906e+00,-3.0559e+03
-3.5103e-01,-1.0447e+00,4.7185e+00,4.9960e+00,-3.0463e+03
-3.2344e-01,-1.0721e+00,4.7180e+00,4.9868e+00,-3.0569e+03
-3.6539e-01,-1.0335e+00,4.7214e+00,4.9689e+00,-3.0550e+03
-3.5797e-01,-1.0357e+00,4.7203e+00,4.9849e+00,-3.0406e+03
-3.5769e-01,-1.0376e+00,4.7205e+00,4.9707e+00,-3.0561e+03
-3.7354e-01,-1.0206e+00,4.7202e+00,4.9741e+00,-3.0553e+03
-3.3987e-01,-1.0581e+00,4.7218e+00,4.9284e+00,-3.0557e+03
-3.6043e-01,-1.0367e+00,4.7175e+00,4.9930e+00,-3.0563e+03
-3.5448e-01,-1.0466e+00,4.7197e+00,4.9693e+00,-3.0539e+03
-3.2744e-01,-1.0629e+00,4.7177e+00,4.9983e+00,-3.0565e+03
-3.5789e-01,-1.0382e+00,4.7206e+00,4.9690e+00,-3.0550e+03
-3.5507e-01,-1.0420e+00,4.7199e+00,4.9707e+00,-3.0514e+03
-3.2163e-01,-1.0782e+00,4.7180e+00,4.9929e+00,-3.0573e+03
-3.5352e-01,-1.0422e+00,4.7179e+00,4.9992e+00,-3.0549e+03
-3.3894e-01,-1.0686e+00,4.7192e+00,4.9308e+00,-3.0568e+03
-3.2498e-01,-1.0682e+00,4.7196e+00,4.9747e+00,-3.0454e+03
-3.2697e-01,-1.0628e+00,4.7173e+00,4.9993e+00,-3.0520e+03
-3.5404e-01,-1.0443e+00,4.7189e+00,4.9940e+00,-3.0558e+03
-3.1648e-01,-1.0791e+00,4.7187e+00,4.9907e+00,-3.0402e+03
-3.2325e-01,-1.0749e+00,4.7183e+00,4.9878e+00,-3.0559e+03
-3.1790e-01,-1.0741e+00,4.7186e+00,4.9969e+00,-3.0450e+03
-3.4979e-01,-1.0471e+00,4.7176e+00,4.9939e+00,-3.0530e+03
-3.2203e-01,-1.0707e+00,4.7186e+00,4.9999e+00,-3.0495e+03
-3.6822e-01,-1.0309e+00,4.7208e+00,4.9615e+00,-3.0450e+03
-3.5898e-01,-1.0362e+00,4.7196e+00,4.9808e+00,-3.0547e+03
-3.5152e-01,-1.0406e+00,4.7181e+00,4.9942e+00,-3.0473e+03
-3.3563e-01,-1.0655e+00,4.7205e+00,4.9207e+00,-3.0508e+03
-3.6053e-01,-1.0349e+00,4.7180e+00,4.9916e+00,-3.0395e+03
-3.2402e-01,-1.0727e+00,4.7174e+00,4.9888e+00,-3.0571e+03
-3.5737e-01,-1.0380e+00,4.7187e+00,4.9783e+00,-3.0531e+03
-3.6774e-01,-1.0261e+00,4.7221e+00,4.9619e+00,-3.0466e+03
-3.4151e-01,-1.0561e+00,4.7172e+00,4.9829e+00,-3.0533e+03
-3.5652e-01,-1.0359e+00,4.7186e+00,4.9942e+00,-3.0562e+03
-3.1956e-01,-1.0729e+00,4.7183e+00,4.9944e+00,-3.0523e+03
-3.3538e-01,-1.0681e+00,4.7201e+00,4.9203e+00,-3.0547e+03
-3.5437e-01,-1.0417e+00,4.7214e+00,4.9595e+00,-3.0402e+03
-3.2203e-01,-1.0739e+00,4.7176e+00,4.9909e+00,-3.0528e+03
-3.6079e-01,-1.0350e+00,4.7202e+00,4.9806e+00,-3.0514e+03
-3.5569e-01,-1.0376e+00,4.7190e+00,4.9898e+00,-3.0548e+03
-3.2040e-01,-1.0741e+00,4.7182e+00,4.9911e+00,-3.0534e+03
-3.6116e-01,-1.0325e+00,4.7185e+00,4.9875e+00,-3.0524e+03
-3.5471e-01,-1.0413e+00,4.7195e+00,4.9876e+00,-3.0508e+03
-3.2081e-01,-1.0709e+00,4.7190e+00,4.9961e+00,-3.0570e+03
-3.1747e-01,-1.0771e+00,4.7187e+00,4.9960e+00,-3.0507e+03
-3.5222e-01,-1.0429e+00,4.7180e+00,4.9919e+00,-3.0528e+03
-3.5353e-01,-1.0441e+00,4.7193e+00,4.9939e+00,-3.0524e+03
-3.5301e-01,-1.0428e+00,4.7192e+00,4.9899e+00,-3.0496e+03
-3.2190e-01,-1.0701e+00,4.7184e+00,4.9976e+00,-3.0450e+03
-3.4691e-01,-1.0470e+00,4.7206e+00,4.9674e+00,-3.0573e+03
-3.2706e-01,-1.0693e+00,4.7181e+00,4.9992e+00,-3.0526e+03
-3.5221e-01,-1.0441e+00,4.7210e+00,4.9616e+00,-3.0495e+03
-3.5229e-01,-1.0408e+00,4.7194e+00,4.9946e+00,-3.0509e+03
-3.2026e-01,-1.0690e+00,4.7197e+00,4.9880e+00,-3.0547e+03
-3.2145e-01,-1.0762e+00,4.7177e+00,4.9890e+00,-3.0574e+03
-3.4692e-01,-1.0511e+00,4.7208e+00,4.9569e+00,-3.0500e+03
-3.5395e-01,-1.0372e+00,4.7180e+00,4.9967e+00,-3.0525e+03
-3.2235e-01,-1.0733e+00,4.7174e+00,4.9934e+00,-3.0524e+03
-3.4718e-01,-1.0515e+00,4.7162e+00,4.9870e+00,-3.0528e+03
-3.3672e-01,-1.0697e+00,4.7169e+00,4.9381e+00,-3.0574e+03
-3.3523e-01,-1.0657e+00,4.7171e+00,4.9384e+00,-3.0563e+03
-3.1687e-01,-1.0803e+00,4.7182e+00,4.9913e+00,-3.0566e+03
