,NGC4993,NGC3377,M49,M87
4,0.008434295654296875,0.08381843566894531,0.0083160400390625,-0.00054931640625
5,0.06542015075683594,0.04871559143066406,-0.006534576416015625,0.0041027069091796875
6,0.0072002410888671875,0.022674560546875,0.010171890258789062,0.03752899169921875
7,-0.0013885498046875,0.030771255493164062,0.0285797119140625,0.00870513916015625
8,-0.006313323974609375,0.04743766784667969,0.00049591064453125,0.0008716583251953125
9,0.06515121459960938,0.031106948852539062,-0.0062770843505859375,0.0085296630859375
10,0.014066696166992188,0.03912925720214844,0.0051898956298828125,0.035449981689453125
11,0.021366119384765625,-0.0054779052734375,0.028158187866210938,-0.00365447998046875
12,0.014774322509765625,0.003261566162109375,0.013439178466796875,-0.0011444091796875
13,-0.13103866577148438,0.04322242736816406,-0.002971649169921875,0.0075435638427734375
14,0.0003376007080078125,0.03491020202636719,0.0012359619140625,0.03622245788574219
15,0.026172637939453125,0.05043220520019531,0.01284027099609375,0.0102081298828125
16,0.005893707275390625,0.09624099731445312,0.007844924926757812,0.027387619018554688
17,-0.0048923492431640625,0.014169692993164062,-0.010677337646484375,-0.0026912689208984375
18,0.029066085815429688,0.03418159484863281,0.012287139892578125,0.046207427978515625
19,0.06213569641113281,0.018741607666015625,0.006839752197265625,0.012762069702148438
20,-0.011732101440429688,0.023660659790039062,0.014356613159179688,0.003955841064453125
21,0.2045307159423828,0.0001678466796875,-0.0034923553466796875,-0.004077911376953125
22,0.0449066162109375,0.03323173522949219,0.016021728515625,0.021673202514648438
23,0.03588676452636719,0.05300331115722656,0.026092529296875,0.014596939086914062
24,0.0459747314453125,0.016849517822265625,0.004589080810546875,0.00817108154296875
25,,0.018772125244140625,0.008180618286132812,-0.00502777099609375
26,0.044071197509765625,-0.020092010498046875,0.023733139038085938,0.04616546630859375
27,6.29425048828125e-05,0.05529022216796875,0.032672882080078125,-0.0034046173095703125
28,0.023988723754882812,0.023296356201171875,0.015350341796875,0.00185394287109375
29,,0.017839431762695312,0.00899505615234375,0.028562545776367188
30,0.0642852783203125,0.013246536254882812,-0.000804901123046875,-0.004199981689453125
31,0.0188446044921875,0.05614280700683594,0.034931182861328125,0.025066375732421875
32,0.0577239990234375,0.03865814208984375,0.0036067962646484375,0.013486862182617188
33,,0.022064208984375,0.015598297119140625,0.03565788269042969
34,0.0497283935546875,-0.008625030517578125,0.016252517700195312,0.00968170166015625
35,0.07155609130859375,0.03997802734375,0.03194427490234375,0.019678115844726562
36,0.09062004089355469,0.026416778564453125,0.017099380493164062,0.01885223388671875
37,,0.001373291015625,0.014337539672851562,0.00827789306640625
38,0.09780693054199219,0.011423110961914062,0.0232086181640625,-0.005992889404296875
