logfeh,logdust,logNpix,tau,logl
-3.1561e-01,-8.2127e-01,5.2669e+00,4.9923e+00,-1.3511e+03
-3.0459e-01,-8.2708e-01,5.2683e+00,4.9623e+00,-1.3520e+03
-3.0009e-01,-8.3715e-01,5.2644e+00,4.9994e+00,-1.3495e+03
-3.0688e-01,-8.2456e-01,5.2690e+00,4.9918e+00,-1.3509e+03
-3.0142e-01,-8.3030e-01,5.2664e+00,4.9696e+00,-1.3467e+03
-3.0548e-01,-8.2677e-01,5.2671e+00,4.9734e+00,-1.3505e+03
-3.0222e-01,-8.2919e-01,5.2658e+00,4.9988e+00,-1.3509e+03
-3.2172e-01,-8.2378e-01,5.2651e+00,4.9868e+00,-1.3492e+03
-3.3103e-01,-8.1392e-01,5.2677e+00,4.9824e+00,-1.3524e+03
-3.0394e-01,-8.2577e-01,5.2693e+00,4.9587e+00,-1.3520e+03
-3.0299e-01,-8.3165e-01,5.2652e+00,4.9764e+00,-1.3493e+03
-3.0600e-01,-8.3659e-01,5.2651e+00,4.9833e+00,-1.3506e+03
-3.1554e-01,-8.1822e-01,5.2679e+00,4.9955e+00,-1.3505e+03
-3.0800e-01,-8.2517e-01,5.2688e+00,4.9800e+00,-1.3519e+03
-3.0354e-01,-8.3296e-01,5.2658e+00,4.9877e+00,-1.3506e+03
-3.2319e-01,-8.1764e-01,5.2678e+00,4.9680e+00,-1.3523e+03
-3.0130e-01,-8.3103e-01,5.2664e+00,4.9785e+00,-1.3518e+03
-3.2748e-01,-8.1885e-01,5.2682e+00,4.9612e+00,-1.3518e+03
-3.2300e-01,-8.2688e-01,5.2638e+00,4.9911e+00,-1.3520e+03
-3.0124e-01,-8.2982e-01,5.2657e+00,4.9823e+00,-1.3524e+03
-3.1090e-01,-8.3177e-01,5.2673e+00,4.9733e+00,-1.3504e+03
-3.3449e-01,-8.1522e-01,5.2650e+00,4.9858e+00,-1.3496e+03
-3.0084e-01,-8.2627e-01,5.2681e+00,4.9748e+00,-1.3499e+03
-3.0785e-01,-8.3996e-01,5.2649e+00,4.9392e+00,-1.3513e+03
-3.1626e-01,-8.2421e-01,5.2672e+00,4.9760e+00,-1.3509e+03
-2.5345e-01,-8.5331e-01,5.2675e+00,4.9998e+00,-1.3518e+03
-3.1785e-01,-8.2112e-01,5.2673e+00,4.9751e+00,-1.3468e+03
-3.0206e-01,-8.3703e-01,5.2648e+00,4.9980e+00,-1.3513e+03
-2.2305e-01,-8.5722e-01,5.2673e+00,4.9976e+00,-1.3459e+03
-3.1792e-01,-8.3534e-01,5.2630e+00,4.9920e+00,-1.3497e+03
-3.0817e-01,-8.3285e-01,5.2657e+00,4.9821e+00,-1.3522e+03
-3.1173e-01,-8.2434e-01,5.2678e+00,4.9960e+00,-1.3499e+03
-3.1813e-01,-8.2461e-01,5.2669e+00,4.9817e+00,-1.3514e+03
-3.1895e-01,-8.2072e-01,5.2675e+00,4.9853e+00,-1.3442e+03
-3.1218e-01,-8.2809e-01,5.2682e+00,4.9497e+00,-1.3510e+03
-3.0553e-01,-8.2518e-01,5.2707e+00,4.9491e+00,-1.3466e+03
-2.1940e-01,-8.5316e-01,5.2668e+00,4.9951e+00,-1.3483e+03
-3.2658e-01,-8.2363e-01,5.2658e+00,4.9856e+00,-1.3447e+03
-3.0060e-01,-8.2907e-01,5.2686e+00,4.9668e+00,-1.3508e+03
-3.1159e-01,-8.2007e-01,5.2700e+00,4.9668e+00,-1.3482e+03
-3.3044e-01,-8.2013e-01,5.2655e+00,4.9935e+00,-1.3507e+03
-3.1012e-01,-8.2393e-01,5.2675e+00,4.9795e+00,-1.3523e+03
-3.0160e-01,-8.3905e-01,5.2635e+00,4.9936e+00,-1.3518e+03
-3.1916e-01,-8.2723e-01,5.2647e+00,4.9910e+00,-1.3520e+03
-3.0636e-01,-8.3648e-01,5.2658e+00,4.9833e+00,-1.3510e+03
-3.1295e-01,-8.2431e-01,5.2676e+00,4.9813e+00,-1.3474e+03
-3.0042e-01,-8.3362e-01,5.2699e+00,4.9328e+00,-1.3489e+03
-3.1204e-01,-8.2699e-01,5.2679e+00,4.9695e+00,-1.3515e+03
-3.2833e-01,-8.1137e-01,5.2684e+00,4.9983e+00,-1.3517e+03
-3.0154e-01,-8.3081e-01,5.2667e+00,4.9811e+00,-1.3475e+03
-3.1279e-01,-8.2303e-01,5.2669e+00,4.9823e+00,-1.3508e+03
-3.1630e-01,-8.2543e-01,5.2668e+00,4.9763e+00,-1.3501e+03
-3.0757e-01,-8.3198e-01,5.2654e+00,4.9858e+00,-1.3522e+03
-3.0112e-01,-8.3348e-01,5.2671e+00,4.9824e+00,-1.3449e+03
-3.2767e-01,-8.1690e-01,5.2683e+00,4.9912e+00,-1.3491e+03
-3.0143e-01,-8.3890e-01,5.2638e+00,4.9855e+00,-1.3496e+03
-3.0870e-01,-8.3496e-01,5.2645e+00,4.9893e+00,-1.3506e+03
-3.0855e-01,-8.2621e-01,5.2670e+00,4.9837e+00,-1.3503e+03
-3.0663e-01,-8.3310e-01,5.2632e+00,4.9979e+00,-1.3452e+03
-3.0055e-01,-8.3165e-01,5.2690e+00,4.9694e+00,-1.3521e+03
-3.0647e-01,-8.2916e-01,5.2688e+00,4.9796e+00,-1.3502e+03
-3.0450e-01,-8.3081e-01,5.2679e+00,4.9769e+00,-1.3482e+03
-3.1880e-01,-8.2595e-01,5.2670e+00,4.9839e+00,-1.3498e+03
-3.0280e-01,-8.2190e-01,5.2705e+00,4.9600e+00,-1.3495e+03
-3.0332e-01,-8.2356e-01,5.2700e+00,4.9663e+00,-1.3490e+03
-3.2891e-01,-8.1954e-01,5.2673e+00,4.9847e+00,-1.3520e+03
-3.0270e-01,-8.3516e-01,5.2651e+00,4.9810e+00,-1.3516e+03
-3.0533e-01,-8.2970e-01,5.2683e+00,4.9761e+00,-1.3517e+03
-3.0161e-01,-8.2638e-01,5.2669e+00,4.9879e+00,-1.3471e+03
-3.2292e-01,-8.1710e-01,5.2668e+00,4.9978e+00,-1.3479e+03
-3.0648e-01,-8.3065e-01,5.2667e+00,4.9963e+00,-1.3429e+03
-3.0375e-01,-8.3027e-01,5.2670e+00,4.9744e+00,-1.3495e+03
-3.1123e-01,-8.2077e-01,5.2684e+00,4.9997e+00,-1.3479e+03
-3.0447e-01,-8.3672e-01,5.2664e+00,4.9536e+00,-1.3516e+03
-3.1728e-01,-8.2143e-01,5.2678e+00,4.9891e+00,-1.3462e+03
-3.0984e-01,-8.2591e-01,5.2671e+00,4.9769e+00,-1.3447e+03
-3.0362e-01,-8.3297e-01,5.2674e+00,4.9765e+00,-1.3482e+03
-3.1323e-01,-8.1979e-01,5.2702e+00,4.9473e+00,-1.3517e+03
-3.1603e-01,-8.2152e-01,5.2661e+00,4.9983e+00,-1.3475e+03
-3.1717e-01,-8.3440e-01,5.2622e+00,4.9957e+00,-1.3517e+03
-3.0361e-01,-8.3330e-01,5.2653e+00,4.9750e+00,-1.3508e+03
-3.0768e-01,-8.2732e-01,5.2670e+00,4.9692e+00,-1.3499e+03
-3.1396e-01,-8.2137e-01,5.2670e+00,4.9768e+00,-1.3474e+03
-3.0772e-01,-8.2489e-01,5.2701e+00,4.9600e+00,-1.3522e+03
-3.1058e-01,-8.2361e-01,5.2679e+00,4.9747e+00,-1.3524e+03
-3.0270e-01,-8.3311e-01,5.2636e+00,4.9878e+00,-1.3502e+03
-3.2318e-01,-8.1491e-01,5.2702e+00,4.9765e+00,-1.3478e+03
-3.1547e-01,-8.2184e-01,5.2693e+00,4.9646e+00,-1.3519e+03
-3.0697e-01,-8.2907e-01,5.2685e+00,4.9604e+00,-1.3509e+03
-3.0112e-01,-8.3670e-01,5.2661e+00,4.9772e+00,-1.3504e+03
-3.0293e-01,-8.2589e-01,5.2692e+00,4.9718e+00,-1.3504e+03
-3.2043e-01,-8.2405e-01,5.2656e+00,4.9991e+00,-1.3524e+03
