logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-6.5575e-02,-1.1221e+00,2.0805e+00,8.5980e-01,2.3552e+00,2.9689e+00,5.2083e+00,3.1806e+01,-2.0714e+01
4.9366e-01,-1.5905e+00,2.2434e+00,2.4176e+00,3.5259e+00,5.1611e+00,5.1622e+00,3.2483e+01,-2.3210e+01
1.6820e-01,-1.6312e+00,2.1101e+00,5.6574e-01,3.1811e+00,3.1281e+00,5.3397e+00,3.2079e+01,-2.4237e+01
3.7317e-01,-1.7714e+00,1.9568e+00,2.2552e+00,3.8015e+00,3.2780e+00,5.2574e+00,3.1866e+01,-2.3774e+01
4.9424e-01,-1.3929e+00,1.4004e+00,2.5584e+00,2.4758e+00,4.8530e+00,4.3484e+00,3.1352e+01,-2.4179e+01
2.4531e-01,-1.5035e+00,1.3804e+00,2.1900e+00,2.4919e+00,4.5377e+00,4.9130e+00,3.1494e+01,-2.4024e+01
6.8075e-02,-1.1726e+00,1.8952e+00,2.9840e+00,1.7048e+00,4.3778e+00,5.3677e+00,3.2307e+01,-2.4463e+01
1.4514e-01,-1.3924e+00,1.9192e+00,2.0972e+00,3.0673e+00,3.0326e+00,5.1146e+00,3.1528e+01,-2.1304e+01
3.9090e-01,-1.7993e+00,1.9962e+00,1.4863e+00,1.5933e+00,4.6310e+00,4.9791e+00,3.1621e+01,-2.2208e+01
-2.5408e-02,-1.3129e+00,1.5003e+00,1.6655e+00,2.8322e+00,3.6724e+00,5.0755e+00,3.1522e+01,-2.3631e+01
3.7172e-01,-1.4405e+00,1.8625e+00,2.0292e+00,3.2312e+00,4.1504e+00,4.8241e+00,3.1032e+01,-2.2247e+01
2.8444e-03,-1.0338e+00,2.1656e+00,2.4973e+00,3.3264e+00,4.3500e+00,5.2903e+00,3.2161e+01,-2.1523e+01
1.8909e-01,-1.4347e+00,2.0552e+00,1.5229e+00,2.4552e+00,4.2888e+00,5.2286e+00,3.1926e+01,-2.1825e+01
1.6765e-01,-1.3425e+00,2.2325e+00,1.8121e+00,2.9872e+00,3.2086e+00,5.2936e+00,3.1948e+01,-2.3111e+01
3.1282e-01,-1.3238e+00,1.8191e+00,2.2946e+00,1.4271e+00,4.6073e+00,4.7862e+00,3.1366e+01,-2.2964e+01
