logfeh,logdust,logNpix,logage,dmod,logl
-1.2235e+00,-1.9516e+00,2.3177e+00,9.5186e+00,3.0347e+01,-3.5642e+03
-1.2056e+00,-1.9851e+00,2.3180e+00,9.5179e+00,3.0337e+01,-3.5705e+03
-1.2272e+00,-1.9709e+00,2.3188e+00,9.5013e+00,3.0341e+01,-3.5677e+03
-1.2384e+00,-1.9740e+00,2.3215e+00,9.5101e+00,3.0358e+01,-3.5776e+03
-1.2237e+00,-1.9988e+00,2.4012e+00,9.5216e+00,3.0578e+01,-3.5771e+03
-1.2499e+00,-1.9996e+00,2.3177e+00,9.5106e+00,3.0340e+01,-3.5722e+03
-1.2311e+00,-1.9968e+00,2.4007e+00,9.5120e+00,3.0559e+01,-3.5770e+03
-1.2478e+00,-1.9528e+00,2.3195e+00,9.5112e+00,3.0349e+01,-3.5769e+03
-1.2037e+00,-1.9543e+00,2.3180e+00,9.5238e+00,3.0348e+01,-3.5690e+03
-1.2007e+00,-1.9970e+00,2.3235e+00,9.5030e+00,3.0363e+01,-3.5726e+03
-1.2186e+00,-1.9811e+00,2.4005e+00,9.5045e+00,3.0565e+01,-3.5766e+03
-1.2157e+00,-1.9758e+00,2.3229e+00,9.5151e+00,3.0369e+01,-3.5735e+03
-1.2013e+00,-1.8967e+00,2.3223e+00,9.5140e+00,3.0338e+01,-3.5734e+03
-1.2017e+00,-1.9989e+00,2.3231e+00,9.5055e+00,3.0375e+01,-3.5715e+03
-1.2251e+00,-1.9971e+00,2.3219e+00,9.5113e+00,3.0371e+01,-3.5766e+03
-1.2310e+00,-1.9681e+00,2.3984e+00,9.5198e+00,3.0544e+01,-3.5747e+03
-1.2141e+00,-1.9961e+00,2.3194e+00,9.5143e+00,3.0340e+01,-3.5707e+03
-1.2165e+00,-1.9598e+00,2.3201e+00,9.5159e+00,3.0360e+01,-3.5656e+03
-1.2403e+00,-1.9870e+00,2.1839e+00,9.5004e+00,3.0013e+01,-3.5779e+03
-1.2134e+00,-1.9889e+00,2.3200e+00,9.5206e+00,3.0345e+01,-3.5736e+03
-1.2089e+00,-1.9899e+00,2.3191e+00,9.5086e+00,3.0335e+01,-3.5650e+03
-1.2214e+00,-1.9992e+00,2.3175e+00,9.5210e+00,3.0371e+01,-3.5685e+03
-1.2239e+00,-1.9449e+00,2.3220e+00,9.5096e+00,3.0362e+01,-3.5601e+03
-1.2103e+00,-1.9548e+00,2.3198e+00,9.5048e+00,3.0357e+01,-3.5749e+03
-1.2173e+00,-1.9923e+00,2.3187e+00,9.5147e+00,3.0340e+01,-3.5680e+03
-1.2298e+00,-1.9858e+00,2.3223e+00,9.5191e+00,3.0362e+01,-3.5736e+03
-1.2051e+00,-1.9656e+00,2.3177e+00,9.5093e+00,3.0359e+01,-3.5652e+03
-1.2274e+00,-1.9844e+00,2.3234e+00,9.5119e+00,3.0362e+01,-3.5730e+03
-1.2096e+00,-1.9286e+00,2.3218e+00,9.5032e+00,3.0355e+01,-3.5779e+03
-1.2183e+00,-1.9893e+00,2.3991e+00,9.5206e+00,3.0543e+01,-3.5747e+03
-1.2247e+00,-1.9464e+00,2.3178e+00,9.5092e+00,3.0367e+01,-3.5770e+03
-1.2101e+00,-1.9333e+00,2.3198e+00,9.5200e+00,3.0356e+01,-3.5763e+03
-1.2165e+00,-1.9916e+00,2.3197e+00,9.5116e+00,3.0371e+01,-3.5776e+03
-1.2018e+00,-1.9915e+00,2.3179e+00,9.5109e+00,3.0342e+01,-3.5711e+03
-1.2438e+00,-1.9729e+00,2.3207e+00,9.5165e+00,3.0354e+01,-3.5736e+03
-1.2185e+00,-1.9715e+00,2.3166e+00,9.5144e+00,3.0344e+01,-3.5773e+03
-1.2223e+00,-1.9746e+00,2.3229e+00,9.5153e+00,3.0371e+01,-3.5729e+03
-1.2312e+00,-1.9787e+00,2.3201e+00,9.5013e+00,3.0370e+01,-3.5625e+03
-1.2285e+00,-1.9225e+00,2.3177e+00,9.5146e+00,3.0353e+01,-3.5758e+03
-1.2183e+00,-1.9857e+00,2.3218e+00,9.5077e+00,3.0341e+01,-3.5767e+03
-1.2211e+00,-1.9159e+00,2.3184e+00,9.5078e+00,3.0360e+01,-3.5732e+03
-1.2161e+00,-1.9778e+00,2.3175e+00,9.5228e+00,3.0359e+01,-3.5737e+03
-1.2008e+00,-1.9968e+00,2.3224e+00,9.5006e+00,3.0378e+01,-3.5606e+03
-1.2369e+00,-1.8557e+00,2.3234e+00,9.5072e+00,3.0359e+01,-3.5765e+03
-1.2285e+00,-1.9416e+00,2.3226e+00,9.5113e+00,3.0376e+01,-3.5775e+03
-1.2383e+00,-1.9969e+00,2.3169e+00,9.5197e+00,3.0343e+01,-3.5778e+03
-1.2041e+00,-1.9326e+00,2.3204e+00,9.5085e+00,3.0369e+01,-3.5757e+03
-1.2406e+00,-1.9983e+00,2.3174e+00,9.5226e+00,3.0340e+01,-3.5691e+03
-1.2123e+00,-1.9955e+00,2.3968e+00,9.5003e+00,3.0549e+01,-3.5736e+03
-1.2095e+00,-1.9615e+00,2.3181e+00,9.5084e+00,3.0348e+01,-3.5723e+03
-1.2025e+00,-1.9913e+00,2.3983e+00,9.5083e+00,3.0585e+01,-3.5753e+03
-1.2282e+00,-1.9998e+00,2.3222e+00,9.5184e+00,3.0342e+01,-3.5762e+03
-1.2324e+00,-1.9643e+00,2.2419e+00,9.5140e+00,3.0142e+01,-3.5777e+03
-1.2313e+00,-1.9655e+00,2.3190e+00,9.5127e+00,3.0363e+01,-3.5733e+03
-1.2327e+00,-1.9959e+00,2.4000e+00,9.5085e+00,3.0558e+01,-3.5737e+03
-1.2127e+00,-1.9936e+00,2.3992e+00,9.5081e+00,3.0567e+01,-3.5714e+03
-1.2258e+00,-1.9725e+00,2.3140e+00,9.5080e+00,3.0350e+01,-3.5763e+03
-1.2305e+00,-1.9806e+00,2.3190e+00,9.5056e+00,3.0370e+01,-3.5739e+03
-1.2056e+00,-1.9622e+00,2.3228e+00,9.5102e+00,3.0355e+01,-3.5706e+03
-1.2323e+00,-1.9881e+00,2.3193e+00,9.5077e+00,3.0371e+01,-3.5728e+03
-1.2353e+00,-1.9922e+00,2.3217e+00,9.5227e+00,3.0353e+01,-3.5755e+03
-1.2169e+00,-1.9873e+00,2.3220e+00,9.5113e+00,3.0363e+01,-3.5754e+03
-1.2320e+00,-1.9896e+00,2.3212e+00,9.5153e+00,3.0379e+01,-3.5779e+03
-1.2210e+00,-1.9864e+00,2.3179e+00,9.5249e+00,3.0353e+01,-3.5615e+03
-1.2040e+00,-1.9877e+00,2.3181e+00,9.5220e+00,3.0340e+01,-3.5706e+03
-1.2452e+00,-1.9525e+00,2.3175e+00,9.5180e+00,3.0348e+01,-3.5736e+03
-1.2013e+00,-1.9924e+00,2.3180e+00,9.5243e+00,3.0358e+01,-3.5589e+03
-1.2213e+00,-1.9987e+00,2.3181e+00,9.5079e+00,3.0363e+01,-3.5744e+03
-1.2442e+00,-1.9839e+00,2.3997e+00,9.5064e+00,3.0567e+01,-3.5760e+03
-1.2461e+00,-1.9479e+00,2.4004e+00,9.5221e+00,3.0570e+01,-3.5761e+03
-1.2361e+00,-1.9799e+00,2.3167e+00,9.5222e+00,3.0345e+01,-3.5746e+03
-1.2256e+00,-1.9844e+00,2.3236e+00,9.5134e+00,3.0352e+01,-3.5755e+03
-1.2329e+00,-1.9483e+00,2.1842e+00,9.5127e+00,3.0012e+01,-3.5726e+03
-1.2330e+00,-1.9911e+00,2.2369e+00,9.5008e+00,3.0134e+01,-3.5734e+03
-1.2107e+00,-1.9988e+00,2.3191e+00,9.5116e+00,3.0355e+01,-3.5586e+03
-1.2458e+00,-1.9605e+00,2.3197e+00,9.5170e+00,3.0365e+01,-3.5707e+03
-1.2352e+00,-1.9143e+00,2.3185e+00,9.5029e+00,3.0342e+01,-3.5779e+03
-1.2200e+00,-1.9878e+00,2.3216e+00,9.5202e+00,3.0367e+01,-3.5663e+03
-1.2275e+00,-1.9863e+00,2.3176e+00,9.5218e+00,3.0374e+01,-3.5744e+03
-1.2423e+00,-1.9952e+00,2.3191e+00,9.5097e+00,3.0362e+01,-3.5771e+03
-1.2422e+00,-1.9932e+00,2.3205e+00,9.5022e+00,3.0375e+01,-3.5642e+03
-1.2120e+00,-1.8998e+00,2.3228e+00,9.5196e+00,3.0367e+01,-3.5749e+03
-1.2192e+00,-1.9885e+00,2.3182e+00,9.5135e+00,3.0351e+01,-3.5619e+03
-1.2080e+00,-1.9616e+00,2.3194e+00,9.5163e+00,3.0372e+01,-3.5738e+03
-1.2013e+00,-1.9586e+00,2.3190e+00,9.5154e+00,3.0357e+01,-3.5748e+03
-1.2237e+00,-1.9908e+00,2.4002e+00,9.5230e+00,3.0563e+01,-3.5769e+03
-1.2169e+00,-1.9518e+00,2.4006e+00,9.5009e+00,3.0563e+01,-3.5733e+03
-1.2438e+00,-1.9542e+00,2.3201e+00,9.5049e+00,3.0362e+01,-3.5747e+03
-1.2173e+00,-1.9144e+00,2.3193e+00,9.5082e+00,3.0341e+01,-3.5695e+03
-1.2238e+00,-1.9371e+00,2.3996e+00,9.5048e+00,3.0553e+01,-3.5738e+03
-1.2095e+00,-1.8608e+00,2.3174e+00,9.5034e+00,3.0347e+01,-3.5744e+03
-1.2007e+00,-1.9956e+00,2.3148e+00,9.5187e+00,3.0345e+01,-3.5728e+03
-1.2273e+00,-1.9305e+00,2.3179e+00,9.5108e+00,3.0342e+01,-3.5763e+03
-1.2399e+00,-1.9971e+00,2.3754e+00,9.5211e+00,3.0506e+01,-3.5614e+03
-1.2410e+00,-1.9362e+00,2.3189e+00,9.5150e+00,3.0339e+01,-3.5752e+03
-1.2481e+00,-1.9930e+00,2.1817e+00,9.5175e+00,3.0000e+01,-3.5761e+03
-1.2373e+00,-1.9805e+00,2.3189e+00,9.5232e+00,3.0344e+01,-3.5716e+03
-1.2317e+00,-1.9838e+00,2.3177e+00,9.5127e+00,3.0365e+01,-3.5676e+03
-1.2168e+00,-1.9945e+00,2.4020e+00,9.5059e+00,3.0568e+01,-3.5674e+03
-1.2103e+00,-1.9798e+00,2.3181e+00,9.5124e+00,3.0352e+01,-3.5739e+03
-1.2171e+00,-1.9732e+00,2.3180e+00,9.5095e+00,3.0347e+01,-3.5671e+03
-1.2386e+00,-1.9910e+00,2.3968e+00,9.5050e+00,3.0566e+01,-3.5749e+03
-1.2081e+00,-1.9108e+00,2.3224e+00,9.5050e+00,3.0369e+01,-3.5710e+03
-1.2413e+00,-1.9927e+00,2.2416e+00,9.5109e+00,3.0167e+01,-3.5695e+03
-1.2086e+00,-1.9915e+00,2.1830e+00,9.5141e+00,3.0009e+01,-3.5737e+03
-1.2300e+00,-1.9786e+00,2.3176e+00,9.5230e+00,3.0363e+01,-3.5731e+03
-1.2331e+00,-1.9961e+00,2.3221e+00,9.5109e+00,3.0372e+01,-3.5705e+03
-1.2408e+00,-1.9570e+00,2.3201e+00,9.5188e+00,3.0345e+01,-3.5682e+03
-1.2238e+00,-1.9974e+00,2.3174e+00,9.5174e+00,3.0354e+01,-3.5567e+03
-1.2391e+00,-1.9832e+00,2.3191e+00,9.5040e+00,3.0381e+01,-3.5777e+03
-1.2351e+00,-1.9471e+00,2.3167e+00,9.5055e+00,3.0333e+01,-3.5743e+03
-1.2178e+00,-1.9834e+00,2.3211e+00,9.5144e+00,3.0360e+01,-3.5739e+03
-1.2173e+00,-1.9715e+00,2.3191e+00,9.5186e+00,3.0376e+01,-3.5765e+03
-1.2244e+00,-1.9586e+00,2.3155e+00,9.5134e+00,3.0348e+01,-3.5765e+03
-1.2407e+00,-1.9951e+00,2.3185e+00,9.5151e+00,3.0364e+01,-3.5752e+03
-1.2048e+00,-1.9941e+00,2.3202e+00,9.5121e+00,3.0360e+01,-3.5681e+03
-1.2279e+00,-1.9973e+00,2.2427e+00,9.5219e+00,3.0160e+01,-3.5765e+03
-1.2183e+00,-1.9723e+00,2.3219e+00,9.5235e+00,3.0357e+01,-3.5754e+03
