logfeh,logdust,logNpix,tau,dmod,logl
-4.7551e-01,-8.2066e-01,5.1339e+00,2.4392e+00,3.0634e+01,-1.7682e+02
-4.6466e-01,-8.4012e-01,5.1470e+00,2.1535e+00,3.0658e+01,-1.7368e+02
-4.7047e-01,-8.3375e-01,5.1506e+00,2.2589e+00,3.0670e+01,-1.7422e+02
-4.9143e-01,-8.4872e-01,5.1807e+00,1.9771e+00,3.0736e+01,-1.7756e+02
-4.8167e-01,-8.2795e-01,5.1927e+00,2.3462e+00,3.0777e+01,-1.7288e+02
-4.6221e-01,-8.1273e-01,5.1666e+00,2.5298e+00,3.0717e+01,-1.7539e+02
-4.7560e-01,-8.2747e-01,5.1789e+00,2.3338e+00,3.0742e+01,-1.6618e+02
-4.8390e-01,-8.2620e-01,5.1476e+00,2.3636e+00,3.0666e+01,-1.6774e+02
-4.9992e-01,-8.1678e-01,5.1762e+00,2.4594e+00,3.0740e+01,-1.7369e+02
-4.9940e-01,-8.3489e-01,5.2041e+00,2.2246e+00,3.0802e+01,-1.7810e+02
-4.6622e-01,-8.3070e-01,5.1816e+00,2.2934e+00,3.0748e+01,-1.7844e+02
-4.8676e-01,-8.1391e-01,5.1603e+00,2.5201e+00,3.0702e+01,-1.7000e+02
-4.5204e-01,-8.0909e-01,5.1943e+00,2.5640e+00,3.0788e+01,-1.7890e+02
-4.8645e-01,-8.2695e-01,5.1440e+00,2.3390e+00,3.0656e+01,-1.7385e+02
-4.9105e-01,-8.4048e-01,5.1889e+00,2.0904e+00,3.0760e+01,-1.7751e+02
-4.8414e-01,-8.1343e-01,5.1430e+00,2.5011e+00,3.0656e+01,-1.7785e+02
-4.8276e-01,-8.3292e-01,5.1368e+00,2.2193e+00,3.0632e+01,-1.7653e+02
-4.6347e-01,-8.1466e-01,5.1577e+00,2.4950e+00,3.0694e+01,-1.6443e+02
-4.6004e-01,-8.1860e-01,5.1590e+00,2.4544e+00,3.0696e+01,-1.6697e+02
-4.6903e-01,-8.4291e-01,5.1469e+00,2.0708e+00,3.0653e+01,-1.7522e+02
-4.6944e-01,-8.6395e-01,5.1682e+00,1.5818e+00,3.0696e+01,-1.7889e+02
-4.9332e-01,-8.3899e-01,5.1298e+00,2.1846e+00,3.0615e+01,-1.7843e+02
-4.5919e-01,-8.2686e-01,5.1672e+00,2.3515e+00,3.0713e+01,-1.7241e+02
-4.6942e-01,-8.3015e-01,5.1455e+00,2.2928e+00,3.0656e+01,-1.7440e+02
-4.5666e-01,-8.1157e-01,5.1720e+00,2.5222e+00,3.0730e+01,-1.7851e+02
-4.8378e-01,-8.4285e-01,5.1315e+00,2.0554e+00,3.0614e+01,-1.7395e+02
-4.9643e-01,-8.2394e-01,5.1450e+00,2.3716e+00,3.0658e+01,-1.7820e+02
-4.7301e-01,-8.3846e-01,5.1454e+00,2.1637e+00,3.0654e+01,-1.6788e+02
-4.9119e-01,-8.2204e-01,5.1679e+00,2.4032e+00,3.0716e+01,-1.6680e+02
-4.5453e-01,-8.1664e-01,5.1962e+00,2.5053e+00,3.0793e+01,-1.7890e+02
-4.8152e-01,-8.4392e-01,5.1721e+00,2.0814e+00,3.0719e+01,-1.7715e+02
-4.9918e-01,-8.1013e-01,5.1611e+00,2.5839e+00,3.0707e+01,-1.7438e+02
-4.6853e-01,-8.2630e-01,5.1933e+00,2.3511e+00,3.0779e+01,-1.7811e+02
-4.7028e-01,-8.5513e-01,5.1452e+00,1.8608e+00,3.0645e+01,-1.7393e+02
-4.5212e-01,-8.3925e-01,5.1684e+00,2.1240e+00,3.0709e+01,-1.7819e+02
-4.5797e-01,-8.1354e-01,5.1575e+00,2.4978e+00,3.0693e+01,-1.6665e+02
-4.8522e-01,-8.1183e-01,5.1815e+00,2.5759e+00,3.0758e+01,-1.7784e+02
-4.5177e-01,-8.3703e-01,5.1752e+00,2.1742e+00,3.0728e+01,-1.7797e+02
-4.7258e-01,-8.2164e-01,5.1352e+00,2.3879e+00,3.0633e+01,-1.7834e+02
-4.5688e-01,-8.2204e-01,5.1683e+00,2.4074e+00,3.0717e+01,-1.7263e+02
-4.5267e-01,-8.3464e-01,5.1462e+00,2.2664e+00,3.0660e+01,-1.7041e+02
-4.6364e-01,-8.2194e-01,5.1607e+00,2.4157e+00,3.0701e+01,-1.7690e+02
-4.5996e-01,-8.3471e-01,5.1425e+00,2.2208e+00,3.0647e+01,-1.7491e+02
-4.8801e-01,-8.1063e-01,5.1449e+00,2.5457e+00,3.0663e+01,-1.7689e+02
-4.5715e-01,-8.3292e-01,5.1320e+00,2.2948e+00,3.0625e+01,-1.7679e+02
-4.7872e-01,-8.0638e-01,5.1942e+00,2.6040e+00,3.0789e+01,-1.7873e+02
-4.7670e-01,-8.1339e-01,5.1420e+00,2.5332e+00,3.0657e+01,-1.7401e+02
-4.5141e-01,-8.2273e-01,5.1658e+00,2.3732e+00,3.0709e+01,-1.7672e+02
-4.7729e-01,-8.2051e-01,5.1825e+00,2.4011e+00,3.0750e+01,-1.7658e+02
-4.9082e-01,-8.3203e-01,5.1624e+00,2.3010e+00,3.0703e+01,-1.7631e+02
-4.5157e-01,-8.3070e-01,5.1938e+00,2.2794e+00,3.0777e+01,-1.7206e+02
-4.5247e-01,-8.2164e-01,5.2031e+00,2.4128e+00,3.0806e+01,-1.6975e+02
-4.7890e-01,-8.2243e-01,5.2033e+00,2.4005e+00,3.0806e+01,-1.7744e+02
-4.6557e-01,-8.5118e-01,5.1749e+00,1.9548e+00,3.0723e+01,-1.7793e+02
-4.8239e-01,-8.2047e-01,5.1355e+00,2.4301e+00,3.0637e+01,-1.7702e+02
-4.9470e-01,-8.3025e-01,5.1923e+00,2.2870e+00,3.0775e+01,-1.7146e+02
-4.6424e-01,-8.3052e-01,5.1398e+00,2.3089e+00,3.0643e+01,-1.7770e+02
-4.6635e-01,-8.3082e-01,5.1941e+00,2.3040e+00,3.0780e+01,-1.7667e+02
-4.5799e-01,-8.3845e-01,5.1223e+00,2.2016e+00,3.0598e+01,-1.7735e+02
-4.7682e-01,-8.2131e-01,5.1660e+00,2.4274e+00,3.0712e+01,-1.7009e+02
-4.8615e-01,-8.3017e-01,5.1721e+00,2.3097e+00,3.0724e+01,-1.7569e+02
-4.9801e-01,-8.2011e-01,5.1721e+00,2.4482e+00,3.0729e+01,-1.6619e+02
-4.6756e-01,-8.0913e-01,5.1748e+00,2.5740e+00,3.0738e+01,-1.7445e+02
-4.5288e-01,-8.3463e-01,5.1704e+00,2.2532e+00,3.0719e+01,-1.7301e+02
-4.9912e-01,-8.1262e-01,5.1964e+00,2.5312e+00,3.0792e+01,-1.7833e+02
-4.7688e-01,-8.1246e-01,5.1516e+00,2.5026e+00,3.0677e+01,-1.7360e+02
-4.7046e-01,-8.1987e-01,5.1591e+00,2.4601e+00,3.0698e+01,-1.6973e+02
-4.5670e-01,-8.5153e-01,5.1825e+00,1.9077e+00,3.0739e+01,-1.7367e+02
-4.9928e-01,-8.3672e-01,5.1426e+00,2.1809e+00,3.0645e+01,-1.7590e+02
-4.8182e-01,-8.3553e-01,5.1946e+00,2.1971e+00,3.0777e+01,-1.7307e+02
-4.8977e-01,-8.3215e-01,5.1837e+00,2.2948e+00,3.0754e+01,-1.7691e+02
