logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-1.9375e-01,-1.1690e+00,1.4752e+00,1.8324e+00,3.3852e+00,2.5053e+00,4.0638e+00,3.1112e+01,-1.0537e+02
-1.2138e-01,-1.0150e+00,1.5563e+00,2.9422e-02,3.5301e+00,3.1610e+00,3.8392e+00,3.1013e+01,-1.0348e+02
-1.6297e-01,-1.1246e+00,1.5815e+00,3.6872e-01,3.4629e+00,2.7647e+00,3.9027e+00,3.1027e+01,-1.0172e+02
-1.4280e-01,-1.0301e+00,1.6357e+00,8.8326e-01,3.6176e+00,2.9439e+00,3.6561e+00,3.1122e+01,-1.0360e+02
-1.8082e-01,-1.2578e+00,1.4598e+00,-4.3997e-02,3.4982e+00,2.5685e+00,3.8882e+00,3.1122e+01,-1.0585e+02
-1.5826e-01,-1.1246e+00,1.5504e+00,1.5182e+00,3.5569e+00,2.3506e+00,3.8178e+00,3.1115e+01,-1.0547e+02
-1.7254e-01,-1.0391e+00,1.6386e+00,1.4431e+00,3.5342e+00,3.3827e+00,3.5932e+00,3.1122e+01,-1.0480e+02
-3.2067e-01,-1.2985e+00,1.5338e+00,1.2210e+00,3.5691e+00,2.7723e+00,3.8848e+00,3.1396e+01,-1.0567e+02
-1.4774e-01,-1.1054e+00,1.5901e+00,1.2690e+00,3.5852e+00,2.9052e+00,3.8795e+00,3.1199e+01,-1.0517e+02
-1.7458e-01,-1.0378e+00,1.5403e+00,2.0517e+00,3.5529e+00,3.1481e+00,3.6785e+00,3.1149e+01,-1.0145e+02
-3.4157e-01,-1.0204e+00,1.5493e+00,2.2694e+00,3.5516e+00,2.5603e+00,3.8113e+00,3.1280e+01,-1.0496e+02
-1.4985e-01,-1.0207e+00,1.5471e+00,1.9588e+00,3.5416e+00,2.4705e+00,3.8211e+00,3.1062e+01,-1.0391e+02
-1.8227e-01,-1.1470e+00,1.5448e+00,5.2532e-01,3.5210e+00,3.1449e+00,3.6475e+00,3.1081e+01,-1.0467e+02
-1.4841e-01,-1.0606e+00,1.4847e+00,1.5481e+00,3.5402e+00,2.8848e+00,3.7358e+00,3.1013e+01,-1.0320e+02
-1.3643e-01,-1.0203e+00,1.5602e+00,1.3778e+00,3.5235e+00,3.1779e+00,3.7922e+00,3.1031e+01,-9.9700e+01
-1.8220e-01,-1.1180e+00,1.4616e+00,1.3225e+00,3.4393e+00,3.5530e+00,3.6825e+00,3.1096e+01,-1.0542e+02
-1.6255e-01,-1.0625e+00,1.6084e+00,1.4467e+00,3.4891e+00,2.3995e+00,3.9614e+00,3.1082e+01,-1.0403e+02
-1.8005e-01,-1.2497e+00,1.4301e+00,7.9860e-01,3.4592e+00,2.4755e+00,3.8552e+00,3.1024e+01,-1.0520e+02
-1.9646e-01,-1.1974e+00,1.5620e+00,-5.3562e-03,3.5972e+00,3.2984e+00,3.6925e+00,3.1324e+01,-1.0379e+02
