logfeh,logdust,logNpix,logage,dmod,logl
1.4087e-01,-1.9141e+00,5.2796e+00,9.6349e+00,2.9939e+01,-4.6573e+01
2.0155e-01,-1.7634e+00,5.2203e+00,9.5316e+00,2.9879e+01,-1.7225e+01
4.0437e-02,-1.6598e+00,5.3115e+00,9.7621e+00,2.9934e+01,-4.8843e+01
2.1648e-01,-1.7692e+00,5.2036e+00,9.5336e+00,2.9839e+01,-1.6277e+01
1.4334e-01,-1.9347e+00,5.2979e+00,9.6531e+00,2.9984e+01,-4.2553e+01
9.7115e-02,-1.6792e+00,5.2643e+00,9.6734e+00,2.9921e+01,-1.7480e+01
6.6183e-02,-1.7859e+00,5.2973e+00,9.6919e+00,2.9950e+01,-2.6178e+01
2.4653e-01,-1.7519e+00,5.1996e+00,9.5344e+00,2.9827e+01,-3.5706e+01
1.6758e-01,-1.7500e+00,5.2353e+00,9.5930e+00,2.9892e+01,-8.4479e+00
2.1600e-01,-1.7678e+00,5.1874e+00,9.5721e+00,2.9798e+01,-1.9496e+01
1.7187e-01,-1.7670e+00,5.2612e+00,9.6030e+00,2.9955e+01,-3.9363e+01
-7.2383e-02,-1.6460e+00,5.4001e+00,9.8190e+00,3.0103e+01,-2.2553e+01
1.3860e-01,-1.9122e+00,5.2856e+00,9.6251e+00,2.9956e+01,-2.8779e+01
2.1801e-01,-1.7530e+00,5.1980e+00,9.5585e+00,2.9824e+01,-5.1494e+01
-2.4468e-02,-1.6508e+00,5.3226e+00,9.7511e+00,2.9962e+01,-4.5925e+01
1.0217e-01,-1.7003e+00,5.2349e+00,9.6703e+00,2.9846e+01,-4.3858e+01
1.5375e-01,-1.6894e+00,5.2548e+00,9.5794e+00,2.9948e+01,-1.9342e+01
1.1039e-01,-1.7290e+00,5.2566e+00,9.6641e+00,2.9896e+01,-4.1160e+01
2.0017e-01,-1.7562e+00,5.2001e+00,9.5587e+00,2.9828e+01,-2.9448e+01
4.7344e-02,-1.6496e+00,5.3219e+00,9.7730e+00,2.9958e+01,-4.8474e+01
2.1259e-01,-1.7670e+00,5.2113e+00,9.5387e+00,2.9859e+01,-4.1599e+01
1.7816e-01,-1.8182e+00,5.2203e+00,9.6154e+00,2.9852e+01,-3.5023e+01
7.7992e-02,-1.6001e+00,5.2897e+00,9.6367e+00,2.9993e+01,-2.4870e+01
-7.3433e-02,-1.6402e+00,5.3436e+00,9.8124e+00,2.9961e+01,-5.1001e+01
1.4493e-01,-1.9545e+00,5.3024e+00,9.6297e+00,2.9995e+01,-4.6863e+01
4.6095e-03,-1.6630e+00,5.3410e+00,9.7670e+00,3.0009e+01,-3.4491e+01
1.7348e-01,-1.7747e+00,5.2091e+00,9.5895e+00,2.9824e+01,-3.5692e+01
1.3370e-01,-1.8807e+00,5.2750e+00,9.6472e+00,2.9933e+01,-2.9767e+01
2.5953e-02,-1.6645e+00,5.3501e+00,9.7394e+00,3.0031e+01,-3.3503e+01
6.4800e-02,-1.5455e+00,5.2829e+00,9.6581e+00,2.9980e+01,-3.6943e+01
2.0858e-01,-1.7571e+00,5.2233e+00,9.5518e+00,2.9887e+01,-3.7034e+01
2.1728e-01,-1.7553e+00,5.1751e+00,9.5472e+00,2.9766e+01,-4.9191e+01
6.2789e-02,-1.7621e+00,5.2821e+00,9.6874e+00,2.9913e+01,-2.6735e+01
1.1638e-01,-1.5422e+00,5.2512e+00,9.6188e+00,2.9952e+01,-3.8475e+01
-1.0999e-01,-1.5053e+00,5.3801e+00,9.7887e+00,3.0057e+01,-2.6502e+01
3.6608e-02,-1.6680e+00,5.3440e+00,9.7363e+00,3.0017e+01,-4.4784e+01
-1.8495e-01,-1.6804e+00,5.4429e+00,9.8987e+00,3.0095e+01,-3.3103e+01
-2.4889e-03,-1.5012e+00,5.3539e+00,9.6892e+00,3.0116e+01,-3.4303e+01
-9.0744e-02,-1.5614e+00,5.3606e+00,9.7955e+00,3.0003e+01,-4.1832e+01
1.4384e-01,-1.9345e+00,5.2314e+00,9.6454e+00,2.9817e+01,-3.0170e+01
-1.5741e-01,-1.8364e+00,5.4099e+00,9.9041e+00,3.0006e+01,-3.7263e+01
2.3383e-02,-1.5038e+00,5.3261e+00,9.6773e+00,3.0047e+01,-2.6613e+01
2.4533e-01,-1.7743e+00,5.1857e+00,9.5651e+00,2.9794e+01,-3.2613e+01
-8.5134e-02,-1.9472e+00,5.3722e+00,9.8453e+00,2.9979e+01,-3.8418e+01
1.9573e-01,-1.9376e+00,5.2088e+00,9.5813e+00,2.9816e+01,-4.0100e+01
-1.6363e-01,-1.7946e+00,5.4406e+00,9.9207e+00,3.0084e+01,-2.7584e+01
1.8423e-01,-1.8492e+00,5.2581e+00,9.6214e+00,2.9943e+01,-2.5449e+01
1.1388e-01,-1.7523e+00,5.2725e+00,9.6327e+00,2.9933e+01,-3.6859e+01
9.0329e-02,-1.9439e+00,5.2765e+00,9.6889e+00,2.9889e+01,-3.1157e+01
1.2881e-01,-1.5915e+00,5.2347e+00,9.5933e+00,2.9907e+01,-6.2792e+00
7.0594e-02,-1.8171e+00,5.3167e+00,9.7101e+00,2.9998e+01,-4.9748e+01
-8.2000e-02,-1.9722e+00,5.4034e+00,9.8515e+00,3.0055e+01,-3.1051e+01
-2.0354e-02,-1.6643e+00,5.3584e+00,9.7746e+00,3.0053e+01,-5.1002e+01
-1.6666e-01,-1.7831e+00,5.4179e+00,9.9168e+00,3.0029e+01,-3.7167e+01
-1.4699e-01,-1.5766e+00,5.4165e+00,9.8365e+00,3.0094e+01,-4.5992e+01
4.9924e-02,-1.6559e+00,5.3303e+00,9.7679e+00,2.9981e+01,-2.3032e+01
1.3258e-01,-1.8498e+00,5.2725e+00,9.6725e+00,2.9925e+01,-3.2519e+01
7.5085e-02,-1.8367e+00,5.3154e+00,9.6828e+00,2.9992e+01,-2.9543e+01
1.3936e-01,-1.9074e+00,5.2732e+00,9.6599e+00,2.9926e+01,-4.7769e+01
1.3234e-01,-1.6145e+00,5.2348e+00,9.6191e+00,2.9908e+01,-4.7351e+01
1.0927e-02,-1.6514e+00,5.3258e+00,9.7574e+00,2.9970e+01,-2.9595e+01
-1.6761e-01,-1.5009e+00,5.4087e+00,9.8583e+00,3.0076e+01,-4.4007e+01
-1.3697e-01,-1.6157e+00,5.3988e+00,9.8630e+00,3.0049e+01,-4.8753e+01
2.4851e-01,-1.7800e+00,5.1924e+00,9.5654e+00,2.9812e+01,-5.0557e+01
1.4047e-01,-1.9030e+00,5.2660e+00,9.6430e+00,2.9905e+01,-2.7408e+01
7.9384e-02,-1.8561e+00,5.3028e+00,9.6905e+00,2.9958e+01,-3.3004e+01
-1.5666e-01,-1.8489e+00,5.4380e+00,9.8939e+00,3.0078e+01,-5.3185e+01
2.1249e-01,-1.7726e+00,5.1763e+00,9.5544e+00,2.9770e+01,-5.1739e+01
-1.2498e-01,-1.6808e+00,5.4017e+00,9.8363e+00,3.0055e+01,-3.8890e+01
1.3142e-01,-1.8364e+00,5.2520e+00,9.6585e+00,2.9874e+01,-4.6777e+01
6.3042e-02,-1.7543e+00,5.3004e+00,9.7057e+00,2.9958e+01,-1.3808e+01
1.0987e-01,-1.7325e+00,5.2792e+00,9.6270e+00,2.9953e+01,-2.7017e+01
1.2464e-02,-1.6567e+00,5.3068e+00,9.7564e+00,2.9922e+01,-4.8302e+01
2.1368e-01,-1.7654e+00,5.2147e+00,9.5417e+00,2.9866e+01,-2.8047e+01
2.1350e-01,-1.7624e+00,5.1770e+00,9.5573e+00,2.9772e+01,-4.0790e+01
-7.8188e-02,-1.6194e+00,5.3658e+00,9.7936e+00,3.0017e+01,-1.4991e+01
-5.9545e-02,-1.7073e+00,5.3698e+00,9.8016e+00,3.0025e+01,-2.1241e+01
1.3775e-01,-1.9072e+00,5.2718e+00,9.6371e+00,2.9923e+01,-2.7690e+01
7.0772e-02,-1.8225e+00,5.2889e+00,9.7058e+00,2.9928e+01,-4.8281e+01
1.4158e-01,-1.6360e+00,5.2589e+00,9.6219e+00,2.9963e+01,-4.5064e+01
1.1717e-01,-1.7643e+00,5.2961e+00,9.6264e+00,2.9992e+01,-3.0362e+01
9.7050e-02,-1.6799e+00,5.2580e+00,9.6729e+00,2.9905e+01,-3.3454e+01
9.5108e-02,-1.6644e+00,5.2912e+00,9.6548e+00,2.9989e+01,-1.6302e+01
-2.4810e-03,-1.6515e+00,5.3240e+00,9.7665e+00,2.9965e+01,-2.6188e+01
5.5019e-02,-1.5114e+00,5.2679e+00,9.6438e+00,2.9946e+01,-5.1058e+01
2.3328e-01,-1.7634e+00,5.1859e+00,9.5448e+00,2.9794e+01,-3.2483e+01
5.9884e-02,-1.5397e+00,5.3085e+00,9.6394e+00,3.0048e+01,-5.2692e+01
1.2660e-01,-1.8189e+00,5.3014e+00,9.6671e+00,3.0000e+01,-4.7743e+01
3.6709e-03,-1.6571e+00,5.3176e+00,9.7533e+00,2.9949e+01,-2.5934e+01
7.0069e-02,-1.8040e+00,5.2843e+00,9.6904e+00,2.9916e+01,-2.4146e+01
7.8909e-02,-1.8624e+00,5.3041e+00,9.7198e+00,2.9962e+01,-2.3094e+01
1.8672e-01,-1.8754e+00,5.2393e+00,9.6170e+00,2.9895e+01,-4.2484e+01
2.1359e-01,-1.7492e+00,5.1879e+00,9.5364e+00,2.9797e+01,-4.8326e+01
1.1322e-01,-1.7585e+00,5.2772e+00,9.6660e+00,2.9946e+01,-4.3742e+01
1.9682e-01,-1.9382e+00,5.2356e+00,9.6231e+00,2.9881e+01,-3.4101e+01
2.2095e-02,-1.6510e+00,5.3252e+00,9.7745e+00,2.9968e+01,-3.4371e+01
1.7638e-01,-1.8099e+00,5.1979e+00,9.5974e+00,2.9796e+01,-4.0918e+01
1.1097e-01,-1.7390e+00,5.2492e+00,9.6547e+00,2.9877e+01,-4.4198e+01
9.6031e-02,-1.6748e+00,5.2482e+00,9.6717e+00,2.9881e+01,-4.7768e+01
1.4733e-01,-1.9806e+00,5.2792e+00,9.6350e+00,2.9937e+01,-3.2273e+01
-8.8619e-02,-1.9260e+00,5.4117e+00,9.8675e+00,3.0077e+01,-3.9270e+01
-9.2355e-02,-1.8825e+00,5.4019e+00,9.8528e+00,3.0053e+01,-3.9350e+01
9.7750e-02,-1.6771e+00,5.2769e+00,9.6465e+00,2.9951e+01,-4.8776e+01
1.7990e-01,-1.5108e+00,5.1877e+00,9.5589e+00,2.9826e+01,-4.6578e+01
1.1381e-01,-1.7470e+00,5.2267e+00,9.6660e+00,2.9819e+01,-5.0127e+01
