logfeh,logdust,logNpix,tau,dmod,logl
-4.8658e-01,-1.8385e+00,3.7276e+00,2.4747e+00,2.9784e+01,-7.9499e+02
-4.8368e-01,-1.8135e+00,3.7276e+00,2.4989e+00,2.9782e+01,-7.9500e+02
-4.7511e-01,-1.8663e+00,3.7295e+00,2.4872e+00,2.9788e+01,-7.9316e+02
-4.8346e-01,-1.8727e+00,3.7222e+00,2.4862e+00,2.9771e+01,-7.8919e+02
-4.5272e-01,-1.7843e+00,3.7035e+00,2.4953e+00,2.9718e+01,-7.8580e+02
-4.7068e-01,-1.9039e+00,3.7184e+00,2.4524e+00,2.9761e+01,-7.9228e+02
-4.5203e-01,-1.8645e+00,3.7026e+00,2.4935e+00,2.9720e+01,-7.9296e+02
-4.8418e-01,-1.8874e+00,3.7287e+00,2.4952e+00,2.9788e+01,-7.9492e+02
-4.9464e-01,-1.8747e+00,3.7195e+00,2.4432e+00,2.9762e+01,-7.9345e+02
-4.7711e-01,-1.9046e+00,3.7110e+00,2.4503e+00,2.9742e+01,-7.9232e+02
-4.9501e-01,-1.8519e+00,3.7111e+00,2.4886e+00,2.9741e+01,-7.9614e+02
-4.6754e-01,-1.9472e+00,3.7081e+00,2.4526e+00,2.9734e+01,-7.9572e+02
-4.6344e-01,-1.8932e+00,3.7260e+00,2.4788e+00,2.9782e+01,-7.9454e+02
-4.6322e-01,-1.8855e+00,3.7179e+00,2.4323e+00,2.9757e+01,-7.9377e+02
-4.7535e-01,-1.9026e+00,3.7169e+00,2.4448e+00,2.9759e+01,-7.9512e+02
-4.5258e-01,-1.8927e+00,3.7339e+00,2.4647e+00,2.9800e+01,-7.9072e+02
-4.5147e-01,-1.8765e+00,3.7273e+00,2.4968e+00,2.9786e+01,-7.9000e+02
-4.8672e-01,-1.8467e+00,3.7227e+00,2.4799e+00,2.9771e+01,-7.9574e+02
-4.7737e-01,-1.8415e+00,3.7041e+00,2.4966e+00,2.9724e+01,-7.8620e+02
-4.5734e-01,-1.8887e+00,3.7305e+00,2.4336e+00,2.9789e+01,-7.9497e+02
-4.8861e-01,-1.8314e+00,3.7018e+00,2.4898e+00,2.9717e+01,-7.9551e+02
-4.9343e-01,-1.8757e+00,3.7131e+00,2.4546e+00,2.9746e+01,-7.9315e+02
-4.6248e-01,-1.9091e+00,3.7298e+00,2.4392e+00,2.9789e+01,-7.9145e+02
-4.8476e-01,-1.8361e+00,3.7078e+00,2.4775e+00,2.9730e+01,-7.9406e+02
-4.9752e-01,-1.8264e+00,3.7039e+00,2.4821e+00,2.9720e+01,-7.9328e+02
-4.8779e-01,-1.8842e+00,3.7173e+00,2.4821e+00,2.9760e+01,-7.9103e+02
-4.6734e-01,-1.8874e+00,3.7191e+00,2.4660e+00,2.9762e+01,-7.9424e+02
-4.9207e-01,-1.8757e+00,3.7195e+00,2.4768e+00,2.9765e+01,-7.9425e+02
-4.9777e-01,-1.9157e+00,3.7170e+00,2.4336e+00,2.9756e+01,-7.9581e+02
-4.7905e-01,-1.8590e+00,3.7294e+00,2.4858e+00,2.9787e+01,-7.9142e+02
-4.8959e-01,-1.8172e+00,3.7211e+00,2.4819e+00,2.9763e+01,-7.9542e+02
-4.9740e-01,-1.8607e+00,3.7103e+00,2.4753e+00,2.9739e+01,-7.9597e+02
-4.5062e-01,-1.8432e+00,3.7209e+00,2.4854e+00,2.9767e+01,-7.9444e+02
-4.5562e-01,-1.8466e+00,3.7266e+00,2.4794e+00,2.9778e+01,-7.8746e+02
-4.5511e-01,-1.8355e+00,3.7038e+00,2.4886e+00,2.9721e+01,-7.9479e+02
-4.8288e-01,-1.8713e+00,3.7135e+00,2.4680e+00,2.9747e+01,-7.9446e+02
-4.8061e-01,-1.8964e+00,3.7117e+00,2.4628e+00,2.9741e+01,-7.9620e+02
-4.7025e-01,-1.8770e+00,3.7092e+00,2.4621e+00,2.9737e+01,-7.9502e+02
