logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-1.1687e-01,-1.1758e+00,-4.5859e-01,1.8872e+00,3.8406e+00,3.6935e+00,5.5872e+00,3.0584e+01,-1.1763e+03
1.1303e-01,-1.1144e+00,1.5245e+00,1.7032e+00,1.5353e+00,5.1484e+00,5.1476e+00,3.0298e+01,-1.1803e+03
-2.4371e-01,-1.0232e+00,1.5057e+00,6.9475e-01,3.0452e+00,3.9287e+00,5.5293e+00,3.0447e+01,-1.1335e+03
-1.3915e-01,-1.1016e+00,2.6064e-01,2.1136e+00,3.9663e+00,4.2484e+00,5.4634e+00,3.0429e+01,-1.0553e+03
-2.4436e-01,-1.0542e+00,8.5194e-01,5.7863e-01,3.5416e+00,3.6146e+00,5.5175e+00,3.0454e+01,-1.0584e+03
-2.7685e-01,-1.0065e+00,1.6746e+00,2.5151e+00,3.6792e+00,4.0419e+00,5.4892e+00,3.0461e+01,-1.2033e+03
-2.8410e-01,-1.0330e+00,1.4072e+00,2.1871e+00,3.2950e+00,3.6566e+00,5.5944e+00,3.0598e+01,-1.1178e+03
-1.4714e-01,-1.1585e+00,9.2595e-01,1.9192e+00,3.0789e+00,2.8970e+00,5.4650e+00,3.0216e+01,-1.0942e+03
-7.5914e-02,-1.3000e+00,1.2741e-01,9.5173e-01,1.9665e+00,3.2028e+00,5.5015e+00,3.0257e+01,-1.1314e+03
-1.5780e-01,-1.0866e+00,1.5955e+00,1.3031e+00,4.1499e+00,2.9549e+00,5.2419e+00,3.0065e+01,-9.6676e+02
1.0123e-02,-1.2579e+00,1.1308e+00,2.0073e+00,1.5093e+00,4.5875e+00,5.3917e+00,3.0181e+01,-1.1444e+03
-8.8353e-02,-1.0925e+00,1.9034e+00,9.0057e-01,4.0209e+00,4.0583e+00,5.5576e+00,3.0557e+01,-1.1143e+03
6.7785e-04,-1.3841e+00,6.8856e-01,1.7232e+00,3.0784e+00,3.8439e+00,5.4091e+00,3.0061e+01,-1.1948e+03
1.2487e-01,-1.8496e+00,1.5102e+00,1.8494e+00,2.2008e+00,3.2137e+00,5.4344e+00,3.0022e+01,-1.1402e+03
-5.6330e-02,-1.1387e+00,6.4417e-01,1.2532e+00,1.7679e+00,4.6364e+00,5.2860e+00,3.0012e+01,-1.0787e+03
-2.3962e-01,-1.0148e+00,1.5130e+00,1.8917e+00,3.4113e+00,3.7817e+00,5.5279e+00,3.0450e+01,-1.0165e+03
-2.0336e-01,-1.0298e+00,1.5038e-01,2.5025e+00,3.7554e+00,3.6182e+00,5.6190e+00,3.0717e+01,-1.0954e+03
2.2834e-01,-1.7978e+00,2.8101e-01,3.0457e+00,2.6212e+00,3.7561e+00,5.4737e+00,3.0091e+01,-1.1990e+03
-2.6847e-01,-1.0094e+00,1.2328e+00,2.5750e+00,2.1919e+00,3.0060e+00,5.6985e+00,3.0798e+01,-1.1694e+03
2.5006e-02,-1.1654e+00,9.4418e-02,2.6083e+00,3.9861e+00,3.6555e+00,5.5331e+00,3.0399e+01,-1.1954e+03
-1.6439e-01,-1.1012e+00,1.4348e+00,2.5853e+00,3.6840e+00,3.5268e+00,5.6652e+00,3.0754e+01,-1.1783e+03
-1.0478e-01,-1.1271e+00,1.2880e-01,2.8407e+00,1.9303e+00,4.0600e+00,5.5262e+00,3.0370e+01,-1.1795e+03
-1.8911e-01,-1.0523e+00,5.2884e-01,6.8761e-01,2.3976e+00,4.3823e+00,5.5291e+00,3.0455e+01,-1.2026e+03
1.1804e-01,-1.5728e+00,1.8725e+00,2.3943e+00,1.9432e+00,4.2705e+00,5.6317e+00,3.0573e+01,-1.2042e+03
-1.8505e-01,-1.0391e+00,1.9148e+00,2.4584e+00,2.7425e+00,3.4943e+00,5.6305e+00,3.0617e+01,-1.0815e+03
6.1914e-02,-1.5706e+00,1.6760e+00,9.5212e-01,3.2604e+00,3.6863e+00,5.6328e+00,3.0570e+01,-1.1916e+03
-2.3102e-02,-1.1527e+00,4.0695e-01,5.3330e-01,1.1779e+00,4.8526e+00,5.3053e+00,3.0185e+01,-1.1329e+03
-2.1847e-01,-1.0405e+00,1.6592e+00,1.4106e+00,3.9402e+00,3.6925e+00,5.2843e+00,3.0117e+01,-9.5419e+02
1.2256e-02,-1.0362e+00,-5.7409e-01,2.1161e+00,3.2745e+00,5.0063e+00,5.2356e+00,3.0248e+01,-1.1886e+03
-2.2637e-01,-1.0235e+00,4.8015e-01,6.9176e-01,2.9991e+00,4.0499e+00,5.5907e+00,3.0588e+01,-1.1241e+03
-2.3901e-01,-1.0025e+00,1.0825e+00,2.5557e+00,1.9519e+00,2.8199e+00,5.5884e+00,3.0517e+01,-1.1107e+03
-2.3087e-01,-1.0570e+00,4.2574e-02,1.1365e+00,1.3907e+00,2.8573e+00,5.4323e+00,3.0137e+01,-1.1359e+03
1.0286e-01,-1.7134e+00,8.6980e-01,1.7498e+00,2.7643e+00,3.9239e+00,5.4090e+00,3.0015e+01,-1.1710e+03
-2.7860e-01,-1.0279e+00,2.7875e-02,5.0696e-01,1.7984e+00,3.4290e+00,5.4965e+00,3.0307e+01,-1.1732e+03
-6.0422e-02,-1.1415e+00,1.7575e+00,2.7416e+00,2.8322e+00,3.7386e+00,5.5271e+00,3.0328e+01,-1.0976e+03
6.5946e-02,-1.3977e+00,1.4611e+00,1.7934e+00,3.5249e+00,4.3098e+00,5.5175e+00,3.0368e+01,-1.1276e+03
1.0817e-01,-1.4975e+00,1.0035e+00,2.6728e+00,3.0007e+00,4.0209e+00,5.4509e+00,3.0134e+01,-1.1317e+03
-1.2755e-01,-1.1053e+00,1.7229e+00,2.4597e+00,1.8054e+00,4.1763e+00,5.5527e+00,3.0464e+01,-1.1335e+03
-2.2445e-01,-1.0393e+00,1.4624e+00,1.2798e+00,3.0526e+00,3.0390e+00,5.4939e+00,3.0331e+01,-1.1241e+03
