logz,logdust,logNpix,logage,lnprob,N_walkers
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1370,-1.9780,2.0000,9.5629,-788.5546,128
-0.1409,-1.9714,2.0013,9.5666,-780.3188,128
-0.1409,-1.9714,2.0013,9.5666,-780.3188,128
-0.1409,-1.9714,2.0013,9.5666,-780.3188,128
-0.1409,-1.9714,2.0013,9.5666,-780.3188,128
-0.1409,-1.9714,2.0013,9.5666,-780.3188,128
-0.1409,-1.9714,2.0013,9.5666,-780.3188,128
-0.1409,-1.9714,2.0013,9.5666,-780.3188,128
-0.1409,-1.9714,2.0013,9.5666,-780.3188,128
-0.1409,-1.9714,2.0013,9.5666,-780.3188,128
-0.1409,-1.9714,2.0013,9.5666,-780.3188,128
-0.1409,-1.9714,2.0013,9.5666,-780.3188,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
-0.1406,-1.9797,2.0018,9.5574,-774.7675,128
