nlive,niter,ncall,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,logzh,logdust,logNpix,logage
2.0000e+03,2.8200e+02,9.9900e+02,2.5751e+01,-2.3344e+08,-2.3344e+08,-2.8159e+00,-2.3344e+08,2.7009e-01,7.3313e+00,inf,-9.7257e-02,-1.4216e+00,5.5334e+00,8.3074e+00
2.0000e+03,2.8300e+02,1.0070e+03,2.5655e+01,-2.2845e+08,-2.2845e+08,-2.8259e+00,-2.2845e+08,2.2998e-01,5.3155e+00,inf,-1.1615e+00,-1.8737e+00,5.0644e+00,8.4849e+00
2.0000e+03,2.8400e+02,1.0110e+03,2.5653e+01,-2.2686e+08,-2.2686e+08,-2.8358e+00,-2.2686e+08,3.1666e-01,1.0078e+01,inf,-1.4617e+00,-1.9856e+00,5.4057e+00,8.8015e+00
2.0000e+03,2.8500e+02,1.0130e+03,2.5696e+01,-2.2599e+08,-2.2599e+08,-2.8458e+00,-2.2599e+08,2.8319e-01,8.0595e+00,inf,3.0175e-01,-8.1352e-01,5.2978e+00,8.0811e+00
2.0000e+03,2.8600e+02,1.0170e+03,2.5694e+01,-2.2340e+08,-2.2340e+08,-2.8557e+00,-2.2340e+08,2.4582e-01,6.0729e+00,inf,-5.8798e-01,-1.3551e+00,6.1652e+00,9.2988e+00
2.0000e+03,2.8700e+02,1.0270e+03,2.5555e+01,-2.0488e+08,-2.0488e+08,-2.8657e+00,-2.0488e+08,3.2368e-01,1.0529e+01,inf,-8.9971e-01,-1.0765e+00,5.9912e+00,9.1713e+00
2.0000e+03,2.8800e+02,1.0350e+03,2.5463e+01,-1.9837e+08,-1.9837e+08,-2.8756e+00,-1.9837e+08,2.9407e-01,8.6907e+00,inf,2.1404e-01,-1.7049e+00,5.2062e+00,8.2127e+00
2.0000e+03,2.8900e+02,1.0370e+03,2.5506e+01,-1.9507e+08,-1.9507e+08,-2.8856e+00,-1.9507e+08,2.6293e-01,6.9479e+00,inf,-1.2892e+00,-7.1838e-01,5.3029e+00,8.3904e+00
2.0000e+03,2.9000e+02,1.0380e+03,2.5571e+01,-1.8881e+08,-1.8881e+08,-2.8955e+00,-1.8881e+08,3.2988e-01,1.0936e+01,inf,-1.3987e+00,-1.3974e+00,5.3804e+00,8.0172e+00
2.0000e+03,2.9100e+02,1.0440e+03,2.5524e+01,-1.8730e+08,-1.8730e+08,-2.9055e+00,-1.8730e+08,3.0338e-01,9.2497e+00,inf,3.2282e-01,-1.0943e+00,5.2926e+00,8.1695e+00
2.0000e+03,2.9200e+02,1.0530e+03,2.5412e+01,-1.8687e+08,-1.8687e+08,-2.9154e+00,-1.8687e+08,2.7475e-01,7.5865e+00,inf,1.7105e-02,-1.9970e+00,5.6953e+00,8.6264e+00
2.0000e+03,2.9300e+02,1.0570e+03,2.5411e+01,-1.8254e+08,-1.8254e+08,-2.9254e+00,-1.8254e+08,2.4391e-01,5.9789e+00,inf,-6.6543e-01,-7.8850e-01,5.0070e+00,8.0570e+00
2.0000e+03,2.9400e+02,1.0670e+03,2.5278e+01,-1.8198e+08,-1.8198e+08,-2.9353e+00,-1.8198e+08,3.1214e-01,9.7920e+00,inf,2.0855e-01,-1.1553e+00,5.1769e+00,8.1134e+00
2.0000e+03,2.9500e+02,1.0690e+03,2.5321e+01,-1.7819e+08,-1.7819e+08,-2.9453e+00,-1.7819e+08,2.8523e-01,8.1764e+00,inf,2.0780e-01,-1.4259e+00,5.3461e+00,8.2680e+00
2.0000e+03,2.9600e+02,1.0740e+03,2.5298e+01,-1.7633e+08,-1.7633e+08,-2.9552e+00,-1.7633e+08,2.5647e-01,6.6105e+00,inf,-3.4742e-03,-9.5076e-01,5.5815e+00,8.4564e+00
2.0000e+03,2.9700e+02,1.0770e+03,2.5319e+01,-1.7616e+08,-1.7616e+08,-2.9652e+00,-1.7616e+08,3.2009e-01,1.0297e+01,inf,-9.7304e-01,-1.6051e+00,5.2912e+00,8.5391e+00
2.0000e+03,2.9800e+02,1.0870e+03,2.5190e+01,-1.7292e+08,-1.7292e+08,-2.9751e+00,-1.7292e+08,2.9462e-01,8.7234e+00,inf,-1.4686e+00,-9.0588e-01,5.7172e+00,8.5988e+00
2.0000e+03,2.9900e+02,1.0880e+03,2.5253e+01,-1.7141e+08,-1.7141e+08,-2.9851e+00,-1.7141e+08,2.6760e-01,7.1968e+00,inf,-1.6977e-01,-8.4879e-01,5.1587e+00,8.0846e+00
2.0000e+03,3.0000e+02,1.0910e+03,2.5273e+01,-1.6368e+08,-1.6368e+08,-2.9950e+00,-1.6368e+08,3.2584e-01,1.0670e+01,inf,-6.5676e-01,-1.2971e+00,6.3941e+00,9.5018e+00
2.0000e+03,3.0100e+02,1.0930e+03,2.5314e+01,-1.6107e+08,-1.6107e+08,-3.0050e+00,-1.6107e+08,3.0260e-01,9.2023e+00,inf,-1.1461e+00,-1.1583e+00,5.4797e+00,8.2551e+00
2.0000e+03,3.0200e+02,1.0980e+03,2.5292e+01,-1.5908e+08,-1.5908e+08,-3.0150e+00,-1.5908e+08,2.7821e-01,7.7788e+00,inf,-1.8357e-01,-9.4873e-01,5.8363e+00,8.8151e+00
2.0000e+03,3.0300e+02,1.0990e+03,2.5354e+01,-1.5775e+08,-1.5775e+08,-3.0249e+00,-1.5775e+08,2.5201e-01,6.3828e+00,inf,-1.1421e+00,-2.7598e-01,6.2586e+00,8.6301e+00
2.0000e+03,3.0400e+02,1.1080e+03,2.5248e+01,-1.5622e+08,-1.5622e+08,-3.0349e+00,-1.5622e+08,3.1020e-01,9.6705e+00,inf,3.1770e-01,-9.4888e-01,6.2063e+00,9.0039e+00
2.0000e+03,3.0500e+02,1.1130e+03,2.5227e+01,-1.5349e+08,-1.5349e+08,-3.0448e+00,-1.5349e+08,2.8712e-01,8.2847e+00,inf,-1.1861e+00,-4.4852e-01,5.0673e+00,8.0219e+00
2.0000e+03,3.0600e+02,1.1160e+03,2.5247e+01,-1.5318e+08,-1.5318e+08,-3.0548e+00,-1.5318e+08,2.6250e-01,6.9252e+00,inf,-1.1191e+00,-1.5319e+00,5.0886e+00,8.4182e+00
2.0000e+03,3.0700e+02,1.1200e+03,2.5246e+01,-1.5238e+08,-1.5238e+08,-3.0647e+00,-1.5238e+08,3.1735e-01,1.0121e+01,inf,-6.3946e-01,-1.1923e+00,6.2022e+00,9.2978e+00
2.0000e+03,3.0800e+02,1.1230e+03,2.5266e+01,-1.5192e+08,-1.5192e+08,-3.0747e+00,-1.5192e+08,2.9537e-01,8.7678e+00,inf,-1.2993e+00,-7.9395e-01,5.7963e+00,8.6706e+00
2.0000e+03,3.0900e+02,1.1460e+03,2.4880e+01,-1.4498e+08,-1.4498e+08,-3.0846e+00,-1.4498e+08,2.7251e-01,7.4635e+00,inf,-1.4077e+00,-1.3683e+00,5.3946e+00,8.6586e+00
2.0000e+03,3.1000e+02,1.1490e+03,2.4900e+01,-1.4467e+08,-1.4467e+08,-3.0946e+00,-1.4467e+08,3.2313e-01,1.0493e+01,inf,-4.8578e-01,-9.7288e-01,5.0760e+00,8.0099e+00
2.0000e+03,3.1100e+02,1.1590e+03,2.4782e+01,-1.4378e+08,-1.4378e+08,-3.1045e+00,-1.4378e+08,3.0264e-01,9.2049e+00,inf,1.7585e-01,-1.5175e+00,5.8685e+00,8.8557e+00
2.0000e+03,3.1200e+02,1.1800e+03,2.4453e+01,-1.4091e+08,-1.4091e+08,-3.1145e+00,-1.4091e+08,2.8106e-01,7.9389e+00,inf,-1.2730e+00,-7.4804e-01,5.5270e+00,8.0003e+00
2.0000e+03,3.1300e+02,1.1810e+03,2.4512e+01,-1.3992e+08,-1.3992e+08,-3.1244e+00,-1.3992e+08,2.5822e-01,6.7012e+00,inf,-4.9507e-01,-1.2630e+00,5.4954e+00,8.5278e+00
2.0000e+03,3.1400e+02,1.1830e+03,2.4552e+01,-1.3756e+08,-1.3756e+08,-3.1344e+00,-1.3756e+08,3.0923e-01,9.6099e+00,inf,-1.3964e+00,-9.3894e-01,5.4190e+00,8.5475e+00
2.0000e+03,3.1500e+02,1.1850e+03,2.4591e+01,-1.3658e+08,-1.3658e+08,-3.1443e+00,-1.3658e+08,2.8894e-01,8.3903e+00,inf,-1.3994e+00,-1.7568e+00,6.0126e+00,9.1949e+00
2.0000e+03,3.1600e+02,1.2020e+03,2.4347e+01,-1.3591e+08,-1.3591e+08,-3.1543e+00,-1.3591e+08,2.6739e-01,7.1853e+00,inf,-2.3389e-01,-1.7144e+00,5.5638e+00,8.5674e+00
2.0000e+03,3.1700e+02,1.2080e+03,2.4312e+01,-1.3575e+08,-1.3575e+08,-3.1642e+00,-1.3575e+08,3.1589e-01,1.0029e+01,inf,-1.2277e+00,-1.4843e+00,5.5195e+00,8.7313e+00
2.0000e+03,3.1800e+02,1.2740e+03,2.3217e+01,-1.3573e+08,-1.3573e+08,-3.1742e+00,-1.3573e+08,2.9633e-01,8.8248e+00,inf,-1.3263e+00,-1.7508e+00,5.6414e+00,8.8240e+00
2.0000e+03,3.1900e+02,1.2890e+03,2.3038e+01,-1.3494e+08,-1.3494e+08,-3.1841e+00,-1.3494e+08,2.7547e-01,7.6262e+00,inf,-1.0821e+00,-1.1539e+00,5.5644e+00,8.4692e+00
2.0000e+03,3.2000e+02,1.3080e+03,2.2798e+01,-1.3232e+08,-1.3232e+08,-3.1941e+00,-1.3232e+08,2.8982e-01,8.4415e+00,inf,-1.2527e+00,-6.8278e-01,5.5920e+00,8.0480e+00
2.0000e+03,3.2100e+02,1.3190e+03,2.2692e+01,-1.3101e+08,-1.3101e+08,-3.2040e+00,-1.3101e+08,3.0310e-01,9.2328e+00,inf,-4.3307e-01,-1.3563e+00,5.5605e+00,8.4303e+00
2.0000e+03,3.2200e+02,1.3460e+03,2.2337e+01,-1.3059e+08,-1.3059e+08,-3.2140e+00,-1.3059e+08,2.8342e-01,8.0727e+00,inf,-9.8129e-01,-4.1629e-01,6.0776e+00,8.5527e+00
2.0000e+03,3.2300e+02,1.3630e+03,2.2146e+01,-1.2902e+08,-1.2902e+08,-3.2239e+00,-1.2902e+08,2.9687e-01,8.8570e+00,inf,-9.2830e-01,-3.5418e-01,5.5495e+00,8.1034e+00
2.0000e+03,3.2400e+02,1.3700e+03,2.2109e+01,-1.2845e+08,-1.2845e+08,-3.2339e+00,-1.2845e+08,2.7710e-01,7.7170e+00,inf,1.6520e-01,-5.7608e-01,5.7100e+00,8.0493e+00
2.0000e+03,3.2500e+02,1.3710e+03,2.2162e+01,-1.2753e+08,-1.2753e+08,-3.2438e+00,-1.2753e+08,2.9070e-01,8.4929e+00,inf,-2.0870e-01,-1.7118e+00,5.8499e+00,8.9657e+00
2.0000e+03,3.2600e+02,1.3990e+03,2.1815e+01,-1.2620e+08,-1.2620e+08,-3.2538e+00,-1.2620e+08,3.0347e-01,9.2555e+00,inf,-7.6464e-01,-5.0546e-01,6.1979e+00,8.8306e+00
2.0000e+03,3.2700e+02,1.4090e+03,2.1736e+01,-1.2543e+08,-1.2543e+08,-3.2637e+00,-1.2543e+08,2.8459e-01,8.1397e+00,inf,-6.3159e-01,-1.6851e+00,5.4821e+00,8.4157e+00
2.0000e+03,3.2800e+02,1.4230e+03,2.1602e+01,-1.2422e+08,-1.2422e+08,-3.2737e+00,-1.2422e+08,2.9749e-01,8.8941e+00,inf,-8.5916e-01,-1.2569e+00,5.9157e+00,9.0961e+00
2.0000e+03,3.2900e+02,1.4360e+03,2.1484e+01,-1.2053e+08,-1.2053e+08,-3.2836e+00,-1.2053e+08,2.7889e-01,7.8168e+00,inf,-7.2520e-01,-1.2575e+00,5.4446e+00,8.5691e+00
2.0000e+03,3.3000e+02,1.4490e+03,2.1369e+01,-1.1803e+08,-1.1803e+08,-3.2936e+00,-1.1803e+08,2.9161e-01,8.5461e+00,inf,-5.5458e-01,-8.6771e-01,5.2934e+00,8.1995e+00
2.0000e+03,3.3100e+02,1.4500e+03,2.1419e+01,-1.1736e+08,-1.1736e+08,-3.3035e+00,-1.1736e+08,3.0348e-01,9.2558e+00,inf,1.3681e-02,-1.1827e+00,5.7795e+00,8.6957e+00
2.0000e+03,3.3200e+02,1.4620e+03,2.1319e+01,-1.1695e+08,-1.1695e+08,-3.3135e+00,-1.1695e+08,2.8595e-01,8.2178e+00,inf,-1.3586e+00,-1.6848e+00,5.3231e+00,8.5673e+00
2.0000e+03,3.3300e+02,1.4800e+03,2.1139e+01,-1.1636e+08,-1.1636e+08,-3.3234e+00,-1.1636e+08,2.9798e-01,8.9233e+00,inf,-5.5965e-01,-1.5406e+00,5.4030e+00,8.1484e+00
2.0000e+03,3.3400e+02,1.5140e+03,2.0756e+01,-1.1415e+08,-1.1415e+08,-3.3334e+00,-1.1415e+08,2.8049e-01,7.9069e+00,inf,-2.0627e-01,-9.4575e-01,5.1750e+00,8.1149e+00
2.0000e+03,3.3500e+02,1.5220e+03,2.0715e+01,-1.1262e+08,-1.1262e+08,-3.3433e+00,-1.1262e+08,2.9249e-01,8.5978e+00,inf,-1.0508e+00,-1.0518e+00,5.4028e+00,8.1508e+00
2.0000e+03,3.3600e+02,1.5470e+03,2.0461e+01,-1.1145e+08,-1.1145e+08,-3.3533e+00,-1.1145e+08,3.0375e-01,9.2725e+00,inf,-1.2808e+00,-7.2914e-01,5.2209e+00,8.2714e+00
2.0000e+03,3.3700e+02,1.5600e+03,2.0361e+01,-1.0967e+08,-1.0967e+08,-3.3632e+00,-1.0967e+08,2.8724e-01,8.2919e+00,inf,-4.7926e-01,-1.6608e+00,6.0454e+00,9.1149e+00
2.0000e+03,3.3800e+02,1.5740e+03,2.0251e+01,-1.0886e+08,-1.0886e+08,-3.3732e+00,-1.0886e+08,2.9848e-01,8.9534e+00,inf,-1.3052e+00,-1.7082e+00,5.5198e+00,8.6384e+00
2.0000e+03,3.3900e+02,1.5910e+03,2.0106e+01,-1.0848e+08,-1.0848e+08,-3.3831e+00,-1.0848e+08,2.8201e-01,7.9925e+00,inf,-1.1460e+00,-1.5170e+00,5.1589e+00,8.3368e+00
2.0000e+03,3.4000e+02,1.6050e+03,2.0000e+01,-1.0784e+08,-1.0784e+08,-3.3931e+00,-1.0784e+08,2.9336e-01,8.6492e+00,inf,-2.1228e-01,-1.7841e+00,5.3235e+00,8.3632e+00
2.0000e+03,3.4100e+02,1.6380e+03,1.9678e+01,-1.0740e+08,-1.0740e+08,-3.4030e+00,-1.0740e+08,3.0419e-01,9.2995e+00,inf,-9.7570e-01,-1.0391e+00,5.5377e+00,8.3309e+00
2.0000e+03,3.4200e+02,1.6440e+03,1.9667e+01,-1.0730e+08,-1.0730e+08,-3.4130e+00,-1.0730e+08,2.8824e-01,8.3495e+00,inf,-9.6360e-01,-8.1861e-01,5.3734e+00,8.3487e+00
2.0000e+03,3.4300e+02,1.6560e+03,1.9590e+01,-1.0475e+08,-1.0475e+08,-3.4229e+00,-1.0475e+08,2.9913e-01,8.9924e+00,inf,-7.2020e-01,-1.3497e+00,6.3845e+00,9.4903e+00
2.0000e+03,3.4400e+02,1.6590e+03,1.9613e+01,-1.0331e+08,-1.0331e+08,-3.4329e+00,-1.0331e+08,2.8346e-01,8.0749e+00,inf,-5.8656e-01,-8.3578e-01,5.1355e+00,8.0119e+00
2.0000e+03,3.4500e+02,1.6660e+03,1.9592e+01,-1.0284e+08,-1.0284e+08,-3.4428e+00,-1.0284e+08,2.9424e-01,8.7008e+00,inf,-1.1538e+00,-1.8038e+00,5.1393e+00,8.3661e+00
2.0000e+03,3.4600e+02,1.6800e+03,1.9494e+01,-1.0280e+08,-1.0280e+08,-3.4528e+00,-1.0280e+08,3.0458e-01,9.3234e+00,inf,-6.7849e-01,-1.6362e+00,5.3073e+00,8.4225e+00
2.0000e+03,3.4700e+02,1.6890e+03,1.9452e+01,-1.0268e+08,-1.0268e+08,-3.4627e+00,-1.0268e+08,2.8936e-01,8.4147e+00,inf,-5.1212e-01,-5.1525e-01,5.9559e+00,8.6431e+00
2.0000e+03,3.4800e+02,1.6980e+03,1.9410e+01,-1.0186e+08,-1.0186e+08,-3.4727e+00,-1.0186e+08,2.9983e-01,9.0345e+00,inf,-1.1790e+00,-7.7220e-01,5.7841e+00,8.8028e+00
2.0000e+03,3.4900e+02,1.7040e+03,1.9401e+01,-1.0130e+08,-1.0130e+08,-3.4826e+00,-1.0130e+08,2.8455e-01,8.1373e+00,inf,-8.5395e-01,-1.7504e+00,5.3388e+00,8.1612e+00
2.0000e+03,3.5000e+02,1.7080e+03,1.9414e+01,-1.0081e+08,-1.0081e+08,-3.4926e+00,-1.0081e+08,2.9509e-01,8.7512e+00,inf,1.3863e-01,-1.6275e+00,5.1968e+00,8.0778e+00
2.0000e+03,3.5100e+02,1.7250e+03,1.9288e+01,-1.0010e+08,-1.0010e+08,-3.5025e+00,-1.0010e+08,3.0515e-01,9.3581e+00,inf,-1.2356e+00,-1.1351e+00,5.5987e+00,8.6486e+00
2.0000e+03,3.5200e+02,1.7330e+03,1.9258e+01,-9.9416e+07,-9.9416e+07,-3.5125e+00,-9.9416e+07,2.9040e-01,8.4753e+00,inf,-3.2393e-01,-5.0643e-01,5.8049e+00,8.2227e+00
2.0000e+03,3.5300e+02,1.7650e+03,1.8981e+01,-9.7943e+07,-9.7943e+07,-3.5224e+00,-9.7943e+07,3.0048e-01,9.0740e+00,inf,4.6800e-02,-3.7172e-01,6.1078e+00,8.5569e+00
2.0000e+03,3.5400e+02,1.7810e+03,1.8873e+01,-9.7914e+07,-9.7914e+07,-3.5324e+00,-9.7914e+07,2.8579e-01,8.2084e+00,inf,-6.2190e-01,-1.6993e+00,5.5833e+00,8.6494e+00
2.0000e+03,3.5500e+02,1.7830e+03,1.8906e+01,-9.7807e+07,-9.7807e+07,-3.5423e+00,-9.7807e+07,2.9594e-01,8.8020e+00,inf,-9.2512e-01,-9.6521e-01,5.3799e+00,8.4240e+00
2.0000e+03,3.5600e+02,1.7920e+03,1.8869e+01,-9.6979e+07,-9.6979e+07,-3.5523e+00,-9.6979e+07,3.0567e-01,9.3903e+00,inf,-1.4756e+00,-1.2710e+00,5.3007e+00,8.1666e+00
2.0000e+03,3.5700e+02,1.7940e+03,1.8902e+01,-9.6800e+07,-9.6800e+07,-3.5622e+00,-9.6800e+07,2.9140e-01,8.5337e+00,inf,-7.5985e-01,-1.8446e+00,5.5035e+00,8.5728e+00
2.0000e+03,3.5800e+02,1.7980e+03,1.8915e+01,-9.5947e+07,-9.5947e+07,-3.5722e+00,-9.5947e+07,3.0122e-01,9.1184e+00,inf,-9.3691e-02,-1.1301e+00,5.4275e+00,8.1537e+00
2.0000e+03,3.5900e+02,1.8000e+03,1.8947e+01,-9.3114e+07,-9.3114e+07,-3.5821e+00,-9.3114e+07,2.8718e-01,8.2885e+00,inf,-3.0451e-01,-8.9277e-01,5.2794e+00,8.1391e+00
2.0000e+03,3.6000e+02,1.8070e+03,1.8930e+01,-9.2459e+07,-9.2459e+07,-3.5921e+00,-9.2459e+07,2.9681e-01,8.8537e+00,inf,-5.3568e-01,-4.6384e-01,5.6058e+00,8.0304e+00
2.0000e+03,3.6100e+02,1.8260e+03,1.8795e+01,-9.1582e+07,-9.1582e+07,-3.6020e+00,-9.1582e+07,3.0599e-01,9.4099e+00,inf,-3.1975e-01,-7.3450e-01,5.6653e+00,8.3224e+00
2.0000e+03,3.6200e+02,1.8380e+03,1.8731e+01,-9.0252e+07,-9.0252e+07,-3.6120e+00,-9.0252e+07,2.9262e-01,8.6055e+00,inf,-1.2576e+00,-1.6643e+00,5.3745e+00,8.5220e+00
2.0000e+03,3.6300e+02,1.8390e+03,1.8773e+01,-9.0110e+07,-9.0110e+07,-3.6219e+00,-9.0110e+07,3.0179e-01,9.1530e+00,inf,-4.5193e-01,-9.8504e-01,5.4936e+00,8.1498e+00
2.0000e+03,3.6400e+02,1.8420e+03,1.8795e+01,-8.9769e+07,-8.9769e+07,-3.6319e+00,-8.9769e+07,2.8841e-01,8.3594e+00,inf,3.2594e-01,-1.7927e+00,5.2536e+00,8.0081e+00
2.0000e+03,3.6500e+02,1.8560e+03,1.8712e+01,-8.9603e+07,-8.9603e+07,-3.6418e+00,-8.9603e+07,2.9766e-01,8.9045e+00,inf,-9.8282e-01,-1.4109e+00,5.4866e+00,8.4778e+00
2.0000e+03,3.6600e+02,1.8610e+03,1.8715e+01,-8.8676e+07,-8.8676e+07,-3.6518e+00,-8.8676e+07,3.0654e-01,9.4433e+00,inf,-5.2868e-01,-1.9791e+00,5.2441e+00,8.3133e+00
2.0000e+03,3.6700e+02,1.8700e+03,1.8680e+01,-8.8360e+07,-8.8360e+07,-3.6617e+00,-8.8360e+07,2.9357e-01,8.6615e+00,inf,-7.1847e-01,-9.8621e-01,5.6343e+00,8.4950e+00
2.0000e+03,3.6800e+02,1.8740e+03,1.8693e+01,-8.7928e+07,-8.7928e+07,-3.6717e+00,-8.7928e+07,3.0251e-01,9.1970e+00,inf,-9.9343e-01,-9.8632e-01,5.3691e+00,8.1142e+00
2.0000e+03,3.6900e+02,1.8760e+03,1.8725e+01,-8.7872e+07,-8.7872e+07,-3.6816e+00,-8.7872e+07,2.8947e-01,8.4211e+00,inf,-1.2769e+00,-9.2557e-01,5.5523e+00,8.3780e+00
2.0000e+03,3.7000e+02,1.8990e+03,1.8559e+01,-8.7315e+07,-8.7315e+07,-3.6916e+00,-8.7315e+07,2.9851e-01,8.9550e+00,inf,-1.3253e+00,-1.7713e+00,5.0593e+00,8.2613e+00
2.0000e+03,3.7100e+02,1.9020e+03,1.8581e+01,-8.7233e+07,-8.7233e+07,-3.7015e+00,-8.7233e+07,3.0721e-01,9.4849e+00,inf,-7.8389e-01,-1.9552e+00,5.3842e+00,8.4799e+00
2.0000e+03,3.7200e+02,1.9170e+03,1.8493e+01,-8.7230e+07,-8.7230e+07,-3.7115e+00,-8.7230e+07,2.9448e-01,8.7149e+00,inf,-1.3622e+00,-1.9095e+00,5.9526e+00,9.2759e+00
2.0000e+03,3.7300e+02,1.9180e+03,1.8533e+01,-8.7144e+07,-8.7144e+07,-3.7214e+00,-8.7144e+07,3.0329e-01,9.2446e+00,inf,-9.4232e-02,-1.2581e+00,5.3608e+00,8.2443e+00
2.0000e+03,3.7400e+02,1.9320e+03,1.8455e+01,-8.4588e+07,-8.4588e+07,-3.7314e+00,-8.4588e+07,2.9068e-01,8.4916e+00,inf,-1.4461e+00,-1.0890e+00,5.5166e+00,8.5204e+00
2.0000e+03,3.7500e+02,1.9360e+03,1.8468e+01,-8.4439e+07,-8.4439e+07,-3.7413e+00,-8.4439e+07,2.9935e-01,9.0058e+00,inf,-1.0625e+00,-5.1923e-01,5.6466e+00,8.3922e+00
2.0000e+03,3.7600e+02,1.9460e+03,1.8426e+01,-8.4299e+07,-8.4299e+07,-3.7513e+00,-8.4299e+07,3.0775e-01,9.5182e+00,inf,-1.3033e+00,-1.8961e+00,5.7506e+00,9.0561e+00
2.0000e+03,3.7700e+02,1.9510e+03,1.8430e+01,-8.4272e+07,-8.4272e+07,-3.7612e+00,-8.4272e+07,2.9548e-01,8.7745e+00,inf,-6.5202e-01,-1.4417e+00,5.4227e+00,8.2575e+00
2.0000e+03,3.7800e+02,1.9540e+03,1.8452e+01,-8.4041e+07,-8.4041e+07,-3.7712e+00,-8.4041e+07,3.0397e-01,9.2862e+00,inf,-1.4824e+00,-1.5087e+00,5.2163e+00,8.1628e+00
2.0000e+03,3.7900e+02,1.9700e+03,1.8357e+01,-8.3937e+07,-8.3937e+07,-3.7811e+00,-8.3937e+07,2.9160e-01,8.5454e+00,inf,-1.2935e+00,-1.2735e+00,5.2309e+00,8.1994e+00
2.0000e+03,3.8000e+02,1.9860e+03,1.8265e+01,-8.3725e+07,-8.3725e+07,-3.7911e+00,-8.3725e+07,3.0018e-01,9.0557e+00,inf,4.5944e-01,-5.3779e-01,5.9165e+00,8.3600e+00
2.0000e+03,3.8100e+02,2.0000e+03,1.8190e+01,-8.3716e+07,-8.3716e+07,-3.8010e+00,-8.3716e+07,3.0850e-01,9.5646e+00,inf,-5.5900e-01,-1.5989e+00,5.4171e+00,8.3551e+00
2.0000e+03,3.8200e+02,2.0040e+03,1.8203e+01,-8.3416e+07,-8.3416e+07,-3.8110e+00,-8.3416e+07,2.9637e-01,8.8271e+00,inf,-1.3117e+00,-5.3401e-01,5.5664e+00,8.3350e+00
2.0000e+03,3.8300e+02,2.0120e+03,1.8182e+01,-8.2565e+07,-8.2565e+07,-3.8209e+00,-8.2565e+07,3.0472e-01,9.3320e+00,inf,-7.9833e-01,-1.2670e+00,5.3710e+00,8.0874e+00
2.0000e+03,3.8400e+02,2.0160e+03,1.8195e+01,-8.1964e+07,-8.1964e+07,-3.8309e+00,-8.1964e+07,2.9266e-01,8.6076e+00,inf,-5.1072e-01,-9.8686e-01,5.5620e+00,8.5154e+00
2.0000e+03,3.8500e+02,2.0320e+03,1.8105e+01,-8.1884e+07,-8.1884e+07,-3.8408e+00,-8.1884e+07,3.0101e-01,9.1061e+00,inf,-1.1950e+00,-1.6426e+00,5.2993e+00,8.3440e+00
2.0000e+03,3.8600e+02,2.0640e+03,1.7884e+01,-8.1831e+07,-8.1831e+07,-3.8508e+00,-8.1831e+07,3.0913e-01,9.6038e+00,inf,-8.5433e-01,-4.0523e-01,5.9262e+00,8.2509e+00
2.0000e+03,3.8700e+02,2.0930e+03,1.7693e+01,-8.1757e+07,-8.1757e+07,-3.8607e+00,-8.1757e+07,2.9729e-01,8.8823e+00,inf,-1.0727e+00,-1.0077e+00,5.0990e+00,8.0939e+00
2.0000e+03,3.8800e+02,2.0940e+03,1.7730e+01,-8.1719e+07,-8.1719e+07,-3.8707e+00,-8.1719e+07,3.0550e-01,9.3795e+00,inf,-9.6513e-01,-1.7923e+00,5.3342e+00,8.4718e+00
2.0000e+03,3.8900e+02,2.0970e+03,1.7751e+01,-8.0841e+07,-8.0841e+07,-3.8806e+00,-8.0841e+07,2.9362e-01,8.6643e+00,inf,-6.2826e-01,-1.3603e+00,5.7206e+00,8.7945e+00
2.0000e+03,3.9000e+02,2.1020e+03,1.7757e+01,-8.0396e+07,-8.0396e+07,-3.8906e+00,-8.0396e+07,3.0184e-01,9.1563e+00,inf,-3.6072e-01,-1.9036e+00,5.3454e+00,8.2291e+00
2.0000e+03,3.9100e+02,2.1180e+03,1.7674e+01,-8.0381e+07,-8.0381e+07,-3.9005e+00,-8.0381e+07,3.0980e-01,9.6453e+00,inf,7.5497e-02,-7.2175e-01,5.6567e+00,8.3615e+00
2.0000e+03,3.9200e+02,2.1260e+03,1.7655e+01,-8.0229e+07,-8.0229e+07,-3.9105e+00,-8.0229e+07,2.9821e-01,8.9371e+00,inf,-9.9270e-01,-1.4755e+00,5.2274e+00,8.1490e+00
2.0000e+03,3.9300e+02,2.1320e+03,1.7652e+01,-8.0046e+07,-8.0047e+07,-3.9204e+00,-8.0047e+07,3.0623e-01,9.4248e+00,inf,3.8841e-01,-1.7377e+00,6.0367e+00,8.9545e+00
2.0000e+03,3.9400e+02,2.1340e+03,1.7681e+01,-7.9996e+07,-7.9996e+07,-3.9304e+00,-7.9996e+07,2.9455e-01,8.7194e+00,inf,4.3245e-03,-1.8991e+00,5.1653e+00,8.0772e+00
2.0000e+03,3.9500e+02,2.1740e+03,1.7414e+01,-7.9109e+07,-7.9109e+07,-3.9403e+00,-7.9109e+07,3.0267e-01,9.2065e+00,inf,-1.1421e+00,-6.2609e-01,5.9324e+00,8.6930e+00
2.0000e+03,3.9600e+02,2.1920e+03,1.7321e+01,-7.9071e+07,-7.9071e+07,-3.9503e+00,-7.9071e+07,3.1048e-01,9.6877e+00,inf,-6.4479e-01,-1.3893e+00,5.4217e+00,8.4479e+00
