nlive,niter,ncall,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,logzh,logdust,logNpix
2.0000e+03,0.0000e+00,1.0000e+00,4.9751e-01,-5.2281e+09,-5.2281e+09,-4.9875e-03,-5.2281e+09,,-1.2640e+03,inf,-1.1686e+00,-9.9802e-01,6.9804e+00
2.0000e+03,1.0000e+00,2.0000e+00,9.9010e-01,-4.7858e+09,-4.7858e+09,-9.9751e-03,-4.7858e+09,,-1.9949e+03,inf,-1.4558e+00,-7.8802e-01,6.9296e+00
2.0000e+03,2.0000e+00,3.0000e+00,1.4778e+00,-3.9225e+09,-3.9225e+09,-1.4963e-02,-3.9225e+09,,-4.5063e+02,inf,2.3971e-01,-1.9453e+00,6.9372e+00
2.0000e+03,3.0000e+00,4.0000e+00,1.9608e+00,-3.0457e+09,-3.0457e+09,-1.9950e-02,-3.0457e+09,1.6865e+00,5.7025e+02,inf,5.8571e-02,-1.9364e+00,6.9252e+00
2.0000e+03,4.0000e+00,5.0000e+00,2.4390e+00,-2.9698e+09,-2.9698e+09,-2.4938e-02,-2.9698e+09,4.2372e-01,3.5998e+01,inf,9.3734e-02,-8.8448e-01,6.9317e+00
2.0000e+03,5.0000e+00,7.0000e+00,2.8986e+00,-2.6670e+09,-2.6670e+09,-2.9925e-02,-2.6670e+09,,-4.3422e+02,inf,-1.1128e+00,-1.0844e+00,6.8408e+00
2.0000e+03,6.0000e+00,8.0000e+00,3.3654e+00,-2.5061e+09,-2.5061e+09,-3.4913e-02,-2.5061e+09,1.3182e+00,3.4837e+02,inf,4.0439e-01,-2.2007e-01,6.9871e+00
2.0000e+03,7.0000e+00,9.0000e+00,3.8278e+00,-2.4199e+09,-2.4199e+09,-3.9900e-02,-2.4199e+09,,-8.7279e+01,inf,-9.4707e-01,-3.9626e-01,6.9163e+00
2.0000e+03,8.0000e+00,1.0000e+01,4.2857e+00,-2.2063e+09,-2.2063e+09,-4.4888e-02,-2.2063e+09,,-4.6551e+02,inf,-1.1233e+00,-8.2536e-01,6.8070e+00
2.0000e+03,9.0000e+00,1.1000e+01,4.7393e+00,-2.1057e+09,-2.1057e+09,-4.9875e-02,-2.1057e+09,9.7664e-01,1.9124e+02,inf,2.6246e-01,-7.4464e-01,6.8610e+00
2.0000e+03,1.0000e+01,1.2000e+01,5.1887e+00,-1.9314e+09,-1.9314e+09,-5.4863e-02,-1.9314e+09,,-1.6240e+02,inf,4.9566e-01,-1.1978e+00,6.7667e+00
2.0000e+03,1.1000e+01,1.3000e+01,5.6338e+00,-1.8532e+09,-1.8532e+09,-5.9850e-02,-1.8532e+09,,-3.8348e+01,inf,1.0475e-01,-1.0889e-01,6.9581e+00
2.0000e+03,1.2000e+01,1.4000e+01,6.0748e+00,-1.8382e+09,-1.8382e+09,-6.4838e-02,-1.8382e+09,6.2489e-01,7.8293e+01,inf,-1.3240e+00,-5.4086e-01,6.7621e+00
2.0000e+03,1.3000e+01,1.5000e+01,6.5116e+00,-1.8267e+09,-1.8267e+09,-6.9826e-02,-1.8267e+09,9.8212e-01,1.9339e+02,inf,-1.2091e+00,-7.0599e-01,6.7679e+00
2.0000e+03,1.4000e+01,1.6000e+01,6.9444e+00,-1.7411e+09,-1.7411e+09,-7.4813e-02,-1.7411e+09,,-1.2036e+02,inf,-1.0059e-01,-1.9686e-01,6.9674e+00
2.0000e+03,1.5000e+01,1.7000e+01,7.3733e+00,-1.6345e+09,-1.6345e+09,-7.9801e-02,-1.6345e+09,,-9.2234e+00,inf,-9.7754e-01,-1.2309e-01,6.8773e+00
2.0000e+03,1.6000e+01,1.8000e+01,7.7982e+00,-1.5678e+09,-1.5678e+09,-8.4788e-02,-1.5678e+09,6.7213e-01,9.0579e+01,inf,-1.4379e+00,-8.4632e-01,6.7005e+00
2.0000e+03,1.7000e+01,1.9000e+01,8.2192e+00,-1.1791e+09,-1.1791e+09,-8.9776e-02,-1.1791e+09,8.4809e-01,1.4421e+02,inf,-1.9832e-01,-4.8863e-01,6.8642e+00
2.0000e+03,1.8000e+01,2.0000e+01,8.6364e+00,-1.0652e+09,-1.0652e+09,-9.4763e-02,-1.0652e+09,,-5.5707e+01,inf,-5.1007e-01,-3.8024e-01,6.9091e+00
2.0000e+03,1.9000e+01,2.1000e+01,9.0498e+00,-1.0199e+09,-1.0199e+09,-9.9751e-02,-1.0199e+09,2.3885e-01,1.1439e+01,inf,-1.0518e+00,-8.2556e-01,6.6701e+00
2.0000e+03,2.0000e+01,2.2000e+01,9.4595e+00,-9.7512e+08,-9.7512e+08,-1.0474e-01,-9.7512e+08,,-4.3353e+01,inf,-3.6584e-01,-3.6331e-01,6.8780e+00
2.0000e+03,2.1000e+01,2.3000e+01,9.8655e+00,-9.6604e+08,-9.6604e+08,-1.0973e-01,-9.6604e+08,3.0144e-01,1.8219e+01,inf,-7.6785e-01,-1.3538e+00,6.7428e+00
2.0000e+03,2.2000e+01,2.4000e+01,1.0268e+01,-9.4237e+08,-9.4237e+08,-1.1471e-01,-9.4237e+08,,-3.4803e+01,inf,-1.4877e+00,-1.1229e+00,6.5941e+00
2.0000e+03,2.3000e+01,2.5000e+01,1.0667e+01,-8.9432e+08,-8.9432e+08,-1.1970e-01,-8.9432e+08,3.4495e-01,2.3858e+01,inf,2.6069e-01,-7.2522e-01,6.7052e+00
2.0000e+03,2.4000e+01,2.7000e+01,1.1013e+01,-5.9915e+08,-5.9915e+08,-1.2469e-01,-5.9915e+08,,-1.5519e+01,inf,-4.6073e-01,-1.5844e+00,6.7502e+00
2.0000e+03,2.5000e+01,2.9000e+01,1.1354e+01,-5.8474e+08,-5.8474e+08,-1.2968e-01,-5.8474e+08,3.3120e-01,2.1993e+01,inf,2.3825e-01,-1.1277e+00,6.6043e+00
2.0000e+03,2.6000e+01,3.0000e+01,1.1739e+01,-5.5240e+08,-5.5240e+08,-1.3466e-01,-5.5240e+08,,-9.7886e+00,inf,-1.2364e+00,-1.4564e-01,6.6556e+00
2.0000e+03,2.7000e+01,3.1000e+01,1.2121e+01,-5.0543e+08,-5.0543e+08,-1.3965e-01,-5.0543e+08,,-6.5855e+00,inf,-1.2834e+00,-4.4764e-01,6.5650e+00
2.0000e+03,2.8000e+01,3.2000e+01,1.2500e+01,-5.0501e+08,-5.0501e+08,-1.4464e-01,-5.0501e+08,,-4.7266e+00,inf,-8.6425e-01,-3.0248e-01,6.6646e+00
2.0000e+03,2.9000e+01,3.3000e+01,1.2876e+01,-4.8722e+08,-4.8722e+08,-1.4963e-01,-4.8722e+08,,-2.5605e+00,inf,-2.5445e-01,-1.0126e+00,6.6811e+00
2.0000e+03,3.0000e+01,3.4000e+01,1.3248e+01,-4.8469e+08,-4.8469e+08,-1.5461e-01,-4.8469e+08,,-7.4121e-01,inf,2.7846e-01,-1.8955e+00,6.5664e+00
2.0000e+03,3.1000e+01,3.5000e+01,1.3617e+01,-4.4501e+08,-4.4501e+08,-1.5960e-01,-4.4501e+08,8.5101e-02,1.4521e+00,inf,-9.6486e-01,-1.3435e-01,6.6523e+00
2.0000e+03,3.2000e+01,3.7000e+01,1.3924e+01,-4.3393e+08,-4.3393e+08,-1.6459e-01,-4.3393e+08,1.2550e-01,3.1579e+00,inf,-1.3305e+00,-1.3340e+00,6.4569e+00
2.0000e+03,3.3000e+01,3.9000e+01,1.4226e+01,-4.2993e+08,-4.2993e+08,-1.6958e-01,-4.2993e+08,1.5408e-01,4.7599e+00,inf,-3.6172e-01,-9.3518e-02,6.7708e+00
2.0000e+03,3.4000e+01,4.1000e+01,1.4523e+01,-4.0386e+08,-4.0386e+08,-1.7456e-01,-4.0386e+08,1.7760e-01,6.3240e+00,inf,-6.2392e-01,-1.8579e+00,6.6325e+00
2.0000e+03,3.5000e+01,4.4000e+01,1.4754e+01,-4.0026e+08,-4.0026e+08,-1.7955e-01,-4.0026e+08,1.9709e-01,7.7886e+00,inf,-9.3273e-01,-9.2659e-01,6.5465e+00
2.0000e+03,3.6000e+01,4.5000e+01,1.5102e+01,-3.6794e+08,-3.6794e+08,-1.8454e-01,-3.6794e+08,2.1194e-01,9.0060e+00,inf,-1.3251e+00,-2.2607e-01,6.5649e+00
2.0000e+03,3.7000e+01,4.6000e+01,1.5447e+01,-3.4024e+08,-3.4024e+08,-1.8953e-01,-3.4024e+08,2.2377e-01,1.0040e+01,inf,-1.8225e-01,-1.6335e+00,6.5948e+00
2.0000e+03,3.8000e+01,4.8000e+01,1.5726e+01,-3.3829e+08,-3.3829e+08,-1.9451e-01,-3.3829e+08,2.3695e-01,1.1258e+01,inf,-9.6652e-01,-7.8998e-01,6.5071e+00
2.0000e+03,3.9000e+01,4.9000e+01,1.6064e+01,-3.2890e+08,-3.2890e+08,-1.9950e-01,-3.2890e+08,2.4791e-01,1.2322e+01,inf,2.1011e-01,-1.3873e+00,6.5176e+00
2.0000e+03,4.0000e+01,5.0000e+01,1.6400e+01,-3.1418e+08,-3.1418e+08,-2.0449e-01,-3.1418e+08,2.5658e-01,1.3200e+01,inf,-1.0517e+00,-1.7227e+00,6.4505e+00
2.0000e+03,4.1000e+01,5.1000e+01,1.6733e+01,-3.0938e+08,-3.0938e+08,-2.0948e-01,-3.0938e+08,2.6638e-01,1.4227e+01,inf,-1.2764e-01,-1.5192e+00,6.5759e+00
2.0000e+03,4.2000e+01,5.2000e+01,1.7063e+01,-3.0132e+08,-3.0132e+08,-2.1446e-01,-3.0132e+08,2.7464e-01,1.5123e+01,inf,-5.8600e-01,-1.3650e-01,6.6920e+00
2.0000e+03,4.3000e+01,5.3000e+01,1.7391e+01,-2.7486e+08,-2.7486e+08,-2.1945e-01,-2.7486e+08,,-1.0349e+00,inf,2.0700e-02,-1.0357e+00,6.5362e+00
2.0000e+03,4.4000e+01,5.4000e+01,1.7717e+01,-2.6881e+08,-2.6881e+08,-2.2444e-01,-2.6881e+08,2.3491e-02,1.1064e-01,inf,-4.1659e-01,-4.3874e-01,6.6430e+00
2.0000e+03,4.5000e+01,5.5000e+01,1.8039e+01,-2.5235e+08,-2.5235e+08,-2.2943e-01,-2.5235e+08,2.1106e-01,8.9313e+00,inf,4.3518e-01,-1.3994e-01,5.3694e+00
2.0000e+03,4.6000e+01,5.7000e+01,1.8288e+01,-2.4598e+08,-2.4598e+08,-2.3441e-01,-2.4598e+08,2.2070e-01,9.7658e+00,inf,4.9993e-01,-5.2393e-03,6.3894e+00
2.0000e+03,4.7000e+01,5.9000e+01,1.8533e+01,-2.0950e+08,-2.0950e+08,-2.3940e-01,-2.0950e+08,1.3707e-01,3.7669e+00,inf,-1.0224e+00,-3.3951e-01,6.4895e+00
2.0000e+03,4.8000e+01,6.0000e+01,1.8846e+01,-2.0177e+08,-2.0177e+08,-2.4439e-01,-2.0177e+08,1.5146e-01,4.5992e+00,inf,4.6331e-01,-6.1039e-01,6.5239e+00
2.0000e+03,4.9000e+01,6.1000e+01,1.9157e+01,-1.9020e+08,-1.9020e+08,-2.4938e-01,-1.9020e+08,1.6400e-01,5.3924e+00,inf,4.7670e-01,-3.9720e-01,5.6880e+00
2.0000e+03,5.0000e+01,6.2000e+01,1.9466e+01,-1.8616e+08,-1.8616e+08,-2.5436e-01,-1.8616e+08,1.7435e-01,6.0949e+00,inf,-6.4208e-01,-5.6056e-01,6.5361e+00
2.0000e+03,5.1000e+01,6.4000e+01,1.9697e+01,-1.8439e+08,-1.8439e+08,-2.5935e-01,-1.8439e+08,1.8381e-01,6.7743e+00,inf,-8.8005e-02,-1.7003e+00,6.4921e+00
2.0000e+03,5.2000e+01,6.5000e+01,2.0000e+01,-1.8236e+08,-1.8236e+08,-2.6434e-01,-1.8236e+08,1.9262e-01,7.4393e+00,inf,-1.2105e+00,-2.4638e-01,6.4765e+00
2.0000e+03,5.3000e+01,6.6000e+01,2.0301e+01,-1.8083e+08,-1.8083e+08,-2.6933e-01,-1.8083e+08,2.0093e-01,8.0944e+00,inf,-1.2125e+00,-5.9148e-01,6.4092e+00
2.0000e+03,5.4000e+01,6.7000e+01,2.0599e+01,-1.7845e+08,-1.7845e+08,-2.7431e-01,-1.7845e+08,2.0862e-01,8.7265e+00,inf,3.5313e-01,-1.2947e-01,6.6209e+00
2.0000e+03,5.5000e+01,6.8000e+01,2.0896e+01,-1.6639e+08,-1.6639e+08,-2.7930e-01,-1.6639e+08,1.4497e-01,4.2138e+00,inf,-8.9169e-01,-5.7001e-01,6.4482e+00
2.0000e+03,5.6000e+01,7.0000e+01,2.1111e+01,-1.6450e+08,-1.6450e+08,-2.8429e-01,-1.6450e+08,1.5541e-01,4.8426e+00,inf,-4.5960e-01,-1.9161e+00,6.5149e+00
2.0000e+03,5.7000e+01,7.2000e+01,2.1324e+01,-1.5216e+08,-1.5216e+08,-2.8928e-01,-1.5216e+08,1.6578e-01,5.5105e+00,inf,-2.6512e-01,-1.7575e-01,6.5810e+00
2.0000e+03,5.8000e+01,7.3000e+01,2.1612e+01,-1.5201e+08,-1.5201e+08,-2.9426e-01,-1.5201e+08,1.7401e-01,6.0711e+00,inf,3.0130e-01,-4.5517e-02,6.1138e+00
2.0000e+03,5.9000e+01,7.5000e+01,2.1818e+01,-1.5092e+08,-1.5092e+08,-2.9925e-01,-1.5092e+08,1.8182e-01,6.6285e+00,inf,3.8012e-01,-2.3949e-01,5.9163e+00
2.0000e+03,6.0000e+01,7.6000e+01,2.2101e+01,-1.5047e+08,-1.5047e+08,-3.0424e-01,-1.5047e+08,1.8926e-01,7.1817e+00,inf,4.6874e-01,-7.6876e-01,5.3094e+00
2.0000e+03,6.1000e+01,7.7000e+01,2.2383e+01,-1.4915e+08,-1.4915e+08,-3.0923e-01,-1.4915e+08,1.9627e-01,7.7234e+00,inf,2.8420e-01,-1.6968e-01,5.6148e+00
2.0000e+03,6.2000e+01,7.8000e+01,2.2662e+01,-1.4847e+08,-1.4847e+08,-3.1422e-01,-1.4847e+08,2.0302e-01,8.2638e+00,inf,3.4381e-01,-2.5345e-01,5.7035e+00
2.0000e+03,6.3000e+01,8.0000e+01,2.2857e+01,-1.4558e+08,-1.4558e+08,-3.1920e-01,-1.4558e+08,1.4853e-01,4.4234e+00,inf,4.4899e-01,-6.6443e-01,5.5113e+00
2.0000e+03,6.4000e+01,8.1000e+01,2.3132e+01,-1.4302e+08,-1.4302e+08,-3.2419e-01,-1.4302e+08,1.5766e-01,4.9837e+00,inf,-1.1142e+00,-5.7431e-01,6.3959e+00
2.0000e+03,6.5000e+01,8.2000e+01,2.3404e+01,-1.3704e+08,-1.3704e+08,-3.2918e-01,-1.3704e+08,1.6629e-01,5.5446e+00,inf,-1.2355e+00,-5.1038e-02,5.3613e+00
2.0000e+03,6.6000e+01,8.3000e+01,2.3675e+01,-1.3597e+08,-1.3597e+08,-3.3417e-01,-1.3597e+08,1.7374e-01,6.0520e+00,inf,-4.6683e-02,-1.9982e-01,6.5583e+00
2.0000e+03,6.7000e+01,8.4000e+01,2.3944e+01,-1.3432e+08,-1.3432e+08,-3.3915e-01,-1.3432e+08,1.8075e-01,6.5506e+00,inf,2.0484e-01,-1.5364e-01,5.4629e+00
2.0000e+03,6.8000e+01,8.7000e+01,2.4042e+01,-1.3428e+08,-1.3428e+08,-3.4414e-01,-1.3428e+08,1.8746e-01,7.0456e+00,inf,-1.2320e+00,-1.0692e-02,5.3590e+00
2.0000e+03,6.9000e+01,9.2000e+01,2.3973e+01,-1.2646e+08,-1.2646e+08,-3.4913e-01,-1.2646e+08,1.6692e-01,5.5865e+00,inf,-1.2191e+00,-1.6894e+00,6.2991e+00
2.0000e+03,7.0000e+01,9.5000e+01,2.4068e+01,-1.2589e+08,-1.2589e+08,-3.5412e-01,-1.2589e+08,1.7377e-01,6.0544e+00,inf,4.8416e-01,-8.2396e-02,6.5839e+00
2.0000e+03,7.1000e+01,9.6000e+01,2.4324e+01,-1.2527e+08,-1.2527e+08,-3.5910e-01,-1.2527e+08,1.8030e-01,6.5180e+00,inf,-7.9000e-01,-1.9507e+00,6.3870e+00
2.0000e+03,7.2000e+01,9.7000e+01,2.4579e+01,-1.2437e+08,-1.2437e+08,-3.6409e-01,-1.2437e+08,1.8653e-01,6.9758e+00,inf,4.0298e-01,-6.3404e-01,5.1523e+00
2.0000e+03,7.3000e+01,1.0000e+02,2.4667e+01,-1.2390e+08,-1.2390e+08,-3.6908e-01,-1.2390e+08,1.6689e-01,5.5844e+00,inf,4.8896e-01,-1.6425e+00,5.0244e+00
2.0000e+03,7.4000e+01,1.0100e+02,2.4917e+01,-1.1882e+08,-1.1882e+08,-3.7407e-01,-1.1882e+08,1.7378e-01,6.0550e+00,inf,4.6665e-01,-1.2532e+00,5.0248e+00
2.0000e+03,7.5000e+01,1.0200e+02,2.5166e+01,-1.1555e+08,-1.1555e+08,-3.7905e-01,-1.1555e+08,1.7992e-01,6.4903e+00,inf,4.0682e-01,-7.8009e-01,5.5802e+00
2.0000e+03,7.6000e+01,1.0300e+02,2.5413e+01,-1.1086e+08,-1.1086e+08,-3.8404e-01,-1.1086e+08,1.8544e-01,6.8951e+00,inf,-6.2501e-01,-5.8149e-02,6.5477e+00
2.0000e+03,7.7000e+01,1.0400e+02,2.5658e+01,-1.1017e+08,-1.1017e+08,-3.8903e-01,-1.1017e+08,1.6798e-01,5.6573e+00,inf,4.9930e-01,-1.7829e+00,5.6548e+00
2.0000e+03,7.8000e+01,1.0500e+02,2.5902e+01,-1.0704e+08,-1.0704e+08,-3.9402e-01,-1.0704e+08,1.7405e-01,6.0735e+00,inf,-1.3145e+00,-2.2602e-01,5.3363e+00
2.0000e+03,7.9000e+01,1.0700e+02,2.6059e+01,-1.0686e+08,-1.0686e+08,-3.9900e-01,-1.0686e+08,1.7962e-01,6.4691e+00,inf,4.2023e-01,-1.5524e+00,5.4231e+00
2.0000e+03,8.0000e+01,1.0900e+02,2.6214e+01,-1.0632e+08,-1.0632e+08,-4.0399e-01,-1.0632e+08,1.8500e-01,6.8618e+00,inf,2.8111e-01,-5.3470e-02,6.1868e+00
2.0000e+03,8.1000e+01,1.1000e+02,2.6452e+01,-1.0456e+08,-1.0456e+08,-4.0898e-01,-1.0456e+08,1.6835e-01,5.6826e+00,inf,-4.9545e-01,-1.1816e+00,6.4560e+00
2.0000e+03,8.2000e+01,1.1100e+02,2.6688e+01,-1.0449e+08,-1.0449e+08,-4.1397e-01,-1.0449e+08,1.7399e-01,6.0695e+00,inf,3.7311e-01,-1.0339e+00,5.2507e+00
2.0000e+03,8.3000e+01,1.1200e+02,2.6923e+01,-1.0000e+08,-1.0000e+08,-4.1895e-01,-1.0000e+08,1.7941e-01,6.4540e+00,inf,2.2322e-01,-1.8839e-01,6.5372e+00
2.0000e+03,8.4000e+01,1.1300e+02,2.7157e+01,-9.8953e+07,-9.8953e+07,-4.2394e-01,-9.8953e+07,1.8443e-01,6.8197e+00,inf,4.8191e-01,-1.9880e+00,5.6705e+00
2.0000e+03,8.5000e+01,1.1400e+02,2.7389e+01,-9.8022e+07,-9.8022e+07,-4.2893e-01,-9.8022e+07,1.6888e-01,5.7180e+00,inf,-1.2719e+00,-9.8380e-02,5.6514e+00
2.0000e+03,8.6000e+01,1.1800e+02,2.7358e+01,-9.5633e+07,-9.5633e+07,-4.3392e-01,-9.5633e+07,1.7427e-01,6.0892e+00,inf,3.6157e-01,-1.3220e+00,5.2402e+00
2.0000e+03,8.7000e+01,1.1900e+02,2.7586e+01,-9.3698e+07,-9.3698e+07,-4.3890e-01,-9.3698e+07,1.7926e-01,6.4430e+00,inf,-1.1348e+00,-1.9641e-01,6.4131e+00
2.0000e+03,8.8000e+01,1.2200e+02,2.7640e+01,-9.2067e+07,-9.2067e+07,-4.4389e-01,-9.2067e+07,1.8394e-01,6.7838e+00,inf,2.2996e-01,-5.7946e-01,5.3413e+00
2.0000e+03,8.9000e+01,1.2400e+02,2.7778e+01,-9.1028e+07,-9.1028e+07,-4.4888e-01,-9.1028e+07,1.8841e-01,7.1172e+00,inf,-1.4202e+00,-3.3136e-01,5.2341e+00
2.0000e+03,9.0000e+01,1.2500e+02,2.8000e+01,-9.0602e+07,-9.0602e+07,-4.5387e-01,-9.0602e+07,1.7442e-01,6.0996e+00,inf,4.3468e-01,-1.8649e+00,5.6352e+00
2.0000e+03,9.1000e+01,1.2900e+02,2.7964e+01,-8.6122e+07,-8.6122e+07,-4.5885e-01,-8.6122e+07,1.7917e-01,6.4361e+00,inf,3.0426e-01,-1.5269e+00,5.2572e+00
2.0000e+03,9.2000e+01,1.3000e+02,2.8182e+01,-8.5495e+07,-8.5495e+07,-4.6384e-01,-8.5495e+07,1.8353e-01,6.7532e+00,inf,-7.3866e-01,-3.3480e-01,6.4239e+00
2.0000e+03,9.3000e+01,1.3100e+02,2.8399e+01,-8.5283e+07,-8.5283e+07,-4.6883e-01,-8.5283e+07,1.8777e-01,7.0688e+00,inf,1.6294e-01,-3.6861e-01,5.1841e+00
2.0000e+03,9.4000e+01,1.3300e+02,2.8529e+01,-8.2411e+07,-8.2411e+07,-4.7382e-01,-8.2411e+07,1.7480e-01,6.1261e+00,inf,4.2891e-01,-1.9659e+00,6.3531e+00
2.0000e+03,9.5000e+01,1.3600e+02,2.8571e+01,-8.2214e+07,-8.2214e+07,-4.7880e-01,-8.2214e+07,1.7911e-01,6.4320e+00,inf,3.1863e-01,-1.8804e+00,5.3686e+00
2.0000e+03,9.6000e+01,1.3700e+02,2.8783e+01,-8.0934e+07,-8.0934e+07,-4.8379e-01,-8.0934e+07,1.8325e-01,6.7330e+00,inf,2.8670e-01,-1.1028e+00,5.4888e+00
2.0000e+03,9.7000e+01,1.4000e+02,2.8824e+01,-8.0092e+07,-8.0092e+07,-4.8878e-01,-8.0092e+07,1.8722e-01,7.0276e+00,inf,2.9865e-01,-1.8304e+00,5.3623e+00
2.0000e+03,9.8000e+01,1.4100e+02,2.9032e+01,-7.8737e+07,-7.8737e+07,-4.9377e-01,-7.8737e+07,1.7496e-01,6.1375e+00,inf,3.6628e-01,-6.9724e-01,5.7944e+00
2.0000e+03,9.9000e+01,1.4300e+02,2.9155e+01,-7.8011e+07,-7.8011e+07,-4.9875e-01,-7.8011e+07,1.7909e-01,6.4304e+00,inf,-3.6326e-01,-1.5965e+00,6.3966e+00
2.0000e+03,1.0000e+02,1.4400e+02,2.9360e+01,-7.7258e+07,-7.7258e+07,-5.0374e-01,-7.7258e+07,1.8305e-01,6.7180e+00,inf,-1.1113e+00,-2.7426e-01,5.0574e+00
2.0000e+03,1.0100e+02,1.4500e+02,2.9565e+01,-7.7247e+07,-7.7247e+07,-5.0873e-01,-7.7247e+07,1.8692e-01,7.0049e+00,inf,3.0718e-01,-1.4448e+00,5.5133e+00
2.0000e+03,1.0200e+02,1.4600e+02,2.9769e+01,-7.6198e+07,-7.6198e+07,-5.1372e-01,-7.6198e+07,1.7508e-01,6.1457e+00,inf,1.5540e-01,-1.9772e-01,5.8546e+00
2.0000e+03,1.0300e+02,1.4700e+02,2.9971e+01,-7.4959e+07,-7.4959e+07,-5.1870e-01,-7.4959e+07,1.7908e-01,6.4302e+00,inf,-5.7782e-01,-4.4292e-01,6.4409e+00
2.0000e+03,1.0400e+02,1.5000e+02,3.0000e+01,-7.2872e+07,-7.2872e+07,-5.2369e-01,-7.2872e+07,1.8285e-01,6.7034e+00,inf,-1.1924e+00,-4.4556e-01,5.1179e+00
2.0000e+03,1.0500e+02,1.5100e+02,3.0199e+01,-7.2497e+07,-7.2497e+07,-5.2868e-01,-7.2497e+07,1.8648e-01,6.9720e+00,inf,2.3223e-01,-1.7378e+00,5.3864e+00
2.0000e+03,1.0600e+02,1.5300e+02,3.0312e+01,-7.2281e+07,-7.2281e+07,-5.3367e-01,-7.2281e+07,1.7532e-01,6.1625e+00,inf,-1.1956e+00,-6.9153e-01,5.2609e+00
2.0000e+03,1.0700e+02,1.5400e+02,3.0508e+01,-7.0171e+07,-7.0171e+07,-5.3865e-01,-7.0171e+07,1.7914e-01,6.4342e+00,inf,-1.3370e+00,-8.5468e-01,5.2413e+00
2.0000e+03,1.0800e+02,1.5500e+02,3.0704e+01,-6.9591e+07,-6.9591e+07,-5.4364e-01,-6.9591e+07,1.8272e-01,6.6940e+00,inf,2.0780e-01,-1.4259e+00,5.3461e+00
2.0000e+03,1.0900e+02,1.5900e+02,3.0641e+01,-6.8717e+07,-6.8717e+07,-5.4863e-01,-6.8717e+07,1.8615e-01,6.9478e+00,inf,1.4432e-01,-7.4407e-01,5.2358e+00
2.0000e+03,1.1000e+02,1.6100e+02,3.0748e+01,-6.8650e+07,-6.8650e+07,-5.5362e-01,-6.8650e+07,1.7556e-01,6.1800e+00,inf,-1.1571e+00,-5.2583e-01,5.2541e+00
2.0000e+03,1.1100e+02,1.6200e+02,3.0939e+01,-6.8097e+07,-6.8097e+07,-5.5860e-01,-6.8097e+07,1.7917e-01,6.4365e+00,inf,-1.4828e+00,-1.7450e+00,5.2257e+00
2.0000e+03,1.1200e+02,1.6400e+02,3.1044e+01,-6.8093e+07,-6.8093e+07,-5.6359e-01,-6.8093e+07,1.8267e-01,6.6900e+00,inf,4.4735e-01,-5.7798e-01,5.9861e+00
2.0000e+03,1.1300e+02,1.6500e+02,3.1233e+01,-6.7583e+07,-6.7583e+07,-5.6858e-01,-6.7583e+07,1.8606e-01,6.9407e+00,inf,-1.3832e+00,-7.5735e-01,5.0454e+00
2.0000e+03,1.1400e+02,1.6600e+02,3.1421e+01,-6.6613e+07,-6.6613e+07,-5.7357e-01,-6.6613e+07,1.8263e-01,6.6871e+00,inf,-1.4956e+00,-1.9161e+00,5.2836e+00
2.0000e+03,1.1500e+02,1.6700e+02,3.1608e+01,-6.6080e+07,-6.6080e+07,-5.7855e-01,-6.6080e+07,1.7922e-01,6.4399e+00,inf,-1.2746e+00,-1.1900e+00,5.0841e+00
2.0000e+03,1.1600e+02,1.6800e+02,3.1793e+01,-6.5426e+07,-6.5426e+07,-5.8354e-01,-6.5426e+07,1.8260e-01,6.6850e+00,inf,-1.3991e+00,-1.8347e+00,5.0772e+00
2.0000e+03,1.1700e+02,1.6900e+02,3.1978e+01,-6.4653e+07,-6.4653e+07,-5.8853e-01,-6.4653e+07,1.7926e-01,6.4430e+00,inf,-1.1474e+00,-4.0005e-01,5.3105e+00
2.0000e+03,1.1800e+02,1.7500e+02,3.1733e+01,-6.4469e+07,-6.4469e+07,-5.9352e-01,-6.4469e+07,1.8258e-01,6.6837e+00,inf,-1.3794e+00,-1.8643e+00,5.1923e+00
2.0000e+03,1.1900e+02,1.7800e+02,3.1746e+01,-6.4311e+07,-6.4311e+07,-5.9850e-01,-6.4311e+07,1.7928e-01,6.4441e+00,inf,7.0717e-02,-4.4005e-01,5.5452e+00
2.0000e+03,1.2000e+02,1.8000e+02,3.1842e+01,-6.2398e+07,-6.2398e+07,-6.0349e-01,-6.2398e+07,1.8254e-01,6.6811e+00,inf,-1.6116e-01,-4.6577e-01,6.4162e+00
2.0000e+03,1.2100e+02,1.8200e+02,3.1937e+01,-6.2379e+07,-6.2379e+07,-6.0848e-01,-6.2379e+07,1.7935e-01,6.4490e+00,inf,-1.4141e+00,-3.3283e-01,5.7399e+00
2.0000e+03,1.2200e+02,1.8300e+02,3.2115e+01,-6.2028e+07,-6.2028e+07,-6.1347e-01,-6.2028e+07,1.8255e-01,6.6813e+00,inf,-1.2230e+00,-1.9969e+00,6.2257e+00
2.0000e+03,1.2300e+02,1.8400e+02,3.2292e+01,-6.1980e+07,-6.1980e+07,-6.1846e-01,-6.1980e+07,1.7937e-01,6.4507e+00,inf,4.4758e-01,-9.2904e-01,5.8896e+00
