nlive,niter,ncall,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,logzh,logdust,logNpix
2.0000e+03,6.5000e+02,2.0480e+03,2.8959e+01,-9.6283e+05,-9.6283e+05,-3.2469e+00,-9.6283e+05,2.1465e-01,9.2383e+00,inf,-1.1949e+00,-8.6318e-01,6.0564e+00
2.0000e+03,6.5100e+02,2.0610e+03,2.8837e+01,-9.5698e+05,-9.5699e+05,-3.2519e+00,-9.5699e+05,2.1471e-01,9.2434e+00,inf,-6.0748e-01,-1.6830e+00,5.8894e+00
2.0000e+03,6.5200e+02,2.0640e+03,2.8843e+01,-9.5626e+05,-9.5627e+05,-3.2569e+00,-9.5627e+05,2.1477e-01,9.2483e+00,inf,4.4855e-01,-1.8664e+00,6.1621e+00
2.0000e+03,6.5300e+02,2.0720e+03,2.8785e+01,-9.5169e+05,-9.5170e+05,-3.2619e+00,-9.5170e+05,2.1483e-01,9.2533e+00,inf,3.5600e-01,-1.1276e+00,6.1706e+00
2.0000e+03,6.5400e+02,2.0740e+03,2.8804e+01,-9.4628e+05,-9.4629e+05,-3.2668e+00,-9.4629e+05,2.1489e-01,9.2583e+00,inf,-1.3104e-01,-1.9989e+00,5.9672e+00
2.0000e+03,6.5500e+02,2.0860e+03,2.8696e+01,-9.4442e+05,-9.4443e+05,-3.2718e+00,-9.4443e+05,2.1494e-01,9.2633e+00,inf,-1.2001e+00,-6.4360e-01,6.0800e+00
2.0000e+03,6.5600e+02,2.0870e+03,2.8728e+01,-9.3489e+05,-9.3490e+05,-3.2768e+00,-9.3490e+05,2.1500e-01,9.2683e+00,inf,-4.8522e-01,-1.4668e+00,5.8906e+00
2.0000e+03,6.5700e+02,2.0930e+03,2.8696e+01,-9.3077e+05,-9.3078e+05,-3.2818e+00,-9.3078e+05,2.1506e-01,9.2733e+00,inf,-1.0924e+00,-1.9700e+00,5.9915e+00
2.0000e+03,6.5800e+02,2.1010e+03,2.8640e+01,-9.2191e+05,-9.2192e+05,-3.2868e+00,-9.2192e+05,2.1512e-01,9.2782e+00,inf,-6.8478e-02,-1.7140e+00,6.1063e+00
2.0000e+03,6.5900e+02,2.1040e+03,2.8646e+01,-9.1684e+05,-9.1684e+05,-3.2918e+00,-9.1684e+05,2.1518e-01,9.2832e+00,inf,-5.2552e-01,-5.0116e-01,6.1044e+00
2.0000e+03,6.6000e+02,2.1140e+03,2.8565e+01,-9.0491e+05,-9.0492e+05,-3.2968e+00,-9.0492e+05,2.1523e-01,9.2883e+00,inf,-1.2225e+00,-1.0941e+00,6.0264e+00
2.0000e+03,6.6100e+02,2.1160e+03,2.8584e+01,-9.0438e+05,-9.0439e+05,-3.3018e+00,-9.0439e+05,2.1529e-01,9.2932e+00,inf,-2.2129e-01,-9.3400e-01,5.9685e+00
2.0000e+03,6.6200e+02,2.1300e+03,2.8455e+01,-9.0034e+05,-9.0035e+05,-3.3067e+00,-9.0035e+05,2.1535e-01,9.2982e+00,inf,-1.0950e+00,-6.8046e-01,5.9977e+00
2.0000e+03,6.6300e+02,2.1350e+03,2.8437e+01,-8.9557e+05,-8.9557e+05,-3.3117e+00,-8.9557e+05,2.1541e-01,9.3032e+00,inf,-1.0259e+00,-7.6569e-01,5.9800e+00
2.0000e+03,6.6400e+02,2.1430e+03,2.8382e+01,-8.9404e+05,-8.9405e+05,-3.3167e+00,-8.9405e+05,2.1546e-01,9.3082e+00,inf,-2.7899e-01,-1.3908e+00,5.9326e+00
2.0000e+03,6.6500e+02,2.1460e+03,2.8389e+01,-8.9357e+05,-8.9358e+05,-3.3217e+00,-8.9358e+05,2.1552e-01,9.3132e+00,inf,-1.3736e+00,-1.5073e+00,5.9847e+00
2.0000e+03,6.6600e+02,2.1540e+03,2.8335e+01,-8.7133e+05,-8.7134e+05,-3.3267e+00,-8.7134e+05,2.1558e-01,9.3181e+00,inf,-1.0480e+00,-7.7149e-01,5.9793e+00
2.0000e+03,6.6700e+02,2.1660e+03,2.8233e+01,-8.7080e+05,-8.7081e+05,-3.3317e+00,-8.7081e+05,2.1564e-01,9.3231e+00,inf,-1.0179e+00,-1.7547e+00,5.9399e+00
2.0000e+03,6.6800e+02,2.1710e+03,2.8216e+01,-8.7077e+05,-8.7078e+05,-3.3367e+00,-8.7078e+05,2.1570e-01,9.3282e+00,inf,-1.3716e+00,-1.4888e+00,5.9907e+00
2.0000e+03,6.6900e+02,2.1750e+03,2.8211e+01,-8.6344e+05,-8.6345e+05,-3.3417e+00,-8.6345e+05,2.1575e-01,9.3331e+00,inf,-1.2167e+00,-6.2123e-01,6.0821e+00
2.0000e+03,6.7000e+02,2.1860e+03,2.8122e+01,-8.5918e+05,-8.5919e+05,-3.3466e+00,-8.5919e+05,2.1581e-01,9.3381e+00,inf,-4.4403e-01,-1.1945e+00,6.0716e+00
2.0000e+03,6.7100e+02,2.1890e+03,2.8129e+01,-8.5695e+05,-8.5696e+05,-3.3516e+00,-8.5696e+05,2.1587e-01,9.3431e+00,inf,-1.4871e+00,-1.0544e+00,6.0442e+00
2.0000e+03,6.7200e+02,2.1920e+03,2.8135e+01,-8.5061e+05,-8.5061e+05,-3.3566e+00,-8.5061e+05,2.1593e-01,9.3480e+00,inf,4.0655e-01,-1.7043e+00,6.1261e+00
2.0000e+03,6.7300e+02,2.1930e+03,2.8165e+01,-8.4557e+05,-8.4557e+05,-3.3616e+00,-8.4557e+05,2.1598e-01,9.3531e+00,inf,-1.2724e+00,-1.4300e+00,6.0003e+00
2.0000e+03,6.7400e+02,2.2040e+03,2.8078e+01,-8.4023e+05,-8.4024e+05,-3.3666e+00,-8.4024e+05,2.1604e-01,9.3581e+00,inf,-1.5526e-01,-1.4116e+00,6.0943e+00
2.0000e+03,6.7500e+02,2.2130e+03,2.8015e+01,-8.2654e+05,-8.2655e+05,-3.3716e+00,-8.2655e+05,2.1610e-01,9.3630e+00,inf,-8.0179e-01,-1.7518e+00,6.0295e+00
2.0000e+03,6.7600e+02,2.2160e+03,2.8022e+01,-8.2236e+05,-8.2237e+05,-3.3766e+00,-8.2237e+05,2.1616e-01,9.3680e+00,9.9241e+05,4.8016e-01,-1.8386e+00,6.1470e+00
2.0000e+03,6.7700e+02,2.2170e+03,2.8051e+01,-8.2066e+05,-8.2067e+05,-3.3816e+00,-8.2067e+05,2.1621e-01,9.3731e+00,9.8822e+05,-1.0812e+00,-1.3244e+00,6.0132e+00
2.0000e+03,6.7800e+02,2.2190e+03,2.8069e+01,-8.1618e+05,-8.1619e+05,-3.3865e+00,-8.1619e+05,2.1627e-01,9.3780e+00,9.8652e+05,-1.3179e+00,-1.3795e+00,5.9967e+00
2.0000e+03,6.7900e+02,2.2440e+03,2.7823e+01,-8.0335e+05,-8.0336e+05,-3.3915e+00,-8.0336e+05,2.1633e-01,9.3830e+00,9.8204e+05,-1.3940e-01,-1.6204e+00,6.0929e+00
2.0000e+03,6.8000e+02,2.2470e+03,2.7830e+01,-7.9179e+05,-7.9180e+05,-3.3965e+00,-7.9180e+05,2.1639e-01,9.3879e+00,9.6921e+05,-8.9544e-01,-8.4604e-01,6.0583e+00
2.0000e+03,6.8100e+02,2.2480e+03,2.7859e+01,-7.8607e+05,-7.8608e+05,-3.4015e+00,-7.8608e+05,2.1644e-01,9.3930e+00,9.5765e+05,-8.3745e-01,-4.1687e-01,6.0728e+00
2.0000e+03,6.8200e+02,2.2590e+03,2.7776e+01,-7.8048e+05,-7.8048e+05,-3.4065e+00,-7.8048e+05,2.1650e-01,9.3980e+00,9.5194e+05,-1.4021e-01,-1.5086e+00,5.9760e+00
2.0000e+03,6.8300e+02,2.2620e+03,2.7782e+01,-7.7970e+05,-7.7971e+05,-3.4115e+00,-7.7971e+05,2.1656e-01,9.4029e+00,9.4634e+05,-1.0613e+00,-1.6778e+00,5.9973e+00
2.0000e+03,6.8400e+02,2.2940e+03,2.7466e+01,-7.7561e+05,-7.7562e+05,-3.4165e+00,-7.7562e+05,2.1662e-01,9.4079e+00,9.4556e+05,-1.6162e-01,-4.7412e-01,6.0677e+00
2.0000e+03,6.8500e+02,2.3250e+03,2.7168e+01,-7.6741e+05,-7.6742e+05,-3.4215e+00,-7.6742e+05,2.1667e-01,9.4129e+00,9.4147e+05,4.7975e-03,-1.0416e+00,6.1338e+00
2.0000e+03,6.8600e+02,2.3540e+03,2.6899e+01,-7.6379e+05,-7.6380e+05,-3.4264e+00,-7.6380e+05,2.1673e-01,9.4179e+00,9.3328e+05,-4.6256e-01,-8.3926e-01,6.0803e+00
2.0000e+03,6.8700e+02,2.3550e+03,2.6928e+01,-7.5598e+05,-7.5599e+05,-3.4314e+00,-7.5599e+05,2.1679e-01,9.4229e+00,9.2966e+05,-1.1330e+00,-1.3027e+00,5.9610e+00
2.0000e+03,6.8800e+02,2.3620e+03,2.6893e+01,-7.5441e+05,-7.5442e+05,-3.4364e+00,-7.5442e+05,2.1685e-01,9.4279e+00,9.2184e+05,-7.4509e-01,-1.4732e+00,5.9117e+00
2.0000e+03,6.8900e+02,2.3880e+03,2.6662e+01,-7.5362e+05,-7.5363e+05,-3.4414e+00,-7.5363e+05,2.1690e-01,9.4328e+00,9.2027e+05,-2.0244e-01,-1.3088e+00,6.0866e+00
2.0000e+03,6.9000e+02,2.3970e+03,2.6608e+01,-7.5245e+05,-7.5246e+05,-3.4464e+00,-7.5246e+05,2.1696e-01,9.4379e+00,9.1949e+05,-5.9766e-01,-1.6947e+00,6.0454e+00
2.0000e+03,6.9100e+02,2.4000e+03,2.6615e+01,-7.2962e+05,-7.2963e+05,-3.4514e+00,-7.2963e+05,2.1702e-01,9.4429e+00,9.1831e+05,-5.7777e-01,-1.7442e+00,6.0464e+00
2.0000e+03,6.9200e+02,2.4030e+03,2.6623e+01,-7.2459e+05,-7.2460e+05,-3.4564e+00,-7.2460e+05,2.1707e-01,9.4478e+00,8.9548e+05,-7.1499e-01,-1.6833e+00,6.0342e+00
2.0000e+03,6.9300e+02,2.4270e+03,2.6418e+01,-7.2419e+05,-7.2420e+05,-3.4614e+00,-7.2420e+05,2.1713e-01,9.4528e+00,8.9046e+05,-6.3199e-01,-1.0178e+00,6.0577e+00
2.0000e+03,6.9400e+02,2.4380e+03,2.6346e+01,-7.1950e+05,-7.1951e+05,-3.4663e+00,-7.1951e+05,2.1719e-01,9.4578e+00,8.9005e+05,-4.0458e-01,-1.0653e+00,6.0734e+00
2.0000e+03,6.9500e+02,2.4390e+03,2.6374e+01,-7.1134e+05,-7.1135e+05,-3.4713e+00,-7.1135e+05,2.1725e-01,9.4628e+00,8.8536e+05,-5.3930e-01,-1.8892e+00,6.0481e+00
2.0000e+03,6.9600e+02,2.4410e+03,2.6392e+01,-7.0888e+05,-7.0889e+05,-3.4763e+00,-7.0889e+05,2.1730e-01,9.4678e+00,8.7721e+05,-1.4966e+00,-1.1069e+00,6.0107e+00
2.0000e+03,6.9700e+02,2.4670e+03,2.6172e+01,-6.9511e+05,-6.9512e+05,-3.4813e+00,-6.9512e+05,2.1736e-01,9.4727e+00,8.7475e+05,-8.6430e-01,-1.4801e+00,6.0275e+00
2.0000e+03,6.9800e+02,2.4710e+03,2.6170e+01,-6.9509e+05,-6.9510e+05,-3.4863e+00,-6.9510e+05,2.1742e-01,9.4777e+00,8.6097e+05,-2.8784e-01,-5.8307e-01,6.1106e+00
2.0000e+03,6.9900e+02,2.4740e+03,2.6178e+01,-6.8270e+05,-6.8271e+05,-3.4913e+00,-6.8271e+05,2.1748e-01,9.4828e+00,8.6095e+05,-3.3929e-01,-1.7822e+00,5.9248e+00
2.0000e+03,7.0000e+02,2.4830e+03,2.6127e+01,-6.8187e+05,-6.8188e+05,-3.4963e+00,-6.8188e+05,2.1753e-01,9.4877e+00,8.4857e+05,-1.3044e+00,-8.5492e-01,5.9930e+00
2.0000e+03,7.0100e+02,2.4890e+03,2.6106e+01,-6.6591e+05,-6.6592e+05,-3.5013e+00,-6.6592e+05,2.1759e-01,9.4927e+00,8.4774e+05,-2.0007e-01,-1.1342e+00,5.9725e+00
2.0000e+03,7.0200e+02,2.4940e+03,2.6095e+01,-6.6560e+05,-6.6561e+05,-3.5062e+00,-6.6561e+05,2.1765e-01,9.4977e+00,8.3177e+05,-8.9420e-01,-1.9696e+00,5.9267e+00
2.0000e+03,7.0300e+02,2.5010e+03,2.6064e+01,-6.6163e+05,-6.6164e+05,-3.5112e+00,-6.6164e+05,2.1770e-01,9.5027e+00,8.3147e+05,-1.2291e-01,-1.6910e+00,6.0902e+00
2.0000e+03,7.0400e+02,2.5050e+03,2.6063e+01,-6.6005e+05,-6.6006e+05,-3.5162e+00,-6.6006e+05,2.1776e-01,9.5077e+00,8.2749e+05,-1.4176e+00,-7.4623e-01,6.0728e+00
2.0000e+03,7.0500e+02,2.5070e+03,2.6081e+01,-6.5751e+05,-6.5752e+05,-3.5212e+00,-6.5752e+05,2.1782e-01,9.5127e+00,8.2591e+05,-3.7062e-02,-1.1269e+00,6.0226e+00
2.0000e+03,7.0600e+02,2.5100e+03,2.6089e+01,-6.4922e+05,-6.4923e+05,-3.5262e+00,-6.4923e+05,2.1788e-01,9.5176e+00,8.2337e+05,-5.2008e-01,-1.2578e+00,5.9079e+00
2.0000e+03,7.0700e+02,2.5200e+03,2.6029e+01,-6.4160e+05,-6.4161e+05,-3.5312e+00,-6.4161e+05,2.1793e-01,9.5226e+00,8.1508e+05,-1.9414e-01,-1.3016e+00,5.9698e+00
2.0000e+03,7.0800e+02,2.5380e+03,2.5895e+01,-6.3108e+05,-6.3109e+05,-3.5362e+00,-6.3109e+05,2.1799e-01,9.5277e+00,8.0746e+05,3.2032e-01,-1.8359e+00,6.1385e+00
2.0000e+03,7.0900e+02,2.5420e+03,2.5894e+01,-6.2564e+05,-6.2565e+05,-3.5412e+00,-6.2565e+05,2.1805e-01,9.5326e+00,7.9694e+05,-4.1675e-01,-1.0164e+00,5.9301e+00
2.0000e+03,7.1000e+02,2.5480e+03,2.5873e+01,-6.2241e+05,-6.2242e+05,-3.5461e+00,-6.2242e+05,2.1810e-01,9.5376e+00,7.9150e+05,-3.0818e-02,-1.2203e+00,6.1175e+00
2.0000e+03,7.1100e+02,2.5520e+03,2.5872e+01,-6.1750e+05,-6.1751e+05,-3.5511e+00,-6.1751e+05,2.1816e-01,9.5426e+00,7.8827e+05,-1.2641e+00,-7.2152e-01,6.0107e+00
2.0000e+03,7.1200e+02,2.5580e+03,2.5852e+01,-6.1565e+05,-6.1566e+05,-3.5561e+00,-6.1566e+05,2.1822e-01,9.5476e+00,7.8337e+05,-4.8772e-01,-1.2365e+00,5.9116e+00
2.0000e+03,7.1300e+02,2.5660e+03,2.5813e+01,-6.0958e+05,-6.0959e+05,-3.5611e+00,-6.0959e+05,2.1827e-01,9.5526e+00,7.8152e+05,-1.7780e-01,-1.2284e+00,5.9777e+00
2.0000e+03,7.1400e+02,2.5760e+03,2.5756e+01,-6.0279e+05,-6.0280e+05,-3.5661e+00,-6.0280e+05,2.1833e-01,9.5575e+00,7.7545e+05,-5.5969e-01,-1.7754e+00,6.0431e+00
2.0000e+03,7.1500e+02,2.5780e+03,2.5774e+01,-6.0013e+05,-6.0014e+05,-3.5711e+00,-6.0014e+05,2.1839e-01,9.5625e+00,7.6865e+05,2.1118e-01,-9.0010e-01,6.1618e+00
2.0000e+03,7.1600e+02,2.5800e+03,2.5791e+01,-5.9312e+05,-5.9313e+05,-3.5761e+00,-5.9313e+05,2.1845e-01,9.5676e+00,7.6600e+05,5.7985e-02,-7.2117e-01,6.1039e+00
2.0000e+03,7.1700e+02,2.5890e+03,2.5744e+01,-5.9260e+05,-5.9261e+05,-3.5811e+00,-5.9261e+05,2.1850e-01,9.5725e+00,7.5898e+05,2.5932e-01,-1.1729e+00,6.1104e+00
2.0000e+03,7.1800e+02,2.6000e+03,2.5679e+01,-5.7074e+05,-5.7075e+05,-3.5860e+00,-5.7075e+05,2.1856e-01,9.5775e+00,7.5846e+05,-1.2772e+00,-1.1875e+00,6.0054e+00
2.0000e+03,7.1900e+02,2.6080e+03,2.5641e+01,-5.6829e+05,-5.6829e+05,-3.5910e+00,-5.6829e+05,2.1862e-01,9.5825e+00,7.3661e+05,-2.3201e-01,-7.1353e-01,6.1050e+00
2.0000e+03,7.2000e+02,2.6130e+03,2.5631e+01,-5.6320e+05,-5.6321e+05,-3.5960e+00,-5.6321e+05,2.1867e-01,9.5875e+00,7.3415e+05,-5.1768e-01,-6.9444e-01,6.0796e+00
2.0000e+03,7.2100e+02,2.6230e+03,2.5576e+01,-5.5928e+05,-5.5929e+05,-3.6010e+00,-5.5929e+05,2.1873e-01,9.5925e+00,7.2906e+05,-5.2798e-01,-1.3745e+00,5.9094e+00
2.0000e+03,7.2200e+02,2.6250e+03,2.5593e+01,-5.5734e+05,-5.5735e+05,-3.6060e+00,-5.5735e+05,2.1879e-01,9.5975e+00,7.2515e+05,-7.8516e-01,-1.0953e+00,6.0386e+00
2.0000e+03,7.2300e+02,2.6330e+03,2.5556e+01,-5.5482e+05,-5.5483e+05,-3.6110e+00,-5.5483e+05,2.1884e-01,9.6024e+00,7.2320e+05,-6.2146e-01,-4.3193e-01,6.0788e+00
2.0000e+03,7.2400e+02,2.6370e+03,2.5555e+01,-5.5032e+05,-5.5033e+05,-3.6160e+00,-5.5033e+05,2.1890e-01,9.6074e+00,7.2069e+05,-7.3745e-01,-4.0914e-01,6.0483e+00
2.0000e+03,7.2500e+02,2.6390e+03,2.5572e+01,-5.4986e+05,-5.4987e+05,-3.6210e+00,-5.4987e+05,2.1896e-01,9.6124e+00,7.1618e+05,-8.5857e-01,-1.3672e+00,5.9343e+00
2.0000e+03,7.2600e+02,2.6540e+03,2.5473e+01,-5.4056e+05,-5.4057e+05,-3.6259e+00,-5.4057e+05,2.1901e-01,9.6174e+00,7.1573e+05,-4.9443e-01,-9.6607e-01,5.9266e+00
2.0000e+03,7.2700e+02,2.6600e+03,2.5455e+01,-5.3965e+05,-5.3966e+05,-3.6309e+00,-5.3966e+05,2.1907e-01,9.6224e+00,7.0643e+05,-9.2133e-01,-6.7282e-01,5.9886e+00
2.0000e+03,7.2800e+02,2.6710e+03,2.5392e+01,-5.3799e+05,-5.3800e+05,-3.6359e+00,-5.3800e+05,2.1913e-01,9.6274e+00,7.0551e+05,-3.3855e-01,-1.9427e+00,6.0560e+00
2.0000e+03,7.2900e+02,2.6760e+03,2.5382e+01,-5.2412e+05,-5.2413e+05,-3.6409e+00,-5.2413e+05,2.1918e-01,9.6324e+00,7.0386e+05,-1.1688e+00,-1.0748e+00,6.0178e+00
2.0000e+03,7.3000e+02,2.6820e+03,2.5364e+01,-5.1937e+05,-5.1938e+05,-3.6459e+00,-5.1938e+05,2.1924e-01,9.6374e+00,6.8999e+05,-7.5441e-02,-1.2798e+00,6.1038e+00
2.0000e+03,7.3100e+02,2.6870e+03,2.5355e+01,-5.1700e+05,-5.1701e+05,-3.6509e+00,-5.1701e+05,2.1930e-01,9.6424e+00,6.8523e+05,-8.7552e-01,-1.1567e+00,5.9411e+00
2.0000e+03,7.3200e+02,2.6900e+03,2.5363e+01,-5.1047e+05,-5.1048e+05,-3.6559e+00,-5.1048e+05,2.1935e-01,9.6473e+00,6.8286e+05,-1.2278e+00,-1.1137e+00,5.9826e+00
2.0000e+03,7.3300e+02,2.7070e+03,2.5249e+01,-5.0718e+05,-5.0719e+05,-3.6609e+00,-5.0719e+05,2.1941e-01,9.6523e+00,6.7633e+05,-2.4870e-01,-7.8125e-01,6.0957e+00
2.0000e+03,7.3400e+02,2.7170e+03,2.5197e+01,-5.0053e+05,-5.0054e+05,-3.6658e+00,-5.0054e+05,2.1947e-01,9.6573e+00,6.7304e+05,3.0591e-02,-1.4155e+00,6.0386e+00
2.0000e+03,7.3500e+02,2.7330e+03,2.5094e+01,-4.8431e+05,-4.8432e+05,-3.6708e+00,-4.8432e+05,2.1952e-01,9.6623e+00,6.6640e+05,-4.1832e-01,-6.9415e-01,5.9622e+00
2.0000e+03,7.3600e+02,2.7350e+03,2.5111e+01,-4.8212e+05,-4.8213e+05,-3.6758e+00,-4.8213e+05,2.1958e-01,9.6673e+00,6.5018e+05,-6.7690e-01,-5.9990e-01,5.9756e+00
2.0000e+03,7.3700e+02,2.7360e+03,2.5136e+01,-4.7917e+05,-4.7918e+05,-3.6808e+00,-4.7918e+05,2.1964e-01,9.6723e+00,6.4798e+05,-4.6242e-01,-1.8151e+00,6.0459e+00
2.0000e+03,7.3800e+02,2.7510e+03,2.5042e+01,-4.7622e+05,-4.7623e+05,-3.6858e+00,-4.7623e+05,2.1969e-01,9.6773e+00,6.4504e+05,-1.0223e+00,-1.9221e+00,5.9676e+00
2.0000e+03,7.3900e+02,2.7620e+03,2.4983e+01,-4.6845e+05,-4.6846e+05,-3.6908e+00,-4.6846e+05,2.1975e-01,9.6822e+00,6.4209e+05,-1.0293e+00,-1.5236e+00,5.9630e+00
2.0000e+03,7.4000e+02,2.7700e+03,2.4949e+01,-4.6371e+05,-4.6372e+05,-3.6958e+00,-4.6372e+05,2.1981e-01,9.6872e+00,6.3431e+05,-1.0362e+00,-1.2185e+00,5.9633e+00
2.0000e+03,7.4100e+02,2.7850e+03,2.4858e+01,-4.5972e+05,-4.5973e+05,-3.7008e+00,-4.5973e+05,2.1986e-01,9.6922e+00,6.2957e+05,-2.7655e-01,-7.7865e-01,5.9824e+00
2.0000e+03,7.4200e+02,2.7890e+03,2.4858e+01,-4.5146e+05,-4.5147e+05,-3.7057e+00,-4.5147e+05,2.1992e-01,9.6972e+00,6.2558e+05,-9.6643e-01,-5.6625e-01,6.0643e+00
2.0000e+03,7.4300e+02,2.7910e+03,2.4875e+01,-4.4808e+05,-4.4809e+05,-3.7107e+00,-4.4809e+05,2.1998e-01,9.7022e+00,6.1732e+05,-1.0985e-01,-4.9510e-01,6.1009e+00
2.0000e+03,7.4400e+02,2.7980e+03,2.4850e+01,-4.4736e+05,-4.4737e+05,-3.7157e+00,-4.4737e+05,2.2003e-01,9.7072e+00,6.1394e+05,-3.2545e-01,-6.2074e-01,5.9935e+00
2.0000e+03,7.4500e+02,2.8000e+03,2.4867e+01,-4.4553e+05,-4.4554e+05,-3.7207e+00,-4.4554e+05,2.2009e-01,9.7122e+00,6.1323e+05,-2.8475e-01,-1.7448e+00,5.9479e+00
2.0000e+03,7.4600e+02,2.8020e+03,2.4883e+01,-4.4312e+05,-4.4313e+05,-3.7257e+00,-4.4313e+05,2.2015e-01,9.7172e+00,6.1140e+05,-6.1877e-01,-5.8682e-01,5.9789e+00
2.0000e+03,7.4700e+02,2.8090e+03,2.4859e+01,-4.4100e+05,-4.4101e+05,-3.7307e+00,-4.4101e+05,2.2020e-01,9.7221e+00,6.0898e+05,-4.2292e-01,-5.1181e-01,6.0010e+00
2.0000e+03,7.4800e+02,2.8190e+03,2.4810e+01,-4.4080e+05,-4.4081e+05,-3.7357e+00,-4.4081e+05,2.2026e-01,9.7271e+00,6.0686e+05,-7.2632e-01,-1.9500e+00,5.9215e+00
2.0000e+03,7.4900e+02,2.8270e+03,2.4777e+01,-4.3589e+05,-4.3590e+05,-3.7407e+00,-4.3590e+05,2.2032e-01,9.7321e+00,6.0667e+05,-7.1451e-01,-1.8693e+00,5.9211e+00
2.0000e+03,7.5000e+02,2.8330e+03,2.4761e+01,-4.3442e+05,-4.3443e+05,-3.7456e+00,-4.3443e+05,2.2037e-01,9.7371e+00,6.0175e+05,-5.2719e-01,-1.7993e+00,5.9133e+00
2.0000e+03,7.5100e+02,2.8400e+03,2.4737e+01,-4.3204e+05,-4.3205e+05,-3.7506e+00,-4.3205e+05,2.2043e-01,9.7421e+00,6.0028e+05,1.1647e-01,-1.8521e+00,6.1056e+00
2.0000e+03,7.5200e+02,2.8580e+03,2.4624e+01,-4.3019e+05,-4.3020e+05,-3.7556e+00,-4.3020e+05,2.2049e-01,9.7471e+00,5.9790e+05,-2.7561e-01,-1.2064e+00,6.0687e+00
2.0000e+03,7.5300e+02,2.8590e+03,2.4649e+01,-4.2818e+05,-4.2819e+05,-3.7606e+00,-4.2819e+05,2.2054e-01,9.7521e+00,5.9605e+05,-6.6592e-01,-1.4662e+00,6.0307e+00
2.0000e+03,7.5400e+02,2.8610e+03,2.4665e+01,-4.2456e+05,-4.2457e+05,-3.7656e+00,-4.2457e+05,2.2060e-01,9.7570e+00,5.9405e+05,-8.1567e-01,-4.6474e-01,6.0472e+00
2.0000e+03,7.5500e+02,2.8670e+03,2.4649e+01,-4.2187e+05,-4.2188e+05,-3.7706e+00,-4.2188e+05,2.2066e-01,9.7621e+00,5.9043e+05,-1.3634e+00,-6.2552e-01,6.0434e+00
2.0000e+03,7.5600e+02,2.8870e+03,2.4522e+01,-4.1194e+05,-4.1195e+05,-3.7756e+00,-4.1195e+05,2.2071e-01,9.7670e+00,5.8774e+05,-5.3885e-01,-1.6456e+00,6.0382e+00
2.0000e+03,7.5700e+02,2.8890e+03,2.4539e+01,-4.0906e+05,-4.0907e+05,-3.7806e+00,-4.0907e+05,2.2077e-01,9.7720e+00,5.7780e+05,-9.8242e-02,-9.4672e-01,6.1103e+00
2.0000e+03,7.5800e+02,2.8920e+03,2.4547e+01,-4.0280e+05,-4.0281e+05,-3.7855e+00,-4.0281e+05,2.2082e-01,9.7770e+00,5.7492e+05,-1.5704e-02,-1.8080e+00,6.0234e+00
2.0000e+03,7.5900e+02,2.8990e+03,2.4524e+01,-3.9840e+05,-3.9841e+05,-3.7905e+00,-3.9841e+05,2.2088e-01,9.7820e+00,5.6866e+05,-8.1840e-01,-1.2562e+00,5.9384e+00
2.0000e+03,7.6000e+02,2.9110e+03,2.4462e+01,-3.9798e+05,-3.9799e+05,-3.7955e+00,-3.9799e+05,2.2094e-01,9.7870e+00,5.6426e+05,-6.5935e-01,-1.0671e+00,5.9333e+00
2.0000e+03,7.6100e+02,2.9200e+03,2.4423e+01,-3.9279e+05,-3.9280e+05,-3.8005e+00,-3.9280e+05,2.2099e-01,9.7920e+00,5.6385e+05,-1.1720e-01,-7.0118e-01,6.1212e+00
2.0000e+03,7.6200e+02,2.9230e+03,2.4432e+01,-3.9050e+05,-3.9051e+05,-3.8055e+00,-3.9051e+05,2.2105e-01,9.7970e+00,5.5866e+05,-7.2102e-01,-1.4607e+00,6.0230e+00
2.0000e+03,7.6300e+02,2.9290e+03,2.4417e+01,-3.8999e+05,-3.9000e+05,-3.8105e+00,-3.9000e+05,2.2111e-01,9.8019e+00,5.5637e+05,-7.3084e-01,-1.9575e+00,6.0171e+00
2.0000e+03,7.6400e+02,2.9330e+03,2.4417e+01,-3.8981e+05,-3.8982e+05,-3.8155e+00,-3.8982e+05,2.2116e-01,9.8069e+00,5.5585e+05,-4.9848e-01,-1.1579e+00,6.0500e+00
2.0000e+03,7.6500e+02,2.9340e+03,2.4442e+01,-3.8483e+05,-3.8484e+05,-3.8205e+00,-3.8484e+05,2.2122e-01,9.8119e+00,5.5567e+05,-3.8399e-01,-1.2302e+00,5.9399e+00
2.0000e+03,7.6600e+02,2.9370e+03,2.4450e+01,-3.8450e+05,-3.8451e+05,-3.8254e+00,-3.8451e+05,2.2127e-01,9.8169e+00,5.5069e+05,-4.5961e-01,-4.3549e-01,6.0736e+00
2.0000e+03,7.6700e+02,2.9460e+03,2.4412e+01,-3.8319e+05,-3.8320e+05,-3.8304e+00,-3.8320e+05,2.2133e-01,9.8219e+00,5.5037e+05,-7.3814e-01,-1.1786e+00,5.9335e+00
2.0000e+03,7.6800e+02,2.9540e+03,2.4382e+01,-3.8301e+05,-3.8302e+05,-3.8354e+00,-3.8302e+05,2.2139e-01,9.8269e+00,5.4905e+05,-1.1216e+00,-1.0287e+00,5.9783e+00
