acceptance
0.1400
0.2875
0.2550
0.2500
0.2150
0.2600
0.2525
0.2550
0.2850
0.2425
0.2400
0.2550
0.2800
0.2350
0.2200
0.2650
0.2950
0.2800
0.2875
0.2375
0.2675
0.2575
0.2350
0.2150
0.3025
0.2475
0.0025
0.2525
0.2275
0.2550
0.1850
0.2750
0.2175
0.2300
0.2400
0.1925
0.2900
0.2900
0.2225
0.2200
0.2450
0.2900
0.2900
0.2400
0.2200
0.2750
0.2825
0.2500
0.0100
0.3050
0.2475
0.2375
0.2100
0.2975
0.2350
0.2275
0.2200
0.2200
0.2525
0.2500
0.2250
0.2775
0.2775
0.3025
0.2500
0.2650
0.2550
0.2625
0.2800
0.0150
0.3025
0.2225
0.2550
0.2650
0.2300
0.2650
0.1975
0.2550
0.2275
0.2975
0.2300
0.2800
0.2325
0.2825
0.2400
0.0000
0.2325
0.2850
0.2950
0.2400
0.2000
0.2900
0.2550
0.2550
0.2600
0.2925
0.2575
0.2925
0.2150
0.2325
0.2650
0.2150
0.2875
0.2625
0.2550
0.2975
0.2225
0.2675
0.2425
0.2550
0.2375
0.2675
0.1225
0.2425
0.2025
0.2000
0.2450
0.2175
0.2800
0.2575
0.2500
0.1950
0.2050
0.2475
0.2925
0.2200
0.2800
0.2000
