"N_scale: 1024, log_Npix: 0","N_scale: 1024, log_Npix: 2","N_scale: 1024, log_Npix: 4","N_scale: 128, log_Npix: 0","N_scale: 128, log_Npix: 2","N_scale: 128, log_Npix: 4","N_scale: 2048, log_Npix: 0","N_scale: 2048, log_Npix: 2","N_scale: 2048, log_Npix: 4","N_scale: 256, log_Npix: 0","N_scale: 256, log_Npix: 2","N_scale: 256, log_Npix: 4","N_scale: 512, log_Npix: 0","N_scale: 512, log_Npix: 2","N_scale: 512, log_Npix: 4"
-3843.1318948179296,-886.3323417005843,-166.39223812108705,-2341.7283964466806,-852.1713939971195,-200.96980208480701,-4229.253031926996,-851.1546507354857,-168.20328216750372,-2940.1795948843023,-797.8052648492546,-136.04758559859934,-3522.2095073754936,-812.477463171636,-128.2074323212313
-3615.6440912411163,-883.3166815591534,-160.0972043059127,-3521.3040897935584,-950.7179732377978,-167.33558072455364,-3903.3531760201045,-863.8114302330357,-165.05594689051262,-4886.620785333293,-862.0885590501728,-117.82688195447464,-3628.3570887423148,-820.8830040311874,-144.00423771238917
-3688.18463243563,-842.9752515167746,-156.22071383824127,-2403.841774612775,-1029.4966576509375,-87.1190306441891,-3947.0445201583207,-869.0450900994958,-168.00378378471197,-3198.547293565988,-898.9764873608941,-143.65529071890086,-3794.154190429328,-825.1638569106345,-118.67325451237252
-4106.55299049183,-833.9990598386177,-142.62168927916883,-2795.5541863079816,-781.2882006493812,-320.19076756255726,-4074.5928644028136,-847.356229426734,-169.07084586318533,-3315.597691093763,-868.2773498813908,-141.5283588647416,-4515.061481987066,-874.9435362313866,-145.5664110654593
-3611.750950867753,-869.1253593601555,-175.61071371064713,-2591.2325822608695,-816.9541806244059,-165.64096400010453,-3884.4776960469503,-837.8692315908169,-161.62968315836528,-2817.662100364864,-1037.0619674398351,-144.2324151655492,-3772.2538411931496,-869.9476915878074,-164.32673257233716
-3831.207583465544,-857.6284657814053,-164.9882218330905,-3058.4668542883505,-865.1688785108828,-244.0261965364413,-4012.3689777691857,-838.4689367019508,-170.48551750724772,-4098.399490108117,-869.9716467760543,-132.6233066206475,-4020.562290068307,-863.0938216719388,-187.46531263559697
-4105.1740141410655,-864.3340470352251,-161.35457674455608,-3548.1609637976553,-866.7260840697315,-151.025225596759,-3905.578598145086,-841.7187370115017,-156.51302483193578,-3534.606676458209,-822.6336267232954,-128.64374340502522,-3917.527713165595,-797.533040807513,-182.27638144872424
-3783.796311678437,-891.0722884245781,-163.45265768038882,-2522.838681107529,-1223.0197685707028,-206.1865488186368,-3748.15829786661,-840.1221927051022,-162.35376198714084,-3624.8678225064223,-820.6411843630098,-171.70808572484873,-4039.5681829784917,-838.209260241818,-190.41795894435305
-3855.8522935793544,-874.3311317689818,-172.19083221281878,-3892.8436444722915,-735.2884081125002,-97.16674083563682,-3898.654917238237,-845.622700553825,-157.82500666251002,-2799.6819265364193,-816.5989759871311,-134.14506436433587,-4040.757724199632,-942.0272322514712,-140.82957463979216
-4044.8917379718196,-777.2623246160128,-152.8825674657405,-2214.0060906238036,-728.9773104738957,-79.81215514170988,-3973.2440270676348,-837.3211807851552,-159.87352908573044,-4110.786490430086,-810.5400753201361,-147.95636837966893,-3850.959660916988,-913.4304905942598,-163.0962284787157
-3478.262334474602,-879.8739185238333,-144.06035780703715,-2783.644855842645,-733.1248604997193,-122.04170511554054,-4172.137363332359,-846.8917947025375,-167.12704721499446,-2880.271880259825,-1207.7270141453682,-142.988631159595,-4298.731492549646,-844.6256486414158,-156.667846547549
-3393.6365032374306,-840.0715708110484,-149.90194795272143,-4024.1961229232384,-785.805235008397,-236.63548101858464,-3950.942436085712,-840.7863910067366,-166.6267280847505,-3496.876053328252,-810.9070764068997,-162.0823147699029,-4263.452020174477,-942.65389578724,-190.97020151305873
-4182.9976261859965,-838.252945164418,-166.50241484236116,-2224.527323543418,-1017.5852282720061,-117.25570936259318,-3944.778179722335,-828.6673799166624,-153.59482732493677,-3494.0281960726525,-797.0714050245729,-105.71926828741698,-3917.152839420107,-827.5455320537465,-149.1585245140622
-4114.359354456871,-880.6574751060836,-149.3077508734493,-2631.413707450478,-822.2800697454958,-102.548702826513,-4089.4253536890574,-844.9789509498614,-158.92377961012943,-3274.988030465491,-869.5628847746422,-145.8638573445783,-4196.853201084408,-880.826421967532,-170.4962545027976
-3520.7761863747983,-854.0344287365489,-148.30983360422485,-3021.83672477817,-874.9812649050918,-105.15319866230337,-4061.388719738736,-833.6463293637272,-168.33992848637274,-3872.9771218818037,-1054.0741193617987,-153.4523298001712,-3423.0528039536475,-821.2041499329289,-139.45047154040643
-3728.621386389266,-798.2831076778507,-183.19692059850578,-2472.881304508597,-821.2244741464199,-205.47208413775542,-3959.371757613019,-872.6533307231232,-170.28625294428016,-3250.0195455909898,-953.010630279153,-202.4630889329867,-4303.77940490574,-874.2983632608336,-149.18475099764984
-3755.236327875456,-850.4925506385703,-160.21165582670014,-1873.2512330657496,-820.2533098458993,-85.4940935246884,-4094.358284453526,-842.9269578491645,-157.73496670761466,-2344.8422340231987,-834.647606557145,-168.32191223089583,-3985.329082186551,-852.6885449566474,-143.58747723521083
-4287.568281284945,-886.7532086452172,-190.4680009703714,-2815.5125787661714,-804.7627358431619,-137.35360260966033,-3901.0992633422707,-834.0877806671847,-158.1216979910003,-2516.955452969513,-870.7727069431492,-126.06252612398038,-4249.856968242635,-785.6727190678661,-200.01103212777375
-3742.0213751887522,-852.7724214491486,-166.39888678139764,-2975.368432940615,-742.6038562415096,-134.51900514696987,-4159.4493195991845,-845.6882536087285,-158.68763971400497,-3638.7823852829697,-1029.9913264678019,-107.68946080032308,-3803.7760660425524,-814.0886951024889,-169.31614538238006
-3318.517789868434,-866.7033374599366,-158.46249040238598,-2406.28974723786,-1106.6527180089845,-187.75089287834967,-4262.225442354121,-817.1124475504461,-158.68097054707462,-3670.3096388795216,-818.0093378742463,-140.34499085795153,-4103.971781034947,-778.6228157362392,-149.65728224406706
-4030.3025414640974,-799.0736872355894,-159.5739303902006,-2219.0268947339628,-785.4921833961757,-191.11739320615112,-3992.054825782122,-836.0482184346682,-162.37444832227538,-4073.0401351620885,-1012.2175985593834,-137.74731384929757,-3828.583066383415,-865.8250722423435,-169.80009765642345
-3947.0359851208623,-804.9739566063013,-164.73923508585108,-3915.2460048597336,-769.2363326527773,-96.01120264128288,-3995.0122381804026,-829.346494612843,-173.11182096866813,-3306.076804254749,-796.4950571008277,-230.91635207067907,-4219.0032785685125,-803.1628404560739,-162.66068130452928
-4025.0671480516403,-826.3991313182624,-161.4006894078252,-2394.9084169536436,-782.7875049510789,-107.96973407035875,-4046.909291292929,-867.5416545319706,-162.77060306128578,-2443.1155014339597,-1032.2057476591294,-136.06615415169688,-4148.4026425775,-953.5143015859078,-181.12326857293317
-4385.324686303472,-824.6952441383411,-182.13922543802232,-2718.375720694015,-899.1384884972127,-141.99501336080195,-3939.7149754567845,-837.3760770748459,-162.30614180275535,-2577.402792049895,-817.9256027539283,-136.79500603233657,-4666.513576020933,-828.8567435959161,-185.66458434515246
-3770.7773590935344,-896.7495394355356,-170.7709743504279,-3339.452822134253,-807.4485116890351,-104.91848376364199,-3946.111326174146,-874.8362913957725,-158.9246637619963,-3396.9259057053378,-872.1108167307445,-130.8957084023736,-4549.077352054836,-816.2449584259457,-179.55183831482563
-3944.599823370764,-839.6527781037751,-164.4192383952391,-2961.553623517416,-825.5576648156677,-304.8192031861848,-4116.744565589089,-846.8849583277716,-169.85405175975922,-3132.922550116015,-807.6656706456355,-177.68936314334545,-3888.4452556288134,-841.6676408903339,-174.8375296210042
-4146.812358162132,-871.9092336720939,-167.68088761742518,-2917.2116279149473,-778.2458824832945,-114.00283398411503,-3702.012443514451,-831.8770778194959,-156.68675137432464,-3083.6368652333376,-874.1292560261103,-202.68940491159577,-3255.1656897211824,-856.5053388267734,-145.9808231969685
-4318.579709770038,-845.3318990378493,-158.55622546655704,-3605.2112563840506,-1021.3628902034097,-128.15811617029692,-3875.274141662874,-860.6464022880514,-163.86345823503586,-3191.8281568180605,-820.438232387134,-94.90410947873565,-3335.274242740512,-792.3562618823013,-165.61769881625995
-3568.336947531249,-854.1721704528051,-182.75231808998257,-2663.722979098591,-857.9760798626404,-180.40618950608618,-3894.2281327756896,-834.2327810806095,-174.9023678286238,-4789.263757513271,-801.4646063876199,-117.95573372962332,-3948.955280266192,-931.3171577851913,-173.08623677295856
-3734.97243713049,-839.7398280436851,-186.10546210151801,-2116.582363387745,-791.8122009697247,-123.71199753767296,-4050.9107865275387,-853.1744823038638,-167.66885263726243,-2621.685536574539,-772.6583250802901,-214.00037972608413,-3738.286015438789,-904.0672856111013,-176.0268353825243
-4259.286330675721,-834.5892821585552,-143.26044988905542,-2459.8364085903017,-767.5719786902845,-385.0507811032784,-4120.207722393775,-831.9855257882688,-177.24803971241795,-3642.155406282583,-845.0194241951214,-133.5511712534953,-3180.4137731051273,-783.0662139848058,-162.2187261268312
-3907.2856436411566,-867.1370886465849,-161.31591810699203,-2319.4926334944025,-1086.8429880469516,-250.67596275405205,-3847.9487486988096,-846.6551738098871,-167.03539616779494,-3887.933401153304,-916.7562877987953,-129.21023088619626,-3688.1680103721133,-957.5851574572322,-173.17847516039706
-4190.940385508433,-851.5577417320193,-165.98278182763403,-3558.347894619843,-790.5489535855658,-132.22599565981645,-4141.447143433444,-835.7895214475897,-161.73101183880854,-3504.820378370666,-801.2744648054245,-124.79534244903489,-3566.48425022524,-844.7524631389834,-182.9814300762481
-3771.1568233374296,-825.4444861681985,-162.3544972141325,-3621.757479133095,-902.6192685654504,-122.51507000255455,-4002.4500882880616,-832.3624472540594,-160.3357108079852,-3831.529057869784,-816.3083628028264,-144.85396813297098,-3593.2735495390457,-835.2101801772436,-195.18536682487328
-4299.953657910374,-842.8425455404254,-156.29214961600437,-4369.513976138029,-762.0238638931489,-206.93720434333574,-4103.207781140434,-868.5912763810483,-161.1757510686302,-4059.698423231371,-885.1581999387039,-110.07546897148576,-3468.01187924234,-936.9844722831108,-147.54551197875372
-4009.1457017757184,-851.504450446659,-163.1274529164215,-3003.2383645372615,-808.2947719744037,-97.73142272279907,-3883.2465668908926,-837.2466589812236,-165.9127706253334,-3217.735979564234,-862.0103272779276,-193.77008331919637,-3700.0507858132682,-870.0373872173157,-151.5962597544172
-3830.9755269567927,-873.5086887671848,-177.80330507795506,-2771.2340388078487,-847.6246251971712,-205.51201438561785,-3821.721862843931,-855.6902937376868,-164.91606731277923,-3656.531476559499,-871.803414269028,-158.89667528819984,-3913.2811007684472,-771.6744800620052,-137.06764266077553
-4116.793817345325,-852.1920412538071,-157.00679855109536,-4411.209909926496,-712.0707184911574,-148.0288729463795,-4235.379585203116,-822.8351801615645,-167.76156466849926,-3645.298101937202,-1129.1067773232396,-236.85719630289128,-3677.9766290809443,-819.6997184397193,-147.69496063498767
-3852.5385501114474,-860.2177467599156,-153.0479806660432,-4070.7210612651675,-809.7206091312753,-104.27788480359962,-4037.4668988096523,-827.93196831751,-157.18669412941722,-3718.213998294983,-883.0785357501243,-141.93136568339935,-2796.9347649574734,-833.7272585543367,-172.8390965116033
-3662.149373257857,-858.3082242290888,-159.2511238452643,-3570.028641797859,-879.5703414297681,-171.54571994268375,-3886.4642255778363,-846.4176726959255,-154.32428747898092,-2968.450358616057,-987.8172269555329,-114.87508464821707,-3397.9361096685047,-1034.7414445556842,-147.4396581718895
-3992.4420609872286,-871.5569177982617,-164.21606062556995,-2253.139727195322,-717.2201474115028,-240.94035194020165,-4202.070116913707,-861.6854139656007,-165.47653995472538,-3421.0594901599925,-1048.7393171769882,-149.89425321138233,-4238.1570011311815,-800.3371556388319,-171.52250481531547
-3895.8847287438703,-842.2612054996272,-151.81915125819964,-2618.085248307317,-739.6627290455899,-95.96645908683954,-4108.326694105665,-844.9951027096581,-155.41225699927824,-3604.2315505478123,-871.5890519191596,-130.7095727882005,-3958.558033351955,-875.1576279106082,-176.58446160337348
-3992.701979391519,-805.0255681458657,-147.39626897174435,-3232.530096902191,-759.5707286272575,-137.4333263286817,-4235.500214122685,-843.4814940563417,-165.8599230921002,-3717.437698534407,-1094.691938363383,-177.3646289038322,-4027.7938653471133,-804.2917046371426,-153.74286921842608
-3763.0042828491414,-842.2644510964479,-148.65008099989868,-2648.41700941915,-753.8998557633493,-108.89407087436032,-3881.511410972392,-847.8183346800781,-164.12960430527846,-3055.6235917799886,-822.415654361014,-128.28491886770647,-4485.844711135763,-852.6059282645339,-184.8387046620694
-4463.340922593948,-794.9243945608381,-158.72957291389952,-3241.8112194775417,-827.1342455995232,-100.12171806117608,-4278.357255803021,-825.3182780499618,-168.94665731614188,-3552.2047580716203,-828.3047575512386,-194.2677053027969,-4315.482074956533,-849.610929472613,-145.80040599066913
-4143.510902424221,-821.7436913263676,-163.42982623350008,-3293.390337843164,-1015.3044789156145,-250.91933125538833,-4104.121995519969,-815.6718726917821,-164.09330464847184,-4005.8970216652115,-985.7565310248178,-145.18770261605638,-4411.075320616806,-815.6999733580927,-195.9400017786071
-4054.8996826311773,-890.0703885166554,-158.80325695680656,-3024.0135735153513,-778.0239242425706,-121.07337338872382,-3875.3473395767032,-838.9615737436166,-171.1729908578958,-3244.3490718488097,-946.5778909224853,-202.28678844509733,-4233.205686115452,-864.6027037137521,-177.96301491386177
-3866.06607601947,-845.310897019979,-153.1287045186655,-3145.4022918539554,-1099.2360200185842,-135.3569790991587,-4306.5444997864715,-845.9816907404593,-164.86165507380656,-2506.8573258112715,-885.3129446601882,-121.38464619611412,-3221.2508996309434,-800.867149954081,-161.85987932569466
-3714.265473347497,-866.2003673753666,-172.17678824610024,-2134.804561397778,-788.0904939313411,-105.33576238809745,-4091.711527540279,-837.6113943934033,-168.74946701909232,-3119.1081970187765,-819.9737573851411,-166.54813695368364,-3863.1359757791047,-808.0579323306075,-194.3106028756243
-3783.9167480503447,-908.8282751180243,-158.85477465784783,-2961.190031472508,-823.3590997880422,-200.69809269733582,-3910.8473081083707,-854.5228645991644,-162.4607471241886,-2340.8384806174054,-793.2623638159341,-153.27731027308744,-4286.503775341405,-790.1368095263064,-166.72953322825896
-3856.2759359036354,-805.085228947857,-161.0979469868062,-2626.2880252832597,-774.2040790670203,-89.69517593579342,-4192.740403976466,-835.4633188794064,-164.04331321744795,-4088.097750407108,-937.5683410839638,-112.73783441791437,-4197.0086957170515,-814.0170412597977,-142.41825965722947
-4027.068917549622,-889.9913363318823,-170.02980441573027,-2413.7859135597887,-864.7906834458981,-211.5762927467659,-4105.358729613576,-861.0737721954039,-170.92787657967068,-4748.998938296761,-858.78758197866,-262.14103791123205,-3940.9428020889004,-810.9515528364532,-186.7955069217651
-4415.4224101575055,-851.8570128839536,-163.76836023736539,-3353.12757022311,-793.5025381022401,-83.36184314432047,-4049.8219039838064,-842.1062112003999,-162.18896284902382,-3793.341311997488,-847.3592247946117,-130.58554857917403,-3642.1086283704035,-951.0815476023845,-145.60888155830932
-4376.533790960435,-870.3741072562697,-153.17532568803185,-2379.1550959802116,-805.0402034067995,-256.68332321291814,-4097.733381288128,-855.3237209565481,-171.88380953424178,-3164.133881765772,-1115.5672957391541,-150.21468448601533,-5102.200598171956,-862.5688491554572,-159.8821530551191
-4573.116570363535,-829.3377553847467,-176.63394441101073,-2198.1050233031115,-699.9662493589298,-104.50727926360364,-4020.606175775408,-846.302475371527,-163.9145384158283,-4738.736099612795,-884.3111691225225,-195.67664838903693,-3435.9723620364157,-846.5457790242591,-158.76990516442476
-3831.948816632787,-873.1095170871133,-158.38188076304277,-4584.280114860312,-945.7252087859023,-110.51619154315193,-4164.571388599477,-852.9924114334732,-162.56203210631583,-3792.50400399645,-840.7034834870034,-142.35944828153342,-4056.62536629411,-849.4651619843042,-160.08780514373373
-4137.277697771835,-911.4658789567155,-157.89070428810862,-2877.1858301940333,-1038.7301550832185,-197.02457562913798,-3888.293840140193,-844.0028310463482,-161.4746556689119,-3043.2565983847467,-809.087692219291,-163.6924132406459,-3999.61575937469,-809.589067419458,-186.84835670192496
-3898.6161273582625,-835.3707284271094,-164.15648382047013,-2387.7539097496347,-1341.8128042829762,-154.6545800636964,-3788.686447383944,-860.8062061493151,-163.31799460029154,-2988.1882373897793,-883.6079747264397,-193.24143575702138,-3329.0310530954175,-899.1113925036855,-197.79018495923637
-3722.077061686567,-829.8422028368387,-155.04727907221528,-2908.973472279183,-970.0875223166222,-174.8768854100302,-3881.6050743113096,-842.2270432378455,-165.24755684734595,-3124.527924680411,-906.0345666187817,-137.45901968637037,-3525.5572033577,-924.1053727586042,-170.12433136602482
-3615.846159789741,-838.1282044229351,-155.26431861608933,-2208.5825809767043,-869.3451051351251,-174.83603800736645,-3916.8208891053714,-847.6302064732103,-165.41648512715113,-3662.4132040402296,-822.6167683952729,-156.62245939401856,-3234.1400503700684,-812.0386041168622,-194.48623805058185
-3812.5144422085646,-850.1182117615332,-160.90528450135744,-2008.1707282193674,-801.8139573232778,-88.98613930275572,-4208.28586250342,-847.7996695999634,-156.68245840675493,-2869.102277652442,-947.4075187244898,-170.34599542294166,-3408.5255736741715,-814.9308832010471,-159.606845422792
-3882.2211640107876,-904.8220004257769,-180.10496281451174,-2160.583914512078,-784.2258089769603,-126.35098259708623,-4344.320957608982,-856.2672999593224,-158.78213285484824,-3462.002293829457,-794.271478467434,-154.70435987142093,-3005.8868121945616,-838.2054732209392,-165.03956832251197
-3949.3026525663327,-856.9785623648795,-186.8920839859549,-2800.77389090762,-856.7172078337449,-109.04528386982649,-4346.533833713492,-830.7376930301601,-160.8970871935074,-2835.8550696568623,-793.4327652082002,-120.35756341801891,-3169.5388198614146,-812.4855454748244,-166.68738255655344
-4220.21556550806,-833.4176686368503,-162.93629076928644,-2389.8900871430315,-1009.3117183523727,-96.83166703951818,-3972.511701898305,-824.0699916970138,-160.3476280163891,-5773.674525260414,-874.3924863485348,-138.95162115843604,-3402.4391608213987,-783.3353390163925,-158.2945365576546
-4194.422181960211,-836.690057537615,-172.00024531670124,-2802.4419143486707,-729.4304143987084,-69.24095303647496,-3938.951196821221,-827.7648874863432,-166.66120738283206,-3580.7303659217814,-853.7388188741855,-164.06605709683396,-4077.7434435035984,-898.1181451362484,-210.4024435603854
-3806.100154029601,-840.4588963211021,-142.34442095444484,-4312.463333310525,-851.1457712625622,-291.79306890771227,-4164.472340189418,-832.2848632136787,-160.2577365952611,-4229.313109413445,-821.0541442610632,-126.88031009750044,-4364.994367892712,-813.8226667330777,-148.0103330950248
-3857.5687281671935,-823.7043509946028,-182.82327702275037,-2062.490841725089,-737.8544190238665,-245.00740848215287,-3869.8195085426587,-835.6819130459996,-162.1781221649507,-3986.462634379789,-894.113556900094,-107.79438020444364,-2978.3999335716435,-841.2284378754359,-146.31059988363634
-3863.0405403532486,-815.2324316483022,-152.9806205991966,-2468.0475700103607,-907.216396235236,-151.2229132415504,-4193.268727849323,-838.119222999131,-160.42375341309508,-4048.972593508369,-986.7976056884027,-151.2317329781417,-3517.06713964047,-820.6785746042798,-171.16491733385786
-3476.6168031072366,-857.4116203765054,-168.16798862243536,-1809.0769888336815,-763.3742285325791,-127.9826694809201,-3767.7647768210536,-828.3233985605117,-172.20573010321473,-4050.084523050497,-776.2585864485226,-123.35266564599449,-4729.223641562641,-861.4359226171188,-137.14440540740594
-3632.5477944577037,-832.4459367716569,-142.93444472154044,-1842.3069123969326,-757.800256945456,-157.97508890825466,-4273.050714589511,-857.9766708323376,-174.86887989553733,-3344.4490694843266,-913.5690999157649,-184.5059254282634,-4673.5750584012685,-881.5408777691649,-180.94281419762507
-4044.7112520014416,-865.9588435332383,-152.22146395174798,-2312.432851980653,-923.7501301508224,-117.58012426813038,-3993.2432633864096,-855.8685239351697,-155.74539877594148,-3869.9214964475486,-907.548496463072,-164.34835241675444,-3291.8053364276634,-896.3507717595476,-140.51432176495481
-4119.537888623859,-883.5609814331941,-155.11154528529363,-2015.5107857881355,-1094.2878418991988,-117.23841537470099,-3800.534899208284,-853.2253560332643,-166.95256066686883,-4378.90227893421,-875.8740754422857,-190.34588446752468,-3701.3114310744904,-881.6334178091846,-163.4406511295548
-4007.205030280881,-849.8355493281207,-163.9707274764971,-1819.699677358931,-691.4942303845312,-189.5526879832052,-3944.744720201417,-823.6866684827288,-163.32341563915253,-2993.6759612241376,-844.1627832748597,-170.0764874873265,-3249.9582962881627,-809.4819925444808,-155.03530893918668
-4005.1142018175087,-830.8961825496222,-160.8923498868132,-2953.458065801431,-796.7393995217504,-122.29442064995447,-4092.8808405818895,-843.4255641169588,-159.74768323089913,-3318.817683907887,-1028.9330116868894,-164.76833534049035,-4765.685026574136,-850.4252570268741,-159.09158577819085
-4305.358090894371,-825.5740096910005,-159.97437106853658,-3256.331806701952,-743.0499563458825,-181.74033106752427,-4102.275843530609,-880.8001315838222,-160.52876087441146,-3807.8581756132517,-831.7165959415969,-119.90511412136539,-3604.3651199865362,-852.771230239405,-157.1887306291983
-3801.244449395694,-886.5339406027375,-162.04074857088304,-1800.444326476055,-862.9040702648532,-166.68195193252637,-4015.916110729007,-842.8528102384048,-165.60453110996707,-4329.231245905962,-923.4250783137802,-106.50488641901862,-4011.953433856676,-933.1513375585959,-187.31157215482884
-4427.6703077521415,-831.1837850546931,-152.8992395836468,-3507.0587199141296,-718.9748027544871,-121.40270529996306,-3945.949046498361,-864.3116294894618,-166.39048984964387,-2227.8274953247096,-866.8907704389029,-147.58148436049143,-4298.737967122516,-829.9311973440981,-146.24753438718884
-3690.387253848662,-839.5536724747777,-158.63375744199948,-2869.596339047165,-1019.359660927038,-165.5394978535761,-3940.9186528191103,-845.4164454255284,-167.8215109692643,-3930.950830387664,-886.5064429660305,-111.12972834538517,-3924.631137397871,-862.5677609901459,-133.6447206126443
-3763.352162366552,-872.3203595053299,-150.08614683918938,-2963.441023137153,-974.9627131169353,-180.33508620398825,-3954.6996690661294,-854.6634578998903,-168.20771511534198,-3582.3947017763303,-868.1294934861168,-149.80719166574812,-3588.733983635951,-845.4818288345937,-182.45295139393545
-4201.467883099527,-825.2696574262143,-171.9480492976106,-2797.119213706705,-735.6775321573768,-184.06860163834108,-3869.54822248285,-828.5415799563299,-168.49722716682285,-3340.6597463198723,-1165.2220161091177,-99.8750973343758,-3890.208969815214,-852.0666789616596,-161.9222669113335
-3918.091551323279,-831.1681222548239,-145.7199821272203,-3196.7332718607595,-837.0781942956254,-162.0667865470727,-4030.828662184136,-837.3747502752111,-162.30342959524478,-2944.7129729999137,-809.3282545041757,-179.2782576850104,-4577.355295407373,-876.8096823358061,-141.74092472221602
-3894.324325262353,-858.3073493191413,-148.88882286058072,-2996.059201808942,-771.8006246063301,-122.7900704007375,-4158.632803378154,-855.7122317906191,-175.90015813213893,-2644.6274310792173,-883.1213376389279,-204.3874778789588,-3405.4367622922814,-948.5585493360917,-148.92150320439507
-3704.4546527757598,-890.8809116797481,-148.89369191265112,-2767.8030874149445,-931.2215604594979,-157.2440522842594,-3971.1722871032493,-861.6529344477203,-165.74957172395904,-3659.528184066529,-840.7040458113191,-158.81642727911276,-3582.3152918082255,-771.0810603883524,-163.81361965320593
-3775.9458788772436,-857.9076434345342,-161.52363362012468,-2291.3139954854114,-782.6697206952226,-148.613752080656,-3996.14739402442,-844.400622304197,-162.01130134833517,-2879.0009420701663,-838.8415090445435,-143.68394706930374,-3618.9932991629667,-856.5851031282857,-171.46303330487873
-3801.5724434106846,-832.7012990532396,-164.1621182229201,-3332.35132367976,-1149.4718235780115,-259.09078044749424,-3934.0624986361713,-836.0316946071623,-158.2577862356875,-2937.398783247804,-790.926011669084,-174.06135054689182,-3844.975060002052,-827.1372012766437,-179.0328351230378
-4257.872709286602,-823.1488469442885,-168.12156207585892,-2032.7336022758645,-836.1420858167818,-197.2508515646141,-4114.155505814704,-831.6845293005881,-165.70232786317177,-4076.519247451533,-911.7544756907693,-131.788944512013,-4495.883624747067,-831.5220226235824,-187.35642385145275
-3785.8612328220406,-869.9887234477469,-170.68524296877962,-2291.3420410727053,-785.2173322090399,-144.19833117542467,-4042.965241086672,-854.6084734537953,-160.1817403514354,-4140.473868107486,-848.1434696783626,-166.67721332497314,-4560.50241774589,-832.517540473035,-191.59049984765656
-3887.9240115875114,-853.5034454042135,-146.67198308855995,-2330.0835650726585,-822.2072716455888,-107.46533204412916,-4078.092756403329,-856.8671332117447,-171.30154370974992,-5176.538237996745,-855.8306394369909,-142.63660233267234,-4076.928638306611,-970.9769849939788,-157.74588064416636
-3938.097407513145,-825.8171157927844,-158.0837028660845,-2686.17968880826,-769.0654260015617,-200.84378340240534,-3948.13052148276,-824.7489861769567,-177.65875831512392,-3209.5255845574793,-825.9730796405945,-113.98018739538077,-4476.876399118834,-871.2830178989865,-148.21589343818476
-3558.6380667503718,-815.9877577311572,-164.6891180012111,-2301.7798029900746,-949.6820389464375,-171.75917420057846,-3987.968710814769,-825.3967245991847,-166.92924439099846,-3261.8614464352845,-907.4868263551946,-188.64042547519526,-4228.107484975322,-816.4857315512006,-154.59920976503366
-3687.6101063173883,-871.6417575015619,-148.2642404191269,-2387.5522632394495,-814.6526400587325,-144.95900226115327,-4177.648070540944,-850.128113971586,-169.38870895375075,-3723.58538073622,-873.0546608449573,-123.54744378981803,-3922.7781584656664,-811.5745557908213,-203.54067163728516
-3622.737784050422,-826.733605249317,-162.90062136337488,-2302.6691273294327,-735.1689391732106,-225.53961796414882,-3914.46771557789,-851.6701499271632,-172.6777305240191,-3392.376134261727,-907.7134273382998,-97.94649697093747,-3645.856276766661,-916.16167856208,-138.63716676019624
-4064.6817511402724,-821.6852241602712,-165.89216385928142,-2514.5159051928126,-737.7424160747528,-201.1735017601567,-4057.71310932576,-823.2749401502612,-160.1395388187848,-3508.820290244726,-1222.6769033536018,-108.90084602657838,-4697.492187660253,-796.7571310015718,-136.84413393874468
-3460.347706163602,-833.6885966643539,-167.28299235237438,-4275.468074445217,-833.760432273637,-191.16279595154845,-3995.867431865837,-858.4817419605314,-168.7337853855323,-4418.672919562154,-810.6878492673361,-151.0906994435349,-4048.9366980005825,-925.6403651068773,-149.70498602331662
-3659.233926744256,-829.318578181751,-145.81666592063726,-2721.684698239873,-1527.1918581630016,-171.54019053315395,-4037.2221426843216,-835.3476514729547,-163.17166239904256,-2469.68882854724,-856.6275038110563,-354.13393013098704,-3529.8150907812583,-872.1639083843586,-168.86013645689923
-4040.7141825472268,-860.4610957430906,-167.94690030071988,-2739.2338856203387,-1001.092470088596,-146.55022748811936,-4017.4367349070376,-848.93463516371,-170.13717505741388,-3051.0444921276,-845.0253037516901,-124.87164797609435,-3953.36645194403,-986.397444958163,-166.2626048144036
-3828.803312200531,-872.5693826962648,-142.45925660147367,-4099.636725389388,-1178.3859434860733,-126.66889085411353,-4269.510815932375,-861.037471957166,-167.9921692120334,-2952.5225196824863,-1163.848073973026,-114.15986675028088,-3426.8110643937234,-953.9065378767615,-231.60876225173467
-3918.6423042246206,-817.7661974441621,-167.18791893259296,-3609.521973651434,-964.1402116897689,-142.22486172725044,-4168.529953271236,-831.4735293422121,-174.88655457829984,-4922.032431054696,-884.8132555385532,-337.1423982225028,-3879.525749509447,-935.4852168520491,-173.7378118900408
-3806.8338345877546,-870.9722420866843,-161.55104227367642,-2919.7938747292737,-783.0925830457844,-131.55683442056522,-3891.4341232383745,-840.0382569783947,-158.44498612228557,-2646.6203906048863,-778.3192470819116,-161.48882384401827,-3371.4590241104356,-889.0556927643597,-140.9544275686318
-3765.237404961752,-874.8870498488536,-162.22935838297587,-2100.883483463316,-806.8706139719195,-211.35269954965506,-3916.7469912630504,-857.4052699149557,-164.40526977259745,-4634.089345526798,-840.6928502744291,-166.54950951748347,-3650.3766094092794,-906.3131533622435,-144.7661280947887
