"N_scale: 1024, log_Npix: 0","N_scale: 1024, log_Npix: 2","N_scale: 1024, log_Npix: 4","N_scale: 128, log_Npix: 0","N_scale: 128, log_Npix: 2","N_scale: 128, log_Npix: 4","N_scale: 2048, log_Npix: 0","N_scale: 2048, log_Npix: 2","N_scale: 2048, log_Npix: 4","N_scale: 256, log_Npix: 0","N_scale: 256, log_Npix: 2","N_scale: 256, log_Npix: 4","N_scale: 512, log_Npix: 0","N_scale: 512, log_Npix: 2","N_scale: 512, log_Npix: 4"
-4119.318736999958,-848.3702496025056,-159.29446221252223,-3516.3674197408645,-957.7411358484402,-159.8449836932835,-3961.414466416803,-869.6628130513197,-165.36935120577834,-4760.560133199909,-753.7114323541874,-102.67995266273651,-4110.62266170246,-844.0055097201054,-132.9203440667997
-4273.044167824095,-856.2596567070859,-156.8330340746541,-3595.6865353180297,-867.7871436706363,-95.28352996635275,-4084.556973804854,-839.768774932313,-166.2411317008368,-2633.1677569983594,-824.350499462808,-155.13502783897715,-4481.976981846663,-876.3758768605625,-167.20348301294322
-3864.0936775939617,-851.6270693738538,-157.15326871265663,-2912.511979057693,-782.0436624160819,-144.82499675578794,-4136.863799150815,-834.6558088640496,-164.67735805327248,-2864.550754279269,-913.2777875961609,-139.7216589544626,-3938.844019318892,-924.3375955260893,-166.5734877538881
-3749.4944330450226,-859.9733299810382,-146.59027733077482,-3265.6974272756866,-803.9191660400086,-94.61804337428812,-3956.7871444421926,-842.0965816713674,-153.20409653488542,-4024.7937683885652,-824.7847993886147,-163.22923314953871,-3624.8302286475746,-787.0441201729542,-159.86885673212845
-4013.6961113390776,-846.6180421273672,-160.0442048073303,-2580.829176103189,-741.3291073216756,-138.02669166036407,-4363.771706693707,-845.033121630632,-166.40961470910744,-2737.7919107802168,-876.9619240995329,-87.98211425918461,-3706.6675711859184,-786.4505766496148,-138.32702656242978
-4117.747543566377,-862.990945388036,-154.95428063701348,-2360.910941696692,-836.994377130722,-129.55894778015747,-3867.25468059339,-854.8840295043603,-164.528930410706,-3122.7746922163187,-1068.2464371079948,-238.8435659765004,-4655.338791476329,-986.385431406312,-160.77428532863536
-3829.5402975590137,-839.899584386923,-181.24162102215502,-2500.4881620591473,-793.5829764389578,-294.74899830075645,-4039.491320507794,-845.7938167712532,-155.57637792120556,-3598.4980868023677,-904.5426154617492,-162.62994739518538,-3851.30069752188,-836.8039085271018,-171.56865239169204
-3998.981419924071,-879.468570881262,-157.33395040661506,-2372.8492353737815,-903.3212887891548,-278.64091871885046,-4008.6221823536407,-833.9935786892222,-168.78195504144142,-3253.0519239451014,-940.5038573280578,-166.76095359319515,-3433.7651510459805,-892.431095181211,-136.37591192658266
-3628.0265899964156,-798.426516705069,-174.24561864950454,-2701.662074400783,-1024.1859120033876,-142.02772526079153,-3979.489907285216,-847.8517097319824,-166.32790992593306,-2568.650455212245,-833.0580507627294,-204.22179970725344,-3626.2682604568886,-842.0645772912492,-179.25665799032134
-4009.606791117324,-804.3344203915219,-169.24555308105556,-2475.3319858216887,-886.5762814766025,-142.250401612081,-3811.9693918558337,-839.9075696483734,-173.10970517715901,-3739.0474996770713,-888.6052872395743,-135.82246255441248,-3844.1124741175436,-900.2967144447861,-162.33874427036582
-3642.3049458055693,-855.8959397567877,-160.42920981163846,-2354.1057800451235,-772.5289711159121,-209.6592769635525,-3983.695702300817,-822.5594949796878,-158.5347536859762,-3050.9724413079703,-775.5380878624645,-135.3242562907149,-4439.792175690782,-882.3238046011783,-148.06332900870672
-3614.9296767095093,-818.4999542888786,-151.52571038124017,-2655.8330881312236,-772.8010904049555,-114.19168003507315,-4117.435910988808,-853.9697457272915,-159.78004376707045,-3969.224734684553,-837.9245246359974,-153.96059982347828,-3744.1872719115954,-790.3874441721498,-140.65443363363818
-3578.4053037123504,-855.4495005519566,-148.74725980486417,-3036.922220018488,-940.3224217665387,-86.01440141567339,-4017.582212046407,-821.171029155085,-158.95861183752982,-3101.2030845182508,-800.5243516639094,-176.2032612571092,-3389.1455361826575,-836.2935016460177,-154.89153327901624
-4365.127685262876,-824.5920290805534,-155.9459948681772,-2331.0506960489565,-774.2989726770364,-105.86409826213917,-4100.162235997162,-858.1491222493045,-160.26215280957277,-3456.18338241264,-779.6218312103073,-162.78888834385867,-4320.528518994901,-896.5031382364471,-164.00662948804813
-4349.788259779339,-853.6583012043901,-161.74187099799562,-1809.3521474982483,-878.5730842185162,-142.84952418275776,-4263.427397381803,-856.9568204004546,-161.87616381276194,-3703.645337526152,-914.8014473115752,-187.7595918864916,-3354.9009150037105,-916.8056256672686,-162.17576627170672
-4122.283789778886,-830.6659266780752,-161.73808920510348,-3640.2213733055323,-792.4187913171754,-241.3224643922638,-3993.4704617394773,-845.2713322490127,-155.91146970569233,-4176.427273432437,-861.3619470416642,-126.38699927531151,-2680.750130540115,-897.3607917282472,-156.70831153890217
-4093.459546549331,-846.8156280002667,-172.86233920145006,-3414.8253989791033,-776.0037191109474,-485.33722886162235,-3972.1746786908534,-839.7925696150519,-165.84918479627515,-2900.3691678478585,-1077.9232486405424,-167.0370415619819,-4456.192183497647,-807.8564910611592,-119.63917910712183
-3817.3000081919668,-854.5268262733546,-157.54142226309844,-2005.361471623556,-941.8931553953589,-142.24549563150566,-3773.6603183386783,-836.93222260927,-158.18558858579456,-3664.5854175381382,-942.4234479166258,-208.5275614634707,-4199.589915334383,-975.2361881437193,-157.4472792865006
-4035.4509073337927,-861.306336034644,-163.74509841551276,-1781.4142404308102,-919.9797807188136,-104.6241003309866,-4140.349723379992,-822.7531176698369,-160.07534510105572,-3560.0857979386374,-890.7076716623302,-275.37446677191906,-4145.104082490734,-971.862770959314,-149.78904162796528
-3400.454218938944,-859.7556156690506,-142.33087035119235,-2249.8210771016697,-915.8059242067457,-208.0162063389155,-4156.790838792,-820.3992442994618,-158.98768213285075,-3358.7162184153954,-871.1023315404157,-186.22361253097455,-3496.508592443215,-920.0750055114952,-185.01294236928877
-4171.552513343288,-843.604164414345,-145.8483742631994,-3203.9423738692312,-667.1051852536949,-104.4468645565052,-4002.1575229322175,-870.0264469342625,-159.87266601005553,-3485.196796784652,-982.262511729456,-133.8849984490987,-3094.86371024607,-963.6282915815538,-143.4335139475243
-3899.229551204611,-899.8208637456767,-165.68927872097987,-2468.1506467937256,-793.0054390846777,-109.35609933270293,-4323.479353993372,-843.3181347545496,-171.41333947984177,-3825.724834200313,-827.2646976762578,-171.69071569239705,-4041.2517472493423,-1038.8087853593927,-154.0715901665436
-3830.204614388466,-844.9338659793007,-165.83225608224149,-3081.8427721142793,-719.8386985108426,-185.38548210212818,-3905.7301707383776,-841.4128126664029,-166.245099275102,-3293.4403823689427,-986.5206000519562,-116.24923046358887,-3962.2433892470717,-850.2597712537938,-172.03283880050512
-4082.9257702671475,-851.1229300001615,-155.34485577996708,-3193.6573574591803,-804.0082995398278,-191.53869195288203,-4123.317133412731,-853.9546233416226,-170.7242281905113,-3922.419004373255,-907.0661806072883,-214.05574514654882,-3788.1423691276023,-827.621823461487,-138.21330024142662
-3674.9826038596825,-895.8242849118941,-169.70376242863685,-1834.2362094619477,-854.1688931266839,-115.16877153408451,-3784.2675811659406,-837.227542202708,-160.52954895708947,-3724.03361777956,-834.889426142433,-127.77640079235702,-3663.084050724043,-832.3366250128677,-157.9741174367665
-4249.829412827913,-862.6492881807087,-157.6276166668336,-3184.2903049051083,-1000.8394951293689,-157.70569407480292,-3940.6181075506706,-852.0538199288286,-162.54325186506037,-3265.3760193618937,-731.6562380977138,-209.5269542624891,-4189.0316077255975,-787.8036291585942,-171.94287394922452
-4347.610324883064,-881.7458123995299,-164.88207103070658,-2364.2963909462105,-793.6150838856883,-77.67913589331162,-4213.942513936797,-843.6154609401515,-164.5070301844274,-3818.2154506999796,-996.0675988379611,-127.26289454817335,-4267.659280806527,-936.2191013465253,-148.43572199848654
-3959.767227510914,-872.756943060591,-184.35588180373946,-4350.681427295823,-886.335994573503,-127.7072877054218,-4090.565720455536,-859.9277923789524,-172.62584489504215,-2771.2385602690756,-1131.6990030056268,-237.14534335839286,-4749.2002471281685,-936.2480505358435,-158.04801212894557
-4103.921960917001,-833.1506298107928,-181.7924159183318,-2595.053667303174,-887.6049384741683,-205.8594352205783,-4026.079801318819,-874.4779162816352,-159.77999264134553,-3707.102219551565,-902.8650608739619,-121.42538253627616,-4124.450115797796,-930.9568363524428,-155.2778666671376
-4085.575144125803,-813.4771830387,-154.76638948176043,-2111.8829653049124,-895.2307730599513,-150.40379994453443,-4044.0936399424836,-855.317834278728,-163.27370131176403,-2720.767984967678,-949.9271544361915,-191.81884728926977,-4127.331347433029,-885.6291458785022,-197.92593383041543
-3809.867748780855,-836.5961501080278,-181.29111621981352,-2947.5613326715816,-794.5080400679374,-184.22644419829726,-3983.3283860509787,-823.0030787809791,-174.30065626906472,-5695.640507393852,-1068.164263653245,-145.93727307286937,-4072.3555742066083,-823.4823950295215,-171.53909779485002
-4161.792104129504,-863.5040827777296,-146.91686661626278,-3467.863087590289,-764.4825793639952,-60.20769757380936,-3972.3711969836054,-848.6604450596286,-157.99750480133815,-2749.631277574627,-925.6701784486925,-185.33171791427267,-3685.309242943713,-852.3124408283252,-136.0844619490153
-3843.657417370326,-874.7320268013756,-162.28221946990195,-2475.144297115967,-807.9164285534264,-243.1258982928006,-3927.143922179853,-833.3412356050367,-170.16841510015558,-2776.3266799241037,-932.7048656538097,-235.9819319263746,-4985.923831914948,-807.6936013270914,-133.492643070194
-3768.6822273572297,-845.2011121640264,-157.03542303933648,-2239.946186704066,-727.1947348521625,-153.41842786201786,-3911.2736319769597,-836.9919285725106,-178.84876193808324,-3387.715630463367,-791.6374715691151,-235.97061034979134,-3553.40120899279,-933.5864680323689,-159.525001575278
-3916.6672363816224,-871.2957213671315,-155.17290103494028,-3109.371282203495,-771.3939945386876,-245.19838510603586,-4170.750821823583,-838.48371228469,-172.14001838898767,-2407.2619438333522,-913.0364954650344,-204.08620323291117,-4678.078910716297,-841.3942619237138,-180.41164787611987
-4107.866783083396,-838.7610191914657,-164.99299231658895,-2586.137576935731,-737.6731455274672,-235.3397843482403,-4002.9593199710735,-825.4884984663278,-164.89470160838604,-3795.5661078733574,-941.2345250428422,-159.5675295234488,-3552.413750581966,-803.4233428568316,-160.89335957980435
-3924.8467578850064,-852.6352527111254,-150.43356389713065,-3204.634147285871,-783.9422765123927,-108.30307697397068,-4093.970534195235,-828.2616708659165,-167.50397498287117,-3108.9985113811545,-829.4353170205133,-288.4375957714476,-4121.893304990278,-852.94387214594,-183.27743182372936
-3470.180647896843,-828.7246631605638,-165.648891068063,-3833.625462194723,-986.5852515013873,-178.64012210222882,-4001.7207984723946,-848.231966073384,-158.46937030005105,-2754.0342325750944,-1028.6652988893936,-107.5648213898037,-3847.5378917201333,-795.701121457675,-167.0612020726547
-4192.905017319731,-843.9881104726885,-168.99405071894444,-3292.468030612637,-873.3668580555383,-145.47884139749618,-3982.166442149797,-849.9680803464537,-168.28957809642478,-4502.510260746931,-851.4119963954608,-180.55018970793117,-3609.812012958778,-921.3356925529664,-149.8979161070387
-4414.725270906895,-819.3241574693187,-170.82195608119707,-2025.4109213761703,-1208.6717967277375,-104.77281418055999,-4261.802696905626,-815.5193011165151,-156.50415852783786,-4510.315597926028,-865.00927086498,-203.11465168907316,-3711.286081805644,-798.9214823920169,-145.62601123399168
-3833.9059831402783,-836.1655387782973,-168.89737870708416,-1868.3490373110774,-774.8959471886924,-110.03777651360333,-4011.489864033417,-838.6732449052981,-172.64282582147095,-3324.1390202607586,-918.1104059137506,-156.55224904290225,-3160.8445649233063,-981.5266640459654,-187.45694600685508
-4252.754091174137,-831.0293723267197,-148.40125109804262,-2503.3828672928007,-733.1361429534727,-218.88862824121097,-4367.747172838835,-832.688976542735,-158.01074018425095,-3011.6034735420276,-1002.9197921989227,-181.74757430020117,-4167.360477337054,-864.5920193923731,-200.68239586316847
-4195.011014205335,-846.4991948042468,-170.244260955221,-3108.3734220662686,-788.7261398331535,-128.43808891092962,-4110.525533934295,-843.7258125356062,-170.21510657242737,-3543.0820474458083,-1043.05247815982,-156.08747661968255,-4225.577065929932,-869.5658392156383,-135.427451018579
-3711.76516486974,-843.526009257402,-149.64730959326045,-2096.751521029591,-791.7200171247255,-155.01611502703932,-3994.5849302042807,-849.4774560869245,-172.9686344606451,-3659.7723385755958,-1089.079454535706,-106.2164990625097,-4072.841926359421,-957.1363452460831,-128.41702503254555
-4025.4437751493365,-840.4775437162752,-167.23756043483758,-3114.7129303628435,-895.8105050396164,-140.21607695359708,-4135.441483533099,-818.4507330742707,-154.23001727405975,-4051.397633800438,-868.3932659188156,-131.98963712054876,-3522.0260351302904,-960.5623880403557,-174.28792993533165
-3909.8318722218823,-863.5579480937477,-162.6438825642612,-3796.735293773237,-1535.6656280064408,-163.11411133280274,-4066.5569720951544,-849.4762628246176,-169.43758629785071,-2736.0569876156524,-824.1219800681283,-174.88122683049153,-2854.6867382667124,-832.3302571271669,-144.80192388578445
-3660.761947703803,-825.9843240352444,-155.53044435548193,-3565.0042241801934,-788.5778039247705,-120.19539677685665,-4073.696556614387,-831.1751014032095,-171.76866356037158,-2372.440467393444,-810.2848039398201,-311.144359100883,-3222.355333545804,-834.9464605023919,-180.0337755974853
-4110.53045569575,-865.8628782547928,-154.0246029552645,-2243.9164268221252,-765.5298405979836,-99.74478317987581,-4072.366682387853,-850.0568175767776,-147.55854879996014,-3667.2533999692064,-802.7751092097303,-274.7207354496035,-3725.2165172600708,-984.0276431679896,-193.12103994309524
-4209.5852077754635,-863.4591614271727,-162.12099605498315,-3923.53668130534,-755.8878318240834,-118.58774814926056,-3853.767369248171,-833.3234311046979,-179.71358887427206,-3853.9449663221044,-993.0074737613509,-159.12809950201665,-4096.484010555957,-796.1175741113632,-185.95284083345715
-3836.1684234116674,-849.6565980622498,-158.37899505204905,-2345.8318288342793,-1050.1229453992537,-255.03704122649955,-4150.294108386615,-842.0585281177688,-169.3119341536538,-3009.8456586836846,-897.7895881565447,-137.393772942962,-4357.292037391785,-1009.6520948130653,-188.19071186510237
-4228.34622882037,-855.8061553727268,-164.87235404561056,-3108.3232332990456,-999.4441396427015,-137.9071625825055,-4278.1917478079795,-834.1969331123403,-161.76055217755024,-3460.5564652523694,-848.4418432964103,-123.58264008999126,-4541.538351140266,-836.7565578737672,-166.8277877519264
-4034.2550218801825,-873.8388354808533,-170.7262804185466,-2392.6558914333145,-767.3912958388734,-134.16805214436587,-4143.623154580915,-830.8556555942939,-165.96989159010468,-3321.863029931482,-850.6169065340671,-207.09367833033363,-3723.3922582706155,-912.7619888093245,-157.53331900508599
