# Vega Mags
# Elliptical M49 region extracted from isophotes (66.08,66.09]
# Num Pixels: 184709
# Neff ~ 430^2
# zmag gmag-zmag
# F850LP F475W-F850LP
# 
26.446629 1.877592
26.435957 1.577446
26.435408 1.722329
26.340362 1.701080
26.432512 1.689690
26.391994 1.839651
26.357854 1.834566
26.462701 1.785397
26.616781 1.557145
26.491437 1.662868
26.479847 1.629767
26.498946 1.645766
26.566621 1.660651
26.621760 1.530486
26.668400 1.344662
26.591895 1.524317
26.625811 1.509742
26.452076 1.640483
26.601921 1.537171
26.537453 1.689759
26.471397 1.599369
26.410984 1.870180
26.402878 1.886722
26.623601 1.735163
26.688502 1.525385
26.753711 1.391786
26.509557 1.613290
26.591106 1.550131
26.661359 1.597136
26.564033 1.745445
26.706697 1.456457
26.558231 1.460892
26.617771 1.399600
26.670087 1.461719
26.611566 1.673690
26.791056 1.384170
26.518975 1.542745
26.352001 1.787604
26.413801 1.659437
26.458444 1.665722
26.511445 1.645220
26.576458 1.551829
26.506003 1.602563
26.473075 1.756987
26.365141 1.869473
26.490496 1.808417
26.693271 1.642924
26.694166 1.507303
26.585272 1.600081
26.676668 1.593622
26.513692 1.976878
26.486788 1.620893
26.513528 1.800852
26.529964 1.545667
26.588416 1.515445
26.515853 1.469370
26.530922 1.582388
26.422504 1.896985
26.483519 1.853542
26.594872 1.666047
26.675952 1.580380
26.692498 1.360148
26.554759 1.510726
26.623656 1.674081
26.583126 1.574552
26.530328 1.611162
26.564835 1.660273
26.547337 1.441752
26.540938 1.746995
26.526570 1.459855
26.541131 1.654899
26.451072 1.833792
26.575562 1.804744
26.467870 1.735005
26.558736 1.711117
26.655535 1.657364
26.540261 1.579233
26.510451 1.587849
26.610020 1.508280
26.512019 1.708191
26.432429 1.701613
26.379286 1.821301
26.411927 1.720872
26.450521 1.614821
26.512935 1.502574
26.509991 1.474996
26.470559 1.636273
26.401642 1.693367
26.713144 1.393073
26.677886 1.392494
26.572995 1.492342
26.433490 1.821535
26.550732 1.648249
26.492560 1.690551
26.576055 1.584839
26.501045 1.771958
26.454042 1.691952
26.546586 1.556339
26.555068 1.686683
26.609604 1.609615
26.581160 1.704815
26.509658 1.743203
26.531798 1.598520
26.479616 1.617968
26.440970 1.588577
26.432090 1.631729
26.365215 1.870168
26.396297 1.803360
26.444956 1.768948
26.420909 1.782981
26.341302 1.963478
26.674900 1.473740
26.627187 1.528817
26.811378 1.404931
26.560663 1.623979
26.659638 1.924380
26.755295 1.536939
26.712672 1.516043
26.589319 1.696060
26.497490 1.671037
26.612574 1.648344
26.565721 1.696508
26.368770 1.875360
26.501567 1.670633
26.456572 1.663324
26.563844 1.652092
26.528253 1.615894
26.505330 1.568549
26.444274 1.560725
26.491386 1.562579
26.518059 1.619756
26.565770 1.744166
26.662740 1.427127
26.603088 1.451197
26.551857 1.601480
26.639462 1.643370
26.567367 1.884442
26.720969 1.579667
26.653421 1.501786
26.822507 1.404669
26.458565 1.625608
26.419765 1.648914
26.559459 1.631282
26.622523 1.540664
26.433884 1.666867
26.599751 1.500656
26.628166 1.640244
26.708689 1.429967
26.746865 1.502313
26.613946 1.669690
26.493907 1.809426
26.701312 1.626153
26.577269 1.709257
26.554509 1.627136
26.556267 1.719448
26.513513 1.731233
26.398689 1.743431
26.579308 1.505064
26.588593 1.404391
26.553717 1.683971
26.438563 1.648304
26.613462 1.569030
26.664133 1.527965
26.591448 1.760992
26.553271 1.606211
26.592900 1.645155
26.498558 1.638146
26.460526 1.684023
26.536485 1.657724
26.316976 1.791724
26.545727 1.671853
26.489170 1.643292
26.484256 1.644768
26.389905 1.827283
26.471885 1.788770
26.434838 1.667210
26.557191 1.652531
26.613840 1.536611
26.667242 1.496618
26.586381 1.564043
26.558762 1.608718
26.558711 1.740525
26.633176 1.447714
26.361731 1.802292
26.287630 1.988360
26.750101 1.500403
26.509350 1.572998
26.530752 1.518820
26.549579 1.629092
26.516058 1.643429
26.718625 1.428520
26.575889 1.496735
26.564337 1.579263
26.617893 1.533828
26.492597 1.660010
26.360850 1.537159
26.371171 1.609530
26.521700 1.680980
26.452332 1.837674
26.497082 1.676529
26.533904 1.796451
26.567684 1.679321
26.682974 1.491732
26.471303 1.766653
26.402217 1.699035
26.441552 1.848582
26.359336 2.011456
26.430633 1.732313
26.644830 1.561434
26.590490 1.558319
26.405840 1.715980
26.438173 1.709229
26.605868 1.665152
26.610765 1.724036
26.595982 1.661571
26.518526 1.689147
26.445268 1.705574
26.662600 1.332422
26.532881 1.434113
26.564320 1.611976
26.615043 1.486181
26.408256 1.851178
26.599758 1.715373
26.502367 1.648991
26.349594 1.820770
26.483154 1.827506
26.615029 1.390531
26.606692 1.366530
26.545583 1.663925
26.543104 1.489365
26.578402 1.650238
26.492884 1.734916
26.443843 1.615386
26.372402 1.611534
26.381928 1.760519
26.411369 1.743197
26.547054 1.506402
26.632981 1.378710
26.566250 1.547413
26.350735 1.759304
26.519611 1.653512
26.539317 1.602407
26.572806 1.615838
26.537746 1.587897
26.710069 1.453479
26.742405 1.468097
26.568421 1.692021
26.560807 1.605014
26.540878 1.548342
26.731312 1.425134
26.437388 1.770556
26.305230 1.762921
26.138845 2.109789
26.298723 1.860237
26.333788 1.895593
26.582730 1.586246
26.694118 1.453223
26.692838 1.469861
26.401560 1.791572
26.639401 1.628480
26.575293 1.672715
26.587460 1.732333
26.622493 1.553054
26.455819 1.674577
26.514423 1.679634
26.502144 1.552251
26.439013 1.669291
26.402199 1.691273
26.469288 1.649498
26.519493 1.623571
26.552432 1.599234
26.471706 1.729757
26.401209 1.813686
26.532440 1.760574
26.456284 1.691013
26.414534 1.649334
26.562800 1.601544
26.590608 1.501384
26.671336 1.460361
26.521625 1.796879
26.617772 1.961765
26.635948 1.754732
26.697941 1.608417
26.592487 1.593584
26.431311 1.749027
26.437315 1.836141
26.443064 1.828536
26.546497 1.572851
26.468207 1.691076
26.797420 1.437604
26.581876 1.639435
26.766038 1.527967
26.589977 1.611232
26.595134 1.576426
26.641712 1.769050
26.638595 1.631766
26.607350 1.532459
26.479160 1.778050
26.459266 1.672518
26.470830 1.752586
26.467658 1.715617
26.686312 1.419746
26.628511 1.441169
26.679051 1.476084
26.475365 1.653458
26.482082 1.628140
26.337101 1.799625
26.594682 1.569329
26.521343 1.598186
26.384807 1.700038
26.527065 1.637450
