# Vega Mags
# Elliptical M49 region extracted from isophotes (1.00,36.00]
# Num Pixels: 42414
# Neff ~ 206^2
# zmag gmag-zmag
# F850LP F475W-F850LP
# 
22.271622 2.206011
22.289218 2.194322
22.312736 2.154317
22.316242 2.161008
22.296035 2.191271
22.298563 2.164077
22.306569 2.157733
22.311487 2.166393
22.328561 2.177364
22.321996 2.181914
22.316413 2.145995
22.275075 2.166015
22.283077 2.190070
22.281375 2.183904
22.277353 2.172089
22.283551 2.163442
22.307043 2.168567
22.289585 2.167208
22.278850 2.205857
22.288972 2.184540
22.294320 2.196080
22.309111 2.189392
22.318388 2.174304
22.308067 2.173833
22.299910 2.196290
22.302834 2.183578
22.306028 2.181386
22.316514 2.171100
22.301103 2.203928
22.303484 2.180577
22.311849 2.174135
22.304328 2.173586
22.314627 2.152054
22.310789 2.158323
22.288895 2.182365
22.273115 2.189503
22.307616 2.148502
22.289466 2.159588
22.272214 2.154470
22.274619 2.155076
22.280050 2.116044
22.279423 2.197869
22.278081 2.182509
22.274356 2.180913
22.263239 2.205302
22.283660 2.179319
22.273518 2.205630
22.291163 2.212301
22.292454 2.183801
22.294825 2.207366
22.293729 2.178355
22.284959 2.190211
22.296132 2.176506
22.309447 2.154728
22.299906 2.201414
22.311969 2.160696
22.297320 2.173700
22.295815 2.183697
22.305688 2.168819
22.305540 2.174606
22.297760 2.197197
22.298932 2.159149
22.287223 2.185276
22.272274 2.209999
22.282034 2.205892
22.304364 2.153879
22.307924 2.148607
22.305079 2.164956
22.312961 2.183984
22.277756 2.193003
22.283878 2.172209
22.317071 2.135447
22.288613 2.128399
22.273764 2.144556
22.267712 2.178034
22.271739 2.165501
22.262552 2.149175
22.281627 2.165023
22.270201 2.197948
22.265975 2.193790
22.265619 2.185501
22.277701 2.214450
22.267898 2.196086
22.267720 2.177110
22.275125 2.169172
22.273968 2.167791
22.275258 2.165555
22.291828 2.156924
22.299807 2.170940
22.305497 2.167392
22.302453 2.160685
22.298991 2.184851
22.310076 2.156613
22.308749 2.187968
22.313228 2.185254
22.291489 2.193486
22.284280 2.183979
22.277742 2.218315
22.293842 2.197113
22.290666 2.187401
22.293498 2.172894
22.294531 2.168716
22.282588 2.162689
22.283996 2.172607
22.302050 2.167686
22.295291 2.180326
22.286178 2.160369
22.260447 2.187269
22.237759 2.210127
22.252059 2.221812
22.281277 2.157870
22.285558 2.171816
22.284487 2.175416
22.293911 2.160935
22.283115 2.161848
22.261486 2.192390
22.264537 2.192897
22.257354 2.179036
22.265871 2.200360
22.253300 2.195000
22.265852 2.191476
22.274343 2.181127
22.258320 2.179927
22.269791 2.189166
22.282713 2.153794
22.283381 2.156579
22.274011 2.163266
22.246933 2.202697
22.246596 2.219589
22.255670 2.183033
22.285247 2.152802
22.259374 2.170716
22.274472 2.151411
22.253587 2.148661
22.257725 2.169129
22.284882 2.172503
22.283788 2.165416
22.284194 2.181700
22.269935 2.226187
22.286999 2.192597
22.303408 2.180074
22.303350 2.165647
22.286172 2.186822
22.310492 2.167010
22.315462 2.162649
22.313352 2.159989
22.313330 2.154344
22.312988 2.150738
22.301668 2.188505
22.296579 2.170863
22.297685 2.162851
22.305679 2.171833
22.297507 2.198148
22.285733 2.217777
22.288473 2.193927
22.283919 2.164257
22.277084 2.164756
22.288733 2.169515
22.273920 2.184794
22.276495 2.187844
22.293518 2.183491
22.297213 2.173837
22.276321 2.163762
22.260010 2.166596
22.251241 2.193113
22.248214 2.201799
22.270132 2.186143
22.269403 2.171258
22.275110 2.161115
22.293791 2.136734
22.272891 2.179669
22.259260 2.195264
22.240021 2.189030
22.257409 2.159320
22.259053 2.169784
22.250174 2.192824
22.251279 2.182163
22.260754 2.178161
22.238900 2.175591
22.251783 2.172955
22.269739 2.177293
22.251986 2.157867
22.239382 2.183544
22.244997 2.196614
22.266384 2.153903
22.275139 2.146964
22.276097 2.157626
22.266794 2.185421
22.270587 2.162311
22.264776 2.145595
22.266498 2.178185
22.247704 2.162609
22.241964 2.178898
22.241198 2.191756
22.254110 2.192201
22.264670 2.164176
22.272965 2.145476
22.268537 2.159560
22.258315 2.176265
22.269872 2.161751
22.267937 2.164002
22.268692 2.170398
22.274572 2.181320
22.278426 2.187963
22.272070 2.174548
22.273333 2.166045
22.288162 2.163386
22.289145 2.163887
22.291326 2.164289
22.294973 2.170688
22.297178 2.162321
22.297729 2.170249
22.309782 2.165737
22.323719 2.171178
22.320440 2.184888
22.325266 2.158125
22.317909 2.163243
22.317554 2.166760
22.313380 2.164925
22.302267 2.166026
22.293787 2.179402
22.309299 2.168851
22.295715 2.204415
22.277232 2.200764
22.282345 2.164333
22.285136 2.165711
22.280321 2.154327
22.276364 2.153878
22.267358 2.166683
22.262719 2.176182
22.272302 2.160454
22.258172 2.172885
22.261625 2.171156
22.245380 2.196676
22.250654 2.180561
22.261394 2.183527
22.260334 2.205135
22.269860 2.173510
22.273320 2.171617
22.271005 2.171406
22.267409 2.183889
22.258223 2.177299
22.240775 2.176410
22.261769 2.160471
22.266083 2.150845
22.249757 2.181578
22.255713 2.155713
22.259743 2.143771
22.261253 2.147526
22.269929 2.163643
22.262412 2.174542
22.254769 2.152467
22.254879 2.158201
22.254385 2.173813
22.248502 2.191290
22.248553 2.169342
22.269028 2.163402
22.252604 2.198135
22.247849 2.173801
22.261410 2.146009
22.259227 2.152633
22.244542 2.174514
22.230471 2.180197
22.233193 2.164543
22.242264 2.166908
22.222458 2.191624
22.250899 2.166055
22.254424 2.168311
22.255953 2.188019
22.267109 2.191449
22.267929 2.169836
22.260697 2.160137
22.254665 2.172584
22.246479 2.185895
22.265586 2.189994
22.257830 2.183920
22.259081 2.165339
22.284106 2.171377
22.286034 2.163798
22.276748 2.158027
22.266218 2.184715
22.272117 2.182952
22.289592 2.168612
22.291713 2.178227
22.300056 2.183789
22.302695 2.176089
22.305473 2.151748
22.292606 2.162172
22.301522 2.168452
22.309410 2.154802
22.312737 2.164147
22.330841 2.133641
22.305975 2.173940
22.306469 2.170913
22.302245 2.174252
22.304561 2.172351
22.296906 2.148368
22.298120 2.163542
22.293804 2.162031
22.294444 2.156911
22.277399 2.173843
22.283416 2.202965
22.253724 2.177084
22.251738 2.186830
22.261164 2.153351
22.256367 2.152046
22.253248 2.172022
22.256959 2.178448
22.253029 2.166514
22.258750 2.156859
22.258612 2.153115
22.252681 2.146259
22.257267 2.152922
22.265782 2.145896
22.254095 2.186731
22.254243 2.188628
22.262842 2.160406
22.254698 2.171115
22.254440 2.166544
22.252327 2.160630
22.244756 2.176789
22.238771 2.183794
22.237334 2.185256
22.258149 2.137581
22.251746 2.167420
22.244157 2.180684
22.239438 2.202446
22.239390 2.182770
22.244714 2.176263
22.238605 2.189786
22.221670 2.198068
22.221676 2.181455
22.236816 2.161214
22.238542 2.164893
22.227759 2.163031
22.242164 2.158431
22.239972 2.176275
22.234226 2.176522
22.238729 2.176537
22.229766 2.180817
22.235945 2.180352
22.228517 2.179999
22.245322 2.152253
22.266994 2.138510
22.251053 2.176473
22.250999 2.178830
22.249629 2.188209
22.238597 2.178345
22.239633 2.184642
22.252593 2.166933
22.258179 2.177774
22.259758 2.184537
22.266352 2.169732
22.276657 2.159977
22.273309 2.144491
22.267270 2.159713
22.266029 2.196303
22.260332 2.188183
22.274908 2.169370
22.280693 2.184466
22.290412 2.165265
22.278455 2.201648
22.271061 2.181060
22.281935 2.186326
22.298513 2.173501
22.291428 2.186172
22.302886 2.184446
22.326052 2.161668
22.322679 2.155942
22.332857 2.135285
22.304416 2.145767
22.287092 2.198002
22.292396 2.191604
22.298748 2.181062
22.285960 2.195692
22.276418 2.180221
22.293968 2.168002
22.253477 2.186424
22.284301 2.172674
22.279251 2.152028
22.268926 2.159573
22.266528 2.157880
22.257001 2.187327
22.251162 2.189026
22.258955 2.185101
22.253019 2.178968
22.249938 2.165489
22.223008 2.189415
22.244390 2.168902
22.244840 2.185102
22.243838 2.185481
22.254791 2.146670
22.238645 2.160440
22.250561 2.151977
22.252008 2.161840
22.249785 2.167475
22.249192 2.167323
22.244777 2.173139
22.226425 2.217673
22.242427 2.176732
22.232100 2.174461
22.236323 2.186729
22.234892 2.172917
22.235486 2.186682
22.235976 2.174279
22.226012 2.195890
22.218665 2.188232
22.213240 2.203814
22.209110 2.198322
22.212082 2.183832
22.225118 2.191936
22.227136 2.181182
22.220214 2.179695
22.242486 2.157243
22.218339 2.182927
22.218881 2.158902
22.216728 2.164760
22.226220 2.181744
22.239511 2.169374
22.234107 2.164745
22.225498 2.189269
22.228552 2.176481
22.243395 2.159871
22.241329 2.164501
