logfeh_mean,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-7.3109e-02,-1.0411e+00,1.3937e+00,7.5292e-01,3.2106e+00,2.9911e+00,4.5057e+00,3.1036e+01,-4.2535e+02
-1.7675e-01,-1.0330e+00,1.3631e+00,1.1609e+00,2.7313e+00,3.0720e+00,4.5217e+00,3.1002e+01,-4.2215e+02
1.4084e-02,-1.1228e+00,1.4573e+00,6.7325e-01,2.9790e+00,3.1839e+00,4.5246e+00,3.1005e+01,-4.0689e+02
-8.8902e-02,-1.0292e+00,1.4011e+00,1.6353e+00,2.8862e+00,3.1317e+00,4.5296e+00,3.1013e+01,-4.2086e+02
-1.3174e-02,-1.0684e+00,1.4433e+00,1.5731e+00,3.0237e+00,3.3555e+00,4.4845e+00,3.1001e+01,-4.1976e+02
-7.0739e-02,-1.0388e+00,1.3267e+00,1.0779e+00,2.9756e+00,3.4842e+00,4.4851e+00,3.1008e+01,-4.2409e+02
-3.7115e-02,-1.0210e+00,1.4569e+00,1.6554e+00,3.2443e+00,3.0111e+00,4.5364e+00,3.1122e+01,-4.1669e+02
-5.1148e-02,-1.0772e+00,1.3217e+00,5.4686e-01,3.2314e+00,2.9168e+00,4.5066e+00,3.1051e+01,-4.2578e+02
-1.8715e-02,-1.0752e+00,1.4531e+00,1.4781e+00,3.1727e+00,3.4580e+00,4.4632e+00,3.1040e+01,-4.2316e+02
-1.8244e-02,-1.0641e+00,1.3916e+00,1.2225e+00,3.2229e+00,3.2035e+00,4.5063e+00,3.1056e+01,-4.2210e+02
2.6009e-02,-1.0736e+00,1.4056e+00,1.5159e+00,3.1836e+00,3.4467e+00,4.4824e+00,3.1029e+01,-4.2670e+02
-8.3263e-03,-1.0489e+00,1.3884e+00,7.5897e-01,3.1504e+00,3.2972e+00,4.4872e+00,3.1004e+01,-4.1547e+02
3.9700e-02,-1.0306e+00,1.3903e+00,1.3674e+00,3.2147e+00,3.7551e+00,4.4119e+00,3.1026e+01,-4.2791e+02
-6.2750e-02,-1.0018e+00,1.2907e+00,1.3076e+00,3.2292e+00,3.6445e+00,4.4141e+00,3.1037e+01,-4.2060e+02
-1.7529e-01,-1.0006e+00,1.3036e+00,1.2590e+00,3.2238e+00,3.2697e+00,4.4438e+00,3.1028e+01,-4.2158e+02
-1.6972e-02,-1.0702e+00,1.4604e+00,7.3156e-01,2.8361e+00,3.3979e+00,4.5238e+00,3.1011e+01,-4.2035e+02
-5.0429e-02,-1.0916e+00,1.4505e+00,9.8110e-01,2.9657e+00,3.1584e+00,4.5504e+00,3.1083e+01,-4.2837e+02
