logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
4.9648e-01,-5.9988e-01,7.2140e-01,1.4173e+00,1.6294e+00,2.4564e+00,3.1701e+00,2.9172e+01,-2.3317e+02
4.2892e-01,-6.2653e-01,6.6162e-01,1.1762e+00,1.8122e+00,2.5055e+00,3.0794e+00,2.9090e+01,-2.3294e+02
4.7703e-01,-5.8217e-01,8.0589e-01,1.4612e+00,1.8178e+00,2.5800e+00,3.1558e+00,2.9275e+01,-2.3048e+02
4.3324e-01,-5.5765e-01,3.8220e-01,1.6880e+00,1.3740e+00,2.1562e+00,3.1496e+00,2.9018e+01,-2.3258e+02
4.1146e-01,-5.3658e-01,1.1450e+00,1.3567e+00,2.8624e+00,2.5998e+00,2.9936e+00,2.9997e+01,-2.3206e+02
4.8821e-01,-6.9243e-01,5.2460e-01,1.2601e+00,1.0151e+00,2.5348e+00,3.1266e+00,2.9098e+01,-2.3328e+02
4.9641e-01,-6.0895e-01,6.9047e-01,1.4565e+00,1.8893e+00,2.7159e+00,3.0937e+00,2.9320e+01,-2.3138e+02
4.0427e-01,-5.7052e-01,8.4988e-01,1.5288e+00,2.2666e+00,2.6592e+00,3.1203e+00,2.9492e+01,-2.3324e+02
4.8093e-01,-6.2371e-01,5.8902e-01,1.2881e+00,1.6286e+00,2.5359e+00,3.0737e+00,2.9067e+01,-2.3278e+02
3.9668e-01,-5.4382e-01,4.3449e-01,1.7158e+00,1.3646e+00,2.3342e+00,3.1146e+00,2.9054e+01,-2.3217e+02
3.6968e-01,-5.5342e-01,1.2148e+00,6.9226e-01,2.7107e+00,2.2986e+00,3.2372e+00,2.9886e+01,-2.3247e+02
4.9650e-01,-6.9962e-01,4.2887e-01,1.4427e+00,1.0696e+00,2.2652e+00,3.2068e+00,2.9156e+01,-2.3035e+02
3.2597e-01,-5.7209e-01,1.1213e+00,6.2314e-01,2.8002e+00,2.6144e+00,3.1776e+00,3.0034e+01,-2.3315e+02
4.1563e-01,-6.4521e-01,7.7676e-01,1.2036e+00,1.2626e+00,2.7716e+00,3.1079e+00,2.9283e+01,-2.2970e+02
4.2915e-01,-5.8426e-01,7.4594e-01,1.5127e+00,1.0292e+00,2.3263e+00,3.1865e+00,2.9126e+01,-2.3093e+02
4.7633e-01,-5.8528e-01,6.0990e-01,1.5567e+00,1.6480e+00,2.2146e+00,3.1437e+00,2.9078e+01,-2.3313e+02
3.2138e-01,-5.0566e-01,7.9471e-01,1.7287e+00,1.3765e+00,2.4947e+00,3.1809e+00,2.9244e+01,-2.3152e+02
3.8064e-01,-5.7060e-01,6.3216e-01,1.6048e+00,1.6285e+00,2.1390e+00,3.1605e+00,2.9096e+01,-2.3027e+02
3.6979e-01,-5.8846e-01,6.4908e-01,1.6359e+00,1.3090e+00,2.4627e+00,3.2029e+00,2.9272e+01,-2.3314e+02
4.9670e-01,-6.2198e-01,5.6162e-01,1.4827e+00,1.0548e+00,2.7047e+00,3.0291e+00,2.9118e+01,-2.3242e+02
4.6771e-01,-6.8990e-01,5.8520e-01,1.2544e+00,1.2060e+00,2.2071e+00,3.2368e+00,2.9164e+01,-2.3184e+02
3.7827e-01,-6.5167e-01,7.6760e-01,1.1290e+00,1.0270e+00,2.7047e+00,3.1408e+00,2.9242e+01,-2.3314e+02
4.9652e-01,-6.2304e-01,5.2841e-01,1.4804e+00,1.5229e+00,2.4006e+00,3.0842e+00,2.9023e+01,-2.3225e+02
4.0527e-01,-5.8998e-01,8.0540e-01,1.3784e+00,1.5500e+00,2.6847e+00,3.0560e+00,2.9177e+01,-2.3044e+02
3.9224e-01,-5.3952e-01,1.1488e+00,5.4172e-01,2.8730e+00,2.5475e+00,2.9377e+00,2.9933e+01,-2.3241e+02
4.4246e-01,-6.5116e-01,6.4886e-01,1.3735e+00,1.1681e+00,2.2748e+00,3.1773e+00,2.9088e+01,-2.3136e+02
3.8516e-01,-6.7834e-01,6.5192e-01,1.1997e+00,1.7801e+00,2.4260e+00,3.1733e+00,2.9234e+01,-2.3098e+02
4.8380e-01,-7.1147e-01,5.1153e-01,1.2777e+00,1.1472e+00,2.1519e+00,3.2105e+00,2.9101e+01,-2.3284e+02
4.0678e-01,-6.3689e-01,7.1271e-01,1.1814e+00,1.5343e+00,2.6829e+00,3.1151e+00,2.9236e+01,-2.3227e+02
3.5052e-01,-5.0569e-01,6.5731e-01,1.8132e+00,1.5676e+00,2.6352e+00,3.0905e+00,2.9236e+01,-2.3196e+02
3.6991e-01,-5.3348e-01,7.6222e-01,1.6722e+00,2.1126e+00,2.4491e+00,3.1834e+00,2.9396e+01,-2.3311e+02
3.3852e-01,-5.7039e-01,6.1922e-01,1.5804e+00,2.1357e+00,2.6061e+00,3.0855e+00,2.9354e+01,-2.3279e+02
4.9873e-01,-5.8728e-01,1.0083e+00,7.9075e-01,2.7681e+00,2.8064e+00,2.9731e+00,2.9899e+01,-2.3279e+02
4.7038e-01,-5.4199e-01,9.1191e-01,1.2731e+00,2.5847e+00,2.4693e+00,2.9910e+00,2.9508e+01,-2.3199e+02
4.3502e-01,-7.1920e-01,4.6199e-01,1.1043e+00,1.6064e+00,2.3469e+00,3.1466e+00,2.9095e+01,-2.3307e+02
3.1702e-01,-5.8674e-01,7.4411e-01,1.5799e+00,1.8958e+00,2.4059e+00,3.2444e+00,2.9404e+01,-2.3131e+02
4.9728e-01,-5.0211e-01,9.9770e-01,1.7187e+00,2.5920e+00,2.1967e+00,3.1781e+00,2.9656e+01,-2.2946e+02
3.6235e-01,-6.4373e-01,6.9032e-01,1.3942e+00,1.0760e+00,2.7718e+00,3.1292e+00,2.9342e+01,-2.3149e+02
4.0881e-01,-6.4712e-01,4.7621e-01,1.3493e+00,9.2550e-01,2.3436e+00,3.1153e+00,2.8970e+01,-2.3299e+02
1.9385e-01,-5.2638e-01,8.9749e-01,1.6138e+00,2.2246e+00,2.8283e+00,3.0231e+00,2.9550e+01,-2.3290e+02
4.6771e-01,-6.0443e-01,6.8708e-01,1.4898e+00,1.8087e+00,2.1300e+00,3.2091e+00,2.9207e+01,-2.3123e+02
4.0454e-01,-5.8319e-01,5.5841e-01,1.6065e+00,1.3925e+00,2.3068e+00,3.1815e+00,2.9129e+01,-2.3240e+02
3.3895e-01,-5.7345e-01,7.1392e-01,1.5418e+00,1.4477e+00,2.5526e+00,3.1727e+00,2.9243e+01,-2.3217e+02
3.9318e-01,-5.5190e-01,4.8403e-01,1.6596e+00,1.1338e+00,2.4088e+00,3.1501e+00,2.9079e+01,-2.3321e+02
2.8069e-01,-5.2034e-01,1.1491e+00,1.0695e+00,2.5797e+00,2.8747e+00,2.9975e+00,2.9784e+01,-2.3292e+02
4.4616e-01,-7.4369e-01,6.7947e-01,7.5861e-01,1.0697e+00,2.2214e+00,3.2109e+00,2.9109e+01,-2.3330e+02
4.3234e-01,-5.0022e-01,1.1670e+00,1.2379e+00,2.8916e+00,2.3633e+00,2.9782e+00,2.9895e+01,-2.3100e+02
3.7097e-01,-5.1794e-01,8.5886e-01,1.5915e+00,2.1946e+00,2.4604e+00,3.1230e+00,2.9329e+01,-2.3185e+02
4.8018e-01,-7.8764e-01,6.6967e-01,3.1055e-01,1.1156e+00,2.3961e+00,3.1639e+00,2.9101e+01,-2.3169e+02
3.2032e-01,-5.8744e-01,9.1654e-01,1.4688e+00,1.7909e+00,2.4824e+00,3.2835e+00,2.9466e+01,-2.3262e+02
4.2196e-01,-5.8428e-01,6.5734e-01,1.5756e+00,8.9248e-01,2.2212e+00,3.1718e+00,2.9058e+01,-2.3171e+02
4.7749e-01,-6.6307e-01,3.4250e-01,1.4510e+00,1.0348e+00,2.3033e+00,3.1116e+00,2.8984e+01,-2.3068e+02
4.9377e-01,-7.7652e-01,5.7439e-01,5.6301e-01,1.5842e+00,2.4216e+00,3.1424e+00,2.9125e+01,-2.3217e+02
3.3258e-01,-5.3180e-01,6.2025e-01,1.6914e+00,1.2855e+00,2.5393e+00,3.0836e+00,2.9098e+01,-2.3315e+02
4.6666e-01,-5.3805e-01,9.9685e-01,1.3226e+00,2.7398e+00,2.5594e+00,2.9927e+00,2.9743e+01,-2.3205e+02
4.4576e-01,-6.7146e-01,6.3715e-01,1.1973e+00,1.6970e+00,2.6424e+00,3.0798e+00,2.9199e+01,-2.3014e+02
4.1888e-01,-5.2356e-01,5.9296e-01,1.6442e+00,1.0602e+00,2.5738e+00,3.0301e+00,2.8984e+01,-2.2848e+02
3.3314e-01,-6.0454e-01,7.1687e-01,1.5599e+00,1.1250e+00,2.6564e+00,3.2060e+00,2.9378e+01,-2.2913e+02
4.9286e-01,-5.3859e-01,7.7318e-01,1.7364e+00,2.1491e+00,2.3632e+00,3.2154e+00,2.9425e+01,-2.3219e+02
4.4032e-01,-6.4293e-01,7.3062e-01,1.3696e+00,1.7654e+00,2.1144e+00,3.2676e+00,2.9283e+01,-2.2760e+02
