logfeh,logdust,logNpix,logage,dmod,logl
-5.9352e-01,-7.7423e-01,5.0271e+00,9.8982e+00,3.1137e+01,-9.8168e+01
-8.1454e-01,-6.2715e-01,4.9724e+00,9.7857e+00,3.1128e+01,-8.4533e+01
-5.9402e-01,-9.5807e-01,5.0915e+00,1.0083e+01,3.1090e+01,-1.0104e+02
-4.6068e-01,-9.6541e-01,5.0729e+00,1.0049e+01,3.1071e+01,-8.6655e+01
-6.6684e-01,-7.3695e-01,5.0098e+00,9.9000e+00,3.1091e+01,-9.9752e+01
-8.0732e-01,-6.8229e-01,5.0270e+00,9.9109e+00,3.1138e+01,-8.8337e+01
-6.1799e-01,-9.2750e-01,5.1314e+00,1.0105e+01,3.1185e+01,-8.8998e+01
-9.3161e-01,-5.9511e-01,4.9337e+00,9.8219e+00,3.1029e+01,-9.5156e+01
-5.8767e-01,-7.7765e-01,5.0169e+00,9.8981e+00,3.1115e+01,-8.4345e+01
-6.6738e-01,-8.9420e-01,5.1467e+00,1.0122e+01,3.1229e+01,-8.6300e+01
-5.1576e-01,-9.6225e-01,5.1125e+00,1.0053e+01,3.1168e+01,-1.0045e+02
-7.8480e-01,-7.9454e-01,5.0973e+00,1.0060e+01,3.1143e+01,-8.2528e+01
-8.7503e-01,-6.0801e-01,4.9646e+00,9.7968e+00,3.1102e+01,-9.0691e+01
-7.6673e-01,-8.2806e-01,5.1662e+00,1.0092e+01,3.1278e+01,-9.6979e+01
-3.4943e-01,-1.1047e+00,5.0478e+00,1.0033e+01,3.1003e+01,-9.8215e+01
-9.2674e-01,-7.6368e-01,5.1576e+00,1.0143e+01,3.1168e+01,-6.4761e+01
-9.3442e-01,-5.9417e-01,4.9502e+00,9.8204e+00,3.1067e+01,-9.4201e+01
-6.5389e-01,-8.0739e-01,5.0733e+00,1.0003e+01,3.1117e+01,-9.4990e+01
-8.7006e-01,-6.3956e-01,4.9790e+00,9.8267e+00,3.1085e+01,-6.7448e+01
-6.0642e-01,-9.4369e-01,5.1466e+00,1.0109e+01,3.1229e+01,-9.9880e+01
-4.9457e-01,-7.8454e-01,4.9914e+00,9.8399e+00,3.1118e+01,-8.6759e+01
-7.5608e-01,-8.2629e-01,5.0968e+00,1.0117e+01,3.1101e+01,-8.4371e+01
-7.3907e-01,-8.3132e-01,5.1562e+00,1.0116e+01,3.1256e+01,-7.8839e+01
-8.1790e-01,-7.9325e-01,5.0668e+00,1.0088e+01,3.1009e+01,-9.6228e+01
-8.8935e-01,-6.8900e-01,5.1083e+00,9.9530e+00,3.1287e+01,-7.7317e+01
