niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.9508e+05,-1.9509e+05,-1.9980e-03,-1.9509e+05,1.6617e-01,6.9098e+00,inf,3.4619e+02,-4.5041e-02,-4.3819e-01,-1.5095e+00,4.9627e-02,8.0629e-02,1.8577e+00,1.1386e+00,3.2721e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.9498e+05,-1.9498e+05,-3.9960e-03,-1.9498e+05,1.6619e-01,6.9118e+00,1.8692e+05,3.4696e+02,-3.0628e-01,-1.2629e-01,-6.3688e-01,4.9807e-01,1.6736e-01,1.4631e+00,2.2647e+00,3.2873e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.9473e+05,-1.9474e+05,-5.9940e-03,-1.9474e+05,1.6621e-01,6.9138e+00,1.8681e+05,3.4772e+02,-3.4759e-01,-4.9946e-01,-4.6718e-01,-1.5259e+00,1.0476e+00,9.4039e-01,1.2999e+00,3.2219e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.9464e+05,-1.9464e+05,-7.9920e-03,-1.9464e+05,1.6624e-01,6.9157e+00,1.8656e+05,3.4829e+02,-4.3238e-01,-1.8168e-02,-1.8419e+00,-1.2080e+00,-3.8148e-02,4.6749e-01,1.1412e+00,2.9590e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.9426e+05,-1.9427e+05,-9.9900e-03,-1.9427e+05,1.6626e-01,6.9177e+00,1.8647e+05,3.4905e+02,2.0136e-01,-1.1791e-02,-5.6578e-01,1.5339e+00,3.5288e-01,1.2187e+00,1.8717e+00,3.2490e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.9367e+05,-1.9367e+05,-1.1988e-02,-1.9367e+05,1.6629e-01,6.9197e+00,1.8610e+05,3.4967e+02,-3.7305e-01,-1.4052e+00,-2.6374e+00,-7.6406e-01,-6.7290e-01,1.7286e+00,1.1038e+00,3.2559e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.9289e+05,-1.9289e+05,-1.3986e-02,-1.9289e+05,1.6631e-01,6.9217e+00,1.8550e+05,3.5027e+02,1.1328e-01,-2.8241e-02,-1.3571e+00,-1.4112e+00,2.0993e+00,7.2821e-01,2.4555e+00,3.2896e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.9273e+05,-1.9274e+05,-1.5984e-02,-1.9274e+05,1.6633e-01,6.9237e+00,1.8472e+05,3.5108e+02,-1.2007e-01,-1.0632e+00,-7.9770e-02,-1.6323e+00,1.7154e-01,4.8018e-01,1.6724e+00,3.1976e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.9227e+05,-1.9227e+05,-1.7982e-02,-1.9227e+05,1.6636e-01,6.9257e+00,1.8456e+05,3.5186e+02,-3.9844e-01,-1.4932e+00,-6.1625e-01,-1.6674e+00,1.0183e+00,2.9136e-01,1.5515e+00,3.2058e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.9068e+05,-1.9068e+05,-1.9980e-02,-1.9068e+05,1.6638e-01,6.9277e+00,1.8410e+05,3.5271e+02,1.6701e-01,-1.2279e-01,-2.1568e+00,-1.2578e+00,-1.0835e+00,1.2280e+00,1.4272e+00,2.9746e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.9004e+05,-1.9005e+05,-2.1978e-02,-1.9005e+05,1.6641e-01,6.9297e+00,1.8251e+05,3.5331e+02,-7.5023e-02,-3.5876e-01,-2.6316e-01,-5.9170e-01,-1.6893e-01,1.7967e+00,1.2792e+00,3.1433e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.8960e+05,-1.8961e+05,-2.3976e-02,-1.8961e+05,1.6643e-01,6.9317e+00,1.8188e+05,3.5410e+02,-4.1444e-01,-4.4197e-01,-1.3274e+00,-4.2082e-02,1.3044e-01,2.3818e+00,1.0698e+00,3.2861e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.8907e+05,-1.8908e+05,-2.5974e-02,-1.8908e+05,1.6645e-01,6.9337e+00,1.8144e+05,3.5462e+02,1.0675e-01,-5.7840e-01,4.4937e-01,1.3809e+00,8.1357e-01,6.1815e-01,1.0377e+00,3.2560e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.8875e+05,-1.8876e+05,-2.7972e-02,-1.8876e+05,1.6648e-01,6.9357e+00,1.8090e+05,3.5538e+02,-6.5808e-02,-1.7008e-03,-2.1893e+00,4.9302e-01,1.2420e+00,5.4813e-01,2.5390e+00,3.1580e+01
