niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4
1.0000e+00,1.0000e+00,1.9960e-01,-1.4500e+05,-1.4501e+05,-1.9980e-03,-1.4501e+05,1.1750e-01,6.9098e+00,inf,5.9012e-01,-5.9523e-01,-1.9071e+00,-3.6733e-01,1.9936e+00,1.2177e+00,3.7588e+00,5.9443e+00
2.0000e+00,1.0000e+00,3.9841e-01,-1.4495e+05,-1.4496e+05,-3.9960e-03,-1.4496e+05,1.1751e-01,6.9118e+00,1.3937e+05,1.3790e+00,-7.1820e-01,-1.5656e+00,-2.6996e-01,1.9917e+00,2.8482e+00,4.3442e+00,5.8988e+00
3.0000e+00,1.0000e+00,5.9642e-01,-1.4485e+05,-1.4485e+05,-5.9940e-03,-1.4485e+05,1.1753e-01,6.9138e+00,1.3933e+05,2.1739e+00,-1.8903e-01,-1.6544e+00,3.5084e-01,2.0899e+00,2.8065e+00,4.6688e+00,5.9389e+00
4.0000e+00,1.0000e+00,7.9365e-01,-1.4483e+05,-1.4484e+05,-7.9920e-03,-1.4484e+05,1.1755e-01,6.9157e+00,1.3922e+05,2.7685e+00,-9.3653e-01,-1.0465e+00,-3.7799e-01,4.8841e-01,2.9389e+00,4.3873e+00,5.9214e+00
5.0000e+00,1.0000e+00,9.9010e-01,-1.4483e+05,-1.4484e+05,-9.9900e-03,-1.4484e+05,1.0823e-01,5.8624e+00,1.3920e+05,3.3561e+00,-9.2861e-01,-1.3306e+00,7.9845e-01,1.7511e+00,2.6591e+00,3.8311e+00,5.9079e+00
6.0000e+00,1.0000e+00,1.1858e+00,-1.4470e+05,-1.4471e+05,-1.1988e-02,-1.4471e+05,1.1758e-01,6.9197e+00,1.3920e+05,4.1356e+00,-4.4506e-01,-1.0752e+00,6.0709e-01,4.9795e-01,2.2107e+00,2.9569e+00,5.9761e+00
7.0000e+00,1.0000e+00,1.3807e+00,-1.4468e+05,-1.4469e+05,-1.3986e-02,-1.4469e+05,1.1760e-01,6.9217e+00,1.3907e+05,4.9367e+00,-3.7759e-01,-1.6400e+00,-4.1404e-01,1.7877e+00,2.7359e+00,3.3534e+00,5.9323e+00
8.0000e+00,1.0000e+00,1.5748e+00,-1.4467e+05,-1.4468e+05,-1.5984e-02,-1.4468e+05,1.1759e-01,6.9206e+00,1.3906e+05,5.7207e+00,-6.1993e-01,-1.2877e+00,1.1842e+00,2.2658e+00,2.6727e+00,4.4483e+00,5.9069e+00
9.0000e+00,1.0000e+00,1.7682e+00,-1.4466e+05,-1.4467e+05,-1.7982e-02,-1.4467e+05,1.1763e-01,6.9257e+00,1.3905e+05,6.3099e+00,-9.6932e-01,-1.7426e+00,8.4453e-02,3.5171e-01,2.0084e+00,4.4205e+00,5.8225e+00
1.0000e+01,1.0000e+00,1.9608e+00,-1.4465e+05,-1.4465e+05,-1.9980e-02,-1.4465e+05,1.1765e-01,6.9277e+00,1.3903e+05,7.0062e+00,-6.9244e-01,-1.9574e+00,-2.4018e-01,4.2494e-01,2.4763e+00,4.3850e+00,5.8445e+00
1.1000e+01,1.0000e+00,2.1526e+00,-1.4461e+05,-1.4462e+05,-2.1978e-02,-1.4462e+05,1.1767e-01,6.9297e+00,1.3902e+05,7.7789e+00,-4.5507e-02,-1.4663e+00,7.0829e-01,1.5302e+00,1.9111e+00,4.5826e+00,5.9641e+00
1.2000e+01,1.0000e+00,2.3438e+00,-1.4459e+05,-1.4460e+05,-2.3976e-02,-1.4460e+05,1.1768e-01,6.9317e+00,1.3899e+05,8.5796e+00,-2.2709e-01,-1.3526e+00,4.7833e-02,2.2947e+00,1.9540e+00,4.3310e+00,5.9155e+00
