niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,logage,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.6669e+05,-1.6670e+05,-1.9980e-03,-1.6670e+05,1.1750e-01,6.9098e+00,inf,4.5100e-01,-9.8478e-03,-1.4921e+00,5.4927e+00,9.8306e+00,2.9060e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.6656e+05,-1.6657e+05,-3.9960e-03,-1.6657e+05,1.1751e-01,6.9118e+00,1.6248e+05,9.1001e-01,8.4996e-03,-1.4994e+00,5.4136e+00,9.8047e+00,2.9013e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.6652e+05,-1.6652e+05,-5.9940e-03,-1.6652e+05,1.1753e-01,6.9138e+00,1.6235e+05,1.3687e+00,-8.9225e-03,-1.5010e+00,5.4460e+00,9.7624e+00,2.9239e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.6642e+05,-1.6642e+05,-7.9920e-03,-1.6642e+05,1.1755e-01,6.9157e+00,1.6231e+05,1.8200e+00,-9.8130e-03,-1.4920e+00,5.4317e+00,9.8057e+00,2.9170e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.6638e+05,-1.6639e+05,-9.9900e-03,-1.6639e+05,1.1757e-01,6.9177e+00,1.6221e+05,2.2675e+00,-1.8079e-03,-1.5099e+00,5.3620e+00,9.8105e+00,2.9013e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.6629e+05,-1.6630e+05,-1.1988e-02,-1.6630e+05,1.1758e-01,6.9197e+00,1.6217e+05,2.7289e+00,8.3117e-03,-1.5064e+00,5.4463e+00,9.8154e+00,2.9284e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.6601e+05,-1.6602e+05,-1.3986e-02,-1.6602e+05,1.1760e-01,6.9217e+00,1.6208e+05,3.1800e+00,2.3443e-04,-1.4931e+00,5.4806e+00,9.8131e+00,2.9571e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.6591e+05,-1.6591e+05,-1.5984e-02,-1.6591e+05,1.1762e-01,6.9237e+00,1.6180e+05,3.6383e+00,2.1198e-03,-1.4907e+00,5.4028e+00,9.8430e+00,2.9369e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.6580e+05,-1.6581e+05,-1.7982e-02,-1.6581e+05,1.1763e-01,6.9257e+00,1.6170e+05,4.0934e+00,-6.0246e-03,-1.5011e+00,5.2743e+00,9.8171e+00,2.9163e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.6577e+05,-1.6578e+05,-1.9980e-02,-1.6578e+05,1.1765e-01,6.9277e+00,1.6159e+05,4.5820e+00,6.3137e-03,-1.4905e+00,5.2618e+00,9.7599e+00,2.9237e+01
