niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,logage,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.4251e+05,-1.4251e+05,-1.9980e-03,-1.4251e+05,1.1750e-01,6.9098e+00,inf,2.7484e-01,-9.3266e-01,-1.5484e+00,5.9460e+00,9.5868e+00,3.0239e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.4148e+05,-1.4149e+05,-3.9960e-03,-1.4149e+05,1.1751e-01,6.9118e+00,1.3714e+05,5.5864e-01,-8.7734e-01,-1.5618e+00,5.8425e+00,9.5291e+00,3.0622e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.4144e+05,-1.4145e+05,-5.9940e-03,-1.4145e+05,1.1753e-01,6.9138e+00,1.3612e+05,8.5139e-01,-9.8831e-01,-1.0994e+00,5.9317e+00,9.8898e+00,3.0170e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.4127e+05,-1.4128e+05,-7.9920e-03,-1.4128e+05,1.1755e-01,6.9157e+00,1.3608e+05,1.1291e+00,-9.9049e-01,-1.1037e+00,5.9927e+00,1.0064e+01,3.0060e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.4122e+05,-1.4123e+05,-9.9900e-03,-1.4123e+05,1.1757e-01,6.9177e+00,1.3591e+05,1.4134e+00,1.9604e-02,-1.0264e+00,5.7618e+00,9.5693e+00,3.0237e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.4119e+05,-1.4120e+05,-1.1988e-02,-1.4120e+05,1.1758e-01,6.9197e+00,1.3586e+05,1.7022e+00,-8.0592e-01,-1.6390e+00,5.8652e+00,9.5911e+00,3.0546e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.4112e+05,-1.4112e+05,-1.3986e-02,-1.4112e+05,1.1760e-01,6.9217e+00,1.3583e+05,1.9937e+00,-2.8787e-01,-1.1107e+00,5.7544e+00,9.6067e+00,3.0238e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.4111e+05,-1.4112e+05,-1.5984e-02,-1.4112e+05,1.1720e-01,6.8752e+00,1.3576e+05,2.2869e+00,5.7580e-02,-1.8167e+00,5.7389e+00,9.5726e+00,3.0254e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.4108e+05,-1.4109e+05,-1.7982e-02,-1.4109e+05,1.1763e-01,6.9257e+00,1.3575e+05,2.5696e+00,-4.8799e-01,-1.9943e+00,5.8620e+00,9.9237e+00,3.0013e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.4105e+05,-1.4106e+05,-1.9980e-02,-1.4106e+05,1.1765e-01,6.9277e+00,1.3572e+05,2.9586e+00,1.5623e-01,-1.4709e+00,5.9136e+00,9.8831e+00,3.0013e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.4078e+05,-1.4079e+05,-2.1978e-02,-1.4079e+05,1.1767e-01,6.9297e+00,1.3569e+05,3.2367e+00,1.4448e-01,-1.8223e+00,5.9463e+00,9.9581e+00,3.0284e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.4073e+05,-1.4074e+05,-2.3976e-02,-1.4074e+05,1.1768e-01,6.9317e+00,1.3542e+05,3.5180e+00,-3.6035e-01,-1.1564e+00,5.9806e+00,9.9415e+00,3.0571e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.4068e+05,-1.4068e+05,-2.5974e-02,-1.4068e+05,1.1770e-01,6.9337e+00,1.3537e+05,3.7885e+00,-9.8252e-01,-1.3910e+00,5.9657e+00,9.6569e+00,3.1174e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.4057e+05,-1.4058e+05,-2.7972e-02,-1.4058e+05,1.1772e-01,6.9357e+00,1.3532e+05,4.0610e+00,-3.9618e-01,-1.8747e+00,5.8934e+00,9.5119e+00,3.1353e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.4054e+05,-1.4055e+05,-2.9970e-02,-1.4055e+05,1.1774e-01,6.9377e+00,1.3521e+05,4.3388e+00,-3.5046e-01,-1.7922e+00,5.6253e+00,9.6569e+00,3.0277e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.4049e+05,-1.4050e+05,-3.1968e-02,-1.4050e+05,1.1775e-01,6.9397e+00,1.3518e+05,4.6086e+00,2.1757e-01,-1.2458e+00,5.7500e+00,9.5264e+00,3.0572e+01
