niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4
1.0000e+00,1.0000e+00,1.9960e-01,-1.4700e+05,-1.4701e+05,-1.9980e-03,-1.4701e+05,1.1750e-01,6.9098e+00,inf,5.9293e-01,-5.9523e-01,-1.9071e+00,-7.6733e-01,1.5936e+00,8.1766e-01,3.3588e+00,5.5443e+00
2.0000e+00,1.0000e+00,3.9841e-01,-1.4695e+05,-1.4696e+05,-3.9960e-03,-1.4696e+05,1.1751e-01,6.9118e+00,1.4345e+05,1.3905e+00,-9.3653e-01,-1.0465e+00,-7.7799e-01,8.8413e-02,2.5389e+00,3.9873e+00,5.5214e+00
3.0000e+00,1.0000e+00,5.9642e-01,-1.4692e+05,-1.4693e+05,-5.9940e-03,-1.4693e+05,1.1753e-01,6.9138e+00,1.4340e+05,2.1862e+00,-1.8903e-01,-1.6544e+00,-4.9158e-02,1.6899e+00,2.4065e+00,4.2688e+00,5.5389e+00
4.0000e+00,1.0000e+00,7.9365e-01,-1.4687e+05,-1.4688e+05,-7.9920e-03,-1.4688e+05,1.1755e-01,6.9157e+00,1.4337e+05,2.7544e+00,-4.5507e-02,-1.4663e+00,3.0829e-01,1.1302e+00,1.5111e+00,4.1826e+00,5.5641e+00
5.0000e+00,1.0000e+00,9.9010e-01,-1.4685e+05,-1.4686e+05,-9.9900e-03,-1.4686e+05,1.1757e-01,6.9177e+00,1.4331e+05,3.3236e+00,-4.4506e-01,-1.0752e+00,2.0709e-01,9.7953e-02,1.8107e+00,2.5569e+00,5.5761e+00
6.0000e+00,1.0000e+00,1.1858e+00,-1.4683e+05,-1.4684e+05,-1.1988e-02,-1.4684e+05,1.1758e-01,6.9197e+00,1.4330e+05,4.0791e+00,-7.1820e-01,-1.5656e+00,-6.6996e-01,1.5917e+00,2.4482e+00,3.9442e+00,5.4988e+00
7.0000e+00,1.0000e+00,1.3807e+00,-1.4680e+05,-1.4681e+05,-1.3986e-02,-1.4681e+05,1.1760e-01,6.9217e+00,1.4328e+05,4.8378e+00,-3.7759e-01,-1.6400e+00,-8.1404e-01,1.3877e+00,2.3359e+00,2.9534e+00,5.5323e+00
8.0000e+00,1.0000e+00,1.5748e+00,-1.4675e+05,-1.4676e+05,-1.5984e-02,-1.4676e+05,1.1762e-01,6.9237e+00,1.4325e+05,5.6045e+00,-9.2861e-01,-1.3306e+00,3.9845e-01,1.3511e+00,2.2591e+00,3.4311e+00,5.5079e+00
9.0000e+00,1.0000e+00,1.7682e+00,-1.4673e+05,-1.4674e+05,-1.7982e-02,-1.4674e+05,1.1763e-01,6.9257e+00,1.4320e+05,6.2071e+00,-2.2709e-01,-1.3526e+00,-3.5217e-01,1.8947e+00,1.5540e+00,3.9310e+00,5.5155e+00
1.0000e+01,1.0000e+00,1.9608e+00,-1.4673e+05,-1.4673e+05,-1.9980e-02,-1.4673e+05,1.1335e-01,6.4302e+00,1.4318e+05,6.9180e+00,-6.1993e-01,-1.2877e+00,7.8423e-01,1.8658e+00,2.2727e+00,4.0483e+00,5.5069e+00
1.1000e+01,1.0000e+00,2.1526e+00,-1.4672e+05,-1.4673e+05,-2.1978e-02,-1.4673e+05,1.1755e-01,6.9155e+00,1.4317e+05,7.7107e+00,-9.9566e-02,-1.0964e+00,-5.8055e-01,4.4824e-01,2.0648e+00,4.1188e+00,5.5436e+00
1.2000e+01,1.0000e+00,2.3438e+00,-1.4670e+05,-1.4670e+05,-2.3976e-02,-1.4670e+05,1.1768e-01,6.9317e+00,1.4317e+05,8.4868e+00,-6.9244e-01,-1.9574e+00,-6.4018e-01,2.4940e-02,2.0763e+00,3.9850e+00,5.4445e+00
1.3000e+01,1.0000e+00,2.5341e+00,-1.4663e+05,-1.4664e+05,-2.5974e-02,-1.4664e+05,1.1770e-01,6.9337e+00,1.4314e+05,9.2564e+00,-2.5253e-01,-1.6571e+00,-6.0091e-01,1.4256e-01,9.9957e-01,2.7874e+00,5.4778e+00
