niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4
1.0000e+00,1.0000e+00,2.4938e-01,-6.7673e+04,-6.7680e+04,-2.4969e-03,-6.7680e+04,1.2922e-01,6.6871e+00,inf,7.1178e-01,-5.1427e-01,-1.8607e+00,-2.9405e-02,3.5837e+00,1.1809e+00,4.1949e+00,6.8718e+00
2.0000e+00,1.0000e+00,4.9751e-01,-6.7377e+04,-6.7384e+04,-4.9938e-03,-6.7384e+04,1.2924e-01,6.6896e+00,6.7074e+04,1.4157e+00,-6.6183e-01,-1.3484e+00,1.6533e-01,3.5798e+00,4.4420e+00,5.3658e+00,6.7807e+00
3.0000e+00,1.0000e+00,7.4442e-01,-6.6535e+04,-6.6542e+04,-7.4906e-03,-6.6542e+04,1.2926e-01,6.6921e+00,6.6778e+04,2.0747e+00,-2.6831e-02,-1.4816e+00,1.4069e+00,3.7762e+00,4.3586e+00,6.0149e+00,6.8610e+00
4.0000e+00,1.0000e+00,9.9010e-01,-6.5517e+04,-6.5524e+04,-9.9875e-03,-6.5524e+04,1.2929e-01,6.6946e+00,6.5936e+04,2.7293e+00,-9.1433e-01,-9.9587e-01,2.3022e+00,3.0987e+00,4.0637e+00,4.3396e+00,6.7989e+00
5.0000e+00,1.0000e+00,1.2346e+00,-6.5311e+04,-6.5317e+04,-1.2484e-02,-6.5317e+04,1.2931e-01,6.6971e+00,6.4918e+04,3.4016e+00,1.4539e-01,-1.1995e+00,2.1218e+00,2.6567e+00,2.5677e+00,5.8425e+00,6.9114e+00
6.0000e+00,1.0000e+00,1.4778e+00,-6.5310e+04,-6.5316e+04,-1.4981e-02,-6.5316e+04,1.1860e-01,5.6333e+00,6.4711e+04,4.0616e+00,-2.5311e-01,-1.4600e+00,-1.2283e-01,3.1717e+00,4.2174e+00,3.3841e+00,6.8478e+00
7.0000e+00,1.0000e+00,1.7199e+00,-6.4578e+04,-6.4585e+04,-1.7478e-02,-6.4585e+04,1.2936e-01,6.7021e+00,6.4710e+04,4.5537e+00,-9.2384e-01,-5.6973e-01,-5.0739e-02,5.7322e-01,4.6234e+00,5.4519e+00,6.8260e+00
8.0000e+00,1.0000e+00,1.9608e+00,-6.4029e+04,-6.4036e+04,-1.9975e-02,-6.4036e+04,1.2939e-01,6.7046e+00,6.3979e+04,5.0474e+00,-3.3407e-01,-6.1285e-01,1.9194e+00,5.9231e-01,3.1669e+00,2.5912e+00,6.9354e+00
9.0000e+00,1.0000e+00,2.2005e+00,-6.3263e+04,-6.3270e+04,-2.2472e-02,-6.3270e+04,1.2941e-01,6.7071e+00,6.3430e+04,5.5669e+00,-9.6318e-01,-1.6140e+00,8.7415e-01,2.9981e-01,2.7625e+00,5.5183e+00,6.6283e+00
1.0000e+01,1.0000e+00,2.4390e+00,-6.2964e+04,-6.2971e+04,-2.4969e-02,-6.2971e+04,1.2943e-01,6.7096e+00,6.2664e+04,6.2020e+00,-6.3093e-01,-1.9361e+00,2.2488e-01,4.4628e-01,3.6981e+00,5.4474e+00,6.6721e+00
1.1000e+01,1.0000e+00,2.6764e+00,-6.1904e+04,-6.1911e+04,-2.7466e-02,-6.1911e+04,1.2946e-01,6.7121e+00,6.2365e+04,6.8791e+00,-7.2510e-02,-1.0289e+00,8.0091e-01,4.1859e+00,2.6536e+00,5.3393e+00,6.8141e+00
1.2000e+01,1.0000e+00,2.9126e+00,-6.0619e+04,-6.0626e+04,-2.9963e-02,-6.0626e+04,1.2948e-01,6.7146e+00,6.1305e+04,7.5545e+00,-9.0094e-01,-9.9648e-01,6.1560e-01,2.6331e+00,1.7925e+00,3.1789e+00,6.6668e+00
1.3000e+01,1.0000e+00,3.1477e+00,-6.0063e+04,-6.0070e+04,-3.2459e-02,-6.0070e+04,1.2951e-01,6.7171e+00,6.0020e+04,8.0693e+00,-5.2262e-01,-8.1771e-01,1.4914e+00,1.9285e+00,2.1880e+00,5.7912e+00,6.6574e+00
1.4000e+01,1.0000e+00,3.3816e+00,-5.9998e+04,-6.0005e+04,-3.4956e-02,-6.0005e+04,1.2953e-01,6.7196e+00,5.9463e+04,8.7412e+00,-4.3715e-01,-1.1642e+00,1.0548e+00,4.0446e+00,3.8645e+00,4.4796e+00,6.6739e+00
1.5000e+01,1.0000e+00,3.6145e+00,-5.9947e+04,-5.9954e+04,-3.7453e-02,-5.9954e+04,1.2955e-01,6.7221e+00,5.9399e+04,9.3991e+00,-1.0303e-01,-1.4857e+00,3.0342e-01,6.8153e-01,1.5447e+00,3.0522e+00,6.7388e+00
1.6000e+01,1.0000e+00,3.8462e+00,-5.9867e+04,-5.9874e+04,-3.9950e-02,-5.9874e+04,1.2958e-01,6.7246e+00,5.9348e+04,1.0075e+01,8.0521e-02,-6.4461e-01,3.4415e-01,1.2929e+00,3.6751e+00,5.7149e+00,6.8703e+00
1.7000e+01,1.0000e+00,4.0767e+00,-5.8916e+04,-5.8922e+04,-4.2447e-02,-5.8922e+04,1.2960e-01,6.7271e+00,5.9268e+04,1.0765e+01,-4.9150e-01,-1.8199e+00,1.2988e+00,3.0630e+00,2.0708e+00,5.5550e+00,6.5588e+00
1.8000e+01,1.0000e+00,4.3062e+00,-5.8266e+04,-5.8272e+04,-4.4944e-02,-5.8272e+04,1.2963e-01,6.7296e+00,5.8316e+04,1.1424e+01,-3.9175e-01,-9.5524e-01,-2.7234e-01,4.1967e+00,2.0499e+00,2.3340e+00,6.6737e+00
1.9000e+01,1.0000e+00,4.5346e+00,-5.7789e+04,-5.7796e+04,-4.7441e-02,-5.7796e+04,1.2965e-01,6.7321e+00,5.7666e+04,1.1924e+01,-8.7911e-01,-1.3055e+00,2.6682e+00,6.8363e-01,4.2882e+00,4.4971e+00,6.5979e+00
