logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
2.3247e-01,-1.5564e+00,-8.1700e-01,-2.8186e-01,1.7254e+00,1.0931e+00,3.0473e+00,-4.5372e-01
3.2405e-01,-1.8747e+00,-6.5549e-01,-3.7605e-01,1.7480e+00,1.8580e+00,2.9995e+00,-5.5413e-01
2.9879e-01,-1.4060e+00,-2.2210e+00,-8.6565e-01,3.1594e-02,2.7812e+00,2.3363e+00,-5.5327e-01
3.7495e-01,-1.8266e+00,-9.7549e-01,9.1890e-02,1.4131e+00,2.3285e+00,2.9684e+00,-4.2779e-01
3.9879e-01,-1.7133e+00,-5.9642e-01,1.9356e-02,-3.6841e-01,2.6566e+00,2.8192e+00,-5.4300e-01
2.6043e-01,-1.2462e+00,-2.2332e+00,-1.7162e+00,-1.6755e-01,2.8741e+00,1.2558e+00,-4.8781e-01
2.6827e-01,-1.1967e+00,-1.1351e+00,-3.8294e-01,1.0815e+00,2.8515e+00,1.8620e+00,-2.4167e-01
3.3262e-01,-1.2789e+00,-6.2593e-01,-1.4219e+00,8.1151e-01,2.8865e+00,2.2550e+00,-4.2586e-01
3.7621e-01,-1.5673e+00,-1.6483e+00,-3.9699e-02,9.6931e-01,2.8176e+00,2.1667e+00,-5.1863e-01
4.8142e-01,-1.6943e+00,-3.6487e-01,-1.2617e+00,1.4575e+00,2.8121e+00,2.5689e+00,-6.3366e-01
1.1649e-01,-1.6263e+00,-9.7384e-01,-4.7654e-01,-4.7486e-01,2.3658e+00,2.8942e+00,-5.7203e-01
3.3150e-01,-1.3877e+00,-1.1816e+00,-7.9175e-01,9.5349e-01,2.8557e+00,1.6535e+00,-5.2293e-01
1.6925e-01,-1.1929e+00,-2.5677e+00,-9.3645e-01,9.8556e-01,2.6939e+00,2.5650e+00,-4.2459e-01
1.9305e-01,-1.4377e+00,-1.5278e+00,-5.4284e-02,3.9285e-01,2.6230e+00,2.7165e+00,-3.2822e-01
2.4640e-01,-1.1986e+00,-1.7002e+00,-2.6180e-01,-2.8558e-01,2.6879e+00,2.7906e+00,-4.0640e-01
1.9145e-01,-1.2111e+00,-2.0475e+00,-6.0323e-01,-2.3075e-01,2.8236e+00,2.1542e+00,-6.0835e-01
2.2719e-01,-1.2932e+00,-1.2804e+00,-7.8840e-01,8.3858e-01,2.8045e+00,2.2159e+00,-2.6672e-01
1.4739e-01,-1.4898e+00,-1.6686e+00,-2.5652e-01,1.5575e+00,1.5530e+00,3.0200e+00,-4.8953e-01
2.6169e-01,-1.2416e+00,-1.0264e+00,-6.5620e-01,-6.0490e-01,2.8408e+00,2.4198e+00,-4.8234e-01
4.8642e-01,-1.7030e+00,-7.3334e-01,-6.9298e-01,1.4590e+00,2.8051e+00,2.2505e+00,-4.3100e-01
6.8899e-02,-1.6290e+00,-1.2619e+00,-7.8526e-01,1.3016e+00,1.0696e+00,3.0224e+00,-5.1894e-01
1.9811e-01,-1.0309e+00,-1.0353e+00,-2.2942e-01,1.3972e+00,2.8355e+00,2.2626e+00,-4.4485e-01
2.6878e-01,-1.6938e+00,-1.1344e+00,-1.2620e-01,1.4778e+00,1.5432e+00,3.0437e+00,-2.8723e-01
2.2273e-01,-1.2076e+00,-2.4171e+00,-6.1845e-01,1.8011e+00,2.1961e+00,2.9289e+00,-4.1054e-01
1.6894e-01,-1.7535e+00,-2.5492e+00,-8.4588e-01,-3.8007e-02,1.2588e+00,3.1000e+00,-4.8188e-01
3.4581e-01,-1.0486e+00,-1.1533e+00,1.3134e-01,1.1239e+00,2.9398e+00,9.9609e-01,-5.5883e-01
3.4169e-01,-1.5185e+00,-1.9865e+00,-1.4447e+00,3.2220e-01,2.8679e+00,1.3995e+00,-3.6820e-01
2.1332e-01,-1.6088e+00,-1.7023e+00,-9.1130e-01,-7.0245e-01,2.6388e+00,2.6676e+00,-3.2464e-01
4.4733e-01,-1.8223e+00,-4.0588e-01,-1.2340e+00,1.5596e+00,2.5505e+00,2.8891e+00,-5.2133e-01
3.6081e-01,-1.6992e+00,-1.6540e+00,-1.1932e+00,1.2385e+00,2.7657e+00,2.3352e+00,-2.9703e-01
3.7910e-01,-1.2524e+00,-2.6605e+00,4.1473e-01,-1.0445e+00,2.9304e+00,1.8251e+00,-5.9261e-01
1.8128e-01,-1.8054e+00,-9.6202e-01,-1.2312e+00,3.0460e-01,1.3134e+00,3.0998e+00,-3.2342e-01
8.8532e-02,-1.4578e+00,-2.5976e+00,-1.5102e+00,1.5256e+00,1.0348e+00,3.0363e+00,-6.4641e-01
2.5915e-01,-9.5975e-01,-1.2413e+00,1.9182e-01,1.2637e+00,2.9085e+00,1.3558e+00,-6.8568e-01
2.3054e-01,-1.1702e+00,-2.0315e+00,3.6471e-02,1.5740e+00,2.6187e+00,2.7762e+00,-5.3155e-01
2.3847e-01,-1.0543e+00,-1.6558e+00,-7.4652e-01,1.6843e+00,2.8154e+00,1.8568e+00,-5.1687e-01
5.8228e-02,-1.3708e+00,-2.3076e+00,-1.4098e+00,1.3223e+00,2.0733e+00,2.9427e+00,-4.3412e-01
2.2333e-01,-1.6075e+00,-7.9891e-01,-8.8488e-01,1.8889e-01,2.3077e+00,3.0140e+00,-6.7457e-01
2.7381e-01,-1.7919e+00,-1.8862e+00,-6.5933e-01,1.3858e+00,2.1525e+00,2.9444e+00,-3.9426e-01
2.9614e-01,-1.6573e+00,-1.8144e+00,-1.1554e+00,-3.2728e-01,2.6235e+00,2.6801e+00,-5.1030e-01
9.8707e-02,-1.4751e+00,-1.8561e+00,-8.6543e-01,7.2894e-01,2.3620e+00,2.8681e+00,-4.0637e-01
