niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-9.2329e+03,-9.2398e+03,-1.9980e-03,-9.2398e+03,1.6617e-01,6.9098e+00,inf,9.3375e+02,-4.3238e-01,-1.8168e-02,1.5808e-01,7.9205e-01,1.9619e+00,2.4675e+00,3.1412e+00,2.9590e+01
2.0000e+00,1.0000e+00,3.9841e-01,-9.1920e+03,-9.1989e+03,-3.9960e-03,-9.1989e+03,1.6619e-01,6.9118e+00,9.2335e+03,9.3568e+02,-3.0628e-01,-1.2629e-01,1.3631e+00,2.4981e+00,2.1674e+00,3.4631e+00,4.2647e+00,3.2873e+01
3.0000e+00,1.0000e+00,5.9642e-01,-8.2981e+03,-8.3051e+03,-5.9940e-03,-8.3051e+03,1.6621e-01,6.9137e+00,9.1926e+03,9.3764e+02,-4.5041e-02,-4.3819e-01,4.9049e-01,2.0496e+00,2.0806e+00,3.8577e+00,3.1386e+00,3.2721e+01
4.0000e+00,1.0000e+00,7.9365e-01,-8.0891e+03,-8.0960e+03,-7.9920e-03,-8.0960e+03,1.6624e-01,6.9157e+00,8.2987e+03,9.3936e+02,-3.4759e-01,-4.9946e-01,1.5328e+00,4.7411e-01,3.0476e+00,2.9404e+00,3.2999e+00,3.2219e+01
5.0000e+00,1.0000e+00,9.9010e-01,-7.6991e+03,-7.7060e+03,-9.9900e-03,-7.7060e+03,1.6626e-01,6.9177e+00,8.0897e+03,9.4131e+02,2.0136e-01,-1.1791e-02,1.4342e+00,3.5339e+00,2.3529e+00,3.2187e+00,3.8717e+00,3.2490e+01
6.0000e+00,1.0000e+00,1.1858e+00,-7.5024e+03,-7.5093e+03,-1.1988e-02,-7.5093e+03,1.6629e-01,6.9197e+00,7.6996e+03,9.4300e+02,1.1328e-01,-2.8241e-02,6.4289e-01,5.8882e-01,4.0993e+00,2.7282e+00,4.4555e+00,3.2896e+01
7.0000e+00,1.0000e+00,1.3807e+00,-7.2487e+03,-7.2556e+03,-1.3986e-02,-7.2556e+03,1.6631e-01,6.9217e+00,7.5029e+03,9.4469e+02,-3.7305e-01,-1.4052e+00,-6.3742e-01,1.2359e+00,1.3271e+00,3.7286e+00,3.1038e+00,3.2559e+01
8.0000e+00,1.0000e+00,1.5748e+00,-6.9878e+03,-6.9947e+03,-1.5984e-02,-6.9947e+03,1.6633e-01,6.9237e+00,7.2493e+03,9.4662e+02,-1.2007e-01,-1.0632e+00,1.9202e+00,3.6768e-01,2.1715e+00,2.4802e+00,3.6724e+00,3.1976e+01
9.0000e+00,1.0000e+00,1.7682e+00,-6.8378e+03,-6.8447e+03,-1.7982e-02,-6.8447e+03,1.6636e-01,6.9257e+00,6.9884e+03,9.4868e+02,-4.8130e-01,-1.7441e-01,1.5420e+00,2.3670e+00,3.4506e+00,3.1479e+00,6.8483e+00,2.7079e+01
1.0000e+01,1.0000e+00,1.9608e+00,-6.6422e+03,-6.6492e+03,-1.9980e-02,-6.6492e+03,1.6638e-01,6.9277e+00,6.8384e+03,9.5087e+02,-3.9844e-01,-1.4932e+00,1.3838e+00,3.3258e-01,3.0183e+00,2.2914e+00,3.5515e+00,3.2058e+01
