niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.2848e+05,-1.2849e+05,-1.9980e-03,-1.2849e+05,1.1750e-01,6.9098e+00,inf,6.4854e-01,-9.6883e-01,-1.1163e+00,-7.8161e-01,1.8528e-01,1.1525e+00,2.0353e+00,4.7326e+00,2.9026e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.2822e+05,-1.2823e+05,-3.9960e-03,-1.2823e+05,1.1751e-01,6.9118e+00,1.2716e+05,1.1380e+00,-6.6177e-01,-1.4777e+00,-1.7391e+00,5.6218e-01,1.6334e+00,2.6497e+00,4.7652e+00,2.9357e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.2717e+05,-1.2718e+05,-5.9940e-03,-1.2718e+05,1.1753e-01,6.9138e+00,1.2690e+05,1.7965e+00,-4.9898e-02,-1.1674e+00,-8.1589e-01,2.2261e-01,1.0413e+00,1.5659e+00,4.7544e+00,2.9142e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.2704e+05,-1.2704e+05,-7.9920e-03,-1.2704e+05,1.1755e-01,6.9157e+00,1.2585e+05,2.2785e+00,2.3022e-01,-1.3895e+00,-6.3238e-01,4.4384e-01,9.7000e-01,1.8871e+00,4.7381e+00,2.9192e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.2690e+05,-1.2691e+05,-9.9900e-03,-1.2691e+05,1.1757e-01,6.9177e+00,1.2572e+05,2.7649e+00,-5.1180e-01,-1.1843e+00,1.1509e-02,9.7614e-01,6.3308e-02,1.7525e+00,4.7371e+00,2.9289e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.2625e+05,-1.2625e+05,-1.1988e-02,-1.2625e+05,1.1758e-01,6.9197e+00,1.2558e+05,3.2509e+00,-7.8735e-01,-1.2816e+00,-1.9618e-01,-6.0647e-01,1.8135e+00,3.0240e+00,4.6095e+00,2.9075e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.2617e+05,-1.2618e+05,-1.3986e-02,-1.2618e+05,1.1760e-01,6.9217e+00,1.2493e+05,3.9053e+00,-8.2816e-01,-1.3043e+00,-7.9478e-01,-1.8950e-01,1.3815e+00,3.1861e+00,4.6155e+00,2.9214e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.2603e+05,-1.2604e+05,-1.5984e-02,-1.2604e+05,1.1762e-01,6.9237e+00,1.2485e+05,4.5635e+00,-9.2197e-01,-1.7406e+00,-8.7142e-01,1.2069e-01,1.7303e+00,1.6265e+00,4.6893e+00,2.9680e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.2601e+05,-1.2601e+05,-1.7982e-02,-1.2601e+05,1.1763e-01,6.9257e+00,1.2471e+05,5.2220e+00,2.1138e-01,-1.2507e+00,-7.0306e-02,-6.8827e-01,1.5340e+00,2.9784e+00,4.6991e+00,2.9229e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.2590e+05,-1.2591e+05,-1.9980e-02,-1.2591e+05,1.1765e-01,6.9277e+00,1.2469e+05,6.0112e+00,2.4298e-01,-1.4329e+00,-2.1266e-01,-6.8275e-01,2.0318e-01,2.1768e+00,4.6856e+00,2.9207e+01
