niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,2.4938e-01,-2.0302e+05,-2.0303e+05,-2.4969e-03,-2.0303e+05,1.2922e-01,6.6871e+00,inf,3.6336e-01,-9.8858e-01,-6.5549e-01,5.9902e+00,4.0494e+00,2.2151e+01
2.0000e+00,1.0000e+00,4.9751e-01,-2.0230e+05,-2.0231e+05,-4.9938e-03,-2.0231e+05,1.2924e-01,6.6896e+00,1.7785e+05,9.1992e-01,-3.8559e-01,-1.9914e+00,5.8161e+00,3.0657e+00,2.2033e+01
3.0000e+00,1.0000e+00,7.4442e-01,-2.0178e+05,-2.0179e+05,-7.4906e-03,-2.0179e+05,1.2926e-01,6.6921e+00,1.7712e+05,1.4633e+00,-9.1919e-01,-1.3225e+00,5.9280e+00,7.0732e-01,2.2597e+01
4.0000e+00,1.0000e+00,9.9010e-01,-2.0137e+05,-2.0138e+05,-9.9875e-03,-2.0138e+05,1.2929e-01,6.6946e+00,1.7660e+05,1.9882e+00,-9.8598e-01,-6.4903e-01,5.9090e+00,2.8288e+00,2.2424e+01
5.0000e+00,1.0000e+00,1.2346e+00,-2.0109e+05,-2.0110e+05,-1.2484e-02,-2.0110e+05,1.2931e-01,6.6971e+00,1.7619e+05,2.3742e+00,3.8747e-01,-1.2063e+00,5.8847e+00,2.7815e+00,2.2032e+01
6.0000e+00,1.0000e+00,1.4778e+00,-2.0060e+05,-2.0061e+05,-1.4981e-02,-2.0061e+05,1.2934e-01,6.6996e+00,1.7591e+05,2.9123e+00,-7.0184e-01,-1.3341e+00,5.6991e+00,3.3900e+00,2.2408e+01
7.0000e+00,1.0000e+00,1.7199e+00,-1.9940e+05,-1.9941e+05,-1.7478e-02,-1.9941e+05,1.2936e-01,6.7021e+00,1.7542e+05,3.4632e+00,-7.0724e-01,-1.9139e+00,5.6590e+00,4.1703e+00,2.2795e+01
8.0000e+00,1.0000e+00,1.9608e+00,-1.9922e+05,-1.9923e+05,-1.9975e-02,-1.9923e+05,1.2939e-01,6.7046e+00,1.7422e+05,4.0038e+00,-2.0991e-01,-1.0554e+00,5.5261e+00,3.2416e+00,2.2113e+01
9.0000e+00,1.0000e+00,2.2005e+00,-1.9888e+05,-1.9889e+05,-2.2472e-02,-1.9889e+05,1.2941e-01,6.7071e+00,1.7404e+05,4.5424e+00,-7.6710e-01,-1.4585e+00,5.8203e+00,7.3778e-01,2.3364e+01
1.0000e+01,1.0000e+00,2.4390e+00,-1.9855e+05,-1.9855e+05,-2.4969e-02,-1.9855e+05,1.2943e-01,6.7096e+00,1.7370e+05,5.1195e+00,-9.4103e-01,-1.3523e+00,5.4171e+00,2.1694e+00,2.2442e+01
1.1000e+01,1.0000e+00,2.6764e+00,-1.9853e+05,-1.9854e+05,-2.7466e-02,-1.9854e+05,1.2945e-01,6.7112e+00,1.7337e+05,5.6599e+00,-2.3242e-01,-7.3458e-01,5.9742e+00,3.1907e+00,2.3427e+01
1.2000e+01,1.0000e+00,2.9126e+00,-1.9847e+05,-1.9848e+05,-2.9963e-02,-1.9848e+05,1.2948e-01,6.7146e+00,1.7336e+05,6.2113e+00,-1.4544e-01,-6.6599e-01,5.6726e+00,8.4669e-01,2.2595e+01
1.3000e+01,1.0000e+00,3.1477e+00,-1.9843e+05,-1.9844e+05,-3.2459e-02,-1.9844e+05,1.2951e-01,6.7171e+00,1.7329e+05,6.7496e+00,-9.1017e-02,-5.5281e-01,5.8704e+00,4.6571e+00,2.2923e+01
1.4000e+01,1.0000e+00,3.3816e+00,-1.9835e+05,-1.9836e+05,-3.4956e-02,-1.9836e+05,1.2953e-01,6.7196e+00,1.7325e+05,7.1202e+00,-3.6759e-01,-6.0175e-01,5.4705e+00,2.2814e+00,2.2146e+01
