niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,1.9960e-01,0.0000e+00,-6.9098e+00,-1.9980e-03,-6.9098e+00,1.1750e-01,6.9098e+00,inf,9.8843e+02,-3.5636e-01,-5.6684e-01,-1.0154e+00,1.4076e+00,1.9962e+00,1.1990e+00,2.0414e+00,3.1811e+01
2.0000e+00,1.0000e+00,3.9841e-01,0.0000e+00,-6.2186e+00,-3.9960e-03,-5.8125e+00,1.0777e-01,5.8125e+00,6.9088e+00,9.9049e+02,-3.9172e-01,-1.3992e+00,8.5823e-01,-1.5727e+00,-1.0050e+00,5.4179e-01,3.2534e+00,2.8779e+01
3.0000e+00,1.0000e+00,5.9642e-01,0.0000e+00,-6.2206e+00,-5.9940e-03,-5.3027e+00,1.0293e-01,5.3027e+00,5.8115e+00,9.9256e+02,1.1376e-01,-1.0570e+00,-2.6119e+00,-1.2257e+00,2.5929e-01,1.7753e+00,2.3816e+00,3.0973e+01
4.0000e+00,1.0000e+00,7.9365e-01,0.0000e+00,-6.2226e+00,-7.9920e-03,-4.9673e+00,9.9622e-02,4.9673e+00,5.3017e+00,9.9438e+02,5.9431e-02,-8.0337e-01,1.0485e+00,1.3922e+00,2.1845e+00,2.2142e+00,3.5094e+00,2.8129e+01
5.0000e+00,1.0000e+00,9.9010e-01,0.0000e+00,-6.2246e+00,-9.9900e-03,-4.7170e+00,9.7080e-02,4.7170e+00,4.9663e+00,9.9642e+02,-4.9998e-01,-1.2768e+00,1.0285e+00,1.0087e+00,-7.8721e-01,2.9933e+00,3.3775e+00,2.7834e+01
6.0000e+00,1.0000e+00,1.1858e+00,0.0000e+00,-6.2266e+00,-1.1988e-02,-4.5173e+00,9.5003e-02,4.5173e+00,4.7160e+00,9.9828e+02,-1.7307e-01,-4.9278e-01,-7.5735e-01,1.2145e-01,2.2813e+00,3.8252e+00,1.4498e+00,2.7623e+01
7.0000e+00,1.0000e+00,1.3807e+00,0.0000e+00,-6.2286e+00,-1.3986e-02,-4.3513e+00,9.3241e-02,4.3513e+00,4.5163e+00,1.0001e+03,-2.2097e-01,-1.4710e+00,1.0292e+00,4.1440e-01,1.2254e+00,1.9595e+00,2.4017e+00,3.1056e+01
8.0000e+00,1.0000e+00,1.5748e+00,0.0000e+00,-6.2306e+00,-1.5984e-02,-4.2092e+00,9.1705e-02,4.2092e+00,4.3503e+00,1.0022e+03,3.4224e-02,-1.1155e+00,8.4827e-01,-2.6023e-01,3.5843e-01,3.9557e-01,2.6098e+00,3.0062e+01
9.0000e+00,1.0000e+00,1.7682e+00,0.0000e+00,-6.2326e+00,-1.7982e-02,-4.0850e+00,9.0343e-02,4.0850e+00,4.2082e+00,1.0043e+03,1.5002e-01,-9.9702e-01,1.0317e+00,-1.1694e+00,-4.3064e-02,1.9887e+00,2.0607e+00,3.0040e+01
1.0000e+01,1.0000e+00,1.9608e+00,0.0000e+00,-6.2346e+00,-1.9980e-02,-3.9748e+00,8.9116e-02,3.9748e+00,4.0840e+00,1.0064e+03,1.9503e-01,-8.8464e-01,-6.6898e-01,1.6764e+00,2.3937e+00,3.8790e+00,3.8154e+00,3.2380e+01
1.1000e+01,1.0000e+00,2.1526e+00,0.0000e+00,-6.2366e+00,-2.1978e-02,-3.8757e+00,8.7998e-02,3.8757e+00,3.9738e+00,1.0082e+03,1.7868e-01,-4.4246e-01,-1.7303e-01,8.0794e-01,1.5835e+00,1.0105e+00,3.1313e+00,3.1629e+01
1.2000e+01,1.0000e+00,2.3438e+00,0.0000e+00,-6.2386e+00,-2.3976e-02,-3.7857e+00,8.6970e-02,3.7857e+00,3.8747e+00,1.0103e+03,-2.5174e-01,-1.3607e+00,-2.3532e+00,-1.5500e+00,-5.7786e-01,2.6819e+00,3.2820e+00,3.1448e+01
1.3000e+01,1.0000e+00,2.5341e+00,0.0000e+00,-6.2406e+00,-2.5974e-02,-3.7033e+00,8.6019e-02,3.7033e+00,3.7847e+00,1.0121e+03,5.8429e-02,-3.0156e-01,-4.9601e-01,2.0446e+00,2.2721e+00,4.0090e+00,4.5712e+00,3.2321e+01
