logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-6.5794e-01,-1.8585e+00,1.7105e+00,1.6673e+00,7.1942e-01,2.2465e+00,3.2935e+00,2.8211e+01,-9.2243e+02
-7.8226e-01,-1.6811e+00,1.7009e+00,9.9160e-01,1.5519e+00,1.8704e+00,3.2960e+00,2.8114e+01,-9.0384e+02
-8.3459e-01,-1.0641e+00,1.6826e+00,1.6295e+00,1.3051e+00,2.2487e+00,3.2028e+00,2.8024e+01,-8.9964e+02
-8.0310e-01,-1.2967e+00,1.7196e+00,2.9902e-01,2.1785e+00,2.6437e+00,3.1140e+00,2.8168e+01,-8.7541e+02
-8.6857e-01,-1.5523e+00,1.6520e+00,1.5177e+00,1.3338e+00,2.2679e+00,3.2654e+00,2.8140e+01,-9.1692e+02
-6.7224e-01,-1.3227e+00,1.6892e+00,1.5497e+00,1.3260e+00,2.4448e+00,3.1864e+00,2.8048e+01,-9.1392e+02
-9.8768e-01,-1.2523e+00,1.6979e+00,5.8504e-01,6.6242e-01,2.4316e+00,3.2715e+00,2.8075e+01,-9.1253e+02
-7.9181e-01,-1.2695e+00,1.7119e+00,9.6927e-01,2.2372e+00,2.3225e+00,3.1741e+00,2.8132e+01,-9.1553e+02
-8.1532e-01,-1.2660e+00,1.7219e+00,5.4501e-01,5.0211e-01,2.9614e+00,2.9388e+00,2.8129e+01,-9.2331e+02
-8.7440e-01,-1.7255e+00,1.6589e+00,1.3194e+00,1.5419e+00,2.1062e+00,3.2481e+00,2.8023e+01,-9.1995e+02
-8.9653e-01,-1.4726e+00,1.7252e+00,1.3651e+00,1.4247e+00,2.0954e+00,3.3403e+00,2.8248e+01,-9.1702e+02
-8.4730e-01,-1.8020e+00,1.7304e+00,3.1000e-01,5.4042e-01,2.2026e+00,3.3433e+00,2.8173e+01,-9.2549e+02
-7.7888e-01,-1.3846e+00,1.7191e+00,1.1910e+00,1.1329e+00,2.2259e+00,3.3015e+00,2.8152e+01,-9.1902e+02
-8.3038e-01,-1.8398e+00,1.7235e+00,1.9390e+00,7.1782e-01,2.4478e+00,3.3667e+00,2.8474e+01,-8.7424e+02
8.2236e-03,-1.2116e+00,1.6230e+00,2.0406e+00,2.2047e+00,1.8917e+00,3.2072e+00,2.8059e+01,-9.2365e+02
-8.9607e-01,-1.4181e+00,1.6895e+00,8.2697e-01,1.4311e+00,1.7919e+00,3.3198e+00,2.8068e+01,-9.0893e+02
-8.6417e-01,-1.0105e+00,1.7032e+00,1.3667e+00,2.1991e+00,2.8361e+00,2.8682e+00,2.8112e+01,-9.0340e+02
-7.5904e-01,-1.7074e+00,1.6945e+00,6.6773e-01,7.9463e-01,2.7601e+00,3.1225e+00,2.8097e+01,-9.1579e+02
-8.5668e-01,-1.4426e+00,1.7169e+00,9.9722e-01,1.3593e+00,2.9489e+00,3.0161e+00,2.8198e+01,-9.2508e+02
-8.4382e-01,-1.6397e+00,1.6906e+00,1.2532e+00,1.2484e+00,1.6138e+00,3.3183e+00,2.8066e+01,-8.9757e+02
-9.8690e-01,-1.3140e+00,1.6121e+00,1.5580e+00,1.5246e+00,2.4056e+00,3.2201e+00,2.8057e+01,-9.1296e+02
-8.5084e-01,-1.5873e+00,1.6774e+00,1.2328e+00,1.5043e+00,2.3820e+00,3.2400e+00,2.8060e+01,-9.1165e+02
